step,train_loss,train_loss64,train_accuracy,test_loss,test_loss64,test_accuracy,max_abs_logit,elapsed_seconds
5300,8.801990588835906e-06,8.872106604960439e-06,1.0,0.4597202241420746,0.45972023240053045,0.8896968340977738,21.371559143066406,328.9652052500751
5400,9.390435479872394e-06,9.466510688945371e-06,1.0,0.32497715950012207,0.324977195915369,0.9252712831412909,19.919347763061523,335.49060495896265
5500,9.859173587756231e-06,9.940163168544456e-06,1.0,0.22628310322761536,0.22628312669762912,0.9526792706119253,19.82561683654785,342.0188734170515
5600,9.998270797950681e-06,1.008037553223497e-05,1.0,0.15612849593162537,0.15612853363178802,0.9725920125293657,20.095579147338867,349.0948244589381
5700,9.916348972183187e-06,1.0000331909227481e-05,1.0,0.10728636384010315,0.10728639705142264,0.9825483834880859,20.433719635009766,356.415071999887
5800,9.984980351873673e-06,1.0070472433750634e-05,1.0,0.07652122527360916,0.076521257559334,0.9904911063877391,20.295190811157227,363.70490562496707
5900,9.786343071027659e-06,9.875421668326852e-06,1.0,0.05535440146923065,0.05535443335861643,0.9949658798523324,19.898704528808594,370.9814469590783
6000,9.477304047322832e-06,9.56621016133128e-06,1.0,0.040785517543554306,0.04078554599163667,0.9975388745944737,19.471548080444336,378.2828756668605
6100,9.139444046013523e-06,9.231477191615373e-06,1.0,0.030378984287381172,0.03037902032539554,0.9978744826043181,19.430177688598633,385.85049358406104
6200,8.349217750946991e-06,8.443343657907814e-06,1.0,0.02242516726255417,0.0224252040849649,0.9989931759704664,19.57952308654785,393.33485804195516
6300,8.23053687781794e-06,8.321672661603285e-06,1.0,0.017534637823700905,0.017534677838092372,0.9989931759704664,19.431934356689453,399.81089070905
6400,8.14634495327482e-06,8.237548976401772e-06,1.0,0.013970204629004002,0.013970243628698259,0.9992169146436961,19.11168098449707,406.4132791669108
6500,8.174606591637712e-06,8.266996754910584e-06,1.0,0.011405430734157562,0.011405470117830172,0.999328783980311,19.044246673583984,413.72680170903914
6600,8.118892765196506e-06,8.216140472008668e-06,1.0,0.009513749741017818,0.009513790052294612,0.9995525226535407,19.08621597290039,420.6966192498803
6700,8.0548688856652e-06,8.153464086959346e-06,1.0,0.007928745821118355,0.007928787491802017,0.9997762613267703,18.946352005004883,427.1838134168647
6800,8.003450602700468e-06,8.103714768191273e-06,1.0,0.006647749803960323,0.0066477914426142665,0.9997762613267703,18.888309478759766,433.3000545420218
6900,7.961929441080429e-06,8.061761706013701e-06,1.0,0.005735302343964577,0.005735347158655664,0.9998881306633851,18.93706512451172,439.5049064999912
7000,7.909422492957674e-06,8.007814115904351e-06,1.0,0.004959783051162958,0.004959827867334694,0.9998881306633851,18.982269287109375,446.0761740000453
7100,7.863731298130006e-06,7.966055659440405e-06,1.0,0.0042487941682338715,0.0042488376698258225,0.9998881306633851,19.06419563293457,452.16750500001945
7200,7.85622887633508e-06,7.959571040387596e-06,1.0,0.0037191116716712713,0.0037191536860067616,0.9998881306633851,19.128582000732422,458.9542384999804
7300,7.811627256160136e-06,7.91633756665448e-06,1.0,0.0032942756079137325,0.0032943192954328136,0.9998881306633851,19.174179077148438,466.1239683339372
7400,7.744148206256796e-06,7.850364203047304e-06,1.0,0.0029253531247377396,0.0029253970536844208,0.9998881306633851,19.138809204101562,472.6475359168835
7500,7.67735400586389e-06,7.783629138676255e-06,1.0,0.00259465747512877,0.0025947032065264325,1.0,19.094348907470703,479.7371592500713
7600,7.606421149830567e-06,7.710536042244823e-06,1.0,0.002311383606866002,0.0023114281691601814,1.0,19.034692764282227,486.47773245885037
7700,7.527830803155666e-06,7.633255644660505e-06,1.0,0.002110730390995741,0.002110777300656509,1.0,18.930740356445312,492.578659666935
7800,7.493903922295431e-06,7.597797092198762e-06,1.0,0.0019774986431002617,0.001977544495751504,1.0,18.969018936157227,499.695236624917
7900,7.464335340046091e-06,7.569131868123839e-06,1.0,0.0018745861016213894,0.0018746305748652667,1.0,18.93536376953125,506.64782412489876
8000,7.421757345582591e-06,7.528869227767927e-06,1.0,0.0017795965541154146,0.001779643305224443,1.0,18.990867614746094,512.7104482918512
8100,7.3948649514932185e-06,7.5053327351337006e-06,1.0,0.0016984344692900777,0.0016984829612761098,1.0,18.96792221069336,518.8931579589844
8200,7.336537692026468e-06,7.446466175389112e-06,1.0,0.0016181322280317545,0.0016181810610965055,1.0,19.03534698486328,525.4851307498757
8300,7.274474228324834e-06,7.381777520028577e-06,1.0,0.0015703683020547032,0.0015704145465410227,1.0,19.2176513671875,531.6797144168522
8400,7.359320079558529e-06,7.465927728760393e-06,1.0,0.0015561195323243737,0.0015561682785744737,1.0,19.30919647216797,538.2233495840337
8500,7.418769200739916e-06,7.524885262452659e-06,1.0,0.0015487333294004202,0.0015487799967553646,1.0,19.42485237121582,544.3531083748676
8600,7.303606707864674e-06,7.414523149450609e-06,1.0,0.001536205061711371,0.0015362512128761683,1.0,19.476177215576172,550.6491472090129
8700,7.297475349332672e-06,7.403026978681034e-06,1.0,0.0015535441925749183,0.001553589414226271,1.0,19.573057174682617,557.2196262090001
8800,6.8310687311168294e-06,6.946391439393333e-06,1.0,0.001486500259488821,0.0014865499101196246,1.0,19.780824661254883,563.6963573340327
8900,6.285823474172503e-06,6.396498279225382e-06,1.0,0.0013837104197591543,0.0013837605491219503,1.0,20.030075073242188,570.1932294999715
9000,6.191545708134072e-06,6.301618819277709e-06,1.0,0.0013989713042974472,0.001399020615126289,1.0,20.227493286132812,576.7439362090081
9100,6.0798388403782155e-06,6.186989813394746e-06,1.0,0.0014096557861194015,0.001409703156299974,1.0,20.277624130249023,583.4643057920039
9200,6.070003109925892e-06,6.168428915527064e-06,1.0,0.0014262888580560684,0.0014263321390426775,1.0,20.196813583374023,589.6509506250732
9300,6.293604656093521e-06,6.396699415742047e-06,1.0,0.0014537529787048697,0.0014537999898942744,1.0,19.88901710510254,596.1322478340007
9400,6.169042535475455e-06,6.283167833180232e-06,1.0,0.0014074849896132946,0.001407536462823295,1.0,19.67679214477539,602.3123038338963
9500,5.593604782916373e-06,5.709666438810944e-06,1.0,0.0013132602907717228,0.0013133126682923174,1.0,19.612850189208984,609.0082870840561
9600,4.5914744077890646e-06,4.705241558848206e-06,1.0,0.0011052817571908236,0.0011053339159418966,1.0,19.658878326416016,615.5684434999712
9700,3.810517910096678e-06,3.922070080593815e-06,1.0,0.0009103488409891725,0.0009104009893319559,1.0,19.69777488708496,622.0904065000359
9800,3.5071111597062554e-06,3.616401617587907e-06,1.0,0.0008050070027820766,0.0008050610133813569,1.0,19.697792053222656,629.2282463749871
9900,3.536026042638696e-06,3.63320471726766e-06,1.0,0.0007496173493564129,0.0007496688694574069,1.0,19.666671752929688,636.3719205840025
10000,3.6106330298935063e-06,3.711152594508792e-06,1.0,0.0007170115713961422,0.0007170654799293661,1.0,19.673187255859375,643.3312409168575
10100,3.5355903946765466e-06,3.6494356385644366e-06,1.0,0.0006862160516902804,0.000686271929076542,1.0,19.625959396362305,650.7364561250433
10200,3.3598585105210077e-06,3.4772190112371777e-06,1.0,0.0006420878344215453,0.0006421456183831159,1.0,19.489521026611328,657.6239203750156
10300,3.190257984897471e-06,3.3044657846553124e-06,1.0,0.0006072625401429832,0.0006073222848290472,1.0,19.444787979125977,665.2226453749463
10400,3.083717047047685e-06,3.194886790982986e-06,1.0,0.0005904121790081263,0.0005904696097802792,1.0,19.608139038085938,672.0917090838775
10500,3.0140902254061075e-06,3.1223492008834692e-06,1.0,0.0005878894007764757,0.0005879465822749426,1.0,19.59996223449707,679.5924437919166
10600,2.959403673230554e-06,3.068081164761261e-06,1.0,0.0005916997324675322,0.0005917577284649055,1.0,19.587522506713867,686.874049416976
10700,2.9063355668768054e-06,3.014301771392983e-06,1.0,0.0005943696014583111,0.0005944253969366715,1.0,19.589902877807617,693.2563955420628
10800,2.856286528185592e-06,2.963296484796518e-06,1.0,0.0005942530115135014,0.0005943100317503323,1.0,19.581092834472656,700.162124666851
10900,2.804059022309957e-06,2.911644376972614e-06,1.0,0.0005942486459389329,0.0005943027760528956,1.0,19.60734748840332,707.0087500419468
11000,2.745948449955904e-06,2.854072942561768e-06,1.0,0.0005911932676099241,0.0005912506480340032,1.0,19.597530364990234,713.7295462088659
11100,2.6852235350816045e-06,2.7915055240104617e-06,1.0,0.0005873731570318341,0.0005874301640517434,1.0,19.60089683532715,719.996807416901
11200,2.6194873044005362e-06,2.726383579700422e-06,1.0,0.0005804502870887518,0.0005805071508708511,1.0,19.614803314208984,726.30131754186
11300,2.5503275082883192e-06,2.6549227177732677e-06,1.0,0.0005785157554782927,0.0005785723750971493,1.0,19.677471160888672,733.3827328749467
11400,2.4846535779943224e-06,2.5881924436690665e-06,1.0,0.0005750490818172693,0.0005751078415551741,1.0,19.700515747070312,739.6426520000678
11500,2.4121943624777487e-06,2.5160639734581356e-06,1.0,0.0005699848989024758,0.0005700436085784085,1.0,19.830589294433594,745.6395716669504
11600,2.3416339445248013e-06,2.445044197805828e-06,1.0,0.0005716235027648509,0.0005716839880500404,1.0,19.951339721679688,751.6516820420511
11700,2.269143578814692e-06,2.3719723305098885e-06,1.0,0.000569225347135216,0.0005692871818337738,1.0,19.945297241210938,757.7817103338894
11800,2.1998901047481922e-06,2.299477713226536e-06,1.0,0.0005623840261250734,0.0005624438905483362,1.0,19.97944450378418,764.3787026670761
11900,2.133064754161751e-06,2.234142971282724e-06,1.0,0.0005596140399575233,0.0005596717604605029,1.0,20.076353073120117,770.4990144588519
12000,2.0366392163850833e-06,2.138875200627958e-06,1.0,0.0005503638531081378,0.000550422557364895,1.0,20.195905685424805,777.0069782920182
12100,1.939715730259195e-06,2.0408262254483135e-06,1.0,0.0005373572930693626,0.0005374176794897919,1.0,20.408470153808594,783.4597464590333
12200,1.855896243796451e-06,1.950370551863999e-06,1.0,0.0005336497561074793,0.0005337065935052365,1.0,20.52175521850586,789.8866995419376
12300,1.7922145616466878e-06,1.877816970266264e-06,1.0,0.0005241822800599039,0.0005242385540989826,1.0,20.525096893310547,795.9058495420031
12400,1.7437215547033702e-06,1.8297085072952804e-06,1.0,0.0005186479538679123,0.0005187037093923488,1.0,20.516231536865234,801.8621247920673
12500,1.7049085272446973e-06,1.7943669086847443e-06,1.0,0.0005174398538656533,0.000517498962153399,1.0,20.483484268188477,807.1886665839702
12600,1.6527427533219452e-06,1.7404222593703972e-06,1.0,0.0005151090444996953,0.0005151671965066234,1.0,20.492717742919922,814.0129789169878
12700,1.5997991340555018e-06,1.69216320534302e-06,1.0,0.0005163921159692109,0.0005164494826057369,1.0,20.757793426513672,820.9115801670123
12800,1.5494388208026066e-06,1.633913653559317e-06,1.0,0.0005262208869680762,0.0005262788651752224,1.0,20.853984832763672,827.384413874941
12900,1.501412612014974e-06,1.5889299268000206e-06,1.0,0.0005449666059575975,0.0005450256018163183,1.0,20.75091552734375,833.6945893340744
13000,1.4456363714998588e-06,1.5277153276891172e-06,1.0,0.000560444314032793,0.0005604991944687417,1.0,20.672100067138672,840.1887810840271
13100,1.3978905144540477e-06,1.4787892237852234e-06,1.0,0.0005910220206715167,0.0005910761492741861,1.0,20.574155807495117,846.7741160420701
13200,1.3414609156825463e-06,1.4231036969110064e-06,1.0,0.0006111585535109043,0.0006112157491449283,1.0,20.449613571166992,853.1345309999306
13300,1.2690951507465797e-06,1.3545238385695242e-06,1.0,0.0006201088544912636,0.0006201661242164274,1.0,20.487594604492188,859.3440352499019
13400,1.2024875104543753e-06,1.2842151104163615e-06,1.0,0.0006375815719366074,0.0006376399708049657,1.0,20.49324607849121,865.7790617919527
13500,1.1342613106535282e-06,1.2162324794789987e-06,1.0,0.0006927364738658071,0.0006927919989032422,1.0,20.651580810546875,872.0469908749219
13600,1.0626112043610192e-06,1.1433393252888742e-06,1.0,0.000728501589037478,0.0007285591403803463,1.0,20.656089782714844,878.1043662088923
13700,9.899341648633708e-07,1.0668268809816392e-06,1.0,0.0007589200395159423,0.0007589764933573292,1.0,20.693525314331055,885.0169237919617
13800,9.278085713049222e-07,1.00382154021428e-06,1.0,0.0007875406299717724,0.0007875979330488387,1.0,20.544410705566406,890.9252357499208
13900,8.736509471418685e-07,9.471976747262385e-07,1.0,0.000817334686871618,0.0008173919771500655,1.0,20.46002960205078,897.2415377500001
14000,8.227302146224247e-07,8.931735409915992e-07,1.0,0.0008321406785398722,0.000832193719739171,1.0,20.571537017822266,903.871100584045
14100,7.819563734301482e-07,8.531746139831872e-07,1.0,0.00085252191638574,0.0008525768705737149,1.0,20.692922592163086,909.7633944589179
14200,7.397508738904435e-07,8.108002381597244e-07,1.0,0.0008823006064631045,0.0008823577969244242,1.0,20.505311965942383,916.2832941669039
14300,7.01902706623514e-07,7.722303358594186e-07,1.0,0.0009125619544647634,0.0009126193330701031,1.0,20.332698822021484,922.0869646249339
14400,6.668869900749996e-07,7.342900397612505e-07,1.0,0.0009731523459777236,0.000973207806590258,1.0,20.576417922973633,928.2080568340607
14500,6.307506055236445e-07,6.981616610720229e-07,1.0,0.0009876384865492582,0.00098769507817082,1.0,20.4057559967041,935.1160110000055
14600,6.057261430214567e-07,6.716265095891852e-07,1.0,0.0010491166030988097,0.0010491725319227842,0.9998881306633851,20.288734436035156,942.8492426669691
14700,5.770598932031135e-07,6.409509360586137e-07,1.0,0.0010782809695228934,0.0010783373786055408,0.9998881306633851,20.29338264465332,951.6288419999182
14800,5.448143269859429e-07,6.086651290477385e-07,1.0,0.001090560108423233,0.0010906161155998582,0.9998881306633851,20.256418228149414,960.819390000077
14900,5.245518650554004e-07,5.871365595525966e-07,1.0,0.0011049100430682302,0.0011049656177764622,1.0,20.231775283813477,969.5293532919604
15000,5.099852842249675e-07,5.707495041005277e-07,1.0,0.0011502559063956141,0.0011503106131165904,1.0,20.500268936157227,977.87326866691
15100,4.958233716934046e-07,5.563754437851721e-07,1.0,0.0012186359381303191,0.0012186886030191547,1.0,20.84600830078125,987.0747966668569
15200,4.819104333364521e-07,5.431807164416119e-07,1.0,0.0013007675297558308,0.0013008234203668691,1.0,21.31790542602539,996.7849007919431
15300,4.644492719307891e-07,5.302885556558434e-07,1.0,0.0013796581188216805,0.001379713130163857,0.9998881306633851,21.908790588378906,1006.9239202500321
15400,4.5171907459007343e-07,5.173296623638063e-07,1.0,0.0014405226102098823,0.0014405772874360784,0.9998881306633851,22.13625144958496,1016.9293691250496
15500,4.2772163055815327e-07,4.944205614313376e-07,1.0,0.001482749474234879,0.0014828058867249927,0.9998881306633851,22.15418243408203,1027.2197892090771
15600,4.0842402881935413e-07,4.722600142200356e-07,1.0,0.0014921518741175532,0.0014922075136477172,0.9998881306633851,22.267263412475586,1039.0290673749987
15700,3.9223897374540684e-07,4.5684656324424956e-07,1.0,0.0015120718162506819,0.0015121272050589432,0.9998881306633851,22.221752166748047,1050.719898584066
15800,3.746843901808461e-07,4.3845013208606973e-07,1.0,0.0015311272582039237,0.0015311825557276012,0.9998881306633851,22.48935317993164,1062.2151302918792
15900,3.585304568787251e-07,4.204562114428598e-07,1.0,0.001590144238434732,0.0015902012822111053,0.9998881306633851,23.25971031188965,1072.7267522499897
16000,3.3347473049616383e-07,3.9587961019380875e-07,1.0,0.0017144985031336546,0.0017145530555113565,0.9998881306633851,25.15813636779785,1083.8267627919558
16100,3.136791519864346e-07,3.775541116657582e-07,1.0,0.0018392354249954224,0.0018392884193369986,0.9998881306633851,27.754838943481445,1095.5848189999815
16200,2.942570631603303e-07,3.5627441764396604e-07,1.0,0.0019530155695974827,0.0019530670146721068,0.9998881306633851,30.113039016723633,1106.940274459077
16300,2.7334095875630737e-07,3.3428842345021946e-07,1.0,0.0021041284780949354,0.0021041796368215957,0.9996643919901554,33.721527099609375,1117.2712859590538
16400,2.5640886747169134e-07,3.1807385488287715e-07,1.0,0.0023556877858936787,0.002355740223232236,0.9996643919901554,37.636688232421875,1127.4979267499875
16500,2.4262044462375343e-07,3.0026983330007567e-07,1.0,0.0025806294288486242,0.0025806789953903863,0.9996643919901554,39.741729736328125,1138.43489699997
16600,2.3113527447549131e-07,2.917119706995991e-07,1.0,0.0026249554939568043,0.0026250072013115633,0.9996643919901554,42.409461975097656,1150.798747249879
16700,2.1744021694303228e-07,2.7785689808931703e-07,1.0,0.0030229855328798294,0.0030230362859745966,0.9996643919901554,50.54439926147461,1161.3948866669089
16800,2.033716555160936e-07,2.6688703624595383e-07,1.0,0.003817688673734665,0.003817737566529076,0.9996643919901554,63.30109405517578,1171.4291658750735
16900,2.0701330072370183e-07,2.635527914191145e-07,1.0,0.005950882565230131,0.005950930777169097,0.9991050453070813,83.8866958618164,1181.6145273339935
17000,1.9117059935069847e-07,2.5153710575473576e-07,1.0,0.010518454015254974,0.010518500182675215,0.9980982212775478,123.9989242553711,1193.052805583924
17100,2.0355840035790607e-07,2.513427870199415e-07,1.0,0.02655969001352787,0.026559729730682494,0.9945184025058731,204.7642822265625,1204.278293624986
17200,1.6353148168946063e-07,2.1879336738266347e-07,1.0,0.043356072157621384,0.043356111653456965,0.9911623224074281,339.38323974609375,1215.298664541915
17300,1.1469613525605382e-07,1.5649602899817332e-07,1.0,0.05515221133828163,0.05515224838803194,0.989931759704665,513.042236328125,1226.1345637920313
17400,1.4650602508936572e-07,1.827872271606971e-07,1.0,0.07332167774438858,0.07332170664264066,0.9841145542006936,695.5511474609375,1236.0610770420171
17500,4.405341148376465,4.405341439826216,0.8684073107049608,6.426918029785156,6.426918118603858,0.7019800872580826,694.3593139648438,1246.5905270839576
17600,3.605446909205057e-05,3.605810183457173e-05,1.0,1.370227336883545,1.3702272678178389,0.8398031099675579,174.3861083984375,1257.5054307919927
17700,2.2500344698528352e-07,2.3341444974892495e-07,1.0,0.9647979736328125,0.964797921221596,0.8608345452511467,106.15916442871094,1267.8038083340507
17800,6.505153749003512e-09,2.0988732217617744e-08,1.0,0.6821381449699402,0.6821381854256181,0.8908155274639221,104.18766021728516,1277.3969007499982
17900,4.205006121082988e-08,8.804201023253231e-08,1.0,0.4673185348510742,0.4673185588124764,0.9382481261886118,164.8690948486328,1287.3695885420311
18000,8.659013417400274e-08,1.3120811489530547e-07,1.0,0.6347993612289429,0.6347994375748418,0.9239288511019129,219.45614624023438,1296.7499624169432
