step,train_loss,train_accuracy,test_loss,test_accuracy,heldout_measured,post_grok,event_trigger,elapsed_seconds
0,5.1471052169799805,0.008093994778067885,5.135010719299316,0.009173285602416377,True,False,False,0.07401262503117323
10,4.47761344909668,0.03994778067885117,,,False,False,False,0.615746958879754
20,3.976186990737915,0.08798955613577024,,,False,False,False,1.1461676249746233
30,3.293787717819214,0.1866840731070496,,,False,False,False,1.863496416946873
40,2.4307398796081543,0.38851174934725846,,,False,False,False,2.615559124853462
50,1.3829894065856934,0.7057441253263708,,,False,False,False,3.3998371670022607
60,0.5069224834442139,0.9407310704960835,,,False,False,False,4.139243874931708
70,0.050384119153022766,0.9989556135770234,,,False,False,False,4.878774416865781
80,0.003306098747998476,1.0,,,False,False,False,5.527678000042215
90,0.00044254332897253335,1.0,,,False,False,False,6.019727249862626
100,0.0001405252405675128,1.0,46.9465217590332,0.0014543013759928405,True,False,False,6.579401874914765
110,5.887822771910578e-05,1.0,,,False,False,False,7.074393792077899
120,0.01303822360932827,0.9942558746736292,,,False,False,False,7.743904583854601
130,0.030035553500056267,0.9926892950391645,,,False,False,False,8.379441750003025
140,0.01931120827794075,0.9953002610966057,,,False,False,False,8.910916249966249
150,0.06067764759063721,0.9825065274151435,,,False,False,False,9.385906708892435
160,0.007904472760856152,0.9994778067885117,,,False,False,False,9.954217416932806
170,0.011121763847768307,0.9992167101827676,,,False,False,False,10.680275209015235
180,0.007823013700544834,0.9989556135770234,,,False,False,False,11.159381459001452
190,0.00809677317738533,0.9984334203655353,,,False,False,False,11.627885666908696
200,0.00927782617509365,0.9984334203655353,49.916812896728516,0.0027967334153708467,True,False,False,12.259303208906204
210,0.016128821298480034,0.9973890339425587,,,False,False,False,13.017314458964393
220,0.008335419930517673,0.997911227154047,,,False,False,False,13.756852084072307
230,0.006975383032113314,0.9989556135770234,,,False,False,False,14.450549124972895
240,0.003703880123794079,0.9997389033942559,,,False,False,False,14.924307249952108
