seed,step,objective,checkpoint,checkpoint_sha256,train_accuracy,heldout_accuracy,feature_mean_norm,head_mean_norm,mean_cosine,global_mean_feature_power,within_between_energy,actual_logit_gradient_relative_error,actual_readout_gradient_relative_error,actual_logit_row_sum_relative_l2,actual_zero_target_fraction,hypothetical_stock_logit_gradient_relative_error,hypothetical_stock_readout_gradient_relative_error,hypothetical_stock_zero_target_fraction
0,20000,stock32,work/causal_study/main_runs/seed0_stock_extension/step_020000.pt,c14b6db0388cc048f72e4c34290f1390df491784b5f088acc1d26e29914761a8,1.0,0.9998881306633851,635.962356537281,0.033500897727130614,-0.8473374929347154,0.6637898463443677,2.2507363387750465,0.0018723179222146918,0.0026011436006606998,0.0018724593826033359,0.0,0.0018723179222146918,0.0026011436006606998,0.0
1,20000,stock32,work/causal_study/main_runs/seed1_stock_extension/step_020000.pt,8562f21f1bbb7d822a4a5958e45028587123660a1f529306332109f42d61564b,1.0,0.9995525226535407,649.6600690293565,0.03653327128345343,-0.8500378091262285,0.6707392955482987,2.551834266674074,0.0013519328523439187,0.0016522979309083147,0.0013520652817572522,0.0,0.0013519328523439187,0.0016522979309083147,0.0
2,20000,stock32,work/causal_study/main_runs/seed2_stock_extension/step_020000.pt,2d653cf8e1d11b0830ca21c90646e1370557479d6ad732a844e101a9b5409306,1.0,0.9991050453070813,923.1229992206048,0.04307376649729953,-0.5061119481805095,0.5800046855297639,3.6129427555947933,0.0010192148261010346,0.0013582826739755147,0.001019345729556677,0.0,0.0010192148261010346,0.0013582826739755147,0.0
3,20000,stock32,work/causal_study/main_runs/seed3_stock_extension/step_020000.pt,804bce832e7db6ed32e7cc69a06c5543802750520d67e375e1b39a0c15445b51,1.0,1.0,620.6050528167065,0.026887643228429462,-0.7772344969717315,0.601072209337123,2.039717511183027,0.0028504371336877943,0.0038989242396665785,0.002850578179367784,0.0,0.0028504371336877943,0.0038989242396665785,0.0
4,20000,stock32,work/experiments/seed4_original/step_020000.pt,659a3858dcf832dd21adf4527d02281316a4fce0e840d96d534dc5c27f20b812,1.0,0.999328783980311,800.2092353666787,0.017462537975998456,-0.3716467303876314,0.5491685665801935,4.017900898986553,0.0011521105696203925,0.0021417918361475953,0.0011522292132270387,0.0,0.0011521105696203925,0.0021417918361475953,0.0
