seed,step,checkpoint,head_norm,head_class_mean_norm,head_centered_norm,head_class_common_power_fraction,training_mean_norm,training_rms_feature_norm,training_centered_rms_feature_norm,training_global_mean_power_fraction,training_classifier_feature_mean_cosine,training_class_balanced_mean_norm,training_classifier_balanced_feature_mean_cosine,training_within_class_centered_energy,training_between_class_centered_energy,training_within_to_between_class_energy,full_grid_mean_norm,full_grid_rms_feature_norm,full_grid_centered_rms_feature_norm,full_grid_global_mean_power_fraction,full_grid_classifier_feature_mean_cosine,full_grid_class_balanced_mean_norm,full_grid_classifier_balanced_feature_mean_cosine,full_grid_within_class_centered_energy,full_grid_between_class_centered_energy,full_grid_within_to_between_class_energy
0,17360,work/experiments/seed0_dense_capture/event_window/step_017360.pt,0.7764814184813396,0.05457262893411337,0.516129805954473,0.5581694464365188,9246.240157498278,9348.615363290686,1379.7290170975136,0.9782182377804811,-0.9938030901696876,9245.021286012741,-0.9938160571551881,5300101528.356105,1990886246.8218286,2.6621819990052047,9212.932017385167,9310.9935443756,1347.7701682569552,0.9790473177103423,-0.9937281761625788,9212.932017385167,-0.9937281761625786,18321525128.51726,4873164512.73827,3.7596771216373837
0,17370,work/experiments/seed0_dense_capture/event_window/step_017370.pt,0.7871477508478798,0.055717191431127105,0.5184628907597361,0.5661667480372409,9316.590579357413,9418.184281074553,1379.614123191164,0.9785424123310483,-0.9941442630698889,9315.37086965915,-0.9941569817523762,5302064484.129158,1987709059.5904908,2.6674248218305614,9282.506957487316,9379.806775823963,1347.5309777488194,0.979360948652023,-0.9940707939119231,9282.506957487314,-0.9940707939119233,18322895296.18213,4863562292.708525,3.7673816419812076
0,17380,work/experiments/seed0_dense_capture/event_window/step_017380.pt,0.7979897355851275,0.056871823167361654,0.5208646038524015,0.5739553850683586,9389.164764536079,9490.123227530166,1380.5882435040846,0.9788366390924137,-0.9944577386452648,9387.945405850256,-0.9944702522734719,5314302078.96968,1985769450.7598064,2.6761928868108487,9354.28227501035,9450.964764713719,1348.3835149123854,0.9796448371857216,-0.9943859594226494,9354.28227501035,-0.9943859594226496,18359417336.9825,4856388103.895323,3.7804674882257365
0,17390,work/experiments/seed0_dense_capture/event_window/step_017390.pt,0.808971330126777,0.05803239534591278,0.5233334082437845,0.581504628946283,9463.84785259213,9564.266272530771,1382.3071854175741,0.9791115692810997,-0.9947455997684079,9462.625801037158,-0.9947579142208888,5333179898.451173,1985081284.651352,2.6866304869666138,9428.197460153136,9524.356678662045,1349.9862202023664,0.9799096561854562,-0.9946759074061554,9428.197460153136,-0.9946759074061554,18419588547.87152,4851438878.115939,3.7967269114652407
0,17400,work/experiments/seed0_dense_capture/event_window/step_017400.pt,0.8201425587881213,0.059205006727790416,0.5258730910499823,0.5888661839325902,9542.086884482696,9642.055476509824,1384.8507865746271,0.9793715445159784,-0.995010868933173,9540.864105309902,-0.9950230094574272,5360043109.917812,1985175705.2046595,2.7000346094630574,9505.659405629896,9601.38151984573,1352.392825252705,0.9801601555939229,-0.9949432613254878,9505.659405629898,-0.9949432613254876,18506737842.332764,4847333529.275514,3.8179212819916675
0,17410,work/experiments/seed0_dense_capture/event_window/step_017410.pt,0.8314843954439981,0.06038707367597303,0.5284890258834258,0.5960163945899656,9622.991533504217,9722.629855212808,1388.3678358351553,0.9796088563960595,-0.9952574761476056,9621.77639458009,-0.9952694630522404,5395487190.491795,1987087707.7457073,2.7152737996717904,9585.747325981674,9681.149366508658,1355.765930788275,0.9803882842012213,-0.9951916676351222,9585.747325981674,-0.9951916676351222,18623289538.153683,4847425439.117975,3.8418929330746607
0,17420,work/experiments/seed0_dense_capture/event_window/step_017420.pt,0.8430030234776799,0.06158020790145555,0.5311725811884799,0.6029794073343736,9707.3191864685,9806.708254538558,1392.6525057081801,0.9798331058432953,-0.9954844069104963,9706.118193445618,-0.9954962493565648,5438239395.777098,1989972840.5625937,2.732820913394793,9669.276644623551,9764.436621607014,1359.8940058393139,0.9806038409260439,-0.9954204067171553,9669.276644623551,-0.9954204067171554,18765041120.74706,4848820067.438799,3.870022162043015
0,17430,work/experiments/seed0_dense_capture/event_window/step_017430.pt,0.8546955703962391,0.06278394728040762,0.5339273377292366,0.6097513500208264,9794.850450625852,9894.08234026663,1397.7732311968743,0.9800417528004122,-0.9956953146194998,9793.664510257695,-0.9957069966212588,5489388853.4189415,1993550268.9886694,2.753574333595167,9756.032906649229,9851.048218391019,1364.9076618739618,0.9808026336096424,-0.9956333877503851,9756.032906649229,-0.9956333877503851,18936618721.04043,4851682563.931604,3.9031034020690276
0,17440,work/experiments/seed0_dense_capture/event_window/step_017440.pt,0.8665384670595715,0.06399580866043703,0.5367509072598577,0.6163193639834601,9885.065546517435,9984.239200858105,1403.7491089954985,0.9802326235627401,-0.9958919413918141,9883.900415010907,-0.9959034798701518,5548771651.102434,1998287627.5492287,2.7767632519987355,9845.476851125559,9940.446215966627,1370.786834805469,0.9809836093766093,-0.9958318437022577,9845.476851125559,-0.9958318437022577,19137156366.68808,4856516675.263916,3.9405107912345665
0,17450,work/experiments/seed0_dense_capture/event_window/step_017450.pt,0.8785779935537982,0.06522121940082996,0.5396471511665643,0.6227240376441009,9978.895210999632,10078.086532342979,1410.4887526249545,0.9804123160113565,-0.9960752584038964,9977.758073512436,-0.9960866299633856,5615823293.584007,2003879442.924137,2.8024756246758957,9938.5579102048,10033.559919823,1377.4582861866008,0.9811528010651989,-0.9960168604049356,9938.557910204798,-0.9960168604049356,19364797228.607666,4862992666.513454,3.9820741170254217
0,17460,work/experiments/seed0_dense_capture/event_window/step_017460.pt,0.8907902205911823,0.06645734916195825,0.5426175089215156,0.6289463351525405,10076.124009589192,10175.418172439733,1418.0479284555158,0.9805787451507354,-0.9962464865087072,10075.011147367099,-0.9962576684234576,5691410414.82497,2010183107.105463,2.83128954507047,10035.043280184076,10130.163758648476,1384.9635886431997,0.9813085161635985,-0.996189930109674,10035.043280184076,-0.996189930109674,19621774927.266197,4870752240.239269,4.028489637629835
0,17470,work/experiments/seed0_dense_capture/event_window/step_017470.pt,0.9031686224668077,0.06770371872951281,0.5456600514428597,0.6349884247131032,10175.737956836252,10275.22844347775,1426.4209054329563,0.9807286376113787,-0.9964061465841048,10174.646468132032,-0.9964171467662971,5774234952.355192,2018576423.561956,2.860548099618664,10133.926569528017,10229.256723949697,1393.2786540689574,0.9814481249545989,-0.9963513845886586,10133.926569528017,-0.9963513845886588,19904292927.400597,4883214305.8728285,4.076063772884711
0,17480,work/experiments/seed0_dense_capture/event_window/step_017480.pt,0.9157874103284019,0.06896853424140147,0.5487842436467758,0.6409012199508053,10279.821439275629,10379.545961098995,1435.3555431235795,0.9808767250612729,-0.9965562049165108,10278.747189496846,-0.9965670301314375,5864859926.820511,2025880472.9019825,2.8949683879520114,10237.228479796866,10332.807665332355,1402.165218933583,0.9815854254567441,-0.9965030956726788,10237.228479796866,-0.9965030956726788,20212483615.50307,4892229753.354534,4.131548319382108
0,17490,work/experiments/seed0_dense_capture/event_window/step_017490.pt,0.9285810125942516,0.07024472914807037,0.5519821681828784,0.6466456045594887,10386.001297972276,10486.075800159551,1445.2552456953636,0.9810039579083417,-0.996697945272467,10384.942439678274,-0.9967085588125214,5965005818.5824585,2034955418.9717102,2.9312710062202023,10342.57525046352,10438.517114589264,1412.0115934624835,0.9817021985858851,-0.9966466720748319,10342.57525046352,-0.9966466720748319,20553275958.097557,4905259235.887707,4.190048878095231
0,17493,work/basis_study/seed0_preceding_step_replay/final.pt,0.9324303196611058,0.07062680182029597,0.5529610300258497,0.6483130308257706,10418.030113483059,10518.231902647347,1448.3959791536918,0.9810377818980364,-0.9967396547103222,10416.976782435937,-0.9967502065210446,5996248699.648594,2038520294.9528737,2.941471181079026,10374.369738995409,10470.442631688586,1415.1400715470293,0.9817329349929104,-0.9966890119041355,10374.36973899541,-0.9966890119041354,20660197191.070587,4911275747.700448,4.206686460385386
0,17494,work/experiments/seed0_dense_capture/collapse.pt,0.9284795284597076,0.07016230561727856,0.5529951022672793,0.6452700117947185,10365.293854612242,10465.28481739475,1443.2150278911108,0.9809822129476983,-0.9966370461214585,10364.261692811413,-0.996647652200172,5946468878.4170475,2030921753.661685,2.927965524863654,10321.906936495448,10417.785609549006,1410.139780608112,0.9816779739060792,-0.996587043752449,10321.90693649545,-0.9965870437524489,20494032203.91619,4897050246.7820835,4.184974866733926
1,6000,work/basis_study/seed1_baseline/step_006000.pt,1.5387647914819251,0.010429799701004135,1.534765409416254,0.005191416802302032,458.24624982711555,514.0681725383097,232.9730897255349,0.7946143549694993,-0.1951743635224846,458.2184963299865,-0.1948442087603436,124819537.38941601,83059306.464468,1.502776060895869,459.4641082163219,511.71360654151357,225.26328680169564,0.8062119899932253,-0.1944311311313007,459.4641082163219,-0.1944311311313007,444109905.48158556,203834463.79161072,2.17877731380901
1,10000,work/basis_study/seed1_baseline/step_010000.pt,0.6117194228855731,0.004186264959909594,0.6100986381872275,0.005292091302317662,775.7702820284687,910.6723228763971,476.9743695153471,0.7256747334893154,-0.2788259832721016,775.8768563602317,-0.2785553734613866,373025246.7391564,498317176.5994196,0.7485699154195901,775.497834377063,900.5028832275992,457.7210412223851,0.7416362740397853,-0.27831713166941185,775.4978343770631,-0.2783171316694118,1321001424.8552074,1354213270.2404995,0.9754751735822277
1,14000,work/basis_study/seed1_baseline/step_014000.pt,0.421960402013057,0.0057072450626047926,0.4175761868759959,0.02067226629196926,1246.1848438861623,1516.870575440081,864.8234950001897,0.6749442103734574,-0.4500500513156353,1246.637977099633,-0.4505429427316148,1403292225.1139343,1461240139.7277,0.960343332325538,1237.8275762296614,1489.1632968510467,827.8829725351768,0.6909325611512294,-0.4500764098478555,1237.8275762296614,-0.4500764098478555,4920941571.505341,3830806099.327144,1.2845707780327675
1,15000,work/basis_study/seed1_baseline/step_015000.pt,0.4292998610452738,0.007163529735479474,0.42249218313343456,0.031463793536613105,1137.1991519657854,1451.4905951845094,901.9994660072582,0.6138250415703309,-0.5294083735012239,1137.5433300924233,-0.5297293678619761,1512109986.8488827,1603989643.6254787,0.9427180486222333,1128.7256865830814,1421.2156302200783,863.6157664316964,0.6307494299464803,-0.5287611422091956,1128.7256865830814,-0.5287611422091956,5312588667.858277,4210942592.1652126,1.261615078235159
1,17520,work/basis_study/seed1_baseline/event_window/step_017520.pt,0.7558107574463734,0.050177942712443704,0.5354769560244734,0.4980558072827245,8811.956369515925,8945.810794494999,1541.737887142616,0.9702982749841982,-0.9923878744283936,8812.475873203632,-0.9924066255734958,6989718436.091411,2114021943.3618329,3.306360398972955,8745.940112755226,8873.8552071506,1501.2787154865428,0.9713781317355475,-0.9922837096101429,8745.940112755225,-0.992283709610143,23929426389.477806,4849828243.426855,4.9340770824018785
1,17530,work/basis_study/seed1_baseline/event_window/step_017530.pt,0.7649268296774884,0.05118253525633394,0.5376731240590409,0.5059204610401926,8893.809984707863,9025.587669360446,1536.6771727405949,0.9710122637147259,-0.9928619800603365,8894.368983785935,-0.9928797454390689,6947717502.453388,2096355385.7869785,3.3141887819012106,8826.61816372289,8952.567793291268,1496.4230302001013,0.9720608280769226,-0.9927608219151332,8826.61816372289,-0.9927608219151332,23779846418.87857,4813543974.686367,4.940195112776128
1,17540,work/basis_study/seed1_baseline/event_window/step_017540.pt,0.7743168393069118,0.052208036680978426,0.5399674342059281,0.5137073250208342,8974.448677652144,9104.38163193958,1532.6564625467854,0.9716607251206419,-0.9932847684608067,8975.052820098641,-0.9933017256281015,6916024665.62396,2080782571.6500492,3.323761338571569,8906.024874520104,9030.232829662336,1492.5903297089349,0.9726798329159,-0.9931866327429628,8906.024874520104,-0.9931866327429628,23665945677.41622,4781163141.88124,4.949830193015418
1,17550,work/basis_study/seed1_baseline/event_window/step_017550.pt,0.7839245650622961,0.05324814082843374,0.5423481677093939,0.5213613035130011,9053.922754650677,9182.210004504703,1529.530424556826,0.9722526317547188,-0.993661362554638,9054.561433402254,-0.9936774733181989,6892764746.80595,2067379767.4343379,3.334058335764801,8984.163151656136,9106.825544973992,1489.6590116583504,0.9732428593064981,-0.9935660542790695,8984.163151656134,-0.9935660542790697,23582247608.66092,4753235617.228767,4.961304153150701
1,17560,work/basis_study/seed1_baseline/event_window/step_017560.pt,0.7937506323622692,0.05430367159973991,0.5448078906499967,0.5288940282448661,9133.971065135815,9260.747847853843,1527.0963567474391,0.9728080243079458,-0.9939992405515384,9134.635339774295,-0.9940146406602646,6876811708.749964,2054837464.340723,3.3466450890101567,9062.791491278733,9184.041849418301,1487.4256544353914,0.9737697259901631,-0.9939063669803445,9062.791491278733,-0.9939063669803445,23523386724.3728,4727196779.874216,4.976180984155841
1,17570,work/basis_study/seed1_baseline/event_window/step_017570.pt,0.8037763351844373,0.055371981186863276,0.5473500114546717,0.5362757238695683,9215.224887905351,9340.635391305212,1525.483457345011,0.9733275957272499,-0.9943014324096916,9215.912845059882,-0.9943161669674496,6869139300.799639,2043652851.3658528,3.3612065259560717,9142.595934375762,9262.571005417061,1485.9882944116964,0.9742624219721538,-0.9942115034848767,9142.595934375762,-0.9942115034848767,23492478409.897778,4703532095.003096,4.99464613728384
1,17580,work/basis_study/seed1_baseline/event_window/step_017580.pt,0.8140142975014006,0.05645529131361137,0.54996880446191,0.5435302041586291,9298.327938770432,9422.514015613935,1524.7517560318765,0.9738142691201636,-0.9945747780075124,9299.033055598129,-0.9945889178059742,6870507797.924059,2033736326.1863148,3.3782687113661938,9224.275998256466,9343.107083085417,1485.389603434258,0.9747245959488472,-0.9944876989713592,9224.275998256466,-0.9944876989713592,23492072060.67125,4681223195.914499,5.018361884811169
1,17590,work/basis_study/seed1_baseline/event_window/step_017590.pt,0.8244116564776033,0.05754729449112996,0.5526603700909124,0.5506048308136776,9382.565538862927,9505.692948057464,1525.012239849644,0.9742617452285802,-0.9948229938414798,9383.283807685619,-0.9948365523064591,6881987301.006229,2025299429.3711753,3.3980097960838225,9307.149140204232,9424.99937948426,1485.7954722216298,0.9751483401590697,-0.9947387309552587,9307.149140204232,-0.9947387309552587,23527108838.747444,4661584699.020046,5.04701949182502
1,17600,work/basis_study/seed1_baseline/event_window/step_017600.pt,0.8349639255199688,0.058648200718498286,0.5554175576539333,0.5575096700050378,9467.90749773954,9590.145329536774,1526.3076544010967,0.9746700817977676,-0.9950503557174981,9468.625669852137,-0.9950634166905882,6903756685.18198,2018668978.8513563,3.419954810575377,9391.19440005155,9508.226832923705,1487.2273688884018,0.9755344113127875,-0.9949689823793262,9391.19440005155,-0.9949689823793262,23597968074.89507,4645083881.120234,5.080202786177471
1,17610,work/basis_study/seed1_baseline/event_window/step_017610.pt,0.8456889407766611,0.05976021454297691,0.5582425800499224,0.5642628223835365,9555.292025011775,9676.713344345391,1528.1280919407766,0.9750618767487805,-0.9952582776561621,9556.006387795416,-0.9952708640748517,6931795525.343523,2011926507.0563567,3.4453522536891326,9477.316081157534,9593.601005048427,1489.1810306000461,0.975904736150997,-0.9951796016152801,9477.316081157534,-0.9951796016152801,23689419726.4217,4627882625.486832,5.118846272366228
1,17620,work/basis_study/seed1_baseline/event_window/step_017620.pt,0.8565631814868784,0.06088060367437439,0.5611344498018864,0.570844128260889,9644.201333041945,9764.941919108356,1530.8400737214763,0.9754234840423515,-0.9954492092045799,9644.909850538364,-0.9954613796143653,6969571924.051434,2005923274.8718998,3.474495765296166,9564.970140393989,9680.646257995633,1492.0650742565674,0.9762443549381894,-0.9953735362851337,9564.970140393989,-0.9953735362851337,23814811665.900818,4612279108.786957,5.16335007144964
1,17630,work/basis_study/seed1_baseline/event_window/step_017630.pt,0.8675908754785663,0.06201010665403501,0.5640924580554153,0.5772626362675536,9734.934965405462,9855.078727205202,1534.150559345022,0.9757665208416136,-0.9956245889411157,9735.629286694584,-0.9956363752527336,7013385616.891159,2000971088.4778485,3.504990980267629,9654.454295132378,9769.599000037553,1495.5189349301966,0.9765668670915216,-0.9955515277803545,9654.454295132378,-0.9955515277803543,23960852577.422886,4597997663.755136,5.211149358839455
1,17640,work/basis_study/seed1_baseline/event_window/step_017640.pt,0.8787906934238181,0.06315045111561038,0.5671255610959847,0.5835263338944962,9827.379497621901,9946.988706868851,1537.9195506583424,0.9760952621138418,-0.9957866803423855,9828.060165275652,-0.9957981069444405,7061668268.8892,1997034495.7689142,3.536077260483305,9745.645693117083,9860.32654585459,1499.4764470018029,0.9768742034070887,-0.9957161015929645,9745.645693117081,-0.9957161015929645,24124963651.37304,4585234104.006773,5.261446439624886
1,17650,work/basis_study/seed1_baseline/event_window/step_017650.pt,0.8901408544394029,0.06429977297878584,0.5702251044659143,0.5896303833090069,9921.53624368335,10040.690899814543,1542.268559913044,0.9764064758858547,-0.9959371389764312,9922.207929664974,-0.9959482728873605,7116143475.6020355,1993865075.1306205,3.5690195712645445,9838.468634996192,9952.761689658106,1503.9947371325009,0.9771647683131431,-0.9958687830580931,9838.468634996192,-0.9958687830580931,24309645952.308044,4573834209.767897,5.314938154162273
1,17660,work/basis_study/seed1_baseline/event_window/step_017660.pt,0.9016615814032042,0.06545977637014333,0.5734026551595532,0.5955803318008823,10017.785390908008,10136.562539983315,1547.2155598697584,0.9767019142038638,-0.9960771552793565,10018.446709941833,-0.9960880369199179,7177136980.698026,1991408056.0348105,3.604051394162165,9933.302984574255,10047.27633795897,1509.0571983720245,0.977441266779,-0.9960107877273645,9933.302984574255,-0.9960107877273647,24515160176.018894,4563091399.382217,5.372489400352122
1,17670,work/basis_study/seed1_baseline/event_window/step_017670.pt,0.9133136815409864,0.0666276590060429,0.5766343747534155,0.6013781231167649,10114.74134786556,10233.187834179907,1552.4627903387784,0.9769844950382983,-0.9962088579039599,10115.390919993688,-0.9962195606257134,7241427664.450045,1989411275.4801195,3.6399852326675974,10028.843627618018,10142.54226197552,1514.4170590511026,0.9777055206735045,-0.9961442379862542,10028.843627618018,-0.9961442379862544,24732072266.292656,4553106071.752137,5.431912166451067
1,17680,work/basis_study/seed1_baseline/event_window/step_017680.pt,0.9250970443032225,0.0678034337040989,0.5799215516646046,0.6070259155865823,10212.687314049143,10330.860920222201,1558.10948858995,0.977253063515361,-0.9963335800486273,10213.327268023242,-0.9963440927948991,7310236432.646206,1987874400.7561502,3.6774136383392877,10125.340708376329,10238.814328006702,1520.1297256130767,0.9779574432233281,-0.9962710294421911,10125.340708376329,-0.9962710294421909,24963028851.60643,4543504620.99395,5.494223277832927
1,17690,work/basis_study/seed1_baseline/event_window/step_017690.pt,0.937038149424956,0.06898972426605658,0.5832732818680328,0.61253754938612,10312.398687264033,10430.32564889928,1564.0097368626532,0.9775155033775745,-0.9964516095935438,10313.028878041547,-0.9964619908445791,7381741180.271666,1986923150.0428755,3.7151618974857565,10223.549368517091,10336.820955735122,1526.0752866154908,0.9782039432004699,-0.9963910096196392,10223.549368517091,-0.9963910096196392,25203233105.039288,4534564805.125208,5.558026886406661
1,17700,work/basis_study/seed1_baseline/event_window/step_017700.pt,0.9491363767199446,0.07018603487789696,0.5866965817443154,0.6179062985289134,10413.534638902505,10531.273748879605,1570.3576338587172,0.9777650920278352,-0.996563434379128,10414.159425146234,-0.9965737001688931,7458217409.091071,1986651057.085203,3.754165776869594,10323.128633987712,10436.254592535386,1532.45721844328,0.9784380821035408,-0.9965047580934889,10323.128633987712,-0.9965047580934889,25459611971.431213,4527428467.045769,5.623415622520941
1,17710,work/basis_study/seed1_baseline/event_window/step_017710.pt,0.9614038927585478,0.07139443352254225,0.590184534206679,0.6231540114097132,10516.00116661142,10633.628283675935,1577.2666037230504,0.9779987545439398,-0.9966707936032243,10516.618446340544,-0.9966809493019172,7541506926.831778,1986651940.3809977,3.796088672374828,10423.992528032213,10537.048058316757,1539.4029877863454,0.9786564464221629,-0.9966138861642273,10423.992528032213,-0.9966138861642275,25738854819.49662,4520630524.891161,5.693642662848743
1,17720,work/basis_study/seed1_baseline/previous.pt,0.9738031071374379,0.07261034081592674,0.5937397842622271,0.6282508460347606,10620.35998631713,10737.978447433718,1584.971576585857,0.978212976547761,-0.9967743837738977,10620.976401381608,-0.9967844279584386,7632840730.422291,1988635931.1584792,3.83822931630114,10526.765570852394,10639.840809612155,1547.0678945039574,0.9788578822811528,-0.9967194036025486,10526.765570852394,-0.9967194036025486,26043841711.711494,4517726395.734979,5.764811639832492
1,17721,work/basis_study/seed1_baseline/collapse.pt,0.9825690009899551,0.07352117018401888,0.5955131259138557,0.6326698638740567,10507.237130506812,10624.417772268294,1573.6012465009553,0.9780629056777114,-0.9968334552367033,10507.836491867687,-0.9968440209085864,7510015590.765348,1973910391.0839028,3.804638561450345,10414.421379057125,10527.074297348961,1535.94290302181,0.9787120046347197,-0.9967824509235171,10414.421379057125,-0.9967824509235171,25631344815.648827,4492266142.900774,5.7056603505459265
2,6000,work/basis_study/seed2_baseline/step_006000.pt,1.5669712715872353,0.0204638306427222,1.5517983569983662,0.019272153264096165,354.2010532859103,429.0411493439755,242.1113828004607,0.6815564024917351,-0.3264830162355404,354.1117679273715,-0.32603154264141454,133727006.59917232,90779633.4411688,1.4730948069517846,355.1103588602996,426.9339048565338,237.00040537129283,0.6918395592921053,-0.3255369835174988,355.1103588602996,-0.3255369835174988,478506171.09219515,238718243.4220851,2.0044809488905866
2,10000,work/basis_study/seed2_baseline/step_010000.pt,0.6305789252487436,0.007459551549112395,0.625573262068792,0.015813389875279627,757.9592423951764,923.679719381262,527.9034105439906,0.6733624426871694,-0.3866094568422882,758.2380055375796,-0.3864155159485283,562487748.9803619,504864352.6286702,1.1141363933731205,760.4691059340274,918.4942208401017,515.0906450679979,0.6855044760855024,-0.38635968248904623,760.4691059340274,-0.38635968248904623,1994161804.3579762,1393688495.8383374,1.4308518799665053
2,14000,work/basis_study/seed2_baseline/step_014000.pt,0.4487970751070977,0.004341343351622576,0.446418048478957,0.010573692536583676,1125.5341590328137,1416.8159734626447,860.5465469741882,0.6310887973785068,-0.6559952972013808,1125.8566661166285,-0.6554667475781976,1627673675.889758,1208595901.0304732,1.3467476387285202,1127.2558157758972,1406.9810351048925,841.9560314792285,0.6419016353263565,-0.6556279034547587,1127.2558157758972,-0.6556279034547587,5731917001.340687,3319898884.4184585,1.726533608671861
