seed,step,training_accuracy,stock_logit_gradient_relative_error,accurate_logit_gradient_relative_error,stock_zero_target_fraction,stock_readout_gradient_relative_error,accurate_readout_gradient_relative_error
2,10000,1.0,0.019066615276017797,1.2129817592607883e-07,0.0,0.039056509521449415,1.953610426596548e-07
2,14000,1.0,0.06693469829313206,1.3599036006115398e-07,0.0010443864229765013,0.13374521771814826,1.9952635633217702e-07
2,15000,1.0,0.1056123325345914,1.420812426088933e-07,0.005483028720626632,0.18946242115518802,1.8878452625707334e-07
2,17860,1.0,0.42218625135039733,5.961985109508435e-08,0.3566579634464752,0.42744649127402373,5.3328926738231284e-08
2,17870,1.0,0.40870441146597425,5.875234426991577e-08,0.33263707571801565,0.41359430303746897,6.456290647816882e-08
2,17880,1.0,0.4075560579625303,5.79757310715447e-08,0.32950391644908616,0.42936834913239297,5.7923191111430433e-08
2,17890,1.0,0.4035546242301235,5.703766033290156e-08,0.3268929503916449,0.4331696509316222,7.071277218953825e-08
2,17900,1.0,0.39995574217159696,5.7621617808761734e-08,0.32088772845953,0.4424169391185832,9.464272299996005e-08
2,17910,1.0,0.3896325632320346,5.8701332918612006e-08,0.30469973890339425,0.4298247125800112,5.595180758342867e-08
2,17920,1.0,0.3830482570267825,6.064680233199934e-08,0.30313315926892953,0.43879496726347206,5.879302975551109e-08
2,17930,1.0,0.3790873539709924,5.618575391029321e-08,0.2973890339425587,0.444262318423911,8.291535460865839e-08
2,17940,1.0,0.36707028171326117,5.755612115947116e-08,0.29321148825065274,0.43773096312298215,6.245174787998485e-08
2,17950,1.0,0.3611080895225467,5.978295072030539e-08,0.27780678851174934,0.43386908033600735,6.510950378909891e-08
2,17960,1.0,0.3573676389353007,6.080249949547006e-08,0.28067885117493474,0.4440627147114677,7.750838597227107e-08
2,17970,1.0,0.3421289511366552,5.715460822393787e-08,0.2681462140992167,0.42463776971176576,5.359975818160624e-08
2,17980,1.0,0.34826240600705755,5.965255881442768e-08,0.27676240208877284,0.46310733482505684,8.267761490202013e-08
2,17990,1.0,0.3373355617293457,5.961893949305052e-08,0.26266318537859007,0.45828806807648614,7.94743387043945e-08
2,18000,1.0,0.32683967225411814,6.081974391117263e-08,0.25718015665796345,0.4447006153433794,6.773724207970605e-08
2,18010,1.0,0.3263146044820714,6.018740193225181e-08,0.24804177545691905,0.4487867978069362,6.611610334457206e-08
2,18020,1.0,0.31123143889585586,5.858774397627071e-08,0.23838120104438643,0.4536137816735197,8.060044652209653e-08
2,18030,1.0,0.30683587015718505,6.072783995571446e-08,0.23785900783289818,0.46221116420223884,8.553333681492815e-08
2,18040,1.0,0.2944206308178613,6.137135425516843e-08,0.2245430809399478,0.44288684870852907,1.2496950426062872e-07
2,18050,1.0,0.27622238794001436,6.314103492720268e-08,0.20052219321148826,0.46936622156163854,8.397519708366602e-08
2,18060,1.0,0.2510818663614409,6.306840528258172e-08,0.18302872062663186,0.4353554957944147,8.652153991575816e-08
2,18068,1.0,0.0031383298926146897,7.132854603362022e-08,0.17232375979112272,0.0035424244721041017,8.308881585466706e-08
2,18069,0.009921671018276762,2.812863004969999e-08,2.81204364755706e-08,0.008877284595300261,2.4079754937546735e-08,2.4079979811268842e-08
3,6000,1.0,0.022284445914623516,1.3585313632818134e-07,0.0,0.06095997197751286,2.312107514087646e-07
3,10000,1.0,0.06408666219606224,1.279451697162854e-07,0.0,0.12781279825362482,2.0338374804576183e-07
3,14000,1.0,0.16151586584034688,1.5899396362498689e-07,0.046736292428198434,0.33419441902698216,2.2553153294499096e-07
3,15000,1.0,0.21864790464516312,1.9208662179212128e-07,0.106266318537859,0.43415142763296016,2.3758906283493362e-07
3,16100,1.0,0.2316991595370987,6.977618212785088e-08,0.48590078328981723,1.2021425815064284,1.6024070007332813e-07
3,16110,1.0,0.25091835237619664,7.01530758386417e-08,0.5112271540469974,1.281180368303284,1.656162951814303e-07
3,16120,1.0,0.2626374631616835,6.97844915625588e-08,0.5013054830287206,1.24840580551635,1.434719094223323e-07
3,16130,1.0,0.26802965633625975,7.018073374285782e-08,0.5057441253263708,1.238932122902204,1.487843080956391e-07
3,16140,1.0,0.27477219233704947,6.863107569939711e-08,0.4908616187989556,1.240518322598828,1.4420911392459197e-07
3,16150,1.0,0.2778316668699757,6.661599379807741e-08,0.4939947780678851,1.225551033798569,1.467029124600773e-07
3,16160,1.0,0.2709095010786219,7.179538951571446e-08,0.4759791122715405,1.2193474364816235,1.6506041547324048e-07
3,16170,1.0,0.2747184607858993,6.886994341649812e-08,0.4741514360313316,1.202412245366745,1.4878295945303208e-07
3,16180,1.0,0.271562499255364,7.004532504146519e-08,0.4710182767624021,1.188537547140037,1.5009007531874514e-07
3,16190,1.0,0.27109352646502577,6.657584681246808e-08,0.4616187989556136,1.1988552165200688,1.51530391999781e-07
3,16200,1.0,0.2696109872893911,6.869102756970344e-08,0.45613577023498697,1.223132257466501,1.5019885846367067e-07
3,16210,1.0,0.2647410886824912,6.68237300730422e-08,0.4545691906005222,1.2315822994665273,1.502916243446236e-07
3,16220,1.0,0.2570330356012921,7.021112080159703e-08,0.44046997389033943,1.1797111379575533,1.4114522878095592e-07
3,16230,1.0,0.2595743924116252,6.770282298929859e-08,0.44046997389033943,1.078803077261451,1.3792544638347695e-07
3,16240,1.0,0.2530707217530246,7.152411789390726e-08,0.42689295039164493,1.1368393838749846,1.514058221399528e-07
3,16250,1.0,0.2470047369278435,6.866383099570231e-08,0.42741514360313315,1.0057666712977178,1.415271507701183e-07
3,16260,1.0,0.24700455722316386,7.092881132725164e-08,0.42193211488250654,0.9424650752696054,1.3789809006540046e-07
3,16270,1.0,0.2369472010232305,6.857739039528528e-08,0.40234986945169715,0.8884981808888356,1.336708130827225e-07
3,16280,1.0,0.23769532922134962,7.116084424093185e-08,0.40287206266318537,0.9110225657709964,1.4027159921063708e-07
3,16290,1.0,0.23196201229925123,7.080194564011065e-08,0.38407310704960834,0.9050849221790087,1.4916328654328635e-07
3,16300,1.0,0.2321549461140084,7.170765668066585e-08,0.37989556135770236,0.89102356650444,1.4407239042212398e-07
3,16307,0.9900783289817232,4.242450225006807e-07,5.6699907520856446e-08,0.5804177545691906,2.404322743534566e-07,2.1249219681287225e-08
3,16308,0.643603133159269,8.180282556568812e-08,5.7390414803326477e-08,0.2989556135770235,5.56016009305955e-08,5.156540791977267e-08
4,6000,1.0,0.017484591983868737,1.3977864347943169e-07,0.0,0.04825876612102806,2.3404171084024782e-07
4,10000,1.0,0.051896984885976244,1.3294886601952893e-07,0.0,0.10441177890019712,1.9701462350626003e-07
4,14000,1.0,0.14213111400540818,1.5869417844924151e-07,0.031070496083550912,0.2765049840635165,2.0812943730182007e-07
4,15000,1.0,0.20858103075715737,1.8011209532694907e-07,0.07154046997389034,0.3863966090443304,2.1363384650617735e-07
4,15860,1.0,0.35073970590790543,6.020044343865723e-08,0.46736292428198434,1.2263446716060022,1.1805713475616527e-07
4,15870,1.0,0.4281277992862536,5.997982272295869e-08,0.5684073107049609,1.2545720248164867,1.05094298941344e-07
4,15880,1.0,0.4090286618742796,6.022650620211628e-08,0.49921671018276764,1.2976131638021962,1.2207981506233451e-07
4,15890,1.0,0.35830522738023113,6.010320545208177e-08,0.37545691906005224,1.3360247458940901,1.4029682231775162e-07
4,15900,1.0,0.3652280267821187,6.124718262474224e-08,0.37493472584856397,1.3392168670173459,1.3570530596901446e-07
4,15910,1.0,0.3632019491101099,6.10148774668886e-08,0.3660574412532637,1.273923740263755,1.3014335489896895e-07
4,15920,1.0,0.3604080458163793,6.058140827131082e-08,0.34595300261096606,1.3093052345596419,1.31706446748275e-07
4,15930,1.0,0.34835628866168633,5.826977010643097e-08,0.3297650130548303,1.2294221039018214,1.290876927124408e-07
4,15940,1.0,0.3497166011743303,6.172565669594575e-08,0.3268929503916449,1.2771164872534724,1.3331549109723473e-07
4,15950,1.0,0.3397896112696501,5.8968198091264636e-08,0.31018276762402086,1.1964480871874206,1.385825353603614e-07
4,15960,1.0,0.3400896255680528,6.16544128064853e-08,0.2968668407310705,1.3015824986883444,1.4706352446189378e-07
4,15970,1.0,0.32607263269519315,5.931402144223687e-08,0.27963446475195824,1.1438145746798314,1.347010229075044e-07
4,15980,1.0,0.328561611785646,5.94463884844297e-08,0.2848563968668407,1.2159984018703298,1.3454317439176397e-07
4,15990,1.0,0.31018798440346346,6.248517447203271e-08,0.25535248041775455,1.1431948381529546,1.3890023171047421e-07
4,16000,1.0,0.3202217688086836,6.119246583237238e-08,0.26527415143603134,1.2668025221430774,1.4888881175506773e-07
4,16010,1.0,0.30513195523368053,6.331971223623163e-08,0.23785900783289818,1.1457290476371598,1.4163389202597814e-07
4,16020,1.0,0.2955523832544605,6.10173797815163e-08,0.22036553524804178,0.9861195337106881,1.3537534760301532e-07
4,16030,1.0,0.2863388088515978,6.408819903310522e-08,0.21383812010443864,0.9298363008673325,1.3305564125250485e-07
4,16040,1.0,0.2595847496461122,6.233930487325773e-08,0.18093994778067884,0.9433568649807759,1.4478649633695668e-07
4,16050,1.0,0.23326512838657196,6.809511673495479e-08,0.16422976501305483,0.6533081298308393,1.2528398885630352e-07
4,16055,0.9877284595300261,5.194189179771374e-07,9.189132473945202e-08,0.014360313315926894,2.1015716914037506e-07,4.6217557040856064e-08
4,16056,0.7007832898172324,1.1840328850711572e-07,4.952753305115293e-08,0.13759791122715403,6.09990206966852e-08,5.0662590965191373e-08
