run,seed,regime,step,readout_input,population,feature_mean_norm,dc_spectral_power,total_spectral_power,dc_power_fraction,checkpoint,source_csv,source_row,training_backend,measurement_backend
seed4_muon,4,muon,50000,layer_1_post_block_residual,"full operand grid, uniform113x113",4316.540452486739,237918666752.0,258755002368.0,0.9194746558508397,checkpoints/seedstudy_muon_seed_4/step_050000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,691,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_muon,4,muon,75000,layer_1_post_block_residual,"full operand grid, uniform113x113",2680.932184525544,91775877120.0,182975528960.0,0.5015745965683913,checkpoints/seedstudy_muon_seed_4/step_075000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,697,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_muon,4,muon,100000,layer_1_post_block_residual,"full operand grid, uniform113x113",2586.9847263090205,85456404480.0,154652033024.0,0.5525721376500642,checkpoints/seedstudy_muon_seed_4/step_100000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,703,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,0,layer_1_post_block_residual,"full operand grid, uniform113x113",16.760691653776604,3587077.5,3666324.25,0.9783852314753666,checkpoints/seedstudy_adamw_stable_seed_4/step_000000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,769,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,6000,layer_1_post_block_residual,"full operand grid, uniform113x113",27.37015780760763,9565584.0,47799440.0,0.20011916457598666,checkpoints/seedstudy_adamw_stable_seed_4/step_006000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,775,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,7000,layer_1_post_block_residual,"full operand grid, uniform113x113",12.290936321971778,1928976.0,17138486.0,0.11255229896036324,checkpoints/seedstudy_adamw_stable_seed_4/step_007000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,781,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,25000,layer_1_post_block_residual,"full operand grid, uniform113x113",218.400768687238,609067200.0,662584064.0,0.9192300767438922,checkpoints/seedstudy_adamw_stable_seed_4/step_025000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,787,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,50000,layer_1_post_block_residual,"full operand grid, uniform113x113",52.70065384912212,35464096.0,121845800.0,0.29105718867617925,checkpoints/seedstudy_adamw_stable_seed_4/step_050000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,793,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,75000,layer_1_post_block_residual,"full operand grid, uniform113x113",63.08943092269809,50824148.0,154394672.0,0.3291833023875332,checkpoints/seedstudy_adamw_stable_seed_4/step_075000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,799,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
seed4_adamw_stable,4,adamw,100000,layer_1_post_block_residual,"full operand grid, uniform113x113",68.17824781278728,59353804.0,163530512.0,0.3629524745816243,checkpoints/seedstudy_adamw_stable_seed_4/step_100000.pt,runs/seedstudy_fourier_mode_layer_summary.csv,805,CPU reported in repository README; runtime manifest unavailable,"CPU, float32 orthonormal2D FFT per source"
