step,local_step,arm,train_loss,train_loss64,train_accurate_loss64,train_objective_loss,train_accuracy,train_minimum_margin,test_loss,test_loss64,test_accurate_loss64,test_objective_loss,test_accuracy,test_minimum_margin,max_abs_logit,last_training_loss,elapsed_seconds
13000,0,original32,7.417116307806282e-07,8.160322065017049e-07,8.160322064911346e-07,7.417116307806282e-07,1.0,13.534676551818848,0.0010329115903005004,0.0010329683931781255,0.0010329683931781285,0.0010329115903005004,1.0,1.382556438446045,21.1644229888916,,0.11079537495970726
13010,10,original32,7.389105007860053e-07,8.133675789254504e-07,8.133675789201198e-07,7.389105007860053e-07,1.0,13.53260326385498,0.0010355879785493016,0.001035645743479984,0.0010356457434799818,0.0010355879785493016,1.0,1.3996531963348389,21.14670753479004,7.394706926788785e-07,0.7246756670065224
13020,20,original32,7.349576094384247e-07,8.098742802185516e-07,8.09874280210277e-07,7.349576094384247e-07,1.0,13.531128883361816,0.0010367613285779953,0.0010368198641781902,0.0010368198641781876,0.0010367613285779953,1.0,1.4266815185546875,21.124088287353516,7.367316925410705e-07,1.5499831249471754
13030,30,original32,7.334013503168535e-07,8.058963922807711e-07,8.058963922728617e-07,7.334013503168535e-07,1.0,13.530441284179688,0.0010369260562583804,0.0010369842213094527,0.0010369842213094503,0.0010369260562583804,1.0,1.4285491704940796,21.100522994995117,7.311292051781493e-07,2.2614382079336792
13040,40,original32,7.27861049654166e-07,8.019113641481483e-07,8.019113641461872e-07,7.27861049654166e-07,1.0,13.527496337890625,0.0010365728521719575,0.0010366323909339306,0.001036632390933927,0.0010365728521719575,1.0,1.4281848669052124,21.08022689819336,7.29884163774841e-07,2.8771601668559015
13050,50,original32,7.261491532517539e-07,7.986162934597878e-07,7.986162934601716e-07,7.261491532517539e-07,1.0,13.536979675292969,0.001036515343002975,0.0010365734801157773,0.001036573480115773,0.001036515343002975,1.0,1.4286370277404785,21.069393157958984,7.281723242158478e-07,3.4508102079853415
13060,60,original32,7.237213708322088e-07,7.956750047431423e-07,7.956750047425435e-07,7.237213708322088e-07,1.0,13.548846244812012,0.0010370477102696896,0.001037105286611091,0.0010371052866110914,0.0010370477102696896,1.0,1.425500750541687,21.051971435546875,7.217294069050695e-07,4.11715175001882
13070,70,original32,7.221029250104039e-07,7.929226580880158e-07,7.929226580978673e-07,7.221029250104039e-07,1.0,13.558159828186035,0.0010384211782366037,0.0010384779885784584,0.001038477988578461,0.0010384211782366037,1.0,1.419779896736145,21.032445907592773,7.209512773442839e-07,4.7963062080089
13080,80,original32,7.183679144873167e-07,7.900433014844036e-07,7.900433014905477e-07,7.183679144873167e-07,1.0,13.562570571899414,0.0010402482002973557,0.0010403044582005744,0.0010403044582005753,0.0010402482002973557,1.0,1.4160525798797607,21.01321792602539,7.187413757492322e-07,5.375304457964376
13090,90,original32,7.141971423152427e-07,7.868928817264536e-07,7.868928817215346e-07,7.141971423152427e-07,1.0,13.560225486755371,0.0010429369285702705,0.0010429934749268451,0.00104299347492684,0.0010429369285702705,1.0,1.4009594917297363,20.994260787963867,7.156288575060898e-07,5.916983082890511
13100,100,original32,7.100263701431686e-07,7.833671834078369e-07,7.833671834075981e-07,7.100263701431686e-07,1.0,13.561171531677246,0.0010449665132910013,0.0010450233115906445,0.0010450233115906445,0.0010449665132910013,1.0,1.387888789176941,20.98085594177246,7.09403821019805e-07,6.513623124919832
13110,110,original32,7.066025773383444e-07,7.793054581480761e-07,7.793054581499836e-07,7.066025773383444e-07,1.0,13.556500434875488,0.0010462977224960923,0.0010463532687712501,0.0010463532687712488,0.0010462977224960923,1.0,1.380252718925476,20.970909118652344,7.048906809359323e-07,7.159707542043179
13120,120,original32,7.007822091509297e-07,7.742630838496809e-07,7.742630838513228e-07,7.007822091509297e-07,1.0,13.552908897399902,0.0010472482535988092,0.0010473044128908205,0.0010473044128908183,0.0010472482535988092,1.0,1.3742191791534424,20.969791412353516,7.015603387117153e-07,7.88358704186976
13130,130,original32,6.959266443118395e-07,7.689828235819353e-07,7.689828235787886e-07,6.959266443118395e-07,1.0,13.5529203414917,0.0010476702591404319,0.0010477265788489299,0.001047726578848932,0.0010476702591404319,1.0,1.3699073791503906,20.972251892089844,6.97140535521612e-07,8.616894708015025
13140,140,original32,6.930942504368431e-07,7.641274129887921e-07,7.641274129879432e-07,6.930942504368431e-07,1.0,13.555756568908691,0.001047740108333528,0.001047795158298115,0.0010477951582981186,0.001047740108333528,1.0,1.3718619346618652,20.97328758239746,6.924406648067816e-07,9.299179333029315
13150,150,original32,6.886745040901587e-07,7.598450637829724e-07,7.598450637835603e-07,6.886745040901587e-07,1.0,13.55734920501709,0.0010481151985004544,0.0010481717166302266,0.0010481717166302249,0.0010481151985004544,1.0,1.3565744161605835,20.970788955688477,6.882698926347075e-07,9.99315237486735
13160,160,original32,6.85188467741682e-07,7.562256470434123e-07,7.562256470470882e-07,6.85188467741682e-07,1.0,13.557056427001953,0.0010486212559044361,0.00104867684168887,0.0010486768416888691,0.0010486212559044361,1.0,1.330918788909912,20.96000099182129,6.852507112853345e-07,10.798722541891038
13170,170,original32,6.793991929043841e-07,7.523587613858309e-07,7.523587613854843e-07,6.793991929043841e-07,1.0,13.556178092956543,0.0010484751546755433,0.0010485320431674226,0.0010485320431674171,0.0010484751546755433,1.0,1.3073052167892456,20.94816780090332,6.803641099395463e-07,11.553574041929096
13180,180,original32,6.750729539817257e-07,7.475185888317296e-07,7.47518588832491e-07,6.750729539817257e-07,1.0,13.555715560913086,0.0010489136911928654,0.0010489699738036383,0.0010489699738036391,0.0010489136911928654,1.0,1.2796655893325806,20.940929412841797,6.758198196621379e-07,12.264021416893229
13190,190,original32,6.716801976835995e-07,7.422334050704066e-07,7.422334050710532e-07,6.716801976835995e-07,1.0,13.551682472229004,0.0010497317416593432,0.001049787409926275,0.0010497874099262695,0.0010497317416593432,1.0,1.248659610748291,20.929861068725586,6.708709179292782e-07,12.969524207990617
13200,200,original32,6.661087468273763e-07,7.372322158094975e-07,7.372322158066118e-07,6.661087468273763e-07,1.0,13.548992156982422,0.0010502334916964173,0.0010502889117520809,0.0010502889117520843,0.0010502334916964173,1.0,1.2151132822036743,20.906049728393555,6.674160317743372e-07,13.672152207931504
13210,210,original32,6.629341555708379e-07,7.33285175917816e-07,7.332851759198127e-07,6.629341555708379e-07,1.0,13.545439720153809,0.001050496008247137,0.0010505532642125566,0.0010505532642125556,0.001050496008247137,1.0,1.1823601722717285,20.876998901367188,6.634631404267566e-07,14.505116292042658
13220,220,original32,6.597904871341598e-07,7.30023467481425e-07,7.300234674748324e-07,6.597904871341598e-07,1.0,13.544427871704102,0.0010498876217752695,0.0010499445324813445,0.0010499445324813437,0.0010498876217752695,1.0,1.160976767539978,20.85540008544922,6.605686166949454e-07,15.211614332860336
13230,230,original32,6.565223316101765e-07,7.269328113541985e-07,7.269328113571972e-07,6.565223316101765e-07,1.0,13.545802116394043,0.0010483695659786463,0.0010484278861085331,0.0010484278861085344,0.0010483695659786463,1.0,1.1464993953704834,20.843652725219727,6.554640776812448e-07,15.748531957855448
13240,240,original32,6.521337354570278e-07,7.232895081765072e-07,7.232895081805831e-07,6.521337354570278e-07,1.0,13.5480375289917,0.0010455098235979676,0.0010455680607320066,0.0010455680607320086,0.0010455098235979676,1.0,1.1450482606887817,20.841766357421875,6.521337354570278e-07,16.46166537492536
13250,250,original32,6.487721861958562e-07,7.191740645668736e-07,7.191740645709999e-07,6.487721861958562e-07,1.0,13.547021865844727,0.0010413755662739277,0.0010414346650672588,0.0010414346650672568,0.0010413755662739277,1.0,1.1573675870895386,20.8416805267334,6.46188823338889e-07,17.223840416874737
13260,260,original32,6.452239063037268e-07,7.153385615867881e-07,7.15338561589013e-07,6.452239063037268e-07,1.0,13.541485786437988,0.0010364748304709792,0.0010365329632694318,0.0010365329632694288,0.0010364748304709792,1.0,1.1696043014526367,20.8419246673584,6.441656523747952e-07,17.974929957883433
13270,270,original32,6.431385486393992e-07,7.121180960499757e-07,7.121180960524711e-07,6.431385486393992e-07,1.0,13.53153133392334,0.0010310527868568897,0.0010311106057893926,0.0010311106057893946,0.0010310527868568897,1.0,1.1925804615020752,20.84564208984375,6.420802947104676e-07,18.58450737502426
13280,280,original32,6.412399216060294e-07,7.094859759665245e-07,7.09485975969323e-07,6.412399216060294e-07,1.0,13.526856422424316,0.001026142155751586,0.0010262019011312872,0.0010262019011312862,0.001026142155751586,1.0,1.222326397895813,20.848176956176758,6.406174293260847e-07,19.263662207871675
13290,290,original32,6.375981911332929e-07,7.06964660070182e-07,7.069646600733454e-07,6.375981911332929e-07,1.0,13.52480697631836,0.0010219234973192215,0.0010219811946567815,0.001021981194656788,0.0010219234973192215,1.0,1.2427215576171875,20.843482971191406,6.379405590450915e-07,19.912574791815132
