cohort,seed,previous_step,failed_step,native_before,native_after,decoder_before,decoder_after,decoder_before_converged,decoder_after_converged,unregularized_before,unregularized_after,unregularized_before_converged,unregularized_after_converged,native_before_train_correct,native_before_train_total,native_before_train_accuracy,native_before_train_accurate_ce32,native_before_train_accurate_ce64,native_before_test_correct,native_before_test_total,native_before_test_accuracy,native_before_test_accurate_ce32,native_before_test_accurate_ce64,native_after_train_correct,native_after_train_total,native_after_train_accuracy,native_after_train_accurate_ce32,native_after_train_accurate_ce64,native_after_test_correct,native_after_test_total,native_after_test_accuracy,native_after_test_accurate_ce32,native_after_test_accurate_ce64,cv_selected_previous_lambda,cv_selected_failed_lambda,unregularized_control_previous_lambda,unregularized_control_failed_lambda
historical_cpu_pilot,0,28494,28495,0.9620762948875713,0.008837677592571876,0.973710705895514,0.015773576462691577,True,True,0.9582727374426669,0.026177424767871126,True,False,3672,3830,0.9587467362924282,0.3420677185058594,0.34206772902699933,8600,8939,0.9620762948875713,0.32198044657707214,0.32198044528990627,45,3830,0.01174934725848564,6.8109917640686035,6.81099142404775,79,8939,0.008837677592571876,6.861717700958252,6.861717637751243,0.0001,0.01,0.0,0.0
prospective_cpu,1,15094,15095,0.9969795279113994,0.016332923145765746,1.0,0.17350934108960733,True,True,1.0,0.11052690457545587,True,True,3812,3830,0.9953002610966057,0.009139553643763065,0.009139553230838763,8912,8939,0.9969795279113994,0.005424331873655319,0.005424331620984251,41,3830,0.010704960835509139,5.857538223266602,5.857538421743363,146,8939,0.016332923145765746,5.870660781860352,5.870660928427615,1e-08,0.01,0.0,0.0
prospective_cpu,2,15788,15789,1.0,0.54547488533393,1.0,0.6486184136928068,True,True,1.0,0.553529477570198,True,True,3830,3830,1.0,6.432832014979795e-05,6.432831764457397e-05,8939,8939,1.0,5.5268021242227405e-05,5.526802146956162e-05,2115,3830,0.5522193211488251,3.0871708393096924,3.0871708126634454,4876,8939,0.54547488533393,3.0822606086730957,3.0822608187672835,0.0,0.01,0.0,0.0
prospective_cpu,3,14270,14271,1.0,0.6285938024387515,1.0,0.9382481261886118,True,True,1.0,0.8865644926725584,True,True,3830,3830,1.0,0.0009107741061598063,0.0009107740748673077,8939,8939,1.0,0.0010678546968847513,0.0010678546522744105,2457,3830,0.6415143603133159,1.8052316904067993,1.8052316969409696,5619,8939,0.6285938024387515,1.8805345296859741,1.8805344902720849,0.0,1e-06,0.0,0.0
prospective_cpu,4,15135,15136,0.9787448260431816,0.010291978968564717,0.9815415594585524,0.026513032777715627,True,True,0.9620762948875713,0.0412797852108737,True,False,3740,3830,0.9765013054830287,0.1414879709482193,0.1414879707659659,8749,8939,0.9787448260431816,0.12772314250469208,0.1277231354008089,34,3830,0.008877284595300261,6.351696014404297,6.351696065701701,92,8939,0.010291978968564717,6.362141132354736,6.362141038026656,0.0001,0.01,0.0,0.0
