step,local_step,train_loss,train_accuracy,test_accuracy,test_loss64,joint_failure,elapsed_seconds
30000,0,1.8575929683350978e-09,1.0,1.0,5.648674859890532e-06,False,0.062228999799117446
30001,1,1.857439646535397e-09,1.0,,,False,0.12665316695347428
30002,2,1.8572525739557477e-09,1.0,,,False,0.17298716702498496
30003,3,1.8569673576607215e-09,1.0,,,False,0.21825429191812873
30004,4,1.8567903881105963e-09,1.0,,,False,0.26354700000956655
30005,5,1.8566217452331557e-09,1.0,,,False,0.3095892919227481
30006,6,1.8564891846040155e-09,1.0,,,False,0.3536735838279128
30007,7,1.8562973380653602e-09,1.0,,,False,0.39978108392097056
30008,8,1.8561101544634084e-09,1.0,,,False,0.4458336669486016
30009,9,1.8560101233688897e-09,1.0,,,False,0.4916221669409424
30010,10,1.8557069214608646e-09,1.0,,,False,0.5379917498212308
30011,11,1.8554426883810038e-09,1.0,,,False,0.5848259169142693
30012,12,1.855621545310271e-09,1.0,1.0,5.614576245789185e-06,False,0.6759414998814464
