step,local_step,train_loss,train_accuracy,test_accuracy,test_loss64,joint_failure,elapsed_seconds
6000,0,9.477304047322832e-06,1.0,0.9975388745944737,0.04078554599163667,False,0.11062112497165799
6001,1,9.484213478572201e-06,1.0,,,False,0.32128291693516076
6002,2,9.491310265730135e-06,1.0,,,False,0.4079091250896454
6003,3,9.500523447059095e-06,1.0,,,False,0.4770227500703186
6004,4,9.508491530141328e-06,1.0,,,False,0.5581760830245912
6005,5,9.51789115788415e-06,1.0,,,False,0.6617115000262856
6006,6,9.52710433921311e-06,1.0,,,False,0.7511150420177728
6007,7,9.53634844336193e-06,1.0,,,False,0.8106232499703765
6008,8,9.544783097226173e-06,1.0,,,False,0.8844687500968575
6009,9,9.554556527291425e-06,1.0,,,False,0.9660576251335442
6010,10,9.565169420966413e-06,1.0,,,False,1.048250125022605
6011,11,9.574662726663519e-06,1.0,,,False,1.1294441670179367
6012,12,9.583657629264053e-06,1.0,,,False,1.2099977920297533
6013,13,9.593399227014743e-06,1.0,,,False,1.2777535419445485
6014,14,9.602861609891988e-06,1.0,,,False,1.3381492500193417
6015,15,9.612074791220948e-06,1.0,,,False,1.4092158330604434
6016,16,9.620353921491187e-06,1.0,,,False,1.50691833300516
6017,17,9.629877240513451e-06,1.0,,,False,1.5885084581095725
6018,18,9.638280971557833e-06,1.0,,,False,1.6724059579428285
6019,19,9.646747457736637e-06,1.0,,,False,1.7372841250617057
6020,20,9.655026588006876e-06,1.0,,,False,1.7966282081324607
6021,21,9.663835044193547e-06,1.0,,,False,1.8824680829420686
6022,22,9.672892701928504e-06,1.0,,,False,1.9640642500016838
6023,23,9.681856681709178e-06,1.0,,,False,2.0208009579218924
6024,24,9.691816558188293e-06,1.0,,,False,2.0782216670922935
6025,25,9.699784641270526e-06,1.0,,,False,2.1348972499836236
6026,26,9.708094694360625e-06,1.0,,,False,2.191538624931127
6027,27,9.716467502585147e-06,1.0,,,False,2.249099666951224
6028,28,9.725556083139963e-06,1.0,,,False,2.3340123330708593
6029,29,9.733368642628193e-06,1.0,,,False,2.4018405829556286
6030,30,9.742177098814864e-06,1.0,,,False,2.462264999980107
6031,31,9.750487151904963e-06,1.0,,,False,2.522035582922399
6032,32,9.75767761701718e-06,1.0,,,False,2.5943721670191735
6033,33,9.766081348061562e-06,1.0,,,False,2.6536967079155147
6034,34,9.773084457265213e-06,1.0,,,False,2.7136732500512153
6035,35,9.781580047274474e-06,1.0,,,False,2.8029781670775265
6036,36,9.789360774448141e-06,1.0,,,False,2.885495916940272
6037,37,9.795834557735361e-06,1.0,,,False,2.9789274579379708
6038,38,9.803771717997734e-06,1.0,,,False,3.0777527920436114
6039,39,9.810588380787522e-06,1.0,,,False,3.171439291909337
6040,40,9.817684258450754e-06,1.0,,,False,3.2294644580688328
6041,41,9.82487472356297e-06,1.0,,,False,3.2875976250506938
6042,42,9.831130228121765e-06,1.0,,,False,3.3466155419591814
6043,43,9.838101505010854e-06,1.0,,,False,3.405848457943648
6044,44,9.84526013780851e-06,1.0,,,False,3.4638039169367403
6045,45,9.851952199824154e-06,1.0,,,False,3.5519241669680923
6046,46,9.858425983111374e-06,1.0,,,False,3.6580654999706894
6047,47,9.864495950751007e-06,1.0,,,False,3.7627995829097927
6048,48,9.871093425317667e-06,1.0,,,False,3.846063083037734
6049,49,9.87632211035816e-06,1.0,,,False,3.9091779170557857
6050,50,9.882827725959942e-06,1.0,,,False,3.9880532501265407
6051,51,9.888959539239295e-06,1.0,,,False,4.0710699579212815
6052,52,9.895153198158368e-06,1.0,,,False,4.155393291963264
6053,53,9.901471457851585e-06,1.0,,,False,4.23844079207629
6054,54,9.906638297252357e-06,1.0,,,False,4.320519125089049
6055,55,9.912551831803285e-06,1.0,,,False,4.403048374922946
6056,56,9.918372597894631e-06,1.0,,,False,4.503511333139613
6057,57,9.922232493408956e-06,1.0,,,False,4.605078374966979
6058,58,9.927368409989867e-06,1.0,,,False,4.7083769999444485
6059,59,9.931912245519925e-06,1.0,,,False,4.808365250006318
6060,60,9.936517926689703e-06,1.0,,,False,4.869292041985318
6061,61,9.941404641722329e-06,1.0,,,False,4.92999600013718
6062,62,9.94513993646251e-06,1.0,,,False,4.990868875058368
6063,63,9.949310879164841e-06,1.0,,,False,5.051926875021309
6064,64,9.953543667506892e-06,1.0,,,False,5.112124083098024
6065,65,9.958430382539518e-06,1.0,,,False,5.173851582920179
6066,66,9.962850526790135e-06,1.0,,,False,5.234898792114109
6067,67,9.967363439500332e-06,1.0,,,False,5.293207583017647
6068,68,9.971845429390669e-06,1.0,,,False,5.35409125010483
6069,69,9.976763067243155e-06,1.0,,,False,5.4175533330999315
6070,70,9.980995855585206e-06,1.0,,,False,5.477181917056441
6071,71,9.98485575109953e-06,1.0,,,False,5.537259707925841
6072,72,9.989182217395864e-06,1.0,,,False,5.596374874934554
6073,73,9.99310395854991e-06,1.0,,,False,5.658553125103936
6074,74,9.995718755817506e-06,1.0,,,False,5.724296249914914
6075,75,9.99911117105512e-06,1.0,,,False,5.790609500138089
6076,76,1.0002939234254882e-05,1.0,,,False,5.852438708068803
6077,77,1.0006363481807057e-05,1.0,,,False,5.909555500140414
6078,78,1.0010128789872397e-05,1.0,,,False,5.972392041934654
6079,79,1.0012742677645292e-05,1.0,,,False,6.033131042029709
6080,80,1.0016572559834458e-05,1.0,,,False,6.092547333100811
6081,81,1.0019995897891931e-05,1.0,,,False,6.149857500102371
6082,82,1.0022890819527674e-05,1.0,,,False,6.207165542058647
6083,83,1.0025629308074713e-05,1.0,,,False,6.267397416988388
6084,84,1.0027933058154304e-05,1.0,,,False,6.324336500139907
6085,85,1.0030204975919332e-05,1.0,,,False,6.384547583060339
6086,86,1.0033721991931088e-05,1.0,,,False,6.442701291991398
6087,87,1.0036025742010679e-05,1.0,,,False,6.502124458085746
6088,88,1.0038671462098137e-05,1.0,,,False,6.561900292057544
6089,89,1.0041439963970333e-05,1.0,,,False,6.622272500069812
6090,90,1.0043556358141359e-05,1.0,,,False,6.683576958021149
6091,91,1.0045549061032943e-05,1.0,,,False,6.74416512507014
6092,92,1.0048381227534264e-05,1.0,,,False,6.815719167003408
6093,93,1.0051462595583871e-05,1.0,,,False,6.896726917009801
6094,94,1.005329886538675e-05,1.0,,,False,6.976932541932911
6095,95,1.0055508937512059e-05,1.0,,,False,7.058502292027697
6096,96,1.0058154657599516e-05,1.0,,,False,7.139996125129983
6097,97,1.0060084605356678e-05,1.0,,,False,7.220640250016004
6098,98,1.0063041372632142e-05,1.0,,,False,7.301365833031014
6099,99,1.0065250535262749e-05,1.0,,,False,7.387484458042309
6100,100,1.006718048301991e-05,1.0,0.9977626132677033,0.03775353635115598,False,7.600877417018637
6101,101,1.0068799383589067e-05,1.0,,,False,7.674633041955531
6102,102,1.0070604730572086e-05,1.0,,,False,7.73590674996376
6103,103,1.0072316399600822e-05,1.0,,,False,7.796083667082712
6104,104,1.0073810699395835e-05,1.0,,,False,7.863807125017047
6105,105,1.0075771569972858e-05,1.0,,,False,7.957734999945387
6106,106,1.0078012564918026e-05,1.0,,,False,8.027416167082265
6107,107,1.0079505955218337e-05,1.0,,,False,8.103864167118445
6108,108,1.0081280379381496e-05,1.0,,,False,8.204811916919425
6109,109,1.0083459528686944e-05,1.0,,,False,8.307818208122626
6110,110,1.0084797395393252e-05,1.0,,,False,8.407987625105307
6111,111,1.0086353540827986e-05,1.0,,,False,8.500886042136699
6112,112,1.0087661394209135e-05,1.0,,,False,8.558087958022952
6113,113,1.008878189168172e-05,1.0,,,False,8.617817291989923
6114,114,1.0090773685078602e-05,1.0,,,False,8.675246708095074
6115,115,1.0092454431287479e-05,1.0,,,False,8.735523167066276
6116,116,1.0093699529534206e-05,1.0,,,False,8.792445332976058
6117,117,1.0095349352923222e-05,1.0,,,False,8.849960125051439
6118,118,1.009618972602766e-05,1.0,,,False,8.905021250015125
6119,119,1.0097030099132098e-05,1.0,,,False,8.968151832930744
6120,120,1.0097558515553828e-05,1.0,,,False,9.028206583112478
6121,121,1.0098617167386692e-05,1.0,,,False,9.086738500045612
6122,122,1.0099551218445413e-05,1.0,,,False,9.14682108303532
6123,123,1.0101107363880146e-05,1.0,,,False,9.206353167071939
6124,124,1.0102009582624305e-05,1.0,,,False,9.26833283295855
6125,125,1.0102788110089023e-05,1.0,,,False,9.328200417105108
6126,126,1.010406413115561e-05,1.0,,,False,9.388560583116487
6127,127,1.0104718057846185e-05,1.0,,,False,9.447411542059854
6128,128,1.0105526598636061e-05,1.0,,,False,9.50578120793216
6129,129,1.0106211448146496e-05,1.0,,,False,9.56425308296457
6130,130,1.0106802619702648e-05,1.0,,,False,9.626543167047203
6131,131,1.0106959052791353e-05,1.0,,,False,9.68427004199475
6132,132,1.0107799425895792e-05,1.0,,,False,9.744143707910553
6133,133,1.010910636978224e-05,1.0,,,False,9.807065041968599
6134,134,1.0109200047736522e-05,1.0,,,False,9.868537416914478
6135,135,1.0110195944434963e-05,1.0,,,False,9.92975370795466
6136,136,1.0111253686773125e-05,1.0,,,False,9.990975250024348
6137,137,1.0111658411915414e-05,1.0,,,False,10.053098333068192
6138,138,1.0112156815011986e-05,1.0,,,False,10.114636000012979
6139,139,1.0112809832207859e-05,1.0,,,False,10.176812916994095
6140,140,1.0113494681718294e-05,1.0,,,False,10.237494125030935
6141,141,1.0113868484040722e-05,1.0,,,False,10.297786291921511
6142,142,1.011464701150544e-05,1.0,,,False,10.35794545803219
6143,143,1.0114895303559024e-05,1.0,,,False,10.41826512501575
6144,144,1.0115673831023742e-05,1.0,,,False,10.478541624965146
6145,145,1.0115923032572027e-05,1.0,,,False,10.54004520806484
6146,146,1.011604763334617e-05,1.0,,,False,10.598846124950796
6147,147,1.0116856174136046e-05,1.0,,,False,10.659370207926258
6148,148,1.0116949852090329e-05,1.0,,,False,10.718255457933992
6149,149,1.0117385500052478e-05,1.0,,,False,10.77814512513578
6150,150,1.0116949852090329e-05,1.0,,,False,10.857331292005256
6151,151,1.0116794328496326e-05,1.0,,,False,10.938188957981765
6152,152,1.0117852070834488e-05,1.0,,,False,11.018821750069037
6153,153,1.011747917800676e-05,1.0,,,False,11.098538582911715
6154,154,1.0118039426743053e-05,1.0,,,False,11.178323667030782
6155,155,1.0118630598299205e-05,1.0,,,False,11.260157708078623
6156,156,1.0119035323441494e-05,1.0,,,False,11.341281957924366
6157,157,1.0119035323441494e-05,1.0,,,False,11.421508416999131
6158,158,1.0119221769855358e-05,1.0,,,False,11.501943124923855
6159,159,1.0118941645487212e-05,1.0,,,False,11.58228054200299
6160,160,1.0119160833710339e-05,1.0,,,False,11.663689207984135
6161,161,1.011922267935006e-05,1.0,,,False,11.745158792007715
6162,162,1.0119814760400914e-05,1.0,,,False,11.826078583020717
6163,163,1.0120250408363063e-05,1.0,,,False,11.907144750002772
6164,164,1.0120530532731209e-05,1.0,,,False,11.99356950004585
6165,165,1.0120840670424514e-05,1.0,,,False,12.096438375068828
6166,166,1.0120809747604653e-05,1.0,,,False,12.19807970803231
6167,167,1.012118264043238e-05,1.0,,,False,12.301563583081588
6168,168,1.0120933438884094e-05,1.0,,,False,12.404487250139937
6169,169,1.0120777915290091e-05,1.0,,,False,12.50667112506926
6170,170,1.0120902516064234e-05,1.0,,,False,12.61164345801808
6171,171,1.0121338164026383e-05,1.0,,,False,12.71533012506552
6172,172,1.0121805644303095e-05,1.0,,,False,12.816151625011116
6173,173,1.0121836567122955e-05,1.0,,,False,12.916122416965663
6174,174,1.0121898412762675e-05,1.0,,,False,13.001978375017643
6175,175,1.0121930245077237e-05,1.0,,,False,13.084096333011985
6176,176,1.0121898412762675e-05,1.0,,,False,13.148640833096579
6177,177,1.0121587365574669e-05,1.0,,,False,13.20879750000313
6178,178,1.012161828839453e-05,1.0,,,False,13.269064249936491
6179,179,1.0121742889168672e-05,1.0,,,False,13.327665208140388
6180,180,1.0121681043528952e-05,1.0,,,False,13.389884208096191
6181,181,1.0120809747604653e-05,1.0,,,False,13.481895457953215
6182,182,1.0120653314515948e-05,1.0,,,False,13.582883625058457
6183,183,1.0120062142959796e-05,1.0,,,False,13.686429958092049
6184,184,1.0119906619365793e-05,1.0,,,False,13.792338083032519
6185,185,1.0120249498868361e-05,1.0,,,False,13.900438917102292
6186,186,1.0120373190147802e-05,1.0,,,False,14.006359416991472
6187,187,1.0120746992470231e-05,1.0,,,False,14.12174683297053
6188,188,1.0120155820914079e-05,1.0,,,False,14.226909958058968
6189,189,1.01193463706295e-05,1.0,,,False,14.337893957970664
6190,190,1.011928452498978e-05,1.0,,,False,14.443999625043944
6191,191,1.0118630598299205e-05,1.0,,,False,14.546542250085622
6192,192,1.0118039426743053e-05,1.0,,,False,14.658723999978974
6193,193,1.0118319551111199e-05,1.0,,,False,14.766783917089924
6194,194,1.011794574878877e-05,1.0,,,False,14.837403249926865
6195,195,1.0117260899278335e-05,1.0,,,False,14.899612917099148
6196,196,1.011747917800676e-05,1.0,,,False,14.960305667016655
6197,197,1.011747917800676e-05,1.0,,,False,15.019388457993045
6198,198,1.0116888006450608e-05,1.0,,,False,15.076664583059028
6199,199,1.0116420526173897e-05,1.0,,,False,15.135305457981303
6200,200,1.0115549230249599e-05,1.0,0.9978744826043181,0.03536324086653795,False,15.249807083047926
6201,201,1.0114958058693446e-05,1.0,,,False,15.310366875026375
6202,202,1.0115082659467589e-05,1.0,,,False,15.3687437500339
6203,203,1.0114553333551157e-05,1.0,,,False,15.426282082917169
6204,204,1.0113962161995005e-05,1.0,,,False,15.484456375008449
6205,205,1.0113806638401002e-05,1.0,,,False,15.544541792012751
6206,206,1.0113619282492436e-05,1.0,,,False,15.605222624959424
6207,207,1.011333915812429e-05,1.0,,,False,15.664848417043686
6208,208,1.011237418424571e-05,1.0,,,False,15.724930667085573
6209,209,1.0111533811141271e-05,1.0,,,False,15.781484958017245
6210,210,1.0111409210367128e-05,1.0,,,False,15.835861667059362
6211,211,1.0111378287547268e-05,1.0,,,False,15.889970541931689
6212,212,1.0111036317539401e-05,1.0,,,False,15.947345874970779
6213,213,1.0110444236488547e-05,1.0,,,False,16.00743708293885
6214,214,1.0109946742886677e-05,1.0,,,False,16.066436750115827
6215,215,1.0109946742886677e-05,1.0,,,False,16.1256382081192
6216,216,1.0109635695698671e-05,1.0,,,False,16.186159000033513
6217,217,1.010867072182009e-05,1.0,,,False,16.24714683298953
6218,218,1.0108421520271804e-05,1.0,,,False,16.30582350003533
6219,219,1.0108172318723518e-05,1.0,,,False,16.363899917108938
6220,220,1.0107487469213083e-05,1.0,,,False,16.426043041981757
6221,221,1.0107176422025077e-05,1.0,,,False,16.488695041975006
6222,222,1.010730102279922e-05,1.0,,,False,16.55054545798339
6223,223,1.0106709851243068e-05,1.0,,,False,16.608407292049378
6224,224,1.0106180525326636e-05,1.0,,,False,16.668718124972656
6225,225,1.0105651199410204e-05,1.0,,,False,16.730829457985237
6226,226,1.0105340152222198e-05,1.0,,,False,16.825206791982055
6227,227,1.0104468856297899e-05,1.0,,,False,16.923704124987125
6228,228,1.0104375178343616e-05,1.0,,,False,17.02116912510246
6229,229,1.010406413115561e-05,1.0,,,False,17.121072333073243
6230,230,1.0102912710863166e-05,1.0,,,False,17.22110441699624
6231,231,1.010266350931488e-05,1.0,,,False,17.322320125065744
6232,232,1.0102569831360597e-05,1.0,,,False,17.422607958083972
6233,233,1.0101978659804445e-05,1.0,,,False,17.523129625013098
6234,234,1.010176038107602e-05,1.0,,,False,17.62501262500882
6235,235,1.0101356565428432e-05,1.0,,,False,17.724410499911755
6236,236,1.010085816233186e-05,1.0,,,False,17.8258762920741
6237,237,1.0100142390001565e-05,1.0,,,False,17.92199766705744
6238,238,1.0099208338942844e-05,1.0,,,False,18.0100350829307
6239,239,1.0099146493303124e-05,1.0,,,False,18.09189408295788
6240,240,1.0098461643792689e-05,1.0,,,False,18.17435362492688
6241,241,1.0097558515553828e-05,1.0,,,False,18.25530824996531
6242,242,1.0097402991959825e-05,1.0,,,False,18.336628667078912
6243,243,1.0096780897583812e-05,1.0,,,False,18.41885112505406
6244,244,1.0095722245750949e-05,1.0,,,False,18.500069542089477
6245,245,1.0095473044202663e-05,1.0,,,False,18.58175312494859
6246,246,1.009525567496894e-05,1.0,,,False,18.663151999935508
6247,247,1.0094508979818784e-05,1.0,,,False,18.74514525011182
