local_step,step,train_accuracy,train_loss,heldout_measured,test_accuracy,test_cross_entropy,test_minimum_margin,test_centered_healthy_logit_relative_error,elapsed_seconds
0,16056,0.9997389033942559,0.00021359579113777727,True,0.9980982212775478,0.0066097702428360204,-4.15667724609375,0.48336842318494233,0.034448083024472
1,16057,0.6386422976501306,12.091672897338867,True,0.544803669314241,13.12786019754874,-111.39422607421875,7.138143562019617,0.23190491693094373
2,16058,0.44986945169712794,38.23466110229492,True,0.39780736100234926,41.8623234122945,-158.95831298828125,11.82050551614705,0.42014262499287724
3,16059,0.26370757180156656,48.80060958862305,True,0.2440988924935675,53.04432817742337,-173.13690185546875,11.885092608672352,0.5505441669374704
4,16060,0.21723237597911227,50.14137649536133,True,0.15762389529030094,54.96733648795059,-225.03717041015625,12.991907463710634,0.6786589168477803
5,16061,0.2300261096605744,49.132320404052734,True,0.18223514934556437,53.797473076610615,-274.1607208251953,15.400880221622591,0.8164538329001516
6,16062,0.4221932114882507,42.808929443359375,True,0.3780064884215237,46.520158598443466,-292.1524124145508,17.574585384686387,0.9565192079171538
7,16063,0.47676240208877285,43.67887496948242,True,0.40105157176417944,47.54645241268656,-302.40319442749023,18.502335074196246,1.1402148329652846
8,16064,0.5028720626631854,41.44890594482422,True,0.43629041279785213,45.768651590640225,-303.1687889099121,18.762462467728614,1.3269252078607678
9,16065,0.5402088772845953,36.493408203125,True,0.4686206510795391,41.03370866623796,-279.4649324417114,18.043551842989544,1.5136212080251426
10,16066,0.614621409921671,28.928306579589844,True,0.5271283141290972,33.18959201976977,-261.9215393066406,16.45381168053426,1.666994582861662
11,16067,0.6767624020887728,20.914979934692383,True,0.600067121601969,25.055226687758168,-212.1524248123169,14.276704911117724,1.826159874908626
12,16068,0.7255874673629242,13.125879287719727,True,0.6340753999328784,17.437300561311726,-172.85843467712402,11.7396255781119,1.9835332080256194
13,16069,0.8052219321148825,5.830489635467529,True,0.6900100682402953,9.684179966797053,-137.55034828186035,9.13908932890847,2.14986954187043
14,16070,0.9180156657963446,1.4359006881713867,False,,,,,2.3452404169365764
15,16071,0.9543080939947781,0.45060279965400696,False,,,,,2.438939291983843
16,16072,0.8765013054830287,1.701732873916626,True,0.7497482939926167,4.8612293333922345,-113.45378112792969,7.914947170659941,2.533862082986161
17,16073,0.8856396866840731,1.3700391054153442,True,0.7444904351717194,4.975735701432109,-104.11227035522461,8.652479470478001,2.7331695000175387
18,16074,0.9629242819843342,0.39333075284957886,False,,,,,2.918544791871682
19,16075,0.9864229765013055,0.12101458758115768,False,,,,,2.9958906669635326
