step,local_step,train_loss,train_accuracy,test_accuracy,test_loss64,joint_failure,elapsed_seconds
15000,0,8.777356583777873e-07,1.0,1.0,0.0002750626348250791,False,0.153513666940853
15001,1,8.759097340771405e-07,1.0,,,False,0.31609099986962974
15002,2,8.73481667440501e-07,1.0,,,False,0.41976037505082786
15003,3,8.705212053428113e-07,1.0,,,False,0.5266561668831855
15004,4,8.671174214214261e-07,1.0,,,False,0.6355335828848183
15005,5,8.633396646473557e-07,1.0,,,False,0.7415362079627812
15006,6,8.592527933615202e-07,1.0,,,False,0.8417037080507725
15007,7,8.549109224986751e-07,1.0,,,False,0.9536026669666171
15008,8,8.503781714352954e-07,1.0,,,False,1.0552211250178516
15009,9,8.456846671833773e-07,1.0,,,False,1.158014375017956
15010,10,8.408791245528846e-07,1.0,,,False,1.2570197079330683
15011,11,8.359924095202587e-07,1.0,,,False,1.355541749857366
15012,12,8.310685188916977e-07,1.0,,,False,1.4626991250552237
15013,13,8.261254151875619e-07,1.0,,,False,1.5693282920401543
15014,14,8.212150532926898e-07,1.0,,,False,1.673218416981399
15015,15,8.163564189089811e-07,1.0,,,False,1.7686458330135792
15016,16,8.115770810945833e-07,1.0,,,False,1.8659357498399913
15017,17,8.069025057011459e-07,1.0,,,False,1.9728864580392838
15018,18,8.023553164093755e-07,1.0,,,False,2.097216707887128
15019,19,7.979607516972465e-07,1.0,,,False,2.226365374866873
15020,20,7.937326813589607e-07,1.0,,,False,2.3514733328484
15021,21,7.896741749391367e-07,1.0,,,False,2.478425499983132
15022,22,7.858101298552356e-07,1.0,,,False,2.6136921669822186
15023,23,7.821452641110227e-07,1.0,,,False,2.7414636670146137
15024,24,7.786844093971013e-07,1.0,,,False,2.865486416965723
15025,25,7.75439502831432e-07,1.0,,,False,2.996926707914099
15026,26,7.724069064352079e-07,1.0,,,False,3.124044792028144
15027,27,7.695866202084289e-07,1.0,,,False,3.223727500066161
15028,28,7.669748924854503e-07,1.0,,,False,3.3437339579686522
15029,29,7.645869004591077e-07,1.0,,,False,3.495672916993499
15030,30,7.624042268616904e-07,1.0,,,False,3.628420958062634
15031,31,7.604154461660073e-07,1.0,,,False,3.7550504580140114
15032,32,7.586331207676267e-07,1.0,,,False,3.884512291988358
15033,33,7.570406523882411e-07,1.0,,,False,4.026995082851499
15034,34,7.55630992443912e-07,1.0,,,False,4.153634874848649
15035,35,7.543876563431695e-07,1.0,,,False,4.328229625010863
15036,36,7.533158168371301e-07,1.0,,,False,4.446097332984209
15037,37,7.523951239818416e-07,1.0,,,False,4.567045958014205
15038,38,7.516287041653413e-07,1.0,,,False,4.674445708049461
15039,39,7.510014938816312e-07,1.0,,,False,4.824961124919355
15040,40,7.505070698243799e-07,1.0,,,False,4.9623793750070035
15041,41,7.501358254557999e-07,1.0,,,False,5.090976707870141
15042,42,7.498790068893868e-07,1.0,,,False,5.23179104202427
15043,43,7.497197316297388e-07,1.0,,,False,5.353269582847133
15044,44,7.496643092963495e-07,1.0,,,False,5.473208582960069
15045,45,7.496917078242404e-07,1.0,,,False,5.587560625048354
15046,46,7.497991987293062e-07,1.0,,,False,5.721448583062738
15047,47,7.499772891605971e-07,1.0,,,False,5.857606125064194
15048,48,7.502196694986196e-07,1.0,,,False,5.987802791874856
15049,49,7.50495985357702e-07,1.0,,,False,6.114432374946773
15050,50,7.508221528951253e-07,1.0,,,False,6.248879333026707
15051,51,7.511837338824989e-07,1.0,,,False,6.372723917011172
15052,52,7.515763513765705e-07,1.0,,,False,6.492151207989082
15053,53,7.519879545725416e-07,1.0,,,False,6.6194650419056416
15054,54,7.5241416652716e-07,1.0,,,False,6.717043207958341
15055,55,7.528544188062369e-07,1.0,,,False,6.840173667063937
15056,56,7.532946710853139e-07,1.0,,,False,6.973593082977459
15057,57,7.537391866208054e-07,1.0,,,False,7.106628707842901
15058,58,7.541784725617617e-07,1.0,,,False,7.214263957925141
15059,59,7.546125857516017e-07,1.0,,,False,7.326916625024751
15060,60,7.550355007879261e-07,1.0,,,False,7.427790499990806
15061,61,7.554333478765329e-07,1.0,,,False,7.5493546249344945
15062,62,7.558172114841e-07,1.0,,,False,7.679226625012234
15063,63,7.561804409306205e-07,1.0,,,False,7.809149750042707
15064,64,7.565166129097634e-07,1.0,,,False,7.929567999904975
15065,65,7.568195883322915e-07,1.0,,,False,8.050026041921228
15066,66,7.570936304546194e-07,1.0,,,False,8.18241629190743
15067,67,7.573385119030718e-07,1.0,,,False,8.320559374988079
15068,68,7.575562790407275e-07,1.0,,,False,8.443358457880095
15069,69,7.577415317427949e-07,1.0,,,False,8.571622374933213
15070,70,7.578900067528593e-07,1.0,,,False,8.70178383286111
15071,71,7.57999202960491e-07,1.0,,,False,8.826323708053678
15072,72,7.580695751130406e-07,1.0,,,False,8.941854416858405
15073,73,7.581107865917147e-07,1.0,,,False,9.044976332923397
15074,74,7.581115823995788e-07,1.0,,,False,9.169305457966402
15075,75,7.580790111205715e-07,1.0,,,False,9.294244416989386
15076,76,7.58015517021704e-07,1.0,,,False,9.448809958063066
15077,77,7.57909731419204e-07,1.0,,,False,9.587334000039846
15078,78,7.577662586299994e-07,1.0,,,False,9.712829292053357
15079,79,7.575996505693183e-07,1.0,,,False,9.83563583297655
15080,80,7.573868856525223e-07,1.0,,,False,9.979331624927
15081,81,7.57155873998272e-07,1.0,,,False,10.111373791936785
15082,82,7.568905289190297e-07,1.0,,,False,10.26337454188615
15083,83,7.566018211946357e-07,1.0,,,False,10.375910166883841
15084,84,7.562813948425173e-07,1.0,,,False,10.510289457859471
15085,85,7.559445407423482e-07,1.0,,,False,10.632022792007774
15086,86,7.555781280643714e-07,1.0,,,False,10.738922249991447
15087,87,7.551885801149183e-07,1.0,,,False,10.868050666991621
15088,88,7.547811833319429e-07,1.0,,,False,11.012056249892339
15089,89,7.543598030679277e-07,1.0,,,False,11.136826416943222
15090,90,7.53908409478754e-07,1.0,,,False,11.254905167035758
15091,91,7.534438282164047e-07,1.0,,,False,11.371232749894261
15092,92,7.529670256190002e-07,1.0,,,False,11.508452374953777
15093,93,7.524827196903061e-07,1.0,,,False,11.64110904186964
15094,94,7.51978802782105e-07,1.0,,,False,11.766687457915395
15095,95,7.514660751439806e-07,1.0,,,False,11.888892832910642
15096,96,7.509500505875621e-07,1.0,,,False,12.005239082966
15097,97,7.504233394683979e-07,1.0,,,False,12.10477991704829
15098,98,7.498976515307731e-07,1.0,,,False,12.200663083000109
15099,99,7.493708267247712e-07,1.0,,,False,12.326738166855648
15100,100,7.488304731850803e-07,1.0,1.0,0.00027936065355623467,False,12.553774999920279
15101,101,7.482814226023038e-07,1.0,,,False,12.662679666886106
15102,102,7.477420922441524e-07,1.0,,,False,12.77048816694878
15103,103,7.471923595403496e-07,1.0,,,False,12.87687970791012
15104,104,7.466401257261168e-07,1.0,,,False,12.983836625004187
15105,105,7.460843107764958e-07,1.0,,,False,13.091042874846607
15106,106,7.455260515598638e-07,1.0,,,False,13.195607249857858
