seed,step,reference_step,offset,native_train_accuracy,native_heldout_accuracy,native_train_loss64,native_heldout_loss64,backward_centered_heldout_error,forward_map_condition,backward_map_condition,orthogonal_repair_accuracy,backward_repair_accuracy,old_head_accuracy,basis_predicted_accuracy,residual_only_accuracy,readout_change_only_accuracy,basis_argmax_agreement,basis_actual_flip_recall,basis_norm_over_delta,residual_norm_over_delta,normalized_cross_term,decomposition_identity_error_max_abs
0,15500,17200,-1700,1.0,0.9998881306633851,4.944205614313376e-07,0.0014828058867249927,0.6378031387906669,12978.070310881354,4192.811443071628,0.9998881306633851,0.9982100906141627,0.8931647835328337,0.9937353171495693,0.9983219599507774,0.010068240295335049,0.9937353171495693,0.5949367088607594,0.8006442985476487,0.5649185282054148,0.039835763693371364,7.416289804496046e-14
0,15600,17200,-1600,1.0,0.9998881306633851,4.722600142200356e-07,0.0014922075136477172,0.6338093942611455,13034.473927398736,4100.094456575575,0.9998881306633851,0.9982100906141627,0.9007718984226424,0.9937353171495693,0.9984338292873923,0.010627586978409218,0.9937353171495693,0.5822784810126582,0.7980905722252359,0.5679393403869947,0.04049634416598064,7.194245199571014e-14
0,15700,17200,-1500,1.0,0.9998881306633851,4.5684656324424956e-07,0.0015121272050589432,0.631185888385767,13500.435781877884,4044.7290879267866,0.9998881306633851,0.9982100906141627,0.9069247119364582,0.9938471864861841,0.9984338292873923,0.01241749636424656,0.9938471864861841,0.620253164556962,0.7954675067139403,0.5714002214412913,0.04073323269915073,7.16093850883226e-14
0,15800,17200,-1400,1.0,0.9998881306633851,4.3845013208606973e-07,0.0015311825557276012,0.6283372297906294,13798.684760077209,4016.8954249379344,0.9998881306633851,0.9984338292873923,0.9160979975388746,0.993959055822799,0.9984338292873923,0.01443114442331357,0.993959055822799,0.620253164556962,0.7924009830732921,0.5755752003214837,0.04081387079936418,7.027711745877241e-14
0,15900,17200,-1300,1.0,0.9998881306633851,4.204562114428598e-07,0.0015902012822111053,0.6241760585570048,13959.506699365826,4019.9311988306267,0.9998881306633851,0.9984338292873923,0.9092739680053697,0.9940709251594138,0.9984338292873923,0.021255173956818436,0.9940709251594138,0.6329113924050633,0.7887799958750291,0.5806189983970146,0.04070769680783688,7.571721027943568e-14
0,16000,17200,-1200,1.0,0.9998881306633851,3.9587961019380875e-07,0.0017145530555113565,0.616671538914535,14616.412808907255,4071.649862952882,0.9998881306633851,0.9984338292873923,0.8644143640228213,0.9938471864861841,0.9983219599507774,0.028414811500167805,0.9938471864861841,0.620253164556962,0.7842418877333348,0.5870219425696321,0.04036990046623061,8.040790255847696e-14
0,16100,17200,-1100,1.0,0.9998881306633851,3.775541116657582e-07,0.0018392884193369986,0.6064667527014207,14931.70088340097,4148.348183987767,0.9998881306633851,0.9984338292873923,0.8053473542901891,0.9936234478129544,0.9982100906141627,0.03288958496476116,0.9936234478129544,0.5949367088607594,0.7799203850897948,0.5932717438251984,0.0397528308999946,8.329448242250237e-14
0,16200,17200,-1000,1.0,0.9998881306633851,3.5627441764396604e-07,0.0019530670146721068,0.5952805996295253,14903.261440927863,4215.3172044572675,0.9998881306633851,0.9983219599507774,0.7652981317820785,0.9936234478129544,0.9980982212775478,0.03210649960845732,0.9936234478129544,0.5949367088607594,0.7743803631427232,0.6008341343748747,0.03933339614893936,8.482103908136196e-14
0,16300,17200,-900,1.0,0.9996643919901554,3.3428842345021946e-07,0.0021041796368215957,0.580401205213816,14396.484695685449,4331.721374885534,0.9997762613267703,0.997986351940933,0.70701420740575,0.9930641011298803,0.9980982212775478,0.029086027519856807,0.99328783980311,0.5897435897435898,0.7682017563608154,0.6089965261987491,0.03898929260201472,8.615330671091215e-14
0,16400,17200,-800,1.0,0.9996643919901554,3.1807385488287715e-07,0.002355740223232236,0.5560928805897581,12106.411936389512,4315.8552864019275,0.9996643919901554,0.997986351940933,0.7287168587090278,0.9931759704664951,0.9978744826043181,0.02449938471864862,0.9933997091397248,0.5384615384615384,0.7631562525222936,0.6161315949235572,0.03797439197308307,1.2567724638756772e-13
0,16500,17200,-700,1.0,0.9996643919901554,3.0026983330007567e-07,0.0025806789953903863,0.5272451102422435,8746.145820416226,4143.621073716526,0.9994406533169258,0.9982100906141627,0.7996420181228325,0.9929522317932654,0.9977626132677033,0.02394003803557445,0.9931759704664951,0.47435897435897434,0.7588605014898657,0.6216789586946073,0.03764601159493817,1.1235457009206584e-13
0,16600,17200,-600,1.0,0.9996643919901554,2.917119706995991e-07,0.0026250072013115633,0.5050468719589715,6568.873275419119,3938.8386046721644,0.999328783980311,0.9982100906141627,0.8752656896744603,0.9935115784763396,0.9978744826043181,0.03288958496476116,0.9937353171495693,0.5512820512820513,0.7550970829389823,0.6265090111352246,0.037314854303402936,1.1857181902996672e-13
0,16700,17200,-500,1.0,0.9996643919901554,2.7785689808931703e-07,0.0030230362859745966,0.4675707257203935,4579.826803088672,3413.257621903134,0.9992169146436961,0.9980982212775478,0.8762725137039937,0.99328783980311,0.997986351940933,0.051907372189282916,0.9933997091397248,0.4675324675324675,0.7488447974337068,0.6353690685794604,0.03553761604893967,1.268984917146554e-13
0,16800,17200,-400,1.0,0.9996643919901554,2.6688703624595383e-07,0.003817737566529076,0.42015096661698315,3314.43690210743,2788.4675532257525,0.998657567960622,0.9976507439310884,0.8802998098221277,0.9930641011298803,0.9977626132677033,0.1053809150911735,0.9931759704664951,0.4155844155844156,0.744080690692264,0.6423233788149074,0.033764602766724244,1.3367085216486885e-13
0,16900,17200,-300,1.0,0.9991050453070813,2.635527914191145e-07,0.005950930777169097,0.350994825279917,1843.238483061842,1886.9102982863778,0.9982100906141627,0.9970913972480143,0.8920460901666853,0.9929522317932654,0.9968676585747847,0.28157512025953685,0.9937353171495693,0.3835616438356164,0.7390409789160932,0.6478461178188476,0.034113839109790656,2.0855539517583566e-13
0,17000,17200,-200,1.0,0.9980982212775478,2.5153710575473576e-07,0.010518500182675215,0.27858854492071644,920.3601985381341,1049.2149929034135,0.9976507439310884,0.9961964425550957,0.9296341872692695,0.9918335384271171,0.9961964425550957,0.6733415370846851,0.9929522317932654,0.2537313432835821,0.7236078157168342,0.6672623902823234,0.03115263154823263,2.596811654598241e-13
0,17100,17200,-100,1.0,0.9945184025058731,2.513427870199415e-07,0.026559729730682494,0.17332899028234505,411.51154478282797,463.32637511729615,0.9941827944960286,0.9942946638326434,0.9677816310549279,0.991274191744043,0.9942946638326434,0.9447365477122721,0.9956370958720214,0.23809523809523808,0.6849026447943458,0.7186209113297589,0.014492352953296709,4.978240042419202e-13
0,17200,17200,0,1.0,0.9911623224074281,2.1879336738266347e-07,0.043356111653456965,2.449932874426712e-14,1.0000000000003297,1.0000000000003297,0.9911623224074281,0.9911623224074281,0.9911623224074281,0.9911623224074281,0.9911623224074281,0.9911623224074281,1.0,,,,,6.371878159557607e-13
0,17300,17200,100,1.0,0.989931759704665,1.5649602899817332e-07,0.05515224838803194,0.1926625177788888,713.9361722431493,622.2506472541731,0.9888130663385166,0.987918111645598,0.8111645597941605,0.991945407763732,0.9882537196554424,0.7233471305515158,0.9945184025058731,0.28,0.6508629511049769,0.7607584374385263,-0.0023759812549882515,1.0524914273446484e-12
0,17310,17200,110,1.0,0.9894842823582056,1.5842376223529146e-07,0.05604569159404217,0.20790704983349362,853.595707263544,729.3179035751629,0.9887011970019017,0.9871350262892941,0.7600402729611814,0.991945407763732,0.9876943729723683,0.6490658910392662,0.9938471864861841,0.2727272727272727,0.6499469686498887,0.7624927881824107,-0.0038263140873653905,1.305622276959184e-12
0,17320,17200,120,1.0,0.9891486743483611,1.6098631705093418e-07,0.05671849940514018,0.22274641432677644,988.9579169593609,829.5777687895771,0.9882537196554424,0.9870231569526793,0.7095872021478913,0.9920572771003467,0.9876943729723683,0.5716523101018011,0.99328783980311,0.2711864406779661,0.6491892273145989,0.7644490333274913,-0.00582897741666176,1.3802292642139946e-12
0,17330,17200,130,1.0,0.9887011970019017,1.631443538789836e-07,0.0579458418853533,0.23713697904581232,1126.5385829286383,930.2075357832302,0.9876943729723683,0.9867994182794496,0.6591341313346012,0.9916097997538874,0.9874706342991386,0.4897639556997427,0.9928403624566506,0.2923076923076923,0.6497958366167225,0.7647614570873363,-0.007094715530771407,1.5492052085619434e-12
0,17340,17200,140,1.0,0.9884774583286721,1.6545659992847733e-07,0.05910037576453864,0.2511895601737158,1255.3043063919486,1023.1145846389551,0.9863519409329903,0.9860163329231457,0.6113659246000671,0.9918335384271171,0.9871350262892941,0.4092180333370623,0.9925047544468061,0.30434782608695654,0.6495609623215961,0.7654268183968804,-0.0078076580933293315,1.673328142715036e-12
0,17350,17200,150,1.0,0.9881418503188276,1.6804965195171966e-07,0.060622408765349356,0.2649642725396114,1393.0380993352192,1125.0016639442915,0.9860163329231457,0.985121378230227,0.5637095872021479,0.9920572771003467,0.9862400715963754,0.34265577805123615,0.9918335384271171,0.2777777777777778,0.6511570576911392,0.7647673266273213,-0.008874577657682306,1.5472068071176182e-12
0,17360,17200,160,1.0,0.9871350262892941,1.7146900988443638e-07,0.06246879445284898,0.2784755651251139,1529.2979299222434,1222.5740820947815,0.9848976395569974,0.9842264235373084,0.5195211992392885,0.9920572771003467,0.9853451169034567,0.29153149121825706,0.990602975724354,0.3058823529411765,0.6519507567463259,0.7649669677414596,-0.010214250957670118,1.595168441781425e-12
0,17370,17200,170,1.0,0.9863519409329903,1.739627118546988e-07,0.0644761693014325,0.2917572519489639,1672.0173955318708,1329.0367721946398,0.9834433381810046,0.9834433381810046,0.4763396353059626,0.9922810157735764,0.9843382928739233,0.24353954581049334,0.9893724130215907,0.2736842105263158,0.6516520916698546,0.7657477116290018,-0.011020006442750266,1.687538997430238e-12
0,17380,17200,180,1.0,0.9860163329231457,1.7725097061432915e-07,0.06694518954064733,0.3046977551641908,1820.3709587280214,1440.158336442017,0.9818771674683969,0.981765298131782,0.43673789014431147,0.9922810157735764,0.982436514151471,0.20796509676697617,0.9887011970019017,0.25742574257425743,0.6520082234955966,0.7663155005036411,-0.012354169818029892,1.5765166949677223e-12
0,17390,17200,190,1.0,0.9850095088936123,1.7978673368801525e-07,0.06994503533817566,0.31740492104363077,1972.263120341055,1550.048858962324,0.9808703434388634,0.9800872580825596,0.39545810493343775,0.9922810157735764,0.9816534287951673,0.17384494909945183,0.9878062423089831,0.24545454545454545,0.6528382580039075,0.7662410327791265,-0.0133231114279983,1.865174681370263e-12
0,17400,17200,200,1.0,0.9841145542006936,1.827872271606971e-07,0.07332170664264066,0.32997286732243614,2132.2984449525875,1665.872633459722,0.9794160420628706,0.979080434053026,0.35887683186038705,0.991945407763732,0.9795279113994854,0.14956930305403288,0.9871350262892941,0.25210084033613445,0.6521798771034962,0.7675102989416671,-0.014410651080259027,2.0738966099997924e-12
0,17410,17200,210,1.0,0.9819890368050117,1.855789127442158e-07,0.07718137940997065,0.34225610102535486,2284.5824740686608,1774.1078254531064,0.9779617406868777,0.9780736100234926,0.3245329455196331,0.991945407763732,0.9781854793601074,0.12898534511690346,0.9845620315471529,0.23776223776223776,0.6533487154506281,0.7672602067321307,-0.015552768815617618,1.7417178810319456e-12
0,17420,17200,220,1.0,0.9809822127754783,1.8837325456822635e-07,0.081926582800337,0.35437299085013046,2442.2491700959363,1887.8062615192853,0.9766193086474997,0.9761718313010403,0.29309766193086473,0.9921691464369616,0.97639556997427,0.11500167804004922,0.9834433381810046,0.21935483870967742,0.6533611499795992,0.767964152324699,-0.016649731558458048,1.7053025658242404e-12
0,17430,17200,230,1.0,0.9795279113994854,1.9157449862047085e-07,0.08661851229676264,0.3663235068468272,2601.7535008465525,1998.2852700037088,0.9747175299250476,0.9740463139053586,0.26065555431256293,0.9918335384271171,0.9749412685982772,0.10202483499272849,0.9822127754782414,0.2073170731707317,0.6524821206439727,0.7694830700685595,-0.017837112882191336,1.957545237019076e-12
0,17440,17200,240,1.0,0.9775142633404184,1.9427138741389869e-07,0.09293778987803175,0.37809757199892385,2751.8350058763103,2100.2414015961144,0.9724801431927509,0.972368273856136,0.23559682291084014,0.9914979304172726,0.9720326658462916,0.09341089607338629,0.980422866092404,0.21390374331550802,0.6532776616834112,0.7696366561690302,-0.019112285773591687,2.1600499167107046e-12
0,17450,17200,250,1.0,0.9755006152813513,1.97525784286135e-07,0.10019465696326264,0.38968304934186493,2905.807081055349,2205.126329241557,0.9691240630943059,0.9706902338069135,0.2143416489540217,0.9916097997538874,0.9695715404407652,0.08669873587649625,0.9774023940038036,0.18840579710144928,0.6537933606784115,0.7699620348802084,-0.02028729362404276,2.2213342276700132e-12
0,17460,17200,260,1.0,0.9724801431927509,2.010715352306513e-07,0.10720915364584704,0.40106931849009,3074.817422668787,2331.683263266723,0.9659917216690905,0.9668866763620092,0.19297460566058844,0.9914979304172726,0.9673341537084685,0.08132900771898423,0.9748293992616623,0.1810344827586207,0.6539778877365023,0.7704728155500987,-0.02131543714999337,2.1955770534987096e-12
0,17470,17200,270,1.0,0.9700190177872245,2.025784597938656e-07,0.11550727967272194,0.4122389543645509,3252.205549819985,2463.256763033907,0.9637543349367939,0.9620762948875713,0.17294999440653316,0.991274191744043,0.9642018122832532,0.07472871685870902,0.972368273856136,0.17716535433070865,0.6541452046504987,0.7711495103188951,-0.022577516032314525,1.929123527588672e-12
0,17480,17200,280,1.0,0.9674460230450833,2.0719956988385323e-07,0.1256209508855569,0.4233045083312488,3432.5634033282627,2595.2219291482857,0.9590558227989708,0.9577133907595928,0.15527463922138943,0.9914979304172726,0.960286385501734,0.07047768206734534,0.96968340977738,0.16546762589928057,0.6540170199929197,0.7720758733976414,-0.023839416723149688,2.1946888750790094e-12
0,17490,17200,290,1.0,0.9648730283029422,2.1254547891953665e-07,0.1368306881961454,0.4340785378510144,3615.74198377741,2731.3063870049687,0.9554760040272962,0.9542454413245329,0.13983667076854234,0.9908267143975836,0.9559234813737555,0.06611477793936682,0.9675578923816982,0.17105263157894737,0.6537604535434444,0.7732748945160066,-0.02535679310607133,1.9610979506978765e-12
0,17493,17200,293,1.0,0.9549166573442219,3.7025199071363113e-06,0.17403895793665464,0.4372097931773076,3669.62189175012,2769.547917992941,0.9536860946414588,0.9531267479583846,0.13625685199686766,0.9859044635865309,0.9550285266808368,0.06521982324644815,0.9603982548383488,0.233502538071066,0.6754930747554739,0.7537394096425081,-0.024413991690840683,2.120970066243899e-12
0,17494,17200,294,0.4825065274151436,0.3187157400156617,2.8582467466967527,6.65034168733314,0.4363092645422442,3627.2222841897274,2720.607258900415,0.9551403960174516,0.9540217026513033,0.14050788678823134,0.33113323637990827,0.9551403960174516,0.08681060521311108,0.7442666964984898,0.9233295025447381,0.9601615343526678,0.2884086922646847,-0.0050897458242948205,2.099653784171096e-12
0,17500,17200,300,0.8684073107049608,0.7019800872580826,4.405341439826216,6.426918118603858,0.5218248686235285,2461.290924106197,2611.878782319966,0.9729276205392102,0.958943953462356,0.5436849759480926,0.6747958384606779,0.8602751985680724,0.11869336614833874,0.7654100011186934,0.8520599250936329,0.9739244472155991,0.2439194760767462,-0.00802553969376449,1.2363443602225743e-12
0,17600,17200,400,1.0,0.8398031099675579,3.605810183457173e-05,1.3702272678178389,0.8462270507742634,61184.77088441419,91706.41316921245,0.5000559346683074,0.5538650855800425,0.5377559011075065,0.7940485512920908,0.6501845844054145,0.060856919118469625,0.7349815415594586,0.5432098765432098,0.7165243188476542,0.7255143244261737,-0.03977813444766163,2.1671553440683056e-13
0,17700,17200,500,1.0,0.8608345452511467,2.3341444974892495e-07,0.964797921221596,0.882810207096004,38288.55492647205,60597.99476903022,0.42331356975053136,0.4804788007607115,0.5043069694596711,0.8146325092292203,0.8093746504083231,0.060856919118469625,0.757579147555655,0.5348837209302325,0.6988452870998175,0.7380188729285047,-0.03305659210028697,1.1013412404281553e-13
0,17800,17200,600,1.0,0.8908155274639221,2.0988732217617744e-08,0.6821381854256181,0.8682585874130488,129489.11165817044,180315.50423907264,0.5122496923593243,0.5870902785546481,0.45262333594361787,0.8480814408770556,0.8999888130663385,0.060856919118469625,0.8064660476563374,0.5845410628019324,0.7269359953970039,0.7064239190664258,-0.027470694833000943,1.1723955140041653e-13
0,17900,17200,700,1.0,0.9382481261886118,8.804201023253231e-08,0.4673185588124764,0.8254325453854995,41017.00711815967,67602.35484320013,0.66327329678935,0.7824141402841481,0.2924264459111757,0.8995413357198792,0.9761718313010403,0.060856919118469625,0.8864526233359437,0.7219512195121951,0.8470590907273117,0.5393537382515249,-0.008411558149674776,2.531586051901513e-13
0,18000,17200,800,1.0,0.9239288511019129,1.3120811489530547e-07,0.6347994375748418,0.7883682424313367,42159.306413574275,31534.272927458995,0.702315695267927,0.8480814408770556,0.1541559458552411,0.9061416265801544,0.9664391990155499,0.060856919118469625,0.8894730954245441,0.7042062415196744,0.8760092059191524,0.48880075702278974,-0.006318308921156249,4.454214774796128e-13
