step,local_step,train_loss,train_accuracy,test_accuracy,test_loss64,joint_failure,elapsed_seconds
30000,0,1.862929588369866e-09,1.0,1.0,0.0004102667422767693,False,0.06478295801207423
30001,1,1.862849652312093e-09,1.0,,,False,0.12957595800980926
30002,2,1.862730636403853e-09,1.0,,,False,0.1761380829848349
30003,3,1.862513587802539e-09,1.0,,,False,0.22121354099363089
30004,4,1.8622650088673254e-09,1.0,,,False,0.27052354090847075
30005,5,1.8622181574556862e-09,1.0,,,False,0.31923649995587766
30006,6,1.8621094666215754e-09,1.0,,,False,0.3688425829168409
30007,7,1.8619781272377622e-09,1.0,,,False,0.4205936249345541
30008,8,1.8617113406449448e-09,1.0,,,False,0.47003812505863607
30009,9,1.8616495012224732e-09,1.0,,,False,0.5198339158669114
30010,10,1.8615500252394668e-09,1.0,,,False,0.5694636248517781
30011,11,1.8614174646103265e-09,1.0,,,False,0.6179013750515878
30012,12,1.8611991947636852e-09,1.0,1.0,0.00041287195337747135,False,0.7116845829878002
