step,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected,unembedding_learning_rate
0,5.186100959777832,0.007571801543235779,5.174230575561523,0.008390200324356556,19.585105107656336,123.10922682798059,6.175757884979248,nan,nan,nan,nan,nan,0,0.0005
100,2.5751020908355713,0.33733680844306946,8.09726333618164,0.00011186933988938108,30.320231386502837,115.90333878716145,7.410882949829102,0.2558341647696849,0.02559474226951729,0.16659344732761383,0.3011358961577077,0.006034349091351032,0,0.0005
200,0.003685303032398224,1.0,28.09865951538086,0.0006712159956805408,47.887477260653775,109.80040889839128,9.712272644042969,0.005081856945194788,0.0005624536416202555,0.004630732350051403,0.29929732193096376,0.004977551754564047,0,0.0005
300,1.1939597754917486e-07,1.0,72.46688079833984,0.0015661707147955894,68.63442017929407,99.43706193317577,9.282120704650879,2.967294038544314e-06,4.826610254200908e-07,2.8146519071015064e-06,0.2972285793622806,0.004805141594260931,0,0.0005
400,5.944872594199069e-09,1.0,141.47177124023438,0.0019017787417396903,88.66148429378693,89.9699955324941,8.829299926757812,3.4307280873855226e-07,1.2704588481849663e-07,2.1958109641673218e-07,0.28377586009102346,0.0047851502895355225,0,0.0005
500,0.0007308038766495883,1.0,94.70069122314453,0.0014543014112859964,82.451419962278,81.4731078785555,8.461792945861816,0.5984445318792805,0.25946024887773045,0.21603769063949585,0.29302253877919127,0.004875630140304565,0,0.0005
600,2.1938441932434216e-05,1.0,70.32723236083984,0.00257299467921257,80.18128334476086,73.72115931662239,8.05555534362793,0.00045488573383423435,0.00010570331505724673,0.0005553614464588463,0.30414256680039115,0.005155427847057581,0,0.0005
700,5.247698098287401e-08,1.0,76.95413970947266,0.0017899094382300973,86.74299224772813,66.7025678506369,7.662802696228027,8.528202149416697e-07,2.3736925643371993e-07,1.260193926100328e-06,0.303748418432561,0.005042213015258312,0,0.0005
800,1.745757253956981e-05,1.0,67.76292419433594,0.002461125375702977,89.25627680729377,60.3521835685231,7.28931999206543,0.0006640003475435353,0.0002793277194355755,0.0007324842154048383,0.27072754701825524,0.0037554465234279633,0,0.0005
900,5.393986057811162e-08,1.0,64.20194244384766,0.0019017787417396903,89.79509743780459,54.60656847326345,6.933956146240234,6.162232387161628e-07,2.2165068192872937e-07,1.0013543487730203e-06,0.2962086317653563,0.0054876962676644325,0,0.0005
1000,3.735016207428998e-08,1.0,33.85951614379883,0.004922250751405954,88.75588188105834,49.40765558560044,6.5956854820251465,3.469893920357454e-07,1.5648900883411638e-07,9.457459668738011e-07,0.2986480581059666,0.00464913435280323,0,0.0005
1100,2.8043748656614298e-08,1.0,20.5723934173584,0.006264682859182358,86.94171846077839,44.703717676711044,6.273918151855469,2.99269402468623e-07,2.035386602641603e-07,2.0474526536418125e-06,0.2984189472581886,0.005211027804762125,0,0.0005
1200,1.718107611736741e-08,1.0,20.107402801513672,0.0072715068235993385,93.64605494366499,40.447624061524806,5.967850685119629,2.8126461691171157e-07,7.155662580951377e-08,4.5770516408083495e-06,0.29774544774027134,0.004691321402788162,0,0.0005
1300,1.5500317473993164e-08,1.0,24.280485153198242,0.006935898680239916,103.20937536672893,36.59673929372643,5.676721096038818,4.467109762468605e-07,1.895776584436176e-07,1.0114407814398874e-05,0.2846752336701213,0.004344601184129715,0,0.0005
1400,1.5313567303110176e-08,1.0,30.217443466186523,0.005929074715822935,113.02692340002415,33.11248362130341,5.399806022644043,6.777677783925572e-07,3.6282999791344913e-07,1.7602427760721184e-05,0.27761745912375974,0.004963441751897335,0,0.0005
1500,1.665194737654474e-08,1.0,37.098751068115234,0.005929074715822935,122.51350224392223,29.959957309139597,5.136416435241699,1.0276167320283752e-06,6.439802809343728e-07,2.7868078177561983e-05,0.2763142072708414,0.004299459513276815,0,0.0005
1600,1.615394396026204e-08,1.0,43.6552734375,0.005034120287746191,131.34027382550056,27.10757062342806,4.885899066925049,1.531978970098829e-06,9.107076706782134e-07,4.1185117879649624e-05,0.27526375450292356,0.004787293728441,0,0.0005
1700,1.6216196385698822e-08,1.0,47.78766632080078,0.0036916881799697876,138.93637747305834,24.526758167125536,4.6476287841796875,1.4442638039542057e-06,1.2562849852946313e-06,4.732618617708795e-05,0.26922901065529026,0.004694371018558741,0,0.0005
1800,3.85644268989563,0.2785900831222534,9.253116607666016,0.053473543375730515,131.66705607777698,23.280789751633453,5.155487537384033,2.8384731288722644,3.0751862871931923,7.828126907348633,0.2952025175140438,0.004909960553050041,1,0.0005
1900,0.0649564117193222,1.0,8.921262741088867,0.18447253108024597,122.88095011488149,21.556774445807598,4.936245918273926,0.05653290164518399,0.05489102011682754,0.1506449580192566,0.3015666372549465,0.005142568610608578,0,0.0005
2000,0.00014404390822164714,1.0,14.058809280395508,0.10448595881462097,128.3354969614897,19.59078910362366,4.700976848602295,0.00021536097712600681,0.00033615855652829077,0.0006710007437504828,0.29784387503199894,0.005856065079569817,0,0.0005
2100,3.625766566983657e-07,1.0,19.899005889892578,0.062423091381788254,137.15092866583865,17.726155741970636,4.471672534942627,8.226864186291442e-07,1.5885607212846952e-06,2.994820079038618e-06,0.2939265541695957,0.00517925713211298,0,0.0005
2200,6.505153304914302e-09,1.0,23.160734176635742,0.06902337819337845,145.54469684287542,16.038507793420006,4.253523826599121,2.685565993718469e-07,1.2309381323192203e-07,1.1113824029962416e-06,0.2944106960894597,0.004342221189290285,0,0.0005
2300,3.523365066371298e-08,1.0,21.693138122558594,0.06040944159030914,146.61054406895562,14.511534467818064,4.046016693115234,8.577939661175365e-07,9.122836470348169e-07,6.014011887600645e-06,0.2919209789411085,0.005033500492572784,0,0.0005
2400,3.896866829222745e-08,1.0,26.82530975341797,0.03982548415660858,153.90661332838832,13.129939349359539,3.848633050918579,1.2435768036324495e-06,2.0896331626570867e-06,1.1067262676078826e-05,0.2848438370827281,0.0048595089465379715,0,0.0005
2500,4.3108311587047865e-08,1.0,31.82592010498047,0.03266584500670433,162.03003458006125,11.879881722873705,3.6608786582946777,1.419220560137972e-06,3.261965872821607e-06,1.568409425090067e-05,0.27962119387015216,0.004856186918914318,0,0.0005
2600,5.0018094555071e-08,1.0,37.22065353393555,0.02561807818710804,170.26062524995749,10.748838515449025,3.4822838306427,1.4592345320849882e-06,4.468281908804754e-06,2.0397941625560634e-05,0.2822185695043223,0.004997159354388714,0,0.0005
2700,5.639874700591463e-08,1.0,41.534305572509766,0.022150129079818726,178.1543712831817,9.725480690562714,3.3124020099639893,1.481196644295868e-06,5.949935255803383e-06,2.4912034859880805e-05,0.2836512980516538,0.005125526804476976,0,0.0005
2800,6.302840205307803e-08,1.0,44.25629806518555,0.0204720888286829,185.65265593069708,8.799558259889245,3.1508078575134277,1.5030726231765595e-06,7.693356235047746e-06,2.8639222364290617e-05,0.28567057370923526,0.005317145958542824,0,0.0005
2900,7.224143416806328e-08,1.0,45.23323440551758,0.02114330418407917,192.77338192892003,7.961795342241998,2.9970967769622803,1.3580560400175414e-06,8.837516767334853e-06,3.1684088753536344e-05,0.28804864994839957,0.005204275716096163,0,0.0005
3000,7.625658327015117e-08,1.0,44.467098236083984,0.024163777008652687,199.54589270416784,7.2038000676479825,2.8508849143981934,1.2435782498888942e-06,1.001691078872411e-05,3.3176362194353715e-05,0.2904764853898832,0.005030621308833361,0,0.0005
