step,is_reference,is_detected_collapse,train_accuracy,test_accuracy,diagonal_only_train_accuracy,diagonal_only_test_accuracy,off_diagonal_only_train_accuracy,off_diagonal_only_test_accuracy,full_test_mean_margin,diagonal_test_mean_margin,off_diagonal_test_mean_margin,hidden_non_dc_diagonal_power_fraction,sum_explained_hidden_variance,top_frequency_pairs,current_hidden_reference_readout_test_accuracy,reference_hidden_current_readout_test_accuracy,current_diagonal_reference_readout_test_accuracy,reference_diagonal_current_readout_test_accuracy,relative_unembedding_drift,relative_diagonal_hidden_drift,diagonal_pair_power_cosine_similarity_to_reference,top_frequency_jaccard_to_reference,diagonal_logit_cosine_similarity_to_reference,full_logit_cosine_similarity_to_reference,diagonal_correct_full_wrong_fraction,mean_off_diagonal_interference_advantage_on_rescued_errors
44530,0,0,1.0,1.0,1.0,1.0,0.014099217019975185,0.010963195003569126,15.574295043945312,17.562335968017578,-7.73270320892334,0.19977129995822906,0.19977140426635742,12|11|7|56|47,0.6537644267082214,0.3221836984157562,0.6986240148544312,0.2600962221622467,0.20011648535728455,0.3506014347076416,0.9982982277870178,1.0,0.9968063235282898,0.9959017634391785,0.0,0.0
44540,0,0,1.0,1.0,1.0,1.0,0.014099217019975185,0.01085132546722889,15.571220397949219,17.584924697875977,-7.796510696411133,0.19778844714164734,0.19778883457183838,12|11|7|56|47,0.6801655888557434,0.36447030305862427,0.7162993550300598,0.32330238819122314,0.1919935643672943,0.33564063906669617,0.9984626173973083,1.0,0.99724942445755,0.9964301586151123,0.0,0.0
44550,0,0,1.0,1.0,1.0,1.0,0.013577023521065712,0.010515717789530754,15.565207481384277,17.606225967407227,-7.859991073608398,0.1957201063632965,0.19572007656097412,12|11|7|56|47,0.7088041305541992,0.41279783844947815,0.7516500949859619,0.3858373463153839,0.18349191546440125,0.3203102648258209,0.9985866546630859,1.0,0.9976447820663452,0.9969156384468079,0.0,0.0
44560,0,0,1.0,1.0,1.0,1.0,0.013577023521065712,0.01062758732587099,15.565633773803711,17.63353729248047,-7.930303573608398,0.19379104673862457,0.19379115104675293,12|11|7|56|47,0.743259847164154,0.46627140045166016,0.7953909635543823,0.46325093507766724,0.17454367876052856,0.30454450845718384,0.9986969828605652,1.0,0.997978150844574,0.9973528981208801,0.0,0.0
44570,0,0,1.0,1.0,1.0,1.0,0.01279373373836279,0.01085132546722889,15.560632705688477,17.653669357299805,-8.003413200378418,0.19186021387577057,0.19186031818389893,12|11|7|56|47,0.7871126532554626,0.533504843711853,0.830629825592041,0.5694149136543274,0.16505715250968933,0.28817111253738403,0.9987950325012207,1.0,0.9983009099960327,0.9977541565895081,0.0,0.0
44580,0,0,1.0,1.0,1.0,1.0,0.01253263745456934,0.010403848253190517,15.559660911560059,17.6829891204834,-8.079346656799316,0.18998651206493378,0.18998634815216064,12|11|7|56|47,0.8300704956054688,0.6070030331611633,0.9021143317222595,0.6925830841064453,0.15503084659576416,0.27107974886894226,0.9988902807235718,1.0,0.9985787868499756,0.9981154203414917,0.0,0.0
44590,0,0,1.0,1.0,1.0,1.0,0.01279373373836279,0.010963195003569126,15.558686256408691,17.715858459472656,-8.156935691833496,0.18813185393810272,0.1881321668624878,12|11|7|56|47,0.8723570704460144,0.6792706251144409,0.9363463521003723,0.7878957390785217,0.14450296759605408,0.25333988666534424,0.9990014433860779,1.0,0.9988386034965515,0.9984449744224548,0.0,0.0
44600,0,0,1.0,1.0,1.0,1.0,0.013315927237272263,0.01085132546722889,15.553845405578613,17.738431930541992,-8.236063957214355,0.18637187778949738,0.18637186288833618,12|11|7|56|47,0.9185591340065002,0.7539993524551392,0.9729276299476624,0.8485289216041565,0.13350620865821838,0.23486649990081787,0.9991245269775391,1.0,0.9990756511688232,0.9987417459487915,0.0,0.0
44610,0,0,1.0,1.0,1.0,1.0,0.013315927237272263,0.01062758732587099,15.559269905090332,17.7799015045166,-8.318037033081055,0.18471047282218933,0.18471050262451172,12|11|7|56|47,0.9437296986579895,0.8240295052528381,0.9729276299476624,0.9201253056526184,0.12223425507545471,0.2157941311597824,0.9992522597312927,1.0,0.9992895126342773,0.9989925026893616,0.0,0.0
44620,0,0,1.0,1.0,1.0,1.0,0.013577023521065712,0.010963195003569126,15.551468849182129,17.80582046508789,-8.411598205566406,0.1829044669866562,0.1829044222831726,12|11|7|56|47,0.971025824546814,0.8865644931793213,0.990602970123291,0.9643136858940125,0.11034836620092392,0.19578516483306885,0.999386727809906,1.0,0.9994394779205322,0.9992135167121887,0.0,0.0
44630,0,0,1.0,1.0,1.0,1.0,0.013838119804859161,0.011298802681267262,15.548358917236328,17.837753295898438,-8.509167671203613,0.18115441501140594,0.1811543107032776,12|11|7|56|47,0.9857925772666931,0.9394786953926086,1.0,0.9909386038780212,0.09796800464391708,0.17514824867248535,0.999518632888794,1.0,0.9995744228363037,0.9994007349014282,0.0,0.0
44640,0,0,1.0,1.0,1.0,1.0,0.013838119804859161,0.011075064539909363,15.542389869689941,17.872737884521484,-8.617682456970215,0.1794196516275406,0.17941981554031372,12|11|7|56|47,0.9926166534423828,0.9703546166419983,1.0,1.0,0.08509644120931625,0.15384897589683533,0.9996442794799805,1.0,0.9997174739837646,0.9995589852333069,0.0,0.0
44650,0,0,1.0,1.0,1.0,1.0,0.013838119804859161,0.010963195003569126,15.52883243560791,17.908370971679688,-8.7395601272583,0.17767636477947235,0.17767608165740967,12|11|7|56|47,0.9972032904624939,0.9870231747627258,1.0,1.0,0.07160626351833344,0.1311616152524948,0.9997618198394775,1.0,0.999803364276886,0.999693751335144,0.0,0.0
44660,0,0,1.0,1.0,1.0,1.0,0.013838119804859161,0.010963195003569126,15.531749725341797,17.956586837768555,-8.864136695861816,0.17592966556549072,0.17592960596084595,12|11|7|56|47,0.9988812804222107,0.9950777292251587,1.0,1.0,0.05799349397420883,0.10775505751371384,0.9998528361320496,1.0,0.9998763799667358,0.9998024702072144,0.0,0.0
44670,0,0,1.0,1.0,1.0,1.0,0.013577023521065712,0.011075064539909363,15.523515701293945,17.99283218383789,-8.97676944732666,0.1740330457687378,0.17403310537338257,12|11|7|56|47,0.9997762441635132,0.9997762441635132,1.0,1.0,0.044069740921258926,0.08324450254440308,0.9999175667762756,1.0,0.9999315142631531,0.9998874664306641,0.0,0.0
