step,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected,unembedding_learning_rate
0,5.186100959777832,0.007571801543235779,5.174230575561523,0.008390200324356556,19.585105107656336,123.10922682798059,6.175757884979248,nan,nan,nan,nan,nan,0,0.0001
100,3.0372633934020996,0.23785901069641113,7.076167106628418,0.0,29.620389271494023,115.79341865315807,6.308668613433838,0.5698441455627155,0.06990616631534478,0.21629303693771362,0.29624132379754914,0.004953731317073107,0,0.0001
200,0.07701733708381653,1.0,18.553470611572266,0.0003356079978402704,46.974048425575425,111.3070126574609,6.844067573547363,0.25114059900771596,0.04165812119664408,0.07318682968616486,0.2996790716838138,0.005316917318850756,0,0.0001
300,1.1539932529558428e-06,1.0,47.93928146362305,0.0010068240808323026,66.94037445207458,101.31420813269321,6.839563369750977,9.865169302504968e-06,1.3095852593148812e-06,1.4226364328351337e-05,0.296749573879025,0.004772661719471216,0,0.0001
400,9.648792875793788e-10,1.0,98.04540252685547,0.002125517465174198,87.03358686950918,91.66856063268999,6.771509170532227,1.2941447573553133e-07,2.751562590510006e-08,1.9587238853091549e-07,0.28935681771225996,0.004845540504902601,0,0.0001
500,0.0007060499046929181,1.0,99.55842590332031,0.0010068240808323026,90.42658937450832,83.00487695594062,6.704915523529053,0.17043554983450215,0.057515643286217444,0.23894578218460083,0.2992519156273566,0.00504910945892334,0,0.0001
600,9.81615376076661e-05,1.0,72.12470245361328,0.002013648161664605,85.67829881788101,75.12160132750282,6.64013147354126,0.0032547266483197754,0.0008751253617685008,0.004795147571712732,0.2976707891462106,0.004705474246293306,0,0.0001
700,3.2541311156819575e-07,1.0,70.31250762939453,0.0019017787417396903,88.75525434073309,67.97116382469471,6.574263572692871,4.398821960560659e-06,1.2114760285621216e-06,7.4010854405059945e-06,0.303735277085893,0.0048231459222733974,0,0.0001
800,0.00035870674764737487,0.9997389316558838,73.1285629272461,0.002461125375702977,94.33298253612763,61.50088396629086,6.508847713470459,0.003624486934641794,0.0015309232219808146,0.003370092250406742,0.20664638919747577,0.0032490603625774384,0,0.0001
900,5.974463306301914e-07,1.0,61.70930862426758,0.002237386768683791,91.05087764526682,55.64839067361957,6.444189548492432,7.1896363861759535e-06,3.898732224702209e-06,1.07852583823842e-05,0.29715680625081276,0.005291260313242674,0,0.0001
1000,6.380652894932837e-09,1.0,57.35673904418945,0.0035798188764601946,95.65104964899608,50.35030713207,6.380056858062744,2.3338089958799552e-07,1.246823473340479e-07,5.409647769738513e-07,0.297285093779557,0.005436584819108248,0,0.0001
1100,3.016025829083446e-08,1.0,26.628677368164062,0.005929074715822935,89.040114099564,45.55662004131742,6.316560745239258,3.94712965080039e-07,3.1255492170841943e-07,2.5632652977947146e-06,0.29243248680481676,0.004726879298686981,0,0.0001
1200,2.1818719275756848e-08,1.0,29.312686920166016,0.005257858894765377,95.17782615403306,41.219326625753574,6.253697872161865,5.148663597107974e-07,2.0980205355224327e-07,7.284968432941241e-06,0.30110855004795667,0.005381107330322266,0,0.0001
1300,1.7554576459133386e-08,1.0,39.009307861328125,0.005705336108803749,104.9295961767866,37.29497185804387,6.191462516784668,7.400534257888721e-07,3.6428091259038536e-07,1.3415237845038064e-05,0.2857407341804183,0.004338935483247042,0,0.0001
1400,1.711882369193063e-08,1.0,54.126060485839844,0.005481597501784563,115.38252596512785,33.744243984908586,6.129849910736084,1.1129978027886273e-06,7.190799619686851e-07,2.1592511984636076e-05,0.2809970356343179,0.004585853777825832,0,0.0001
1500,1.4784440338644345e-08,1.0,70.4195785522461,0.00402729632332921,125.07682883284149,30.53158232084112,6.068853855133057,1.3437539298913872e-06,9.591406861035566e-07,2.8610304070753045e-05,0.27982246102811725,0.004549204837530851,0,0.0001
1600,0.2202887237071991,0.9895561337471008,83.62532043457031,0.0036916881799697876,131.73768202122324,27.66885295322534,6.007511138916016,5.735360331812904,1.3968860651402795,42.268611907958984,0.27508207103461213,0.005756552796810865,0,0.0001
1700,5.029908425058238e-05,1.0,74.08795166015625,0.003915426786988974,128.43795044054704,26.328891294554698,5.956443786621094,0.0012876306731763505,0.0006164016887416729,0.005873493384569883,0.3047412217910786,0.00511973025277257,0,0.0001
1800,2.0567476610722224e-07,1.0,77.40532684326172,0.00402729632332921,131.7049071182435,23.823311038625217,5.897181510925293,4.179219974560695e-06,2.8456839966212814e-06,1.2918140782858245e-05,0.3056211039239574,0.0049144430086016655,0,0.0001
1900,3.1125138577614564e-10,1.0,81.61268615722656,0.0036916881799697876,137.7050270502012,21.555178422432075,5.838490962982178,8.10960252932293e-08,7.957135628007156e-08,4.225229588428192e-07,0.2934283668606008,0.005328862462192774,0,0.0001
2000,2.6051738544197178e-08,1.0,31.26555633544922,0.007830853573977947,124.37794113817164,19.502981256593024,5.780384540557861,2.077232589745545e-07,2.516638263118179e-07,2.9489631288015516e-06,0.29186750237812537,0.004996901843696833,0,0.0001
2100,1.9982335786039584e-08,1.0,22.542972564697266,0.01219375804066658,120.74603635788704,17.64616767337542,5.722856044769287,2.052678113539708e-07,1.1140289330896047e-07,4.571073077386245e-06,0.2967308431353532,0.004561322275549173,0,0.0001
2200,1.5749320070312933e-08,1.0,23.382949829101562,0.01185814943164587,127.23827916393265,15.966133419022489,5.665900707244873,2.4139481693799975e-07,2.2743559289874828e-07,6.564682280441048e-06,0.2910159745107029,0.004489833489060402,0,0.0001
2300,1.3788435282435785e-08,1.0,26.819055557250977,0.011298802681267262,135.6257079993234,14.446051595045637,5.609511852264404,2.894795427789118e-07,3.8243382941849525e-07,9.507843969913665e-06,0.2832397525555127,0.004696146119385958,0,0.0001
2400,1.5126817132227188e-08,1.0,31.575658798217773,0.0092851547524333,144.32338224875213,13.07069428675783,5.553684234619141,3.537726371743131e-07,6.656556219066649e-07,1.3892503375245724e-05,0.28529594235125805,0.0042373607866466045,0,0.0001
2500,1.5469193925810032e-08,1.0,37.14789962768555,0.008613938465714455,152.81855414267852,11.826285617585038,5.498412132263184,4.428367343670891e-07,1.1095031404864193e-06,1.8624328731675632e-05,0.28365857009537726,0.004221184179186821,0,0.0001
2600,1.8145955849036e-08,1.0,42.192806243896484,0.008725808002054691,160.7394674100134,10.700364153043973,5.443690299987793,5.053048244609837e-07,1.4740171422587374e-06,2.3634094759472646e-05,0.283728785610772,0.004287963267415762,0,0.0001
2700,1.839495489264209e-08,1.0,46.340370178222656,0.0070477682165801525,168.21574573513846,9.681650926127551,5.3895134925842285,5.498795445365702e-07,2.037390518694572e-06,2.7218895411351696e-05,0.2845629093297348,0.004160711541771889,0,0.0001
2800,1.939095817249381e-08,1.0,49.51604080200195,0.006935898680239916,175.4344324389075,8.75994077273204,5.335875511169434,5.885625655126271e-07,2.7751899447081167e-06,3.186928006471135e-05,0.28593355513356233,0.0042234864085912704,0,0.0001
2900,2.0324712579622428e-08,1.0,51.44995880126953,0.0070477682165801525,182.3293755292059,7.926001736552004,5.282771110534668,6.667345709078933e-07,3.6838577481760554e-06,3.4629760193638504e-05,0.2870754056958611,0.004394962918013334,0,0.0001
3000,1.9577710119733638e-08,1.0,52.6971549987793,0.005481597501784563,188.8729424904736,7.17147872513002,5.230195045471191,7.266212828059266e-07,4.194574295238351e-06,3.737643419299275e-05,0.2879627348072314,0.0042062136344611645,0,0.0001
