comparison_type,run,depth,regime,target_role,target_step,target_checkpoint,reference_role,reference_step,reference_checkpoint,hidden_source,readout_source,target_baseline_accuracy,reference_baseline_accuracy,readout_weight_cosine,full_hidden_spectral_power_cosine,intervention_accuracy
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,target_full,target_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,1.0
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,target_full,reference_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,1.0
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,reference_full,target_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,1.0
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,reference_full,reference_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,1.0
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,target_addition_only,target_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,0.008849557489156723
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,target_addition_only,reference_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,0.008849557489156723
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,reference_addition_only,target_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,0.008849557489156723
within_run_reference,subtraction_depth1_muon,1,muon,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,maximum_accuracy_reference,100000,checkpoints/subtraction_depth_1_muon_seed_0/step_100000.pt,reference_addition_only,reference_readout,1.0,1.0,1.0000005960464478,1.0000001192092896,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_full,target_readout,1.0,1.0,0.9999998211860657,1.0,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_full,reference_readout,1.0,1.0,0.9999998211860657,1.0,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_full,target_readout,1.0,1.0,0.9999998211860657,1.0,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_full,reference_readout,1.0,1.0,0.9999998211860657,1.0,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_addition_only,target_readout,1.0,1.0,0.9999998211860657,1.0,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_addition_only,reference_readout,1.0,1.0,0.9999998211860657,1.0,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_addition_only,target_readout,1.0,1.0,0.9999998211860657,1.0,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_addition_only,reference_readout,1.0,1.0,0.9999998211860657,1.0,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_full,target_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_full,reference_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.0011747200042009354
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_full,target_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.0
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_full,reference_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,1.0
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_addition_only,target_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,target_addition_only,reference_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_addition_only,target_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.008849557489156723
within_run_reference,subtraction_depth1_adamw,1,adamw,final,100000,checkpoints/subtraction_depth_1_adamw_seed_0/step_100000.pt,maximum_accuracy_reference,9000,checkpoints/subtraction_depth_1_adamw_seed_0/step_009000.pt,reference_addition_only,reference_readout,1.0,1.0,-0.02348386123776436,0.9991812705993652,0.008849557489156723
