step,train_loss,train_accuracy,test_loss,test_accuracy
22700,0.00016800012963358313,1.0,0.048271920531988144,0.9927284717559814
22800,0.00015291136514861137,1.0,0.040452584624290466,0.9949658513069153
22900,0.0001398561871610582,1.0,0.0344766303896904,0.9954133629798889
23000,0.00012752920156344771,1.0,0.02999296225607395,0.9955252408981323
23100,0.00011661218741210178,1.0,0.02647402323782444,0.9959726929664612
23200,0.00010769650543807074,1.0,0.02379547618329525,0.9957489371299744
23300,9.88402753137052e-05,1.0,0.02140675112605095,0.9959726929664612
23400,9.104982018470764e-05,1.0,0.019540805369615555,0.9959726929664612
23500,8.291737321997061e-05,1.0,0.01791711337864399,0.9964202046394348
23600,7.584812556160614e-05,1.0,0.016690967604517937,0.9964202046394348
23700,6.905313057359308e-05,1.0,0.01556276623159647,0.9968676567077637
23800,6.304433918558061e-05,1.0,0.014724910259246826,0.9970914125442505
23900,5.805023465654813e-05,1.0,0.013862298801541328,0.997986376285553
24000,5.357715781428851e-05,1.0,0.013144411146640778,0.9983219504356384
24100,4.895025267614983e-05,1.0,0.01248860266059637,0.9986575841903687
24200,4.49684594059363e-05,1.0,0.011845722794532776,0.9984338283538818
24300,4.153246118221432e-05,1.0,0.011188204400241375,0.998210072517395
24400,3.850235225399956e-05,1.0,0.01047973521053791,0.998210072517395
24500,3.54445910488721e-05,1.0,0.009686080738902092,0.9988812804222107
24600,3.2951447792584077e-05,1.0,0.008862987160682678,0.9991050362586975
24700,3.0365314160007983e-05,1.0,0.008002391085028648,0.9991050362586975
24800,2.8541968276840635e-05,1.0,0.007232801057398319,0.9991050362586975
24900,2.682101694517769e-05,1.0,0.006530920974910259,0.9993287920951843
25000,2.501248673070222e-05,1.0,0.005917869508266449,0.9995525479316711
25100,2.3301527107832953e-05,1.0,0.00541504193097353,0.9997762441635132
25200,2.1538309738389216e-05,1.0,0.005048167891800404,0.9997762441635132
25300,2.0139266780461185e-05,1.0,0.004834550898522139,0.9995525479316711
25400,1.879475348687265e-05,1.0,0.00466496217995882,0.9993287920951843
25500,1.7781952919904143e-05,1.0,0.004580968990921974,0.9993287920951843
25600,1.6757636331021786e-05,1.0,0.004505313001573086,0.9991050362586975
25700,1.5799825632711872e-05,1.0,0.004428589250892401,0.9991050362586975
25800,1.4934923456166871e-05,1.0,0.004335714969784021,0.9995525479316711
25900,1.4166782420943491e-05,1.0,0.0042423526756465435,0.9995525479316711
26000,1.3315478099684697e-05,1.0,0.004128457512706518,0.9993287920951843
26100,1.2615528248716146e-05,1.0,0.0040313624776899815,0.9993287920951843
26200,1.1998055015283171e-05,1.0,0.003971057943999767,0.9995525479316711
26300,1.1356460163369775e-05,1.0,0.0038835955783724785,0.9995525479316711
26400,1.0719875717768446e-05,1.0,0.0038333325646817684,0.9995525479316711
26500,1.0105667570314836e-05,1.0,0.003762492910027504,0.9995525479316711
26600,9.57630527409492e-06,1.0,0.003704163245856762,0.9995525479316711
26700,9.072837201529182e-06,1.0,0.0036425874568521976,0.9995525479316711
26800,8.619790605735034e-06,1.0,0.003569524735212326,0.9995525479316711
26900,8.168828571797349e-06,1.0,0.0034810970537364483,0.9995525479316711
27000,7.72987914388068e-06,1.0,0.0034031306859105825,0.9995525479316711
27100,7.287786502274685e-06,1.0,0.0033015308436006308,0.9997762441635132
27200,6.877129180793418e-06,1.0,0.0032046008855104446,0.9997762441635132
27300,6.503820713987807e-06,1.0,0.003098123474046588,0.9997762441635132
27400,6.1760788412357215e-06,1.0,0.002971840323880315,0.9997762441635132
27500,5.838189281348605e-06,1.0,0.00281166797503829,0.9997762441635132
27600,5.5529635574202985e-06,1.0,0.0026241338346153498,0.9997762441635132
27700,5.311342192726443e-06,1.0,0.002461077645421028,0.9997762441635132
27800,5.069067810836714e-06,1.0,0.002330516465008259,0.9997762441635132
27900,4.821128186449641e-06,1.0,0.002224884694442153,1.0
28000,4.588844149111537e-06,1.0,0.0021393902134150267,1.0
28100,4.358178557595238e-06,1.0,0.002078248653560877,1.0
28200,4.098255431017606e-06,1.0,0.002042653737589717,1.0
28300,3.861644472635817e-06,1.0,0.0020290138199925423,1.0
28400,3.701352170537575e-06,1.0,0.0020253981929272413,1.0
28500,3.541152409525239e-06,1.0,0.0019738583359867334,1.0
28600,3.369561454746872e-06,1.0,0.0018990692915394902,1.0
28700,3.248828079449595e-06,1.0,0.0018381773261353374,1.0
28800,3.141447450616397e-06,1.0,0.001794658019207418,1.0
28900,3.0096339287410956e-06,1.0,0.001755324425175786,1.0
29000,2.8954677873116452e-06,1.0,0.0017133108340203762,1.0
29100,2.7812707230623346e-06,1.0,0.0016849483363330364,1.0
29200,2.685094614207628e-06,1.0,0.001644366537220776,1.0
29300,2.5757838102435926e-06,1.0,0.0015721884556114674,1.0
29400,2.4834055238898145e-06,1.0,0.0014908858574926853,1.0
29500,2.358376150368713e-06,1.0,0.001363443094305694,1.0
29600,2.2570336568605853e-06,1.0,0.0012043132446706295,1.0
29700,2.184730647059041e-06,1.0,0.0011169223580509424,1.0
29800,2.1118671611475293e-06,1.0,0.0010585160925984383,1.0
29900,2.038536649706657e-06,1.0,0.001002232893370092,1.0
30000,1.9594790501287207e-06,1.0,0.0009642976801842451,1.0
30100,1.882040010059427e-06,1.0,0.0009180030319839716,0.9997762441635132
30200,1.8230895193482866e-06,1.0,0.0008518261602148414,1.0
30300,1.770052449501236e-06,1.0,0.0008056057267822325,1.0
30400,1.7095143221013132e-06,1.0,0.0007531174342148006,1.0
30500,1.6635116253382876e-06,1.0,0.0006833592196926475,1.0
30600,1.6170107528523658e-06,1.0,0.0006390628404915333,1.0
30700,1.5710701291027362e-06,1.0,0.0005898707895539701,1.0
30800,1.5187490589596564e-06,1.0,0.0005511449417099357,1.0
30900,1.4319724641609355e-06,1.0,0.000513086502905935,1.0
31000,1.3481214864441426e-06,1.0,0.00047429834376089275,1.0
31100,1.300998178521695e-06,1.0,0.00044116872595623136,1.0
31200,1.2614382285391912e-06,1.0,0.0004100865335203707,0.9998881220817566
31300,1.219575096911285e-06,1.0,0.000389669556170702,0.9998881220817566
31400,1.1829720278910827e-06,1.0,0.0003757239319384098,0.9998881220817566
31500,1.1434431144152768e-06,1.0,0.00034843492903746665,0.9998881220817566
31600,1.0960396821246832e-06,1.0,0.0003110450634267181,0.9998881220817566
31700,1.0550789966146112e-06,1.0,0.00027321488596498966,1.0
31800,1.0088272119901376e-06,1.0,0.0002534199447836727,1.0
31900,9.378931054015993e-07,1.0,0.00022141354565974325,1.0
32000,9.041534667630913e-07,1.0,0.0002031106414506212,1.0
32100,8.705073355486093e-07,1.0,0.00018810726760420948,1.0
32200,8.292042821267387e-07,1.0,0.00017227671924047172,1.0
32300,7.774743835398112e-07,1.0,0.0001605399593245238,1.0
32400,7.366382419604633e-07,1.0,0.00014763572835363448,1.0
32500,7.109288731044217e-07,1.0,0.00013069293345324695,1.0
32600,6.849394935670716e-07,1.0,0.00011413013999117538,1.0
32700,6.405239219020586e-07,1.0,9.412128565600142e-05,1.0
32800,6.178959210956236e-07,1.0,8.021591929718852e-05,1.0
32900,6.023644800734473e-07,1.0,6.97845098329708e-05,1.0
33000,5.844676707056351e-07,1.0,6.350228795781732e-05,1.0
33100,5.652011623169528e-07,1.0,5.733047873945907e-05,1.0
33200,5.486426175593806e-07,1.0,5.2243940444896e-05,1.0
33300,5.314615236784448e-07,1.0,4.526377597358078e-05,1.0
33400,5.109811809234088e-07,1.0,3.848417691187933e-05,1.0
33500,4.895360348200484e-07,1.0,3.339239992783405e-05,1.0
33600,4.676861919961084e-07,1.0,2.8747621399816126e-05,1.0
33700,4.5305736762202287e-07,1.0,2.472245250828564e-05,1.0
33800,4.3624982026813086e-07,1.0,2.1835314328200184e-05,1.0
33900,4.1822841012617573e-07,1.0,1.9388104192330502e-05,1.0
34000,3.820298672962963e-07,1.0,1.687628719082568e-05,1.0
34100,3.6755668020305166e-07,1.0,1.4896920220053289e-05,1.0
34200,3.424698320486641e-07,1.0,1.2829535990022123e-05,1.0
34300,3.325409352328279e-07,1.0,1.1047075531678274e-05,1.0
34400,3.24012660257722e-07,1.0,9.899143151415046e-06,1.0
34500,3.139592479328712e-07,1.0,8.898298801796045e-06,1.0
34600,3.001707966632239e-07,1.0,8.046115908655338e-06,1.0
34700,2.884677314796136e-07,1.0,7.473654932255158e-06,1.0
34800,2.7256280077381234e-07,1.0,6.255825610423926e-06,1.0
34900,2.613266190110153e-07,1.0,5.479957508214284e-06,1.0
35000,2.4171779955395323e-07,1.0,4.6086056499916594e-06,1.0
35100,2.2369636099028867e-07,1.0,3.817782726400765e-06,1.0
35200,2.1193105226302578e-07,1.0,3.328137836433598e-06,1.0
35300,1.8808920287938236e-07,1.0,2.6900709144683788e-06,1.0
35400,1.784092802381565e-07,1.0,2.3052496089803753e-06,1.0
35500,1.7893840720262233e-07,1.0,2.287554934810032e-06,1.0
35600,1.77506649379211e-07,1.0,2.8077106435375754e-06,1.0
35700,2.405348595857504e-07,1.0,4.1957614484999795e-06,1.0
35800,4.60111141204834,0.02532637119293213,4.8811774253845215,0.00962076336145401
35900,3.310157299041748,0.20000000298023224,4.069611072540283,0.06365365535020828
36000,0.9499996304512024,0.7916449308395386,1.9889171123504639,0.44781294465065
36100,0.02876952849328518,1.0,0.4619075059890747,0.8696722388267517
36200,0.0007779507432132959,1.0,0.2753502428531647,0.925606906414032
36300,6.599110929528251e-05,1.0,0.2604486346244812,0.9331021308898926
36400,1.4950932381907478e-05,1.0,0.2678404152393341,0.9308647513389587
36500,5.665141543431673e-06,1.0,0.2694357633590698,0.9296342134475708
36600,3.694756514960318e-06,1.0,0.2560119926929474,0.9327665567398071
36700,3.2681286938895937e-06,1.0,0.2432488650083542,0.9348920583724976
36800,3.982944235758623e-06,1.0,0.23235701024532318,0.9345564246177673
36900,4.907633410766721e-06,1.0,0.22069846093654633,0.9378006458282471
37000,7.161971552704927e-06,1.0,0.21248389780521393,0.9369056820869446
37100,1.269816766580334e-05,1.0,0.2065713107585907,0.9397024512290955
37200,3.571014167391695e-05,1.0,0.21081294119358063,0.9354513883590698
37300,0.00011137926048832014,1.0,0.21276232600212097,0.9341089725494385
37400,0.00021716726769227535,1.0,0.19955232739448547,0.937017560005188
37500,0.00029084470588713884,1.0,0.17674221098423004,0.9423872828483582
37600,0.0003239194629713893,1.0,0.14734725654125214,0.9525673985481262
37700,0.0003309482417535037,1.0,0.1142817959189415,0.96341872215271
37800,0.0003240221703890711,1.0,0.08248646557331085,0.9737107157707214
37900,0.00029727380024269223,1.0,0.05556317791342735,0.9838908314704895
38000,0.00026808230904862285,1.0,0.035707056522369385,0.9917216897010803
38100,0.0002570957294665277,1.0,0.023386258631944656,0.9965320229530334
38200,0.0002220506576122716,1.0,0.015216624364256859,0.9984338283538818
38300,0.00019925492233596742,1.0,0.010496824979782104,0.9988812804222107
38400,0.0001827604282880202,1.0,0.007445787079632282,0.9993287920951843
38500,0.00016864508506841958,1.0,0.0053590331226587296,0.9997762441635132
38600,0.00015591202827636153,1.0,0.003963264636695385,1.0
38700,0.00014457777433563024,1.0,0.0029955755453556776,1.0
38800,0.00013440412294585258,1.0,0.0023263078182935715,1.0
38900,0.00012504259939305484,1.0,0.0018635605229064822,1.0
39000,0.00011651054956018925,1.0,0.001533452421426773,1.0
39100,0.00010869755351450294,1.0,0.0012867114273831248,1.0
39200,0.00010153374023502693,1.0,0.0011085266014561057,1.0
39300,9.492263779975474e-05,1.0,0.0009726018761284649,1.0
39400,8.880662790033966e-05,1.0,0.0008658504229970276,1.0
39500,8.314724982483312e-05,1.0,0.0007879940676502883,1.0
39600,7.807946531102061e-05,1.0,0.0007278930279426277,1.0
39700,7.364655175479129e-05,1.0,0.0006765140569768846,1.0
39800,6.947065412532538e-05,1.0,0.0006307123112492263,1.0
39900,6.54185569146648e-05,1.0,0.0005953501095063984,1.0
40000,6.1609702243004e-05,1.0,0.0005676274886354804,1.0
40100,5.806147601106204e-05,1.0,0.0005504124565050006,1.0
