step,train_loss,train_accuracy,test_loss,test_accuracy,total_parameter_norm,hidden_parameter_norm,auxiliary_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,muon_pre_ns_update_norm,muon_post_ns_update_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
0,5.186100959777832,0.007571801543235779,5.174230575561523,0.008390200324356556,124.81024820788959,19.585105107656336,123.26403253032517,nan,nan,nan,nan,nan,nan,0
100,3.739060163497925,0.12898172438144684,5.881392955780029,0.0005593466921709478,118.55030395019033,22.42407485538738,116.41020330521933,0.15697482899279794,0.08354768521890574,0.1354071449129295,19.84172674355078,0.15013141284761825,0.0028099396731704473,0
200,1.611863613128662,0.6336814761161804,10.730914115905762,0.0006712159956805408,116.53951650269923,28.789147382875726,112.92760468393,0.39970370812785944,0.11238713276614552,0.20427909922644857,19.70296355041733,0.14872930996766998,0.002561780856922269,0
300,0.050970107316970825,1.0,22.389360427856445,0.0019017787417396903,115.11646983824443,35.98020062670536,109.3491051215394,0.1383305960642961,0.029018347135838254,0.07866689801824414,19.668979032340186,0.14820330018717864,0.002451848005875945,0
400,0.00016568330465815961,1.0,35.18561935424805,0.002237386768683791,109.07680899094576,44.12793773767534,99.75206950568551,0.00031567849365519795,0.00015306902657498197,0.0016694839062659588,19.388341738541605,0.14561315395180763,0.0025071080308407545,0
500,2.534831082812161e-07,1.0,48.627681732177734,0.002461125375702977,104.30563176009125,52.270805749915844,90.263102556506,7.051404741318737e-07,4.923780203499711e-07,1.4179180586107446e-05,18.99247882942534,0.141947070706783,0.0024822521954774857,0
600,2.7047743600405738e-08,1.0,44.881202697753906,0.003356080036610365,100.23259092622021,58.10913770289548,81.66945817873984,9.530287260469885e-07,4.642371214562972e-07,1.3332328224949845e-07,19.707461318555755,0.14767675937378438,0.002465652534738183,0
700,6.554952847181994e-08,1.0,27.477304458618164,0.0066002910025417805,93.93214351080043,57.99074876855322,73.89398244644927,9.520597241611182e-07,6.693872901199204e-07,1.2376115012000652e-07,19.362603772813767,0.14389133763284925,0.00222662091255188,0
800,5.344185893818576e-08,1.0,21.48183822631836,0.012976842932403088,90.5056217711265,61.00139504261988,66.85878681992696,6.03467277883991e-07,9.595485186819842e-07,1.005770527492638e-07,19.192699920578328,0.14360009409814814,0.002592905657365918,0
900,4.528707364670481e-08,1.0,18.4049129486084,0.01476675271987915,88.6216770940324,64.76381988249696,60.49338216025319,5.266008933061945e-07,1.4761720592242627e-06,9.74349387673848e-08,19.389096262831686,0.14650721351232546,0.0022950279526412487,0
1000,3.7101159477970214e-08,1.0,16.660003662109375,0.01868217997252941,88.05073414441335,68.97188128589669,54.7340056569436,5.20373295389941e-07,2.0581141284385494e-06,1.0211143699531107e-07,19.7449109957242,0.14873996162925016,0.002318902872502804,0
1100,3.654090718896441e-08,1.0,15.59904956817627,0.019577134400606155,88.52911552543205,73.3817420483518,49.522966688845,4.002362425442378e-07,2.7782355872250244e-06,1.0414599145912148e-07,20.04797286067308,0.1506530144682678,0.0022621441166847944,0
