step,regime,num_layers,modulus,train_fraction,d_model,num_heads,d_mlp,parameter_count,hidden_matrix_count,initialization_scheme,train_loss,train_accuracy,test_loss,test_accuracy,elapsed_seconds,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,train_collapse_detected,generalization_collapse_detected,auxiliary_frozen,scheduled_freeze_step
0,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,5.2187628746032715,0.008616187609732151,5.209828853607178,0.009844501502811909,0.17661091600893997,27.71200264974967,123.10922682798059,6.175757884979248,nan,nan,nan,nan,nan,0,0,0,
100,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.1301102340221405,0.9718015789985657,24.172771453857422,0.007830853573977947,6.184151749999728,60.079813526975954,112.68159483589741,6.216890335083008,3.7684376795315915,0.5052643962256101,0.8299393057823181,1.27980418369964,0.013619823381304741,0,0,0,
200,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.18753111362457275,0.9610965847969055,27.09364891052246,0.01868217997252941,11.947263166002813,71.23994448504452,101.95687323103292,6.069895267486572,6.429509056182466,1.048730334386768,1.0931956768035889,1.2984843806946644,0.012529612518846989,0,0,0,
300,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.1469876617193222,0.9650130271911621,36.27721405029297,0.021926390007138252,17.724053541009198,78.8147144462924,92.25113922873803,5.8883957862854,12.804583731956923,2.874470747875433,1.4629449844360352,1.312997856813198,0.013502707704901695,0,0,0,
400,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.3319333493709564,0.9339425563812256,38.183815002441406,0.019017787650227547,23.564292958006263,81.161680527301,83.49034743694709,5.692989349365234,6.746957298892038,0.8426924085878407,2.445013999938965,1.2940991286194008,0.012886615470051765,0,0,0,
500,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.16440057754516602,0.9637075662612915,37.01043701171875,0.05056494101881981,29.342778000005637,83.79435064386111,75.54685293031456,5.503252029418945,3.9598675200412843,0.9286852355081388,2.182131767272949,1.1777484092852275,0.013224215246737003,0,0,0,
600,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.12040401995182037,0.9738903641700745,29.574748992919922,0.12462244182825089,35.11396583300666,84.63683928917182,68.38509879590724,5.322287082672119,7.294672593557414,1.8650745467297845,2.583829164505005,1.2905776831224398,0.015823032706975937,0,0,0,
700,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.07921754568815231,0.9838120341300964,22.137344360351562,0.314240962266922,40.86352833300771,85.08605304128288,61.890079044904915,5.164127349853516,4.997657333909717,1.3987236462007937,2.9055850505828857,1.290484866945163,0.015601007267832756,0,0,0,
800,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.10531537979841232,0.9866840839385986,10.661993980407715,0.5802662372589111,46.65873875000398,82.87416053895785,56.00885643069342,5.013426303863525,2.92377456548435,1.0136306959341759,2.5780751705169678,1.3009446466664467,0.015569590032100677,0,0,0,
900,muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.05821716785430908,0.9885117411613464,5.569766044616699,0.7278218865394592,52.427316916000564,79.11876396792859,50.68357027065845,4.868677616119385,2.5941724691383024,1.2084352765131596,2.588205099105835,1.276822776341105,0.01731998287141323,0,0,0,
