step,regime,modulus,train_fraction,d_model,num_heads,d_mlp,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,train_collapse_detected,generalization_collapse_detected,auxiliary_frozen,scheduled_freeze_step
0,stable_muon,97,0.3,128,4,512,4.954187393188477,0.010276399552822113,4.965300559997559,0.00941247958689928,19.583447264236742,114.2231513999999,5.734582901000977,nan,nan,nan,nan,nan,0,0,0,
100,stable_muon,97,0.3,128,4,512,2.2146902084350586,0.422041118144989,7.832513332366943,0.0006072567193768919,30.1329722469393,108.11899326501913,6.319387912750244,0.6588577855024192,0.07508509307445925,0.22697988152503967,0.28907944710155503,0.004546788986772299,0,0,0,
200,stable_muon,97,0.3,128,4,512,0.005427161231637001,0.9989369511604309,26.448257446289062,0.0012145134387537837,47.29585549840767,102.36670505735073,7.299736499786377,0.07062477798579275,0.008767159375276291,0.04968314990401268,0.289228284094842,0.005326552782207727,0,0,0,
300,stable_muon,97,0.3,128,4,512,5.0232945795869455e-05,1.0,52.14546585083008,0.0009108850499615073,61.80964638343711,92.69795512310907,7.137377738952637,0.0010693010638917696,0.00019232209230673136,0.0008641830063425004,0.29091591280424306,0.004858835134655237,0,0,0,
400,stable_muon,97,0.3,128,4,512,4.1609163758948853e-07,1.0,62.5342903137207,0.003947168588638306,68.65465346690493,83.87580148944365,6.961773872375488,6.076439383575598e-06,1.232345278397313e-06,6.964629392314237e-06,0.29485126862006866,0.004763155244290829,0,0,0,
500,stable_muon,97,0.3,128,4,512,0.00023026495182421058,1.0,73.93018341064453,0.0059207528829574585,79.3988348190022,75.88865213223919,6.789395809173584,0.14893459043076598,0.05519455873950329,0.13594134151935577,0.21467591379595496,0.004066778346896172,0,0,0,
600,stable_muon,97,0.3,128,4,512,0.0001338181464234367,1.0,57.40107345581055,0.005768938921391964,75.02091589910877,68.72819738808158,6.6332831382751465,0.006651669213576773,0.0025885571623212277,0.003625445067882538,0.29547787251976637,0.004674023948609829,0,0,0,
700,stable_muon,97,0.3,128,4,512,3.870680302497931e-06,1.0,51.23711395263672,0.005465310532599688,75.33370940218255,62.202038426732685,6.472214698791504,4.560323049738253e-05,1.4349456671662082e-05,5.815115218865685e-05,0.29681600556749727,0.004737605806440115,0,0,0,
800,stable_muon,97,0.3,128,4,512,4.5622257083266504e-09,1.0,64.52182006835938,0.00607256731018424,84.53112361743888,56.280134121181625,6.312461853027344,1.6835710390150715e-07,5.331890421013539e-08,2.7299850557938043e-07,0.28941032496550995,0.00626111775636673,0,0,0,
900,stable_muon,97,0.3,128,4,512,5.12796214025002e-06,1.0,49.401512145996094,0.005768938921391964,84.505073359405,50.92493506175526,6.1567301750183105,7.955564846957783e-05,3.453284071400123e-05,9.910917287925258e-05,0.278079195002013,0.004204628989100456,0,0,0,
