step,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected,generalization_collapse_detected,unembedding_learning_rate,unembedding_frozen
1300,1.491503667239158e-07,1.0,48.91326904296875,0.00413916539400816,113.46567883464493,36.96330286689102,6.140504360198975,3.41217799703634e-05,1.571138704385608e-05,0.00016395369311794639,0.16880895658799738,0.0033405236899852753,0,0,0.00025,0
1400,0.0009942841716110706,1.0,51.824161529541016,0.0035798188764601946,110.12021160201311,35.66403349688203,6.048356056213379,0.021460990129421355,0.006715741908098589,0.09727870672941208,0.2998940616754134,0.00478972727432847,0,0,0.00025,0
1500,3.841292709694244e-06,1.0,58.706111907958984,0.005034120287746191,112.99711678554915,32.27672097986706,5.8994526863098145,5.503879297057535e-05,2.9082915366420724e-05,0.0001568908046465367,0.300370278480582,0.004496956709772348,0,0,0.00025,0
1600,9.742167073056862e-09,1.0,72.7875747680664,0.003356080036610365,120.87549389965989,29.203814506095117,5.753788471221924,2.1821812761129652e-07,1.408957650039743e-07,6.149662681309565e-07,0.29795347470133465,0.004896093625575304,0,0,0.00025,0
1700,5.882650810917767e-09,1.0,48.08724594116211,0.006264682859182358,121.00497417785093,26.42341559173635,5.611720085144043,1.5568471830570458e-07,2.5911775566395674e-07,8.929325758799678e-07,0.29673434330533993,0.005463139154016972,0,0,0.00025,0
1800,3.6416405890804526e-08,1.0,20.3031005859375,0.008390200324356556,108.0879703023036,23.907729615935605,5.473158836364746,1.9106087635882848e-07,2.1669930796603878e-07,2.190103259636089e-06,0.2916094021550096,0.00496911583468318,0,0,0.00025,0
1900,1.988896158877651e-08,1.0,17.066957473754883,0.012753104791045189,109.8486511489949,21.631555238362598,5.338018894195557,1.2410864511336872e-07,1.0755511621366483e-07,3.6185278986522462e-06,0.30597205615203044,0.004350895062088966,0,0,0.00025,0
2000,1.2512304969902743e-08,1.0,17.8797550201416,0.012081888504326344,116.76679141973595,19.572087751014777,5.206216335296631,1.2978253856470997e-07,8.224071360169204e-08,5.466415586852236e-06,0.299061370235324,0.004613382741808891,0,0,0.00025,0
2100,1.092492230014841e-08,1.0,19.953929901123047,0.012305626645684242,125.17137654426898,17.708692543760854,5.077667713165283,1.445062771959451e-07,1.3798988227051898e-07,8.143216291500721e-06,0.2892916794131295,0.00439436174929142,0,0,0.00025,0
2200,8.777288229566693e-09,1.0,22.265724182128906,0.012753104791045189,133.75564823659238,16.022706274377576,4.9522929191589355,1.8772373994996556e-07,1.9594217129276286e-07,1.1217224709980655e-05,0.2871168213902983,0.004514509811997414,0,0,0.00025,0
2300,1.0738172129265422e-08,1.0,24.31079864501953,0.01085132546722889,142.0904575573511,14.497238163430875,4.830013751983643,2.2390889570707188e-07,3.014060465098263e-07,1.4614640349464025e-05,0.28498192575189707,0.0043419478461146355,0,0,0.00025,0
2400,1.0987172949228352e-08,1.0,25.90015983581543,0.011970018967986107,149.95442682519194,13.117004857155578,4.710753917694092,2.532565635882553e-07,3.973962565716382e-07,1.709548814687878e-05,0.28282936480089027,0.004066486842930317,0,0,0.00025,0
2500,1.0862672539246887e-08,1.0,26.723609924316406,0.012864973396062851,157.17331372360468,11.868179484399477,4.594438552856445,2.6507881705820073e-07,5.077365772414398e-07,1.8960137822432443e-05,0.2816626455665378,0.004273795522749424,0,0,0.00025,0
2600,1.0395795335682578e-08,1.0,26.989896774291992,0.012641235254704952,163.99129451861018,10.738250795875924,4.480994701385498,2.569292831281979e-07,6.536273073798053e-07,2.0376197426230647e-05,0.28280006780707384,0.004222966730594635,0,0,0.00025,0
2700,1.0987172949228352e-08,1.0,26.74625587463379,0.012417496182024479,170.4981448619079,9.715901080873616,4.370352745056152,2.5976761156036674e-07,8.034610241516865e-07,2.1643430955009535e-05,0.2833046928625032,0.004529421217739582,0,0,0.00025,0
2800,1.3321558078871476e-08,1.0,26.118621826171875,0.013983666896820068,176.7184944545449,8.790888011466837,4.262442588806152,2.648950725230336e-07,9.853814106526722e-07,2.2436945073422976e-05,0.28548631830183807,0.004592216107994318,0,0,0.00025,0
2900,1.3757309957895814e-08,1.0,25.300729751586914,0.01476675271987915,182.66614024746985,7.953947588589362,4.157196521759033,2.520547339236859e-07,1.1208387499855938e-06,2.3314203644986264e-05,0.28610869889453555,0.004099949728697538,0,0,0.00025,0
3000,1.341493405249139e-08,1.0,24.25398063659668,0.01610918529331684,188.36935139989131,7.196694008751157,4.054548740386963,2.4024676844096617e-07,1.3080341933931644e-06,2.3137776224757545e-05,0.2872957418237854,0.00425464753061533,0,0,0.00025,0
3100,1.665194915290158e-08,1.0,22.896936416625977,0.018905917182564735,193.8328558404017,6.511541859221844,3.9544363021850586,2.640740067637858e-07,1.5003078088819375e-06,2.3403283194056712e-05,0.29055530368549054,0.004351673182100058,0,0,0.00025,0
3200,1.9577710119733638e-08,1.0,21.18389892578125,0.021367043256759644,199.02669857633822,5.891628320165275,3.856795072555542,2.2127940835417627e-07,1.6639120448558486e-06,2.1749461666331626e-05,0.2922375210788518,0.004360586870461702,0,0,0.00025,0
3300,1.935983462431068e-08,1.0,19.417314529418945,0.027743594720959663,203.87428353287643,5.3307407724349565,3.7615652084350586,1.9837200980569367e-07,1.7443985750892838e-06,2.1054789613117464e-05,0.29472071970146135,0.004597059451043606,0,0,0.00025,0
3400,2.2192221393879663e-08,1.0,17.966543197631836,0.03658127412199974,208.66749248495336,4.823260956619794,3.668686628341675,1.9458468168116598e-07,1.9550019010341587e-06,1.996855644392781e-05,0.3001551205753071,0.004362093284726143,0,0,0.00025,0
3500,2.686099342952275e-08,1.0,16.577260971069336,0.050341200083494186,213.4412362484463,4.364107307265371,3.578101396560669,1.7234020869267425e-07,2.124517960873109e-06,1.9803695977316238e-05,0.3016575889580604,0.004389075096696615,0,0,0.00025,0
3600,3.604290910175223e-08,1.0,15.015312194824219,0.07786105573177338,217.7943425650273,3.9486825419559803,3.4897525310516357,1.5226785861777836e-07,2.2788556818576263e-06,1.7868178474600427e-05,0.3018204174824525,0.004768691956996918,0,0,0.00025,0
3700,4.8804214003439483e-08,1.0,13.601227760314941,0.11735093593597412,221.64485027914986,3.572835610864732,3.403585433959961,2.5612748745347735e-07,2.658755877171522e-06,1.532713395135943e-05,0.3013130838416732,0.004736562725156546,0,0,0.00025,0
3800,6.539391250726112e-08,1.0,12.28877067565918,0.1619867980480194,224.85365149977397,3.232815002131102,3.3195464611053467,1.616512694365962e-07,2.9955655130417866e-06,1.122018693422433e-05,0.2993631282622916,0.004874158184975386,0,0,0.00025,0
3900,8.388224159716628e-08,1.0,11.106632232666016,0.2105380892753601,227.7615238866245,2.9252176332785487,3.237582206726074,1.941935475628918e-07,3.315886990909638e-06,8.905161848815624e-06,0.29882660225437185,0.004640799481421709,0,0,0.00025,0
4000,1.0268182393247116e-07,1.0,10.104022979736328,0.25002795457839966,230.6433928161136,2.646971983867712,3.157642364501953,1.7994480202793452e-07,3.906226614261759e-06,7.2839725362428e-06,0.30022023433840905,0.004942598287016153,0,0,0.00025,0
4100,1.3701283307909762e-07,1.0,9.276819229125977,0.2807920277118683,233.58462520418615,2.3953214848958138,3.079676628112793,1.3825333861662418e-07,5.0530633122324545e-06,6.242044946702663e-06,0.3025066178341821,0.005064505152404308,0,0,0.00025,0
4200,2.1585282183878007e-07,1.0,8.698430061340332,0.29768431186676025,236.55632341278525,2.1678810337585874,3.003636598587036,1.9590267197609922e-07,8.25674110660377e-06,3.922623818652937e-06,0.3058878218423816,0.005060586147010326,0,0,0.00025,0
4300,3.313270724447648e-07,1.0,8.392010688781738,0.302942156791687,239.56022994803757,1.962681471979018,2.929476261138916,2.419771293311205e-07,1.2929557553159276e-05,3.6506996821117355e-06,0.30599537807898985,0.005587502382695675,0,0,0.00025,0
4400,6.006838475514087e-07,1.0,8.001080513000488,0.30506768822669983,242.90809595216234,1.7780290533980252,2.857150077819824,3.337512848630865e-07,2.139348975487493e-05,5.14144858243526e-06,0.3071173406937671,0.005953286308795214,0,0,0.00025,0
4500,1.3302875458975905e-06,1.0,7.367520332336426,0.3065219819545746,246.25571658690126,1.6135257391090276,2.78661847114563,6.389241049379129e-07,4.178295544098479e-05,9.922164281306323e-06,0.3078000005997504,0.005992994178086519,0,0,0.00025,0
4600,2.3925549612613395e-06,1.0,6.745381832122803,0.3087593615055084,249.67292364882994,1.470379851494833,2.7178471088409424,1.0518695064452536e-06,7.029604351381802e-05,1.7285132344113663e-05,0.3094883383801454,0.006105468142777681,0,0,0.00025,0
4700,3.3427404559915885e-06,1.0,6.1901936531066895,0.31289854645729065,253.14519577918418,1.3486944465339672,2.6507976055145264,1.4055511692808288e-06,9.679820184240011e-05,2.41814323089784e-05,0.3106953703406521,0.006012751720845699,0,0,0.00025,0
4800,4.047036782139912e-06,1.0,5.662920951843262,0.31770890951156616,256.54484339329537,1.2471253479499922,2.5854268074035645,1.66869333722636e-06,0.00011693320549315561,2.9681088562938385e-05,0.31053775115956567,0.006171016022562981,0,0,0.00025,0
4900,4.353275926405331e-06,1.0,5.149177551269531,0.3265465795993805,259.73636970249925,1.1631449458138257,2.5216894149780273,1.79186362327634e-06,0.0001264351025636193,3.264716360718012e-05,0.30897919027375825,0.0062319086864590645,0,0,0.00025,0
5000,4.473729404708138e-06,1.0,4.635517120361328,0.3410896062850952,262.4729752744978,1.0937582006692388,2.4595391750335693,1.8611108829143248e-06,0.0001318870285251202,3.445322727202438e-05,0.30571657994165347,0.006182418204843998,0,0,0.00025,0
5100,4.419291599333519e-06,1.0,4.131380558013916,0.35854122042655945,264.67556160152907,1.0366026036759273,2.3989336490631104,1.8618929263654349e-06,0.00013070260496854562,3.505326094455086e-05,0.30199396720308624,0.006004436872899532,0,0,0.00025,0
5200,4.406094376463443e-06,1.0,3.636227607727051,0.38438305258750916,266.3042193342154,0.9901347611153126,2.3398332595825195,1.8947028195413578e-06,0.00013264772546357702,3.600491982069798e-05,0.2975376777411778,0.005942387506365776,0,0,0.00025,0
5300,4.386672117107082e-06,1.0,3.1500461101531982,0.4180557131767273,267.43995780722094,0.9540323316184539,2.282202959060669,1.92460997139118e-06,0.0001327327859809319,3.6949877539882436e-05,0.29489614460511354,0.0057258885353803635,0,0,0.00025,0
5400,4.338055987318512e-06,1.0,2.68325138092041,0.4640340209007263,268.27093191698856,0.9267538454209476,2.2260055541992188,1.939327740369993e-06,0.00013123112937869153,3.768657916225493e-05,0.2932717848031592,0.00557740731164813,0,0,0.00025,0
5500,4.282871032046387e-06,1.0,2.244786500930786,0.5201924443244934,268.91757746052645,0.9071388349614975,2.171206474304199,1.940005641983972e-06,0.00012763572295656115,3.837338590528816e-05,0.2925119909676178,0.005407960154116154,0,0,0.00025,0
5600,4.16157627114444e-06,1.0,1.8519837856292725,0.5808255672454834,269.52414088356403,0.8936358991822663,2.117769956588745,1.9066900337023596e-06,0.00012152992002966516,3.8469774153782055e-05,0.2931189229524616,0.005390977952629328,0,0,0.00025,0
5700,4.034088760818122e-06,1.0,1.5100722312927246,0.6420181393623352,270.15465585918815,0.884460182302335,2.065661668777466,1.8682963522302376e-06,0.0001164643095355493,3.850752909784205e-05,0.29334355968852655,0.0053931185975670815,0,0,0.00025,0
5800,3.895519967045402e-06,1.0,1.208817720413208,0.7025394439697266,270.76957558946333,0.8788865234034747,2.0148491859436035,1.8157615203184596e-06,0.00011029460598188744,3.8349637179635465e-05,0.2934378352573525,0.0053461771458387375,0,0,0.00025,0
5900,3.74618230125634e-06,1.0,0.9520742297172546,0.7639557123184204,271.39282486433643,0.8759489059926742,1.9652994871139526,1.7622069134788925e-06,0.00010556824489157115,3.8070036680437624e-05,0.29370739346802865,0.005173306912183762,0,0,0.00025,0
6000,3.586697857826948e-06,1.0,0.742774486541748,0.8195547461509705,272.037094965473,0.8749421811836348,1.9169811010360718,1.6991135222783362e-06,9.976339821527125e-05,3.760150138987228e-05,0.2939743147735136,0.005193461198359728,0,0,0.00025,0
6100,3.4255635910085402e-06,1.0,0.5748706459999084,0.8681060671806335,272.6873949762222,0.8752238582052468,1.8698629140853882,1.6310437577029693e-06,9.446170536532542e-05,3.709749216795899e-05,0.2938625300324706,0.005238814745098352,0,0,0.00025,0
6200,3.261285655753454e-06,1.0,0.4417634904384613,0.9020024538040161,273.31844611419126,0.8763723587661559,1.8239153623580933,1.5595520497523794e-06,8.912582595955279e-05,3.646199911599979e-05,0.2934293404570808,0.00527881970629096,0,0,0.00025,0
6300,3.1051001769810682e-06,1.0,0.337343692779541,0.9269493222236633,273.9064749417824,0.8780994804889395,1.7791088819503784,1.4847385605965198e-06,8.394640009117192e-05,3.5820841731037945e-05,0.2929505826236558,0.005330661311745644,0,0,0.00025,0
6400,2.949101826743572e-06,1.0,0.25758323073387146,0.948204517364502,274.4512093925508,0.8801762974127629,1.7354155778884888,1.408715612233604e-06,7.93960416006417e-05,3.5113818739773706e-05,0.2923688692661319,0.005347810219973326,0,0,0.00025,0
6500,2.798923333102721e-06,1.0,0.19679443538188934,0.9624118804931641,274.9695658033564,0.8823622354140259,1.6928075551986694,1.3310479898108896e-06,7.490963597153731e-05,3.440038562985137e-05,0.29200823627597866,0.005498326849192381,0,0,0.00025,0
6600,2.6463485482963733e-06,1.0,0.15066486597061157,0.9733750820159912,275.4880741978291,0.8844137341490548,1.6512571573257446,1.2502737215948312e-06,7.083351121759442e-05,3.35459117195569e-05,0.29217695538315136,0.005602012854069471,0,0,0.00025,0
6700,2.5006522719195345e-06,1.0,0.11622560024261475,0.9827721118927002,276.0087220387574,0.8861631570504549,1.6107382774353027,1.1714114965426969e-06,6.644591476530962e-05,3.274566188338213e-05,0.291744026867293,0.005654096603393555,0,0,0.00025,0
6800,2.3722302557871444e-06,1.0,0.09025955945253372,0.986799418926239,276.52637985608453,0.8878034488447342,1.5712257623672485,1.0995684744489182e-06,6.259478300640161e-05,3.20444414683152e-05,0.29215566320099245,0.005721227265894413,0,0,0.00025,0
6900,2.250344550702721e-06,1.0,0.0705074891448021,0.9908267259597778,277.0763731845534,0.8894656577994816,1.5326955318450928,1.03482751306138e-06,5.9132782312571056e-05,3.1388310162583366e-05,0.2923183368668879,0.005741367116570473,0,0,0.00025,0
7000,2.158556753784069e-06,1.0,0.05555608123540878,0.9935115575790405,277.59542981758494,0.8914646492417262,1.495124340057373,9.844190829313684e-07,5.637130197313208e-05,3.104843926848844e-05,0.29176158889482107,0.0057478309608995914,0,0,0.00025,0
7100,2.0711261186079355e-06,1.0,0.044108424335718155,0.9947421550750732,278.0956450270117,0.8942918529458929,1.4584906101226807,9.386718178528982e-07,5.422370726084702e-05,3.072476101806387e-05,0.2918374349484267,0.005753917153924704,0,0,0.00025,0
7200,1.9999122287117643e-06,1.0,0.03537941351532936,0.9963083267211914,278.5447352746938,0.8980081106614382,1.4227721691131592,9.017974607662302e-07,5.204800482003004e-05,3.057183857890777e-05,0.29091605515154245,0.005783780477941036,0,0,0.00025,0
7300,1.940650008691591e-06,1.0,0.02874654158949852,0.9974269866943359,278.91414634652494,0.9030121512139401,1.3879491090774536,8.711461516034885e-07,5.012032666625352e-05,3.057937647099607e-05,0.29012566646561727,0.005776591133326292,0,0,0.00025,0
7400,1.8808276536219637e-06,1.0,0.023577315732836723,0.9975388646125793,279.2187715839623,0.9092177206358822,1.3539999723434448,8.412796629042631e-07,4.800673682253131e-05,3.0513056117342785e-05,0.28957366005857543,0.0058092474937438965,0,0,0.00025,0
7500,1.8278528841619845e-06,1.0,0.019453784450888634,0.9978744983673096,279.42435647947957,0.9164440216323309,1.3209038972854614,8.165080640871125e-07,4.651862894780892e-05,3.0572737159673125e-05,0.2879347049107999,0.005673108156770468,0,0,0.00025,0
7600,1.7827836700234911e-06,1.0,0.01625474914908409,0.9985457062721252,279.5088279334565,0.9248847394980161,1.2886418104171753,7.937647712486532e-07,4.4891277631138397e-05,3.069246668019332e-05,0.2868742739973441,0.005701177753508091,0,0,0.00025,0
7700,1.7344776779282256e-06,1.0,0.013591761700809002,0.9988812804222107,279.54331981839715,0.9343626321495164,1.2571942806243896,7.692146492812264e-07,4.2930027858927036e-05,3.073656989727169e-05,0.28668666834768397,0.005768151022493839,0,0,0.00025,0
7800,1.679635147411318e-06,1.0,0.011376678012311459,0.9995525479316711,279.56159246803355,0.944374549405499,1.2265406847000122,7.440266185373363e-07,4.12820737077468e-05,3.066409772145562e-05,0.28590736684801393,0.005791409872472286,0,0,0.00025,0
7900,1.6401062339355121e-06,1.0,0.009578500874340534,0.9996643662452698,279.4931687087064,0.955038631214632,1.1966631412506104,7.248145629722659e-07,3.979113257323922e-05,3.080897658946924e-05,0.28487686262293166,0.005843031220138073,0,0,0.00025,0
8000,1.6030675169531605e-06,1.0,0.008180749602615833,0.9996643662452698,279.3705700914204,0.9665161735198476,1.167544960975647,7.068586881790919e-07,3.861524066162296e-05,3.0994604458101094e-05,0.28399709671231554,0.005874549504369497,0,0,0.00025,0
8100,1.3657700037583709e-06,1.0,0.0069522433914244175,0.9996643662452698,278.78186847561943,0.9705669900280216,1.167544960975647,6.07681301505371e-07,3.259255693308443e-05,0.0,0.27680001818175,0.005719444714486599,0,0,0.0,1
8200,1.2959562809555791e-06,1.0,0.006106359418481588,0.9996643662452698,277.95684020544763,0.9718532463072986,1.167544960975647,5.763721165562319e-07,3.083704919239256e-05,0.0,0.27610912959884404,0.005637061316519976,0,0,0.0,1
8300,1.2204469612697721e-06,1.0,0.005351588595658541,0.9996643662452698,277.2023015576101,0.9726412151807761,1.167544960975647,5.41555605089083e-07,2.899694636884354e-05,0.0,0.2763180097935622,0.00565820699557662,0,0,0.0,1
8400,1.1419492693676148e-06,1.0,0.004755874630063772,0.9995525479316711,276.5783656671979,0.9724932775308661,1.167544960975647,5.06550224169627e-07,2.7123777355090614e-05,0.0,0.277287507696341,0.005683880764991045,0,0,0.0,1
8500,1.0613977110551787e-06,1.0,0.004262141417711973,0.9996643662452698,276.1081909644497,0.971284938403491,1.167544960975647,4.7263497263819586e-07,2.5415186905927496e-05,0.0,0.2781390938112287,0.005603305529803038,0,0,0.0,1
8600,9.941362577592372e-07,1.0,0.0038538475055247545,0.9996643662452698,275.7502239405947,0.9692283307552831,1.167544960975647,4.4480042426226286e-07,2.3995888958652363e-05,0.0,0.27875333061452323,0.005452428944408894,0,0,0.0,1
8700,9.338158406535513e-07,1.0,0.0035046394914388657,0.9996643662452698,275.4707522332678,0.9669583351552983,1.167544960975647,4.2244175799965286e-07,2.2897238045444634e-05,0.0,0.279029299960351,0.005425036884844303,0,0,0.0,1
8800,8.806230198388221e-07,1.0,0.0032025089021772146,0.9996643662452698,275.2202171796995,0.9649474003095367,1.167544960975647,4.029361596559464e-07,2.1808701257800745e-05,0.0,0.2786165897442247,0.00540921138599515,0,0,0.0,1
8900,8.336552923537965e-07,1.0,0.0029467400163412094,0.9997762441635132,274.9649972625531,0.963357282447004,1.167544960975647,3.8419391062632464e-07,2.069626700784543e-05,0.0,0.2781300739030058,0.005376467481255531,0,0,0.0,1
9000,7.931614618428284e-07,1.0,0.0027561807073652744,0.9997762441635132,274.71092932548305,0.9623789162933729,1.167544960975647,3.693062479193403e-07,1.9877294010346867e-05,0.0,0.2778528951405836,0.005265893414616585,0,0,0.0,1
9100,7.548464395767951e-07,1.0,0.0026047711726278067,0.9997762441635132,274.45686447561394,0.9621183244669973,1.167544960975647,3.557242305753834e-07,1.9073592931459026e-05,0.0,0.27722775833991703,0.005160389468073845,0,0,0.0,1
9200,7.200175105026574e-07,1.0,0.0024875039234757423,0.9996643662452698,274.1821125314043,0.9627913403572923,1.167544960975647,3.4357562404938416e-07,1.8286681584736304e-05,0.0,0.2764443213269798,0.0050826952792704105,0,0,0.0,1
9300,6.868069704069057e-07,1.0,0.0023479852825403214,0.9997762441635132,273.880690852023,0.9643023289292288,1.167544960975647,3.31090220694331e-07,1.753666344494999e-05,0.0,0.27614523785513834,0.005099105183035135,0,0,0.0,1
9400,6.549659588017676e-07,1.0,0.002193370135501027,0.9997762441635132,273.6072594749758,0.9662435722545151,1.167544960975647,3.1822704855707885e-07,1.6653726095011436e-05,0.0,0.2760170706555596,0.0049803596921265125,0,0,0.0,1
9500,6.214443146745907e-07,1.0,0.0020540854893624783,0.9997762441635132,273.3657523116166,0.9684624290870452,1.167544960975647,3.0477550108314226e-07,1.5855127574595307e-05,0.0,0.2762573007340619,0.004932345822453499,0,0,0.0,1
9600,5.867086656508036e-07,1.0,0.001929489546455443,0.9997762441635132,273.19972654947395,0.9703574263451614,1.167544960975647,2.909177355533833e-07,1.4997063091234931e-05,0.0,0.27687982104635583,0.0048803105019032955,0,0,0.0,1
9700,5.522842343452794e-07,1.0,0.001835667877458036,0.9997762441635132,273.09169079911044,0.9720149285906828,1.167544960975647,2.789761137222675e-07,1.4232971933154593e-05,0.0,0.27731358797400707,0.004891430493444204,0,0,0.0,1
9800,5.236179845269362e-07,1.0,0.0017781163332983851,0.9997762441635132,273.04441968897373,0.9736140573243369,1.167544960975647,2.702569394799214e-07,1.3704224385106757e-05,0.0,0.2775408998414418,0.00484849140048027,0,0,0.0,1
9900,4.965080506735831e-07,1.0,0.0017060263780876994,0.9997762441635132,273.01482474135094,0.9753551961406053,1.167544960975647,2.5736894708739344e-07,1.2898221123849556e-05,0.0,0.27716684061308294,0.004824445117264986,0,0,0.0,1
10000,4.7649459133936034e-07,1.0,0.001620410825125873,0.9997762441635132,272.9481109945709,0.9778481752914738,1.167544960975647,2.50348763846033e-07,1.2418901335869003e-05,0.0,0.2771909555212361,0.004801495466381311,0,0,0.0,1
10100,4.560765205496864e-07,1.0,0.0015293530886992812,0.9998881220817566,272.91534420709894,0.9807047278235442,1.167544960975647,2.4247712100820433e-07,1.190013316311761e-05,0.0,0.27688191340684715,0.004706681240350008,0,0,0.0,1
10200,4.3211014144617366e-07,1.0,0.0014254397246986628,0.9998881220817566,272.9227105971933,0.9838214672979413,1.167544960975647,2.318906406692727e-07,1.1249634479325258e-05,0.0,0.27803893906388877,0.004780170042067766,0,0,0.0,1
10300,4.1250137883253046e-07,1.0,0.0013241834240034223,0.9998881220817566,272.9652009651186,0.9868216994966528,1.167544960975647,2.2508574230442213e-07,1.0796648781887662e-05,0.0,0.2772252123373008,0.004664401989430189,0,0,0.0,1
10400,3.982149223702436e-07,1.0,0.0012632642174139619,0.9998881220817566,272.93717093823295,0.9907720268796606,1.167544960975647,2.2024277439583432e-07,1.0488653970889183e-05,0.0,0.2765467672630532,0.004524237476289272,0,0,0.0,1
10500,3.840529814169713e-07,1.0,0.0012043134775012732,1.0,272.8618569760644,0.9958610409333702,1.167544960975647,2.1480676590664815e-07,1.009169646941293e-05,0.0,0.2759284498571427,0.004437822848558426,0,0,0.0,1
10600,3.738128100394533e-07,1.0,0.0011360959615558386,1.0,272.7440542038532,1.0018017673021595,1.167544960975647,2.093546132774314e-07,9.698591757063384e-06,0.0,0.275161721552802,0.004386796150356531,0,0,0.0,1
10700,3.59433016683397e-07,1.0,0.0010701691498979926,1.0,272.570117562127,1.0084285809005986,1.167544960975647,2.0450843923460454e-07,9.339553608189701e-06,0.0,0.27453125254997074,0.004609938245266676,0,0,0.0,1
10800,3.476365861843078e-07,1.0,0.0010036069434136152,1.0,272.3765160128589,1.015777787947162,1.167544960975647,1.9775150317225522e-07,8.872808123942414e-06,0.0,0.27378436523636057,0.004449422471225262,0,0,0.0,1
10900,3.3608918670324783e-07,1.0,0.0009389896877110004,1.0,272.1269610412616,1.023801196254362,1.167544960975647,1.9531926199266623e-07,8.650983952400335e-06,0.0,0.27271136141811303,0.004444785416126251,0,0,0.0,1
11000,3.2597353083474445e-07,1.0,0.0008742187055759132,1.0,271.8311791135419,1.032086493629049,1.167544960975647,1.9323338368766341e-07,8.485005074943913e-06,0.0,0.2722493947468915,0.004453884903341532,0,0,0.0,1
11100,3.177876237714372e-07,1.0,0.0008192458190023899,1.0,271.51339519784284,1.0407924915624427,1.167544960975647,1.8649353659175766e-07,8.157006180795955e-06,0.0,0.27118971892473226,0.004384892992675304,0,0,0.0,1
11200,3.0922822702450503e-07,1.0,0.0007619273965246975,1.0,271.130362534986,1.0500097058847657,1.167544960975647,1.816210378898091e-07,7.82592017737485e-06,0.0,0.26987771578194825,0.0044062198139727116,0,0,0.0,1
