step,local_step,branch,train_loss,train_accuracy,test_loss,test_accuracy,hidden_gradient_norm,auxiliary_gradient_norm,hidden_delta_norm,auxiliary_delta_norm,token_embedding_delta_norm,position_embedding_delta_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
45160,1160,hidden_plus_unembedding_only,1.6141494540988788e-07,1.0,9.877379488898441e-05,1.0,8.812089776008421e-07,2.092219074256718e-05,42.044627578026116,0.6841918230056763,0.0,0.0,0.14532933158847844,0.006591824349015951,0
45170,1170,hidden_plus_unembedding_only,1.629400827596328e-07,1.0,0.00010661574924597517,1.0,8.898401027962105e-07,2.0837647753069177e-05,42.3992318956286,0.6966341137886047,0.0,0.0,0.14484777293746212,0.006327263545244932,0
45180,1180,hidden_plus_unembedding_only,1.6318908535595256e-07,1.0,0.00010978170757880434,1.0,8.923038136987425e-07,2.136821422027424e-05,42.75399513907579,0.7091512084007263,0.0,0.0,0.14467931873834067,0.00622051116079092,0
45190,1190,hidden_plus_unembedding_only,1.6455858542485657e-07,1.0,0.00011844820983242244,1.0,9.563120425599194e-07,2.102595317410305e-05,43.1091820967449,0.7216429114341736,0.0,0.0,0.14460867859580323,0.006352682132273912,0
45200,1200,hidden_plus_unembedding_only,1.6583472017828171e-07,1.0,0.00012253879685886204,1.0,9.623172325508496e-07,2.300328378623817e-05,43.46509112032228,0.7342094779014587,0.0,0.0,0.144402852054651,0.006458093412220478,0
45210,1210,hidden_plus_unembedding_only,1.6496321109116252e-07,1.0,0.00012826449528802186,1.0,9.445712195572654e-07,2.0750241674249992e-05,43.82102837342738,0.7467523217201233,0.0,0.0,0.14467610494368288,0.006087397690862417,0
45220,1220,hidden_plus_unembedding_only,1.643718405830441e-07,1.0,0.00012713336036540568,1.0,9.784424511817764e-07,2.0166931790299714e-05,44.1765159240023,0.7592171430587769,0.0,0.0,0.1447758599404082,0.006014924496412277,0
45230,1230,hidden_plus_unembedding_only,1.6580359840645542e-07,1.0,0.00013544820831157267,1.0,1.0061807364658901e-06,1.9684892322402447e-05,44.53048659550797,0.771881639957428,0.0,0.0,0.14403217811503105,0.005768910050392151,0
45240,1240,hidden_plus_unembedding_only,1.667684728090535e-07,1.0,0.00014073301281314343,1.0,9.161184846375553e-07,2.1760411982540973e-05,44.88456110613607,0.7844783663749695,0.0,0.0,0.14418866599876004,0.005902358330786228,0
45250,1250,hidden_plus_unembedding_only,1.6539897274014947e-07,1.0,0.00013880054757464677,1.0,9.748083378296936e-07,2.1748785002273507e-05,45.239201608366265,0.7969486117362976,0.0,0.0,0.14414047211695713,0.006164315156638622,0
45260,1260,hidden_plus_unembedding_only,1.6555459581013565e-07,1.0,0.00014848836872261018,1.0,9.346140199444143e-07,2.2868598534842022e-05,45.59290496875775,0.8094732761383057,0.0,0.0,0.14384929296299956,0.006181119475513697,0
45270,1270,hidden_plus_unembedding_only,1.6679959458087978e-07,1.0,0.00013938384654466063,1.0,1.0140137578312735e-06,1.8442209693603218e-05,45.946775948955946,0.821958065032959,0.0,0.0,0.14331927764092872,0.006241968832910061,0
45280,1280,hidden_plus_unembedding_only,1.6655059198456001e-07,1.0,0.00015208825061563402,1.0,1.0252742286500576e-06,2.2665069991489872e-05,46.30096202154949,0.83440762758255,0.0,0.0,0.1435966506568846,0.005868441890925169,0
45290,1290,hidden_plus_unembedding_only,20.815608978271484,0.5686684250831604,21.73723602294922,0.5091173648834229,6.514226287929458,260.5506896972656,46.502210934813895,1.0001217126846313,0.0,0.0,0.14715959076482688,0.006887908559292555,1
45300,1300,hidden_plus_unembedding_only,24.250179290771484,0.4718015789985657,27.79730987548828,0.40798747539520264,10.01248260979721,348.0473327636719,46.49463086184902,1.9444363117218018,0.0,0.0,0.14134659499976224,0.006417873781174421,1
45310,1310,hidden_plus_unembedding_only,4.552396774291992,0.7519582509994507,7.212857723236084,0.6783756613731384,5.239444368885712,161.37350463867188,46.56275942711642,2.3730356693267822,0.0,0.0,0.15506915435437732,0.0069201127626001835,1
45320,1320,hidden_plus_unembedding_only,0.650032103061676,0.9339425563812256,1.6102014780044556,0.8676585555076599,2.2836086910908207,45.48771667480469,46.684018422124886,2.613332748413086,0.0,0.0,0.1618839403959229,0.00752767501398921,0
45330,1330,hidden_plus_unembedding_only,0.032678961753845215,0.9908615946769714,0.39796364307403564,0.9478688836097717,0.4593489282668973,9.763989448547363,46.868458519717315,2.7302308082580566,0.0,0.0,0.16453558008992858,0.007579820696264505,0
45340,1340,hidden_plus_unembedding_only,0.006813442334532738,0.9979112148284912,0.245838925242424,0.9624118804931641,0.23147349129312683,4.036728858947754,47.11090876657323,2.768224000930786,0.0,0.0,0.1644225797361258,0.007599769625812769,0
45350,1350,hidden_plus_unembedding_only,0.00108852528501302,1.0,0.1671283096075058,0.9723682999610901,0.03737079655199568,0.684512734413147,47.410754237965975,2.7630698680877686,0.0,0.0,0.16433301250421525,0.007516252808272839,0
45360,1360,hidden_plus_unembedding_only,0.0007123029790818691,1.0,0.14946281909942627,0.9741581678390503,0.018746263500488605,0.35563939809799194,47.76792941315525,2.7388341426849365,0.0,0.0,0.1642303343769342,0.007157149724662304,0
45370,1370,hidden_plus_unembedding_only,0.0006906833150424063,1.0,0.14795072376728058,0.9732632040977478,0.017821917665737926,0.29441142082214355,48.176546334223744,2.708564519882202,0.0,0.0,0.1647100992376146,0.00663997745141387,0
45380,1380,hidden_plus_unembedding_only,0.0005921146948821843,1.0,0.1460026502609253,0.9706902503967285,0.013694543437049818,0.20575912296772003,48.630873841054225,2.6768360137939453,0.0,0.0,0.1657278268512993,0.006505628582090139,0
45390,1390,hidden_plus_unembedding_only,0.0004220486443955451,1.0,0.1385512351989746,0.9709139466285706,0.007883062416490958,0.12300276756286621,49.12643545302987,2.644497871398926,0.0,0.0,0.166767342965244,0.00686739943921566,0
45400,1400,hidden_plus_unembedding_only,0.0003415503597352654,1.0,0.12603117525577545,0.9731513857841492,0.005176833958183532,0.08994054049253464,49.65828021092509,2.61283278465271,0.0,0.0,0.16775931927034804,0.007435965817421675,0
45410,1410,hidden_plus_unembedding_only,0.00025791331427171826,1.0,0.11165989190340042,0.9738225936889648,0.003389177118109508,0.06612922251224518,50.2129547344774,2.582289695739746,0.0,0.0,0.1686616404658437,0.007107977289706469,0
45420,1420,hidden_plus_unembedding_only,0.0002173922985093668,1.0,0.09879553318023682,0.9750531315803528,0.0025912331452715063,0.05211082845926285,50.78414954049017,2.5529332160949707,0.0,0.0,0.17048494724487925,0.006455408409237862,0
45430,1430,hidden_plus_unembedding_only,0.00013281172141432762,1.0,0.08454040437936783,0.9787448048591614,0.0013590094387986298,0.029060764238238335,51.3702722365891,2.5244879722595215,0.0,0.0,0.17333342926032533,0.007197189144790173,0
45440,1440,hidden_plus_unembedding_only,8.692391566000879e-05,1.0,0.07067448645830154,0.9817652702331543,0.0007253957001662687,0.016193978488445282,51.97692615093313,2.4967215061187744,0.0,0.0,0.17526774962962108,0.006856853608042002,0
45450,1450,hidden_plus_unembedding_only,6.12427611486055e-05,1.0,0.05670386180281639,0.9832196235656738,0.00047288956558676345,0.010117748752236366,52.607405488103524,2.4695003032684326,0.0,0.0,0.17742116347582712,0.006706057582050562,0
45460,1460,hidden_plus_unembedding_only,4.4829652324551716e-05,1.0,0.04419364035129547,0.9866875410079956,0.0002820877094991332,0.006576403509825468,53.25872162402186,2.442760467529297,0.0,0.0,0.1786667301235281,0.006908702664077282,0
45470,1470,hidden_plus_unembedding_only,3.431197546888143e-05,1.0,0.033136360347270966,0.9903792142868042,0.0002014293206383855,0.004598763305693865,53.91797740264777,2.4163949489593506,0.0,0.0,0.17825722669005367,0.007084695156663656,0
45480,1480,hidden_plus_unembedding_only,2.3679185687797144e-05,1.0,0.023881547152996063,0.9921691417694092,0.00011650962020553742,0.0027853723149746656,54.57087565707625,2.3903539180755615,0.0,0.0,0.1781609990066304,0.006580254063010216,0
45490,1490,hidden_plus_unembedding_only,1.8037808331428096e-05,1.0,0.01689974218606949,0.9940709471702576,7.672618893861266e-05,0.0018188203684985638,55.22235570942777,2.3646440505981445,0.0,0.0,0.1790459641442496,0.007164882030338049,0
45500,1500,hidden_plus_unembedding_only,1.531697307655122e-05,1.0,0.012302100658416748,0.9956371188163757,6.004796725245878e-05,0.0013722871663048863,55.873841999222925,2.3392488956451416,0.0,0.0,0.1796066839045774,0.007019820157438517,0
45510,1510,hidden_plus_unembedding_only,1.174047702079406e-05,1.0,0.009662183001637459,0.9960845708847046,3.771926063410812e-05,0.0009727810393087566,56.50836318503274,2.3141531944274902,0.0,0.0,0.1813657751725881,0.006173715461045504,0
45520,1520,hidden_plus_unembedding_only,9.264775144401938e-06,1.0,0.007463500835001469,0.9974269866943359,2.498023121015162e-05,0.0006797150708734989,57.12124231984276,2.289348602294922,0.0,0.0,0.18059742402201887,0.006944090127944946,0
45530,1530,hidden_plus_unembedding_only,7.732193807896692e-06,1.0,0.005441953428089619,0.998210072517395,1.782602059161263e-05,0.0004887856193818152,57.712389140547764,2.2648253440856934,0.0,0.0,0.18218489730775625,0.006975011900067329,0
45540,1540,hidden_plus_unembedding_only,6.3116344790614676e-06,1.0,0.0036098873242735863,0.9985457062721252,1.3291342283780734e-05,0.00033843592973425984,58.26954331974967,2.240574836730957,0.0,0.0,0.1845734331645359,0.0057486556470394135,0
45550,1550,hidden_plus_unembedding_only,5.070485258329427e-06,1.0,0.0025760887656360865,0.9986575841903687,9.457585900877325e-06,0.00023760779004078358,58.78228033447519,2.216592311859131,0.0,0.0,0.18477770714532485,0.006321242079138756,0
45560,1560,hidden_plus_unembedding_only,4.023782366857631e-06,1.0,0.0021465313620865345,0.9988812804222107,6.938309592013113e-06,0.00017012526222970337,59.25100632998158,2.192875623703003,0.0,0.0,0.18630837083607377,0.006716698408126831,0
45570,1570,hidden_plus_unembedding_only,3.124440354440594e-06,1.0,0.0018619124311953783,0.9997762441635132,5.233577397810389e-06,0.00012662311200983822,59.67131706236028,2.1694235801696777,0.0,0.0,0.1847975066047419,0.006981865037232637,0
45580,1580,hidden_plus_unembedding_only,2.3955635697348043e-06,1.0,0.0015168938552960753,0.9997762441635132,3.6932848416572068e-06,9.231114381691441e-05,60.05520985201666,2.1462342739105225,0.0,0.0,0.18466208711667853,0.0072912597097456455,0
45590,1590,hidden_plus_unembedding_only,1.8575092326500453e-06,1.0,0.0012677753111347556,0.9997762441635132,2.7490978911106997e-06,6.797818059567362e-05,60.40854753954185,2.123305559158325,0.0,0.0,0.1833823472760707,0.006667905952781439,0
45600,1600,hidden_plus_unembedding_only,1.448590523978055e-06,1.0,0.0012387478491291404,0.9997762441635132,2.037849117462519e-06,4.941847873851657e-05,60.721984963132655,2.1006343364715576,0.0,0.0,0.18163966525632988,0.006376352626830339,0
45610,1610,hidden_plus_unembedding_only,1.1410137403800036e-06,1.0,0.001229498302564025,0.9997762441635132,1.534890261114578e-06,3.715925049618818e-05,60.99395625003184,2.0782177448272705,0.0,0.0,0.18035290803559698,0.006377910729497671,0
45620,1620,hidden_plus_unembedding_only,9.121826565205993e-07,1.0,0.001056382548995316,0.9997762441635132,1.1973129361734627e-06,2.8925473088747822e-05,61.230709537464314,2.0560531616210938,0.0,0.0,0.17808793552968366,0.005910097621381283,0
45630,1630,hidden_plus_unembedding_only,7.374467827503395e-07,1.0,0.0008447669679298997,0.9997762441635132,9.479250379906077e-07,2.1598365492536686e-05,61.43506292333163,2.0341384410858154,0.0,0.0,0.17593891212276186,0.005776319187134504,0
45640,1640,hidden_plus_unembedding_only,5.98504584559123e-07,1.0,0.000626172055490315,0.9997762441635132,7.557086105270765e-07,1.679672823229339e-05,61.608767369133126,2.0124709606170654,0.0,0.0,0.17426154459356488,0.00578354625031352,0
45650,1650,hidden_plus_unembedding_only,4.948581135977292e-07,1.0,0.00046977613237686455,0.9997762441635132,6.200624188673876e-07,1.3638491509482265e-05,61.757050961033116,1.9910489320755005,0.0,0.0,0.17310597260060503,0.006033613346517086,0
45660,1660,hidden_plus_unembedding_only,4.210605482057872e-07,1.0,0.0003597392642404884,1.0,5.251570197305342e-07,1.133385558205191e-05,61.88597894707419,1.9698702096939087,0.0,0.0,0.1721625295457402,0.0062532564625144005,0
45670,1670,hidden_plus_unembedding_only,3.6799229974349146e-07,1.0,0.0002876636863220483,1.0,4.6016070422790467e-07,9.925160156853963e-06,61.99655999143915,1.9489330053329468,0.0,0.0,0.17089924796111702,0.00617012707516551,0
45680,1680,hidden_plus_unembedding_only,3.3521757814014563e-07,1.0,0.00023806747049093246,1.0,4.1674197306076505e-07,8.923000677896198e-06,62.09423628432367,1.9282355308532715,0.0,0.0,0.16857665014029827,0.005898752249777317,0
45690,1690,hidden_plus_unembedding_only,3.1476835715693596e-07,1.0,0.00018847025057766587,1.0,3.9201793894547853e-07,8.312567842949647e-06,62.18303758709374,1.9077759981155396,0.0,0.0,0.16733636687931683,0.005897728260606527,0
45700,1700,hidden_plus_unembedding_only,2.995482475398603e-07,1.0,0.00015753226762171835,1.0,3.724024548664609e-07,8.016304491320625e-06,62.26461966237423,1.887552261352539,0.0,0.0,0.16658970944244744,0.006051373202353716,0
45710,1710,hidden_plus_unembedding_only,2.880008196370909e-07,1.0,0.00013573135947808623,1.0,3.6047166297026554e-07,7.76932301960187e-06,62.345390951446554,1.8675624132156372,0.0,0.0,0.16585251816535806,0.005910007748752832,0
45720,1720,hidden_plus_unembedding_only,2.8034401111654006e-07,1.0,0.00012371595948934555,1.0,3.5033113057259354e-07,7.601845481985947e-06,62.428433852002705,1.8478046655654907,0.0,0.0,0.16553486092228833,0.005936311557888985,0
45730,1730,hidden_plus_unembedding_only,2.770758840142662e-07,1.0,0.00011421713134041056,1.0,3.469417232650043e-07,7.5240045589453075e-06,62.51625965621322,1.8282771110534668,0.0,0.0,0.16549473513515126,0.005964004900306463,0
45740,1740,hidden_plus_unembedding_only,2.7598650831350824e-07,1.0,0.00010657645907485858,1.0,3.4416546839591433e-07,7.482852652174188e-06,62.606046134793935,1.808977723121643,0.0,0.0,0.16568980274808112,0.005904066376388073,0
45750,1750,hidden_plus_unembedding_only,2.760798736289871e-07,1.0,0.0001036982357618399,1.0,3.451765993694613e-07,7.540042588516371e-06,62.696665005172456,1.7899047136306763,0.0,0.0,0.16597121083922844,0.0059071802534163,0
45760,1760,hidden_plus_unembedding_only,2.774804954697174e-07,1.0,0.00010306420881533995,1.0,3.4808417749021464e-07,7.677947905904148e-06,62.791255310057714,1.7710562944412231,0.0,0.0,0.16618892554085948,0.005882299970835447,0
45770,1770,hidden_plus_unembedding_only,2.7909902655665064e-07,1.0,0.00010662720160325989,1.0,3.5000703540717704e-07,7.708343218837399e-06,62.89507495285901,1.7524306774139404,0.0,0.0,0.16653432390043432,0.005815486889332533,0
45780,1780,hidden_plus_unembedding_only,2.824916691679391e-07,1.0,0.00010743700113380328,1.0,3.528459804257594e-07,7.791541065671481e-06,63.00801451030393,1.7340260744094849,0.0,0.0,0.16682560126378762,0.005736860912293196,0
45790,1790,hidden_plus_unembedding_only,2.8426578069229436e-07,1.0,0.00010891933197854087,1.0,3.551158259117391e-07,7.825339707778767e-06,63.12629557756849,1.7158406972885132,0.0,0.0,0.16752139077539413,0.005713057238608599,0
45800,1800,hidden_plus_unembedding_only,2.8541742835841433e-07,1.0,0.00010942642984446138,1.0,3.5755619753478373e-07,7.890738743299153e-06,63.2489848823245,1.6978726387023926,0.0,0.0,0.1681732061051349,0.005969831254333258,0
45810,1810,hidden_plus_unembedding_only,2.8672468488366576e-07,1.0,0.00011205916234757751,1.0,3.598672329299092e-07,7.982082934177015e-06,63.378229213426394,1.6801202297210693,0.0,0.0,0.1684010647301032,0.00608128122985363,0
45820,1820,hidden_plus_unembedding_only,2.886855554606882e-07,1.0,0.00011377355258446187,1.0,3.619422901118435e-07,8.100718332570978e-06,63.5128528127358,1.6625819206237793,0.0,0.0,0.16837363752955684,0.005995101761072874,0
45830,1830,hidden_plus_unembedding_only,2.902106928104331e-07,1.0,0.00011602706945268437,1.0,3.6279374478216035e-07,8.123124644043855e-06,63.65378591051217,1.6452558040618896,0.0,0.0,0.16860391729613936,0.006048959214240313,0
45840,1840,hidden_plus_unembedding_only,2.925762032646162e-07,1.0,0.00011753803846659139,1.0,3.6507580756093647e-07,8.18962598714279e-06,63.798322567930036,1.6281403303146362,0.0,0.0,0.1688099698247784,0.0061775860376656055,0
45850,1850,hidden_plus_unembedding_only,2.9463046757882694e-07,1.0,0.00012051703379256651,1.0,3.6678526074668403e-07,8.255197826656513e-06,63.94704627562997,1.6112335920333862,0.0,0.0,0.168823943873693,0.006367449648678303,0
45860,1860,hidden_plus_unembedding_only,2.972138588575035e-07,1.0,0.00012173196591902524,1.0,3.694761009044852e-07,8.402280400332529e-06,64.09910778285875,1.5945342779159546,0.0,0.0,0.16880568292345627,0.0064308252185583115,0
45870,1870,hidden_plus_unembedding_only,2.9833435633008776e-07,1.0,0.0001248361950274557,1.0,3.7189457651893675e-07,8.432617505604867e-06,64.25646069365575,1.5780407190322876,0.0,0.0,0.16880351472718416,0.006364641711115837,0
45880,1880,hidden_plus_unembedding_only,3.002952269071102e-07,1.0,0.00012797932140529156,1.0,3.743649943316185e-07,8.501470802002586e-06,64.4219396399434,1.561751127243042,0.0,0.0,0.1688732006970877,0.006389345973730087,0
45890,1890,hidden_plus_unembedding_only,3.023806129931472e-07,1.0,0.0001318534486927092,1.0,3.771483763082777e-07,8.650908057461493e-06,64.59082903251212,1.5456639528274536,0.0,0.0,0.16912417996274534,0.006450156215578318,0
45900,1900,hidden_plus_unembedding_only,3.0403026585190673e-07,1.0,0.00014049402670934796,1.0,3.78960116719618e-07,8.688977686688304e-06,64.7632488814502,1.5297777652740479,0.0,0.0,0.16960130920213184,0.006373271811753511,0
45910,1910,hidden_plus_unembedding_only,3.0757851732232666e-07,1.0,0.00014541939890477806,1.0,3.809727826679193e-07,8.846033779263962e-06,64.93919972039218,1.514090895652771,0.0,0.0,0.16967125649158168,0.0063211340457201,0
45920,1920,hidden_plus_unembedding_only,3.0845001219859114e-07,1.0,0.00014991473290137947,1.0,3.842349560523865e-07,8.895213795767631e-06,65.11815951955539,1.4986019134521484,0.0,0.0,0.16923948801000072,0.006240414921194315,0
45930,1930,hidden_plus_unembedding_only,3.13585672984118e-07,1.0,0.00015394037473015487,1.0,3.881097973060245e-07,9.11997449293267e-06,65.29991984421937,1.483309268951416,0.0,0.0,0.16921534561731344,0.006293923128396273,0
45940,1940,hidden_plus_unembedding_only,3.173829270508577e-07,1.0,0.0001579622767167166,1.0,3.9105857493692545e-07,9.321871402789839e-06,65.48740157442502,1.46821129322052,0.0,0.0,0.16917343618969347,0.006231881678104401,0
45950,1950,hidden_plus_unembedding_only,3.205888390311884e-07,1.0,0.00016294937813654542,1.0,3.9429813208968764e-07,9.448512173548806e-06,65.67870048037209,1.4533069133758545,0.0,0.0,0.16912610561914868,0.006229175254702568,0
45960,1960,hidden_plus_unembedding_only,3.233589609408227e-07,1.0,0.00017281963664572686,1.0,3.968093654570718e-07,9.584408871887717e-06,65.87164027666326,1.4385944604873657,0.0,0.0,0.16902575010150797,0.006235640961676836,0
45970,1970,hidden_plus_unembedding_only,3.2712512165744556e-07,1.0,0.00018123001791536808,1.0,4.0173938994435365e-07,9.784652320377063e-06,66.06761079205762,1.424072265625,0.0,0.0,0.16911368851134329,0.006173363886773586,0
45980,1980,hidden_plus_unembedding_only,3.305800078123866e-07,1.0,0.00018625665688887239,1.0,4.043049901667743e-07,9.879545359581243e-06,66.26653954369648,1.4097392559051514,0.0,0.0,0.169092282680155,0.006280955392867327,0
45990,1990,hidden_plus_unembedding_only,3.3499978258078045e-07,1.0,0.00019545789109542966,1.0,4.0774326304953184e-07,9.993137609853875e-06,66.46896014285443,1.3955938816070557,0.0,0.0,0.16892018904999065,0.0062843672931194305,0
46000,2000,hidden_plus_unembedding_only,3.383923967703595e-07,1.0,0.00020404584938660264,1.0,4.130373091044412e-07,1.0127168025064748e-05,66.67314001244932,1.3816344738006592,0.0,0.0,0.1689424023389792,0.00626210356131196,0
