step,local_step,branch,train_loss,train_accuracy,test_loss,test_accuracy,hidden_gradient_norm,auxiliary_gradient_norm,hidden_delta_norm,auxiliary_delta_norm,token_embedding_delta_norm,position_embedding_delta_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
44150,150,hidden_plus_unembedding_only,1.7847152378180908e-07,1.0,3.1590920116286725e-05,1.0,2.361416481065457e-07,1.827814048738219e-05,6.181391985533911,0.0335928313434124,0.0,0.0,0.15144454115665093,0.0070567661896348,0
44160,160,hidden_plus_unembedding_only,1.775377711510373e-07,1.0,3.143781214021146e-05,1.0,2.3776772987641248e-07,1.8259708667756058e-05,6.5916527612919245,0.03604808449745178,0.0,0.0,0.1511783435997252,0.006838584318757057,0
44170,170,hidden_plus_unembedding_only,1.7703976595839777e-07,1.0,3.143389767501503e-05,1.0,2.4022693262121705e-07,1.8554927009972744e-05,6.998732516671832,0.03855279088020325,0.0,0.0,0.15130617712224084,0.006753772497177124,0
44180,180,hidden_plus_unembedding_only,1.760748915557997e-07,1.0,3.1464878702536225e-05,1.0,2.416050033334904e-07,1.830168730521109e-05,7.407470927498404,0.041092995554208755,0.0,0.0,0.15166443015238887,0.006498139817267656,0
44190,190,hidden_plus_unembedding_only,1.7591926848581352e-07,1.0,3.137430758215487e-05,1.0,2.4335603423890346e-07,1.831391273299232e-05,7.815500991174794,0.04369088634848595,0.0,0.0,0.15161153131887886,0.006733111571520567,0
44200,200,hidden_plus_unembedding_only,1.7420738629425614e-07,1.0,3.097668013651855e-05,1.0,2.4317553151951027e-07,1.8294718756806105e-05,8.22320969793502,0.04631871357560158,0.0,0.0,0.15141472184460814,0.006888977717608213,0
44210,210,hidden_plus_unembedding_only,1.7461201196056209e-07,1.0,3.0957828130340204e-05,1.0,2.460728381247519e-07,1.8233640730613843e-05,8.629704998529864,0.049006037414073944,0.0,0.0,0.1515280921846655,0.00674951309338212,0
44220,220,hidden_plus_unembedding_only,1.7377162464526918e-07,1.0,3.087377626798116e-05,1.0,2.4792797512637936e-07,1.816276017052587e-05,9.033229342966266,0.051709357649087906,0.0,0.0,0.15178420573681226,0.00659524230286479,0
44230,230,hidden_plus_unembedding_only,1.7327363366348436e-07,1.0,3.097670924034901e-05,1.0,2.5102202812666984e-07,1.8483882740838453e-05,9.433518882991894,0.054457418620586395,0.0,0.0,0.15159898216926027,0.006552007514983416,0
44240,240,hidden_plus_unembedding_only,1.7330475543531065e-07,1.0,3.086163633270189e-05,1.0,2.532245344899795e-07,1.8562359400675632e-05,9.833782442232504,0.05724916607141495,0.0,0.0,0.15182552529787494,0.0068808263167738914,0
44250,250,hidden_plus_unembedding_only,1.7209087843639281e-07,1.0,3.064214615733363e-05,1.0,2.538907770961131e-07,1.8427244867780246e-05,10.230865429013763,0.060078974813222885,0.0,0.0,0.152024699875948,0.006908508948981762,0
44260,260,hidden_plus_unembedding_only,1.713127488756072e-07,1.0,3.0726423574378714e-05,1.0,2.5800470603455315e-07,1.8795775758917443e-05,10.62546063299584,0.06294793635606766,0.0,0.0,0.15204635809508607,0.006638925522565842,0
44270,270,hidden_plus_unembedding_only,1.7100148852478014e-07,1.0,3.058008951484226e-05,1.0,2.632616739416934e-07,1.889533996290993e-05,11.019934451363516,0.06590999662876129,0.0,0.0,0.15199408612244972,0.006449894979596138,0
44280,280,hidden_plus_unembedding_only,1.7041011801666173e-07,1.0,3.070920502068475e-05,1.0,2.6677445097668187e-07,1.888069891720079e-05,11.41491753847009,0.06892699003219604,0.0,0.0,0.15202793414257557,0.006528609432280064,0
44290,290,hidden_plus_unembedding_only,1.6935186408773006e-07,1.0,3.040390402020421e-05,1.0,2.645055800161868e-07,1.9023515051230788e-05,11.80908757497197,0.07198776304721832,0.0,0.0,0.15217604069051766,0.006751788780093193,0
44300,300,hidden_plus_unembedding_only,1.69071739719584e-07,1.0,3.0280016289907508e-05,1.0,2.655572846908776e-07,1.8880635252571665e-05,12.202745380344641,0.07510652393102646,0.0,0.0,0.1522422121292262,0.00683882599696517,0
44310,310,hidden_plus_unembedding_only,1.674221010716792e-07,1.0,3.0308692657854408e-05,1.0,2.7084674472104983e-07,1.950681507878471e-05,12.596351220906747,0.07826227694749832,0.0,0.0,0.1521966803959324,0.006811562459915876,0
44320,320,hidden_plus_unembedding_only,1.6701747540537326e-07,1.0,3.0481871363008395e-05,1.0,2.704941336007671e-07,1.9149863874190487e-05,12.990532183261518,0.08151936531066895,0.0,0.0,0.15210534994513925,0.0068421862088143826,0
44330,330,hidden_plus_unembedding_only,1.65865841950108e-07,1.0,3.081215254496783e-05,1.0,2.754502351474018e-07,1.925701872096397e-05,13.383369436638034,0.08477039635181427,0.0,0.0,0.1513317068285483,0.006829441525042057,0
44340,340,hidden_plus_unembedding_only,1.643718405830441e-07,1.0,3.114132778136991e-05,1.0,2.7281211908121625e-07,1.928558231156785e-05,13.771028895378965,0.08804348111152649,0.0,0.0,0.15138911823213375,0.006866232492029667,0
44350,350,hidden_plus_unembedding_only,1.64496341881204e-07,1.0,3.12189367832616e-05,1.0,2.7682192302758776e-07,1.9140716176480055e-05,14.156258846664175,0.09135903418064117,0.0,0.0,0.15106051216816208,0.006845580413937569,0
44360,360,hidden_plus_unembedding_only,1.6406058023221703e-07,1.0,3.135409497190267e-05,1.0,2.767290142816779e-07,1.917546433105599e-05,14.54052126801891,0.09469282627105713,0.0,0.0,0.15122019026945582,0.006895961239933968,0
44370,370,hidden_plus_unembedding_only,1.6300232630328537e-07,1.0,3.128153912257403e-05,1.0,2.7938617455692443e-07,1.9208449884899892e-05,14.925115298786851,0.09802307188510895,0.0,0.0,0.15138910734425023,0.0069242012687027454,0
44380,380,hidden_plus_unembedding_only,1.6306458405779267e-07,1.0,3.147434108541347e-05,1.0,2.821441513367017e-07,1.9221590264351107e-05,15.306991826296155,0.10137125849723816,0.0,0.0,0.15105107910431406,0.006919884588569403,0
44390,390,hidden_plus_unembedding_only,1.6185070705887483e-07,1.0,3.166114038322121e-05,1.0,2.8245802544468646e-07,1.9416289433138445e-05,15.690324976657413,0.10474218428134918,0.0,0.0,0.15088367647905604,0.006783648394048214,0
44400,400,hidden_plus_unembedding_only,1.6138382363806159e-07,1.0,3.197620753780939e-05,1.0,2.858340346869078e-07,1.9340975995874032e-05,16.07305430574385,0.10813865065574646,0.0,0.0,0.15070381584065026,0.007011582143604755,0
44410,410,hidden_plus_unembedding_only,1.619440723743537e-07,1.0,3.221386214136146e-05,1.0,2.8463170608991516e-07,1.9602477550506592e-05,16.45419964092315,0.1115703359246254,0.0,0.0,0.15093317167683962,0.007051651831716299,0
44420,420,hidden_plus_unembedding_only,1.6113482104174182e-07,1.0,3.2330113754142076e-05,1.0,2.9460802729219757e-07,1.9772780433413573e-05,16.833315376013264,0.11503428965806961,0.0,0.0,0.15126650262064645,0.007077313493937254,0
44430,430,hidden_plus_unembedding_only,1.604500710072898e-07,1.0,3.252071110182442e-05,1.0,2.9304657187034737e-07,1.9402034013182856e-05,17.21212151347845,0.11859572678804398,0.0,0.0,0.15091366081448007,0.006918857339769602,0
44440,440,hidden_plus_unembedding_only,1.6079245312994317e-07,1.0,3.2843032386153936e-05,1.0,2.9895012675815277e-07,1.9922072169720195e-05,17.59334488980766,0.12220294028520584,0.0,0.0,0.15064734284017933,0.006929687224328518,0
44450,450,hidden_plus_unembedding_only,1.6020106841097004e-07,1.0,3.2927167922025546e-05,1.0,3.028743134512697e-07,1.9934990632464178e-05,17.9738998189206,0.1258828192949295,0.0,0.0,0.1508694817704642,0.007111141458153725,0
44460,460,hidden_plus_unembedding_only,1.6094807619992935e-07,1.0,3.3134707337012514e-05,1.0,3.0510731785168175e-07,1.9963050363003276e-05,18.352782494552184,0.12965619564056396,0.0,0.0,0.15058223931327555,0.007156668696552515,0
44470,470,hidden_plus_unembedding_only,1.5936069530653185e-07,1.0,3.334050779812969e-05,1.0,3.0430863274855776e-07,1.9837629224639386e-05,18.730017844033554,0.13346686959266663,0.0,0.0,0.15063223745293733,0.007226331625133753,0
44480,480,hidden_plus_unembedding_only,1.590805709383858e-07,1.0,3.371644561411813e-05,1.0,3.0542382108280873e-07,1.9999943106085993e-05,19.106610488817367,0.13731978833675385,0.0,0.0,0.1503133077173778,0.006935099605470896,0
44490,490,hidden_plus_unembedding_only,1.5827130539491918e-07,1.0,3.403086157049984e-05,1.0,3.127475018652776e-07,2.0368157493066974e-05,19.48227159340444,0.14124733209609985,0.0,0.0,0.14981440887850883,0.0072029451839625835,0
44500,500,hidden_plus_unembedding_only,1.582090618512666e-07,1.0,3.391487189219333e-05,1.0,3.1471113715158505e-07,1.98274283320643e-05,19.85782265390317,0.14525456726551056,0.0,0.0,0.14970744430698513,0.007242186926305294,0
44510,510,hidden_plus_unembedding_only,1.5799118102677312e-07,1.0,3.379382178536616e-05,1.0,3.225273180921739e-07,2.048860005743336e-05,20.229015178270696,0.14929991960525513,0.0,0.0,0.14915528726586563,0.00716412765905261,0
44520,520,hidden_plus_unembedding_only,1.574620540623073e-07,1.0,3.4110420529032126e-05,1.0,3.2485669058103847e-07,2.0326222511357628e-05,20.596461464988078,0.15352891385555267,0.0,0.0,0.14818550965876467,0.007167772855609655,0
44530,530,hidden_plus_unembedding_only,1.5833356314942648e-07,1.0,3.428613854339346e-05,1.0,3.2573520288137396e-07,2.0166593458270654e-05,20.961141617582246,0.15784230828285217,0.0,0.0,0.1473271084332066,0.006932459771633148,0
44540,540,hidden_plus_unembedding_only,1.5883156834206602e-07,1.0,3.4009761293418705e-05,1.0,3.3610162092836574e-07,2.0338728063507006e-05,21.319336184513787,0.16221390664577484,0.0,0.0,0.146820766772003,0.007094786036759615,0
44550,550,hidden_plus_unembedding_only,1.589871914120522e-07,1.0,3.4019692975562066e-05,1.0,3.404884721929376e-07,2.0044150005560368e-05,21.671699040800398,0.1666354387998581,0.0,0.0,0.14644702979844804,0.007068072911351919,0
44560,560,hidden_plus_unembedding_only,1.589871914120522e-07,1.0,3.446857226663269e-05,1.0,3.3146478241270803e-07,2.0104125724174082e-05,22.019922778277692,0.17112305760383606,0.0,0.0,0.14621436639537264,0.006892587523907423,0
44570,570,hidden_plus_unembedding_only,1.605745723054497e-07,1.0,3.522679617162794e-05,1.0,3.4238646164842496e-07,2.0399333152454346e-05,22.36629683479584,0.17570124566555023,0.0,0.0,0.14586765533921278,0.006845001596957445,0
44580,580,hidden_plus_unembedding_only,1.597964427446641e-07,1.0,3.567354360711761e-05,1.0,3.4909061727330823e-07,2.0427423805813305e-05,22.70867845960409,0.18031944334506989,0.0,0.0,0.1460772175676847,0.006925170309841633,0
44590,590,hidden_plus_unembedding_only,1.6041894923546351e-07,1.0,3.655110049294308e-05,1.0,3.403109281553911e-07,2.0648276404244825e-05,23.04750516911025,0.18502286076545715,0.0,0.0,0.14631882119880524,0.007000046782195568,0
44600,600,hidden_plus_unembedding_only,1.6010768888463645e-07,1.0,3.6999976146034896e-05,1.0,3.577839045197279e-07,2.0228644643793814e-05,23.38586536107195,0.18982115387916565,0.0,0.0,0.14653736451569843,0.007198747713118792,0
44610,610,hidden_plus_unembedding_only,1.6157058269072877e-07,1.0,3.7385016184998676e-05,1.0,3.505523440978108e-07,2.0761048290296458e-05,23.72372676548529,0.1947098970413208,0.0,0.0,0.14651342156633404,0.007169008255004883,0
44620,620,hidden_plus_unembedding_only,1.613527018662353e-07,1.0,3.752932389033958e-05,1.0,3.597964036525173e-07,2.0578028852469288e-05,24.063168819287903,0.19973249733448029,0.0,0.0,0.14657234112727588,0.0071528260596096516,0
44630,630,hidden_plus_unembedding_only,1.612282005680754e-07,1.0,3.714662307174876e-05,1.0,3.680665965971183e-07,2.0806954125873744e-05,24.402973461798034,0.2048715054988861,0.0,0.0,0.14655573209596276,0.007136285770684481,0
44640,640,hidden_plus_unembedding_only,1.6181957107619382e-07,1.0,3.652020313893445e-05,1.0,3.775108725686013e-07,2.0994744772906415e-05,24.744964662566165,0.21017155051231384,0.0,0.0,0.146793022921082,0.007150453981012106,0
44650,650,hidden_plus_unembedding_only,1.619440723743537e-07,1.0,3.690860830829479e-05,1.0,3.657761150930989e-07,2.0904464690829627e-05,25.087164241632998,0.21562430262565613,0.0,0.0,0.14660903399110783,0.007189596071839333,0
44660,660,hidden_plus_unembedding_only,1.6384271361857827e-07,1.0,3.7920839531579986e-05,1.0,3.871061865120256e-07,2.0507593944785185e-05,25.428542691461395,0.2211989313364029,0.0,0.0,0.1460721046676623,0.007317253388464451,0
44670,670,hidden_plus_unembedding_only,1.6188182883070112e-07,1.0,3.837787517113611e-05,1.0,3.950583412944477e-07,2.087131724692881e-05,25.768292821707384,0.22687208652496338,0.0,0.0,0.14614228031099233,0.007136722095310688,0
44680,680,hidden_plus_unembedding_only,1.6337583019776503e-07,1.0,3.878811185131781e-05,1.0,4.070713608436268e-07,2.1218284018686973e-05,26.104340994485277,0.23267638683319092,0.0,0.0,0.14578956858878103,0.007097970694303513,0
44690,690,hidden_plus_unembedding_only,1.643718405830441e-07,1.0,3.9820159145165235e-05,1.0,3.984912257020533e-07,2.0462159227463417e-05,26.439845122433326,0.23857969045639038,0.0,0.0,0.14619061566069336,0.007239423226565123,0
44700,700,hidden_plus_unembedding_only,1.6490096754750994e-07,1.0,4.099333455087617e-05,1.0,4.108207973265953e-07,2.139835305570159e-05,26.773040239628187,0.2445734590291977,0.0,0.0,0.1463988277842028,0.0072859893552958965,0
44710,710,hidden_plus_unembedding_only,1.6655059198456001e-07,1.0,4.258588160155341e-05,1.0,4.132367370420636e-07,2.0415671315276995e-05,27.10563518147129,0.250675767660141,0.0,0.0,0.1464442746516467,0.007346286438405514,0
44720,720,hidden_plus_unembedding_only,1.65865841950108e-07,1.0,4.350625749793835e-05,1.0,4.242591751066642e-07,2.0755638615810312e-05,27.43727724586841,0.2568128705024719,0.0,0.0,0.14651515375976262,0.007423226721584797,0
44730,730,hidden_plus_unembedding_only,1.6801348579065234e-07,1.0,4.2927073081955314e-05,1.0,4.3122889227484513e-07,2.098450750054326e-05,27.7685309235181,0.2630791962146759,0.0,0.0,0.1463916994968446,0.007567399647086859,0
44740,740,hidden_plus_unembedding_only,1.6885385889509053e-07,1.0,4.2882125853793696e-05,1.0,4.4054026408793155e-07,2.0766283341799863e-05,28.098668244029618,0.26946189999580383,0.0,0.0,0.14631158520583776,0.0074279699474573135,0
44750,750,hidden_plus_unembedding_only,1.689783601932504e-07,1.0,4.274004459148273e-05,1.0,4.482447839745176e-07,2.0309318642830476e-05,28.42817229696233,0.2759281396865845,0.0,0.0,0.1465530177995711,0.007133892737329006,0
44760,760,hidden_plus_unembedding_only,1.691028614914103e-07,1.0,4.3182681110920385e-05,1.0,4.556443630082635e-07,2.073998075502459e-05,28.755813350383985,0.2825171649456024,0.0,0.0,0.14644562348268558,0.007108153309673071,0
44770,770,hidden_plus_unembedding_only,1.6885385889509053e-07,1.0,4.384810745250434e-05,1.0,4.5452586912522295e-07,2.05614142032573e-05,29.083022744522573,0.2892208993434906,0.0,0.0,0.14630880608096172,0.007009747438132763,0
44780,780,hidden_plus_unembedding_only,1.7090812320930127e-07,1.0,4.516553963185288e-05,1.0,4.677016501620766e-07,2.0694300474133343e-05,29.41013292759446,0.29609331488609314,0.0,0.0,0.1463049994691901,0.007219362538307905,0
44790,790,hidden_plus_unembedding_only,1.7037899624483543e-07,1.0,4.6555334847653285e-05,1.0,4.712127003257653e-07,2.045077781076543e-05,29.736148655655004,0.30305662751197815,0.0,0.0,0.14628411355748036,0.007473969366401434,0
44800,800,hidden_plus_unembedding_only,1.7162399501557957e-07,1.0,4.6755179937463254e-05,1.0,4.730447448202017e-07,2.0519750250969082e-05,30.06152735963195,0.31014284491539,0.0,0.0,0.14641770167386436,0.007535458076745272,0
44810,810,hidden_plus_unembedding_only,1.7115712580562104e-07,1.0,4.6553959691664204e-05,1.0,4.91234077352652e-07,2.0341021809144877e-05,30.387010687391435,0.31737491488456726,0.0,0.0,0.14583096095850084,0.007348072249442339,0
44820,820,hidden_plus_unembedding_only,1.7162399501557957e-07,1.0,4.6318175009218976e-05,1.0,4.891002791054858e-07,2.0814160961890593e-05,30.710423216323942,0.32473495602607727,0.0,0.0,0.14606216644631229,0.0075531755574047565,0
44830,830,hidden_plus_unembedding_only,1.7237100280453888e-07,1.0,4.596587677951902e-05,1.0,4.961119150248335e-07,2.0160741769359447e-05,31.03315704463391,0.3322097957134247,0.0,0.0,0.1458171068925709,0.007697525434195995,0
44840,840,hidden_plus_unembedding_only,1.7311799638264347e-07,1.0,4.621541665983386e-05,1.0,4.947777471005484e-07,2.014072197198402e-05,31.355567905876587,0.33977916836738586,0.0,0.0,0.145896611684628,0.0075781880877912045,0
44850,850,hidden_plus_unembedding_only,1.7423850806608243e-07,1.0,4.805748540093191e-05,1.0,5.112903559061768e-07,2.085417327180039e-05,31.676296404609907,0.3475003242492676,0.0,0.0,0.14538212535823766,0.007505212910473347,0
44860,860,hidden_plus_unembedding_only,1.7551464281950757e-07,1.0,4.835416257265024e-05,1.0,5.294881409615755e-07,2.0452982425922528e-05,31.996757620120125,0.35534098744392395,0.0,0.0,0.14517813717622868,0.00733243627473712,0
44870,870,hidden_plus_unembedding_only,1.7551464281950757e-07,1.0,4.900456769973971e-05,1.0,5.234888851107478e-07,2.0755624063895084e-05,32.315461358163944,0.36330485343933105,0.0,0.0,0.14481742441774492,0.007388655561953783,0
44880,880,hidden_plus_unembedding_only,1.768841428884116e-07,1.0,4.9278231017524377e-05,1.0,5.474968457546781e-07,2.1235053281998262e-05,32.63315370440473,0.37145721912384033,0.0,0.0,0.14494116060300816,0.0076272450387477875,0
44890,890,hidden_plus_unembedding_only,1.7632389415211946e-07,1.0,4.945673208567314e-05,1.0,5.643980476760358e-07,2.0580755517585203e-05,32.95069522197755,0.37979385256767273,0.0,0.0,0.14515696152217414,0.00782160833477974,0
44900,900,hidden_plus_unembedding_only,1.7551464281950757e-07,1.0,5.015574424760416e-05,1.0,5.791162733766637e-07,2.1162528355489485e-05,33.26761443170975,0.3883381485939026,0.0,0.0,0.14502044847136494,0.007679848000407219,0
44910,910,hidden_plus_unembedding_only,1.744563888905759e-07,1.0,5.042887642048299e-05,1.0,5.82840233783147e-07,2.1177285816520452e-05,33.584766138194155,0.3972175121307373,0.0,0.0,0.14501845882067824,0.007513465825468302,0
44920,920,hidden_plus_unembedding_only,1.73616001575283e-07,1.0,5.216322097112425e-05,1.0,6.05630239081095e-07,2.11229853448458e-05,33.90214606569628,0.4064229726791382,0.0,0.0,0.1445902737985373,0.0070259044878184795,0
44930,930,hidden_plus_unembedding_only,1.729935092953383e-07,1.0,5.305665035848506e-05,1.0,6.679671724342592e-07,2.2076503228163347e-05,34.22028429062672,0.4161117970943451,0.0,0.0,0.1445075543703106,0.006853675004094839,0
44940,940,hidden_plus_unembedding_only,1.7031673849032813e-07,1.0,5.306792081682943e-05,1.0,6.653495395789936e-07,2.1623389329761267e-05,34.540021431079985,0.4262899160385132,0.0,0.0,0.14473809733265267,0.006933690048754215,0
44950,950,hidden_plus_unembedding_only,1.6679959458087978e-07,1.0,5.2812767535215244e-05,1.0,6.629441747376873e-07,2.3158301701187156e-05,34.86147261275597,0.43684956431388855,0.0,0.0,0.14488632837780444,0.007157654035836458,0
44960,960,hidden_plus_unembedding_only,1.6726647800169303e-07,1.0,5.367182893678546e-05,1.0,6.821037087900702e-07,2.3087368390406482e-05,35.185568837846425,0.44788452982902527,0.0,0.0,0.14464995018482993,0.0072412434965372086,0
44970,970,hidden_plus_unembedding_only,1.650877123893224e-07,1.0,5.267707820166834e-05,1.0,7.109799497978588e-07,2.1167885279282928e-05,35.51160358895161,0.45914340019226074,0.0,0.0,0.14481020093784466,0.007080174516886473,0
44980,980,hidden_plus_unembedding_only,1.643095828285368e-07,1.0,4.958473437000066e-05,1.0,6.915920919885162e-07,2.2270052795647644e-05,35.838530458123564,0.4705555737018585,0.0,0.0,0.1450906126275784,0.007039728574454784,0
44990,990,hidden_plus_unembedding_only,1.6247319933881954e-07,1.0,4.8845908168004826e-05,1.0,7.307366513856996e-07,2.2046395315555856e-05,36.16643502006408,0.48194992542266846,0.0,0.0,0.1451354243301726,0.006583400070667267,0
45000,1000,hidden_plus_unembedding_only,1.612282005680754e-07,1.0,5.1219129090895876e-05,1.0,6.919817463458528e-07,2.2431189790950157e-05,36.49504409691961,0.4935523271560669,0.0,0.0,0.14574055289752394,0.006571757607161999,0
45010,1010,hidden_plus_unembedding_only,1.620997096551946e-07,1.0,5.261983096715994e-05,1.0,7.501598115092988e-07,2.153766581614036e-05,36.82669739337174,0.5052887797355652,0.0,0.0,0.14575643204106098,0.0065424200147390366,0
45020,1020,hidden_plus_unembedding_only,1.6256657886515313e-07,1.0,5.4081778216641396e-05,1.0,7.323710518469785e-07,2.1697755073546432e-05,37.16165570430902,0.5170339345932007,0.0,0.0,0.14603635006748536,0.006585892289876938,0
45030,1030,hidden_plus_unembedding_only,1.6073019537543587e-07,1.0,5.5497512221336365e-05,1.0,7.36503104111705e-07,2.159317045880016e-05,37.49985889413665,0.5286990404129028,0.0,0.0,0.14652557889816265,0.007075682748109102,0
45040,1040,hidden_plus_unembedding_only,1.6060569407727598e-07,1.0,5.6974124163389206e-05,1.0,7.499918446177113e-07,2.198238144046627e-05,37.841177296974436,0.5402905941009521,0.0,0.0,0.14679506960594435,0.007097246591001749,0
45050,1050,hidden_plus_unembedding_only,1.6004544534098386e-07,1.0,5.915969450143166e-05,1.0,7.533068368336362e-07,2.1773746993858367e-05,38.18564362918321,0.5519036054611206,0.0,0.0,0.1473518253129753,0.006959805730730295,0
45060,1060,hidden_plus_unembedding_only,1.6104144151540822e-07,1.0,5.894588684896007e-05,1.0,7.832145834542544e-07,2.090820089506451e-05,38.53119940140188,0.5636340975761414,0.0,0.0,0.1476851101913159,0.006830794736742973,0
45070,1070,hidden_plus_unembedding_only,1.6104144151540822e-07,1.0,6.180940545164049e-05,1.0,8.042758793607089e-07,2.114788003382273e-05,38.87842693980439,0.5754299163818359,0.0,0.0,0.14767474202829614,0.006858760956674814,0
45080,1080,hidden_plus_unembedding_only,1.613527018662353e-07,1.0,6.569945253431797e-05,1.0,8.128730924711928e-07,2.065332591882907e-05,39.22621580511302,0.5871946215629578,0.0,0.0,0.1474178725730982,0.006840290501713753,0
45090,1090,hidden_plus_unembedding_only,1.6107257749808923e-07,1.0,6.867991760373116e-05,1.0,8.540795767715e-07,2.0106821466470137e-05,39.5754846136719,0.5989995002746582,0.0,0.0,0.14659890433275097,0.006658542435616255,0
45100,1100,hidden_plus_unembedding_only,1.605123145509424e-07,1.0,7.124202238628641e-05,1.0,8.400316819250984e-07,2.053613388852682e-05,39.924669844722736,0.6109144687652588,0.0,0.0,0.14645869036726974,0.006666962523013353,0
45110,1110,hidden_plus_unembedding_only,1.6234869804065966e-07,1.0,7.569331501144916e-05,1.0,8.304490189908665e-07,2.195432534790598e-05,40.27483301306467,0.6229282021522522,0.0,0.0,0.14628087627618136,0.006697295233607292,0
45120,1120,hidden_plus_unembedding_only,1.6104144151540822e-07,1.0,7.753894897177815e-05,1.0,8.261450800832274e-07,2.0274321286706254e-05,40.62659285227516,0.6349912285804749,0.0,0.0,0.14639605865379285,0.006797944661229849,0
45130,1130,hidden_plus_unembedding_only,1.6160170446255506e-07,1.0,8.160559082170948e-05,1.0,8.308365195421126e-07,2.1901583750150166e-05,40.97994705922944,0.647233247756958,0.0,0.0,0.14644092793094807,0.0069868434220552444,0
45140,1140,hidden_plus_unembedding_only,1.6147720316439518e-07,1.0,8.69087889441289e-05,1.0,8.684427449018819e-07,2.0444427718757652e-05,41.334408442832256,0.6595851182937622,0.0,0.0,0.145822444281877,0.006914022844284773,0
45150,1150,hidden_plus_unembedding_only,1.6306458405779267e-07,1.0,9.436042455490679e-05,1.0,8.565824307052946e-07,2.1744932382716797e-05,41.68928688020636,0.6719670295715332,0.0,0.0,0.14564607527290876,0.006896511651575565,0
