step,regime,num_layers,modulus,train_fraction,d_model,num_heads,d_mlp,parameter_count,hidden_matrix_count,initialization_scheme,train_loss,train_accuracy,test_loss,test_accuracy,elapsed_seconds,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,train_collapse_detected,generalization_collapse_detected,auxiliary_frozen,scheduled_freeze_step
0,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,5.2187628746032715,0.008616187609732151,5.209828853607178,0.009844501502811909,0.18422070798987988,27.71200264974967,123.10922682798059,6.175757884979248,nan,nan,nan,nan,nan,0,0,0,
100,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.12032220512628555,0.9762402176856995,23.683134078979492,0.007942723110318184,6.207569541991688,59.96488123713371,112.68677329748085,6.215774059295654,4.021524420012144,0.4664738737158366,0.7596287131309509,1.277288655070972,0.014370026998221874,0,0,0,
200,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.1479422003030777,0.9673629403114319,27.583627700805664,0.017563486471772194,12.077366249999614,71.19258476599069,101.96053097778348,6.067696571350098,20.670194654301316,3.655008644994839,1.1303056478500366,1.3132409151792912,0.014441102743148804,0,0,0,
300,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.16899333894252777,0.9524804353713989,32.64706802368164,0.023492559790611267,17.833093416993506,78.28827318593102,92.27797419604431,5.894715785980225,3.0216965976013825,0.3403150216291149,1.471002459526062,1.3044411178076267,0.012639090418815613,0,0,0,
400,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.2110183984041214,0.9545691609382629,35.2204475402832,0.026736771687865257,23.58646495800349,82.2766918062906,83.51075144397329,5.703083515167236,5.650534932773267,1.2802355586669318,1.620015025138855,1.2852042298263697,0.0143385985866189,0,0,0,
500,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.161524698138237,0.9605743885040283,40.63694381713867,0.02886228822171688,29.36401966700214,85.30593550279394,75.57787987898881,5.515041828155518,4.037884288651964,0.5657355315919431,2.0096564292907715,1.2764149485400826,0.013837520964443684,0,0,0,
600,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.15507598221302032,0.9691905975341797,40.978450775146484,0.06835216283798218,35.149864582999726,87.69156337249964,68.39465988093961,5.333879470825195,4.808552182397562,0.7781063156527032,2.5477135181427,1.2507058438656273,0.014607714489102364,0,0,0,
700,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.1364409476518631,0.9725848436355591,24.56892967224121,0.15963754057884216,40.91914320799697,84.90388373812368,61.88712230356192,5.165317058563232,4.281961432781703,0.805978937582192,2.4340128898620605,1.2337296614534539,0.014907767064869404,0,0,0,
800,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.08887843042612076,0.9840731024742126,17.966999053955078,0.3046202063560486,46.707361499997205,85.4417210537806,56.007521676296996,5.009698867797852,2.9050802806258598,0.8534367065525224,2.433119535446167,0.9838902000105916,0.012262673117220402,0,0,0,
900,stable_muon,2,113,0.3,128,4,512,422656,8,nested_depth_one_shared_v2,0.1244315430521965,0.982506513595581,10.984457969665527,0.49848976731300354,52.43994512499194,82.52170373931263,50.67921352141589,4.859562397003174,4.584200444345383,1.3077283376892646,2.904048442840576,1.2546173599330956,0.01536532212048769,0,0,0,
