step,train_loss,train_accuracy,test_loss,test_accuracy,total_parameter_norm,hidden_parameter_norm,auxiliary_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,muon_pre_ns_update_norm,muon_post_ns_update_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
0,5.186100959777832,0.007571801543235779,5.174230575561523,0.008390200324356556,124.81024820788959,19.585105107656336,123.26403253032517,nan,nan,nan,nan,nan,nan,0
100,2.2028732299804688,0.4360313415527344,9.01097583770752,0.00022373867977876216,120.09001979792448,30.419035835486337,116.17355600094753,0.301698727885644,0.14270372573638854,0.15420119832271859,19.980949077519075,0.3017114867314555,0.005235516931861639,0
200,0.0005823443061672151,1.0,34.62836456298828,0.0014543014112859964,119.39601777396736,48.057625103464396,109.29718079482379,0.0029141497511922148,0.0015134744960831113,0.019321940951848974,19.923464475763677,0.29955494607912025,0.0055855559185147285,0
300,1.0084541202104447e-07,1.0,86.14552307128906,0.002349256072193384,120.62134012745172,69.0263318042135,98.91851804286706,2.8940738008508393e-06,2.5879532177668804e-06,0.00011734304515708686,19.790478255645155,0.2973475469134776,0.005316516850143671,0
400,0.023694466799497604,0.9945169687271118,144.50315856933594,0.003020472126081586,124.28346858127271,86.22738114614835,89.50541493825423,2.8158863266035516,1.73006536695508,0.2706640453267063,19.547939126653773,0.2930798434716318,0.0050867353565990925,0
500,0.0008242236217483878,1.0,93.27912902832031,0.003915426786988974,114.07787589806489,80.28686915031237,81.0418435837618,0.15853054064744776,0.15331750053253848,0.02549787811078702,19.8981644312304,0.3000956950688142,0.005268965382128954,0
600,1.2365798284008633e-05,1.0,68.38198852539062,0.004362904001027346,107.8481533767071,79.08083569442994,73.33106853603265,0.0001821293248137798,0.00021149768157869553,0.0003549186770376576,20.15512910901329,0.3047356342888578,0.004877797327935696,0
700,2.835500012565717e-08,1.0,75.25350952148438,0.0038035574834793806,109.48409645217974,87.08904318555236,66.34957372112643,4.932054869164856e-07,7.661552137195063e-07,2.0556308951673117e-06,19.936972062200958,0.3010392928233469,0.00460259523242712,0
800,1.4652925983682508e-06,1.0,59.52894592285156,0.005817205645143986,108.74342311238111,90.67088694578723,60.03267719053191,5.770045561282976e-05,8.404423099990082e-05,0.00022643266759125267,17.407149076906254,0.2595867600812915,0.0042669037356972694,0
900,7.68790897609506e-09,1.0,53.9235954284668,0.005705336108803749,105.92766406179244,90.94126415702881,54.31718408670923,1.6567727713055272e-07,5.124647983812241e-07,1.2020954928194617e-06,19.460512703781365,0.2926510813664808,0.004939599893987179,0
1000,3.6416405890804526e-08,1.0,22.698184967041016,0.011410672217607498,99.14810993070496,86.11059911218375,49.14582813802139,5.202910013405386e-07,1.6491562812721004e-06,9.996336976102454e-08,19.248018332965607,0.29063287875067845,0.004733415320515633,0
1100,2.4433232326259713e-08,1.0,17.646825790405273,0.015661707147955894,100.80349841903545,90.46572642166485,44.466815003066834,2.3411347588230113e-07,3.508957208324477e-06,1.1835880723861012e-07,20.022611210024884,0.3028169719808321,0.005068173166364431,0
1200,1.6838697547427728e-08,1.0,17.217382431030273,0.01789909414947033,106.93787414853341,99.08073479690374,40.23328124219049,2.484767076691727e-07,6.43750223874713e-06,1.7373685637529602e-07,19.632079598496915,0.29514233040115906,0.0044351485557854176,0
1300,1.6558573179281666e-08,1.0,18.774986267089844,0.017563486471772194,114.93455515046342,109.0173735181879,36.402805370339564,3.8491297290703433e-07,1.271560495725274e-05,2.5871531719477627e-07,19.247060883819298,0.29022972259572244,0.0051164631731808186,0
1400,1.5780445394852904e-08,1.0,20.75290870666504,0.01476675271987915,123.38983810383998,118.91259379846943,32.93701843537223,5.263267996620049e-07,2.1644971378726534e-05,3.7811711009154346e-07,18.491987493476472,0.28041890588877105,0.005022423341870308,0
1500,1.8301578919022177e-08,1.0,22.793010711669922,0.01185814943164587,132.02433354724866,128.61692394406353,29.801200038960545,6.574450386903623e-07,3.38436380474777e-05,4.996491009870861e-07,18.448039530217162,0.2794184480211712,0.005091037135571241,0
1600,1.7834702603636288e-08,1.0,24.487743377685547,0.00962076336145401,140.4393401941477,137.82653641104653,26.963941386637227,8.779714213427426e-07,4.763194138829649e-05,6.292724395982129e-07,18.399013367536753,0.27912798410099904,0.005244273226708174,0
1700,2.3281602423708136e-08,1.0,25.639585494995117,0.00827833078801632,148.66434807763747,146.648845085079,24.396815869318978,1.0416948506693336e-06,6.57182528787154e-05,7.871125286933106e-07,18.306056646027162,0.2786240276380219,0.0050881486386060715,0
1800,2.511798413706856e-08,1.0,25.644262313842773,0.007830853573977947,156.3242346174376,154.75787487245694,22.07411365578785,1.1685140921992467e-06,7.784070457271744e-05,9.681047924350566e-07,18.001400378818083,0.2744014743283516,0.00497862696647644,0
1900,3.0253634264454377e-08,1.0,24.548526763916016,0.0070477682165801525,163.162219250115,161.93519217169646,19.972564355593754,1.2674015926211504e-06,8.619277141658201e-05,1.116779551013309e-06,17.65904426922314,0.27000683362042366,0.00476853596046567,0
2000,3.230789147323776e-08,1.0,22.98394012451172,0.007718984037637711,169.49443799439695,168.5283335759836,18.07111765050717,1.3758705029856573e-06,8.94237555509029e-05,1.2360289043752008e-06,17.56761700436381,0.2694024863882682,0.004677850753068924,0
2100,3.333502363034313e-08,1.0,21.462369918823242,0.0070477682165801525,175.53864955507453,174.77548808300133,16.350726374321336,1.4410827677798117e-06,8.882365637503901e-05,1.3188763168325475e-06,17.435731847286398,0.2680730466223496,0.004716170951724052,0
2200,3.909316959038733e-08,1.0,20.057571411132812,0.006264682859182358,181.3805725731812,180.77622944009644,14.79415345319406,1.4808896790791315e-06,8.870745030840134e-05,1.3760293764890274e-06,17.37788307952457,0.26769856216754245,0.004571390803903341,0
2300,4.295268851706169e-08,1.0,18.862131118774414,0.0063765523955225945,187.07228765912984,186.59276761558021,13.385809037122494,1.427109741213062e-06,8.311952081205975e-05,1.3864243291246727e-06,17.418234462872192,0.2680125321620438,0.004869041033089161,0
2400,4.8804214003439483e-08,1.0,17.857898712158203,0.005929074715822935,192.4839297442042,192.10250601999755,12.111580846798692,1.394371771414749e-06,7.911921503885403e-05,1.360234471367114e-06,17.4256004975677,0.2669010510316535,0.0048052105121314526,0
2500,5.4531238191657394e-08,1.0,17.102205276489258,0.005369727965444326,197.47634942611933,197.17204509938156,10.95870494147103,1.2838388854528816e-06,7.164980591288136e-05,1.2709828074130778e-06,17.648524070800683,0.26776191960221535,0.004753683228045702,0
2600,6.209464942230625e-08,1.0,16.616716384887695,0.005257858894765377,202.13230418381906,201.88895119909242,9.91563303024264,1.1365823503696665e-06,6.35154475987957e-05,1.141758959896671e-06,18.09987709359789,0.27122835226031744,0.004926078487187624,0
