step,train_loss,train_accuracy,test_loss,test_accuracy,total_parameter_norm,hidden_parameter_norm,auxiliary_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,muon_pre_ns_update_norm,muon_post_ns_update_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
2100,3.495352629556692e-08,1.0,19.06793975830078,0.009508893825113773,171.02263610037528,170.23890230404186,16.354149352267473,1.2648909590148566e-06,8.464721410939981e-05,1.1708196064469169e-06,17.556972893941367,0.2695730574002535,0.004678376484662294,0
2200,3.843954132776162e-08,1.0,18.028207778930664,0.009844501502811909,177.26690036151285,176.6482254336255,14.797243490919373,1.3084506603008142e-06,8.388945646620416e-05,1.2406001841139857e-06,17.598711052034158,0.2702974443561358,0.004574521444737911,0
2300,4.394869179691341e-08,1.0,17.134870529174805,0.009844501502811909,183.36363981817453,182.8741913973596,13.388596944083943,1.3266333666128453e-06,8.295018068604478e-05,1.2774659169296507e-06,17.55669817694259,0.27012396006676703,0.004472247790545225,0
2400,4.914658902066549e-08,1.0,16.443166732788086,0.008837677538394928,189.2935895414348,188.9055627939497,12.114098686337385,1.304577196692827e-06,7.852180990259699e-05,1.2685132855518138e-06,17.649397278170248,0.2707079793425789,0.004545385017991066,0
2500,5.31617345700397e-08,1.0,15.963862419128418,0.00805459264665842,194.94537714677566,194.6369875966241,10.960982173610306,1.2210479950747417e-06,7.16771922775174e-05,1.2113029365078822e-06,17.895468519533427,0.27235253134368903,0.004538574256002903,0
2600,6.172114552782659e-08,1.0,15.696451187133789,0.007942723110318184,200.25825408406106,200.012518594632,9.917698030710412,1.1160841475947348e-06,6.469874976028766e-05,1.113424318308115e-06,18.26330847836006,0.27471210537516855,0.0046263826079666615,0
2700,7.283281888703641e-08,1.0,15.642658233642578,0.006935898680239916,205.2506736289182,205.05440766930957,8.973790754931526,9.722586467344613e-07,5.654696656999973e-05,9.719818029845526e-07,18.932967278614218,0.2806051305195544,0.004461124539375305,0
2800,9.679916956883972e-08,1.0,15.787172317504883,0.006935898680239916,210.25551902632284,210.09867203554475,8.11980849090721,7.156558687779579e-07,4.3261100843187545e-05,7.543436476759732e-07,19.89628348115615,0.29288022628722776,0.004766542464494705,0
2900,2.388231621353043e-07,1.0,16.120609283447266,0.005369727965444326,214.32477792004485,214.19880332475762,7.347318199066872,5.901601779216924e-07,3.5547958750978263e-05,4.3663885563120297e-07,20.131640453885197,0.30247877682677965,0.004725037142634392,0
3000,5.98193821588211e-07,1.0,16.485925674438477,0.00413916539400816,217.61728329445734,217.515688456132,6.6488543310128705,4.806537421387511e-07,2.8915000517402897e-05,3.5780323541633906e-07,20.287271138116676,0.30382379798983783,0.004611520562320948,0
3100,2.1934174583293498e-06,1.0,15.985818862915039,0.0035798188764601946,221.06651938630665,220.98455180108542,6.0194566905737945,1.2712631011564731e-06,6.416222181058853e-05,1.063893535185236e-06,20.2371399805869,0.30453910266363426,0.004691536072641611,0
3200,5.43113446838106e-06,1.0,15.36452579498291,0.003020472126081586,225.45351229666252,225.38742430624907,5.458495350937642,3.095033309010264e-06,0.0001590521031352161,2.5341766975138943e-06,20.27140514590523,0.30504677652879875,0.004821257200092077,0
3300,7.662013558729086e-06,1.0,15.127180099487305,0.002908602822571993,230.14007659078763,230.08654230300235,4.963658354711498,3.816516496410683e-06,0.00021288466275601805,3.5626033152910565e-06,20.25885764461121,0.30528009806143996,0.0048791179433465,0
3400,8.475960385112558e-06,1.0,15.029058456420898,0.002461125375702977,234.9180893561193,234.8744901610356,4.52576825779459,3.932551765465088e-06,0.00023131361062307023,3.831971636806443e-06,20.27659165115679,0.3056082382318593,0.00494216475635767,0
3500,8.908065865398385e-06,1.0,14.925251960754395,0.002125517465174198,239.60221258546284,239.5664899659333,4.137289118700109,3.9636541120584675e-06,0.00024009498060515404,3.878876543774145e-06,20.23886416851752,0.3052758358560868,0.0049649751745164394,0
3600,9.356419468531385e-06,1.0,14.79922103881836,0.0017899094382300973,243.91527321528218,243.8857623125439,3.794133486724735,4.012660246882421e-06,0.00024851364373372134,3.9381582885106534e-06,20.153013108662112,0.3039743228895634,0.00499315420165658,0
3700,9.723878974909894e-06,1.0,14.660568237304688,0.0017899094382300973,247.8441476060259,247.8195293903213,3.4931869857233533,4.066050126142052e-06,0.00025419840968737655,3.983973815443217e-06,20.086033841147884,0.3028584478641987,0.005107758566737175,0
3800,9.944616977008991e-06,1.0,14.513568878173828,0.0017899094382300973,251.46531465205953,251.4445565625056,3.2310134856147945,4.055513628793442e-06,0.00025578981895253456,3.9921191216635526e-06,20.043528414006676,0.3021705507345889,0.0051297214813530445,0
3900,1.00366523838602e-05,1.0,14.359187126159668,0.002013648161664605,254.83251057077211,254.81480220547311,3.004167237073174,4.025350060938303e-06,0.0002540376946745736,3.961162345136356e-06,20.02562152423946,0.30181085153716325,0.005218337289988995,0
4000,1.0242450116493274e-05,1.0,14.18920612335205,0.002013648161664605,257.79304176584964,257.777725115002,2.8101276525387666,4.04360781465446e-06,0.0002547726573986751,3.9757536781917666e-06,19.881082919423452,0.2994401671608453,0.005203156266361475,0
4100,1.0233111424895469e-05,1.0,14.022892951965332,0.002237386768683791,260.41591055978495,260.4024621285548,2.6465430411206143,3.991883066131933e-06,0.0002512470445393559,3.935100203242968e-06,19.851047022420026,0.2989959603066059,0.005176385398954153,0
4200,1.0115896657225676e-05,1.0,13.853983879089355,0.002684863982722163,262.79094270463895,262.77896054390317,2.5094746578962845,3.91213737483808e-06,0.00024588677650366265,3.8580991467874624e-06,19.825174886823078,0.29865205932758787,0.005348938517272472,0
4300,9.871193469734862e-06,1.0,13.68108081817627,0.002908602822571993,264.95063104849123,264.9398006428993,2.395606039084959,3.77805244081352e-06,0.00023837182925721463,3.7423338804869315e-06,19.817057267646295,0.29848575086313694,0.005418348126113415,0
4400,9.549487003823742e-06,1.0,13.506220817565918,0.002684863982722163,266.9484054506333,266.9384857887338,2.301299079580329,3.6273461718947623e-06,0.00022964203825125655,3.601022346263697e-06,19.8132452070081,0.2984351910556629,0.005587268155068159,0
4500,9.16198314371286e-06,1.0,13.328906059265137,0.0027967335190624,268.77821287222855,268.7690150425112,2.2235709719719994,3.460725311412433e-06,0.00022089305941023907,3.441414573351866e-06,19.82175991289115,0.2983539885309941,0.005526238586753607,0
4600,8.730872650630772e-06,1.0,13.149279594421387,0.003467949340119958,270.4479572601166,270.43933534712653,2.1595099384564875,3.2766889830931337e-06,0.00021108998647836823,3.2677649946399073e-06,19.827070928956374,0.2983275695786198,0.005607672967016697,0
4700,8.292789971164893e-06,1.0,12.962596893310547,0.0036916881799697876,271.9535921041388,271.94543246603695,2.106660676154785,3.1027496361922888e-06,0.00020165980686936676,3.0907712394684622e-06,19.805955913237486,0.2977846241840529,0.005610325839370489,0
4800,7.849572284612805e-06,1.0,12.769344329833984,0.0036916881799697876,273.29509776974066,273.2873102800421,2.0631298728121243,2.9241456596726977e-06,0.00019195054738907184,2.919060691547399e-06,19.79395936666101,0.2974246497457271,0.005487415473908186,0
4900,7.424250725307502e-06,1.0,12.569367408752441,0.004251034930348396,274.4683568539918,274.46086904729634,2.027381545989304,2.7591474185070664e-06,0.00018290362497966144,2.755799901912737e-06,19.75131512258404,0.29648439258021747,0.005528715904802084,0
5000,6.998772732913494e-06,1.0,12.365787506103516,0.004810381680727005,275.48190927023046,275.4746631391079,1.998074965182583,2.597152790451918e-06,0.00017412041646851144,2.5969542819822693e-06,19.730079820312337,0.2959248196466502,0.005582871846854687,0
5100,6.608435342059238e-06,1.0,12.155771255493164,0.005257858894765377,276.3417429924747,276.33469242445346,1.974001722802205,2.4469577239392936e-06,0.00016514319691999702,2.449699957238625e-06,19.692360960564603,0.29499920187274986,0.005528505425900221,0
5200,6.2416279433819e-06,1.0,11.941239356994629,0.005705336108803749,277.02522939242436,277.0183338991912,1.954585286330237,2.3138987782796255e-06,0.00015725035739670655,2.3161071823065643e-06,19.626955270761766,0.2937478531404429,0.005549235735088587,0
5300,5.886399321752833e-06,1.0,11.720489501953125,0.006264682859182358,277.55620912113557,277.54943632879224,1.9389727345231837,2.1850247672317444e-06,0.00014995203858991072,2.1864740794942093e-06,19.60579974097626,0.29300229880275275,0.005297287367284298,0
5400,5.55494943910162e-06,1.0,11.493374824523926,0.007383376359939575,277.95542470301973,277.9487482285642,1.9265201816510469,2.0682604917645524e-06,0.00014285591911949698,2.0680060307971978e-06,19.5439482498728,0.2917138700024624,0.005265355110168457,0
5500,5.2435443649301305e-06,1.0,11.262393951416016,0.00827833078801632,278.2079750891106,278.20137163295124,1.9168267338856508,1.9539148507653094e-06,0.0001347423143326873,1.958596000387081e-06,19.49022197894163,0.2904471764991708,0.005365742836147547,0
5600,4.942316991218831e-06,1.0,11.031596183776855,0.0092851547524333,278.35587933447215,278.3493311487681,1.909295446146148,1.8451258459875038e-06,0.00012769227794704854,1.8520559738955034e-06,19.446570884142073,0.28935633005315353,0.005288321059197187,0
5700,4.667950179282343e-06,1.0,10.80078125,0.010068240575492382,278.39491669065444,278.3884082288686,1.9036289011325433,1.751017458220634e-06,0.0001212446816039746,1.7549287383180109e-06,19.383720666492476,0.2879363712624671,0.005286964122205973,0
5800,4.405597337608924e-06,1.0,10.565879821777344,0.011746279895305634,278.35192348717896,278.345441209132,1.8996492060329115,1.6590293890530233e-06,0.00011486912231624498,1.6645587470538547e-06,19.37205532205907,0.2874545315629488,0.005269024055451155,0
5900,4.1641915231593885e-06,1.0,10.327461242675781,0.01375992875546217,278.23463063052094,278.2281644129227,1.896894703998023,1.579626003120281e-06,0.00011022361130052023,1.5803280657691203e-06,19.30822568969847,0.2861322712291304,0.005130060017108917,0
6000,3.934396318072686e-06,1.0,10.080926895141602,0.016444792971014977,278.0242986362843,278.0178374165121,1.8954446559136948,1.4973171030207495e-06,0.0001036423420672559,1.5012144088112868e-06,19.262167127894504,0.28501369993261855,0.005287621635943651,0
6100,3.718979996847338e-06,1.0,9.826887130737305,0.019465263932943344,277.7447466505266,277.73828152841526,1.8950634838838758,1.4243468746606847e-06,9.837729282805552e-05,1.4274486836173136e-06,19.204595082764378,0.2838078753590703,0.005097087938338518,0
6200,3.5161069718014915e-06,1.0,9.57018756866455,0.021926390007138252,277.41383152242514,277.40735501248395,1.8956014692396563,1.3542205788365147e-06,9.360449619563603e-05,1.358552227499061e-06,19.17047279665187,0.2831743883033308,0.005099804140627384,0
6300,3.3062622151192045e-06,1.0,9.31556510925293,0.02505873143672943,277.1027145751873,277.09622520008617,1.8964189412829549,1.2846263762232185e-06,8.857496307245056e-05,1.2875846967602465e-06,19.176052718319376,0.2828601115868029,0.005150390323251486,0
6400,3.121130475847167e-06,1.0,9.06037712097168,0.02819107286632061,276.7699695514199,276.7634654686711,1.8974264848960913,1.2217726980554577e-06,8.431587730537502e-05,1.22458241413039e-06,19.17152255603768,0.2825544407258485,0.005067766178399324,0
6500,2.9352204364840873e-06,1.0,8.807546615600586,0.03188275918364525,276.46907801531574,276.462559667206,1.8984733064570127,1.156417788108826e-06,7.906867445171892e-05,1.1609563452876188e-06,19.17991898463485,0.282368948577046,0.004977565724402666,0
6600,2.7542284897208447e-06,1.0,8.55396842956543,0.03479136526584625,276.1812796316286,276.17475133681677,1.8989320712574311,1.0942220960475293e-06,7.474923304867098e-05,1.0984362587653736e-06,19.178481922282177,0.2818849620608539,0.00501553388312459,0
6700,2.588300503703067e-06,1.0,8.301613807678223,0.040720436722040176,275.86710138468703,275.86056551316136,1.89895264500899,1.034570145762741e-06,7.05864739154122e-05,1.0399695285720797e-06,19.154740228183154,0.2814143152778475,0.00512926047667861,0
6800,2.4445650979032507e-06,1.0,8.046773910522461,0.04530708119273186,275.5375485864483,275.53100526486764,1.8988993551033557,9.85297132286433e-07,6.73286817963531e-05,9.877343056747159e-07,19.124184066039497,0.2807755028235024,0.005187628325074911,0
6900,2.2984643237577984e-06,1.0,7.7937092781066895,0.052242979407310486,275.25884925336527,275.25229654331827,1.8992998489059298,9.334988842966282e-07,6.323180069129227e-05,9.389923199687305e-07,19.16356410941321,0.2814692440068195,0.005111373029649258,0
7000,2.159272980861715e-06,1.0,7.540563106536865,0.06040944159030914,275.05968719370134,275.05312871847406,1.8994476237477658,8.858609168945162e-07,5.971468496404032e-05,8.903475498060625e-07,19.202131763072686,0.28166612499185734,0.005178746301680803,0
7100,2.033776581811253e-06,1.0,7.2851386070251465,0.06980646401643753,274.87429735846666,274.8677339239642,1.8995251552888546,8.431163120862539e-07,5.676396366997039e-05,8.467517486296493e-07,19.200883362181006,0.2813357815952967,0.00505006592720747,0
7200,1.91721346709528e-06,1.0,7.028909683227539,0.07752545177936554,274.66328942434296,274.65671901226784,1.8998049417125928,8.031973164354033e-07,5.3813957988068574e-05,8.071763446752887e-07,19.17804675869692,0.28068313991459387,0.004965629894286394,0
7300,1.8111702502210392e-06,1.0,6.773349285125732,0.08513256162405014,274.4315063052298,274.42492417290686,1.9006960966141757,7.67142836267732e-07,5.1163767011399054e-05,7.70580142957583e-07,19.153688127823905,0.2801485679174598,0.005037127994000912,0
7400,1.7102314586736611e-06,1.0,6.521551132202148,0.09643136709928513,274.16959643885934,274.1629974490022,1.9022200780665686,7.323958924981456e-07,4.8515231832420766e-05,7.359963537966366e-07,19.117178411440463,0.27932426678159866,0.004931511357426643,0
7500,1.6134013094415423e-06,1.0,6.268977642059326,0.10873699188232422,273.9002957889565,273.8936774282532,1.9040740809731633,6.987624363290162e-07,4.606436771699207e-05,7.024363563783952e-07,19.109937273790962,0.2794119006820277,0.004906393587589264,0
7600,1.5190923932095757e-06,1.0,6.013996124267578,0.12126635760068893,273.68552529655113,273.67888902982395,1.9059003778852635,6.674359453539032e-07,4.376460907782358e-05,6.699684733154655e-07,19.107553848997227,0.27982572751941587,0.005000060889869928,0
7700,1.42646399581281e-06,1.0,5.75343132019043,0.1343550682067871,273.5442854976954,273.53763432111776,1.907547758548952,6.350780576979227e-07,4.128124580522204e-05,6.384587626455776e-07,19.153366058714806,0.2805913222126173,0.00511909369379282,0
7800,1.3379443544181413e-06,1.0,5.482545852661133,0.15180668234825134,273.4058884179727,273.3992257826137,1.908707177204283,6.026728413370883e-07,3.890314598166627e-05,6.067910834539814e-07,19.138034840778367,0.2803207181683849,0.004938516300171614,0
7900,1.2449112318790867e-06,1.0,5.1930341720581055,0.16925831139087677,273.341804931715,273.3351423916678,1.9084698201506027,5.679480439663617e-07,3.649940189979287e-05,5.722819279970998e-07,19.189845786391906,0.28149753963606544,0.004835548344999552,0
8000,1.1738528655769187e-06,1.0,4.900872230529785,0.1915203034877777,273.2999292442005,273.2932726486453,1.9074721172857434,5.428638571808098e-07,3.4675755729207094e-05,5.45208988354689e-07,19.147862290327396,0.2809560664054833,0.0048554204404354095,0
8100,1.1101708423666423e-06,1.0,4.61321496963501,0.21478912234306335,273.1970525175275,273.19039611411563,1.9070855453472533,5.201474889174566e-07,3.304889960355369e-05,5.225986702147744e-07,19.092821923979535,0.28002927174569087,0.004989175591617823,0
8200,1.0480449645910994e-06,1.0,4.330899238586426,0.23783421516418457,273.05521598429897,273.0485543834191,1.9073346211862876,4.963242607294684e-07,3.1276598964077836e-05,4.995142310695308e-07,19.06321078919948,0.27990369664230763,0.005174675025045872,0
8300,9.877869615593227e-07,1.0,4.047689437866211,0.26546594500541687,272.9391357290625,272.9324695616908,1.9075826284374062,4.7364023172114367e-07,2.9569744270792394e-05,4.763687789275548e-07,19.10199156456302,0.280791800898393,0.00529811717569828,0
8400,9.35683488023642e-07,1.0,3.7645771503448486,0.2951112985610962,272.8190170986408,272.8123445372321,1.9080772434635318,4.536542488262618e-07,2.810978931631257e-05,4.5609685808099504e-07,19.065831108996935,0.27984319363547966,0.005358207039535046,0
8500,8.836423717184516e-07,1.0,3.486572027206421,0.3286721110343933,272.62165650542806,272.6149732009725,1.9089217890347006,4.327048989685494e-07,2.6615698725426502e-05,4.358066527656666e-07,19.014850048250214,0.2792543423069889,0.005305539350956678,0
8600,8.310408929901314e-07,1.0,3.213334798812866,0.36055487394332886,272.4557675429803,272.44907807424147,1.9092207652392208,4.1160931378033785e-07,2.5076401102949647e-05,4.139550542306096e-07,19.052355955631057,0.2802289590506065,0.0052356659434735775,0
8700,7.813029014869244e-07,1.0,2.9464831352233887,0.3971361517906189,272.35685679742534,272.3501697210012,1.9085328174073568,3.903724591153603e-07,2.3553386087950835e-05,3.925519079274908e-07,19.062166826831394,0.2808332420850028,0.0052693430334329605,0
8800,7.335259510909964e-07,1.0,2.685868263244629,0.43181565403938293,272.30990480541067,272.30322541296874,1.9072715658109434,3.70178547755524e-07,2.2199151247823045e-05,3.7217721743583853e-07,19.080997278313,0.28129322670747187,0.0053833178244531155,0
8900,6.93499032422551e-07,1.0,2.4260456562042236,0.46694260835647583,272.2677271626215,272.26105840060984,1.9056056463518503,3.520104794724504e-07,2.0961955076498145e-05,3.5422005479522025e-07,19.048573746330522,0.281387348524475,0.005379415117204189,0
9000,6.551839533130988e-07,1.0,2.1778647899627686,0.5090054869651794,272.25138840776435,272.2447270166543,1.9044950991691854,3.3797235386323776e-07,2.0021436440228233e-05,3.3903244146729204e-07,19.054526886425233,0.28184125343124017,0.00527642946690321,0
9100,6.204172109391948e-07,1.0,1.9430960416793823,0.5463698506355286,272.2403145956926,272.233658119641,1.9037536500564896,3.2197786262755904e-07,1.8991409836691285e-05,3.2368575306897353e-07,19.058581243487374,0.28217590837078643,0.0054498338140547276,0
9200,5.817287274112459e-07,1.0,1.7197024822235107,0.5892158150672913,272.3067881071347,272.30014396249567,1.9022216558832927,3.0319235490484524e-07,1.7691025350560695e-05,3.0501183532524264e-07,19.101432470226673,0.28364942041480057,0.005525473039597273,0
9300,5.400522127274598e-07,1.0,1.5300124883651733,0.6223291158676147,272.48505564488016,272.47844247802743,1.8984031557429746,2.826877708180109e-07,1.6315615933997364e-05,2.8412880733134325e-07,19.16501308194576,0.2852916975553401,0.005759005434811115,0
9400,5.044138902121631e-07,1.0,1.3558746576309204,0.6579035520553589,272.7446428475859,272.73806939000553,1.8935964379227916,2.6808349232371716e-07,1.5432262494097016e-05,2.6906479591761856e-07,19.193457727181254,0.2857821846706175,0.005665398668497801,0
9500,4.726662723442132e-07,1.0,1.1875451803207397,0.6933661699295044,273.0367017748183,273.03016626494997,1.8891335063590298,2.5699988716103854e-07,1.4727612561875808e-05,2.56362057630205e-07,19.26777852820615,0.28673450583761895,0.005984658841043711,0
9600,4.423504549322388e-07,1.0,1.0252701044082642,0.7297236919403076,273.40208075577056,273.3955833640617,1.8848762848765253,2.436586260554296e-07,1.3974355821202034e-05,2.440406352379188e-07,19.335628539894117,0.2880663417308302,0.005795614793896675,0
9700,4.119100651678309e-07,1.0,0.8746728301048279,0.7687661051750183,273.8376981873932,273.83124105942005,1.880523445119421,2.3171975218772515e-07,1.323581369927124e-05,2.3185146675523398e-07,19.400754215813315,0.28929431370300657,0.006038298364728689,0
9800,3.805670303336228e-07,1.0,0.7413737177848816,0.8017675280570984,274.3461359438022,274.3397231830388,1.8757908062495703,2.1941593737002014e-07,1.2545883569304555e-05,2.1963900472747505e-07,19.491574371931605,0.29104006709071306,0.005970811937004328,0
9900,3.515272908316547e-07,1.0,0.6222046613693237,0.8328672051429749,274.9683647252464,274.9620071759708,1.869815348503704,2.0659221469318612e-07,1.1774064869247268e-05,2.068583365634187e-07,19.590886778998254,0.2931705537540525,0.005895270965993404,0
10000,3.2843243502611585e-07,1.0,0.5223395824432373,0.8566953539848328,275.68510113214353,275.67880462504445,1.8632409255870706,1.9643910568477755e-07,1.1197332615468757e-05,1.958446120889974e-07,19.686377649661612,0.29486267394433224,0.0056386590003967285,0
10100,3.047150585189229e-07,1.0,0.4403291940689087,0.8777267932891846,276.50126027645837,276.4950284841563,1.8563830465131097,1.856050854836781e-07,1.0559277344413069e-05,1.8558249303348519e-07,19.792866597504414,0.29680249380313767,0.005431286059319973,0
10200,2.7723157813852595e-07,1.0,0.3773522675037384,0.8959615230560303,277.4291111609038,277.4229506744901,1.8488262732262768,1.7819630577252572e-07,1.018976626907043e-05,1.7731237812013774e-07,19.948552464394805,0.2992187454639738,0.005284156184643507,0
10300,2.481607168647315e-07,1.0,0.3296704590320587,0.9089383482933044,278.53056765747124,278.524502071379,1.8381690573947786,1.72206674035266e-07,9.956174985933869e-06,1.7064234989846108e-07,20.246935309263538,0.3034159682612037,0.0050703356973826885,0
10400,2.3393653236780665e-07,1.0,0.29303330183029175,0.9185591340065002,279.87539236550253,279.8694152161869,1.8291195405287246,1.7624193483379467e-07,9.972328936449753e-06,1.733971574092799e-07,20.367486552350844,0.3061004097014536,0.005024807993322611,0
10500,2.203970979053338e-07,1.0,0.2652333080768585,0.9275086522102356,281.2219619351993,281.21603011406893,1.826549086601584,1.9685043760333923e-07,1.0458132715707245e-05,1.9213491563483574e-07,20.38788792826554,0.3070716519543038,0.004952001851052046,0
10600,2.101257905451348e-07,1.0,0.24998897314071655,0.931983470916748,282.48134739720894,282.4754002145067,1.8330032724815997,2.3443963871656688e-07,1.1584692431872915e-05,2.2630109527863356e-07,20.315120863143072,0.3075457156655272,0.004987403750419617,0
10700,2.0072600648290972e-07,1.0,0.25461068749427795,0.9295223355293274,283.5737922568638,283.56774502547864,1.851927672469743,2.829322254270109e-07,1.3169949648525363e-05,2.7461359831749635e-07,20.273080591426115,0.3082299513901186,0.005084030330181122,0
10800,1.9689761643348902e-07,1.0,0.28786444664001465,0.9191184639930725,284.34549940166727,284.33923064468877,1.8881065568604039,3.7959501551636124e-07,1.629237277344943e-05,3.6377609483587145e-07,20.173518612365097,0.3068958818587182,0.005024011712521315,0
10900,1.9369171866401302e-07,1.0,0.32585665583610535,0.9079315066337585,284.37336853227686,284.3667102603213,1.945976905468469,5.789313389135257e-07,2.17552012596419e-05,5.255435086003923e-07,20.034328946449918,0.3013008652184575,0.005150295794010162,0
11000,1.961506086445297e-07,1.0,0.3744557201862335,0.8957377672195435,282.99141291889896,282.98411925358783,2.0317569012902528,8.145780561653915e-07,2.5732749672624045e-05,7.734651325287499e-07,19.137573504789252,0.2878015014857563,0.00497142830863595,0
11100,1.9951212948399188e-07,1.0,0.45428603887557983,0.8734757900238037,280.05053353848473,280.0422898783458,2.14877055139121,1.4025873599439184e-06,3.6758360322769014e-05,1.2247828224771403e-06,18.05652111235462,0.27279034107756284,0.004801606759428978,0
