branch,step,component,mean_margin,mean_margin_correct,mean_margin_incorrect,fraction_positive
control,300000,full,-0.7073265314102173,2.1516263484954834,-3.127617359161377,0.45845407247543335
control,300000,task_aligned,5.723725318908691,5.3019256591796875,6.080805778503418,1.0
control,300000,remainder,-6.431051731109619,-3.150298833847046,-9.20842456817627,0.04745868965983391
freeze,300000,full,11.610504150390625,11.759902954101562,-1.6743495464324951,0.9888793230056763
freeze,300000,task_aligned,19.279220581054688,19.302804946899414,17.182052612304688,1.0
freeze,300000,remainder,-7.668716907501221,-7.542902946472168,-18.856403350830078,0.06218184530735016
