step,regime,num_layers,modulus,train_fraction,d_model,num_heads,d_mlp,parameter_count,hidden_matrix_count,initialization_scheme,train_loss,train_accuracy,test_loss,test_accuracy,elapsed_seconds,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,train_collapse_detected,generalization_collapse_detected,auxiliary_frozen,scheduled_freeze_step,hidden_applied_update_norm,hidden_gradient_component_norm,hidden_decay_component_norm,hidden_applied_update_rms,hidden_parameter_norm,auxiliary_applied_update_norm,auxiliary_gradient_component_norm,auxiliary_decay_component_norm,auxiliary_applied_update_rms,auxiliary_parameter_norm,readout_applied_update_norm,readout_gradient_component_norm,readout_decay_component_norm,readout_applied_update_rms,readout_parameter_norm
0,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,5.095478057861328,0.007310704793781042,5.103884220123291,0.008949547074735165,0.6028553330106661,nan,nan,6.151246070861816,nan,nan,nan,nan,nan,0,0,0,,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan
100,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,4.230072498321533,0.055091384798288345,5.549490451812744,0.00257299467921257,18.809514374937862,17.152064359198523,54.46198123964337,5.526172637939453,0.10062505650055624,0.024415685674087664,0.05614988133311272,nan,nan,0,0,0,,0.4587686416140642,0.5181631252839336,0.1706139855150606,0.0010346492137954645,17.152064359198523,0.6788255735330757,0.7002050239775306,0.5470488598158745,0.005547026996427831,54.46198123964337,0.08931751786514958,0.113931121217128,0.0550760205131902,0.0007426641138536563,5.526173116140517
200,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,1.0717188119888306,0.7537859082221985,14.835699081420898,0.0014543014112859964,36.87882574996911,41.797624377295286,39.683520583662,11.05162239074707,0.9619526773416334,1.0107395028820332,0.4025421142578125,nan,nan,0,0,0,,0.8415510740594847,1.0372767274010213,0.41555119966543796,0.0018979286685353992,41.797624377295286,0.40411481260306537,0.5143971748474692,0.3975288478140946,0.0033022264666585283,39.683520583662,0.17931376377024275,0.25091617834376834,0.1096485119259001,0.0014909717674112862,11.051623670415253
300,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,1.0378869771957397,0.7963446378707886,10.084088325500488,0.0019017787417396903,55.486056499998085,46.051622721136724,28.383179863395615,13.110967636108398,0.472206445966926,0.30864127625493576,0.35469192266464233,nan,nan,0,0,0,,0.8543081469304,1.030733168663861,0.4591125901537172,0.001926699369535769,46.051622721136724,0.4217134608084254,0.49623018084231524,0.28401643891455153,0.0034460339195623514,28.383179863395615,0.21823222243351625,0.2842841872774694,0.13047337512570956,0.001814573937585205,13.110969869958288
400,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.12846307456493378,0.9979112148284912,12.587044715881348,0.002349256072193384,72.32653370802291,47.1066039367264,27.617731223448665,12.829427719116211,0.06905259732677804,0.040703454999798376,0.04338417947292328,nan,nan,0,0,0,,0.20583037562631498,0.5327349609289627,0.47085198180301935,0.00046420399521583883,47.1066039367264,0.06613014626337421,0.2808652606946871,0.27620872924355827,0.0005403828625539905,27.617731223448665,0.02952337994064681,0.12541502630476364,0.12835698105099488,0.00024548325262115767,12.82942695145639
500,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.09026932716369629,0.9997389316558838,12.608050346374512,0.0016780400183051825,89.14187783293892,49.129603070865215,27.12353070710191,12.39785385131836,0.06724699556766416,0.1100199324903917,0.03589431196451187,nan,nan,0,0,0,,0.16713460723482323,0.5346657664518578,0.4911228747725272,0.00037693441592940457,49.129603070865215,0.05382264267556179,0.2720156963315615,0.27128081073882293,0.0004398120276856111,27.12353070710191,0.023903138059708822,0.12320083449308952,0.12400943600629043,0.00019875163651812404,12.39785659237922
600,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.07150450348854065,1.0,12.606685638427734,0.0015661707147955894,106.39394729200285,48.210498398946555,26.244598694985672,12.176874160766602,0.05730203035164692,0.053216146809284604,0.03127066045999527,nan,nan,0,0,0,,0.13807478257115763,0.5201909939564064,0.4819027615533441,0.0003113965347099879,48.210498398946555,0.044401256383692723,0.2622529812609125,0.2624854923798814,0.00036282511655205994,26.244598694985672,0.0201262483692915,0.12145809939793863,0.12178850569108575,0.00016734726588512366,12.176874091584285
700,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.05976436659693718,1.0,12.843599319458008,0.002349256072193384,123.56687216693535,49.12394699126603,25.890498850675748,11.997586250305176,0.06276801691209884,0.09821608154855882,0.027532553300261497,nan,nan,0,0,0,,0.10937068850863155,0.5041619903744534,0.4912289751380079,0.0002466609236402857,49.12394699126603,0.038365876632397405,0.2578503130283911,0.2589440434176063,0.0003135069769305894,25.890498850675748,0.017146852068230054,0.11970862871724065,0.11999082260151711,0.0001425739541470237,11.997587402261994
800,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.050896286964416504,1.0,13.114788055419922,0.0017899094382300973,140.6011421669973,49.15615446152419,25.651797198019658,11.864434242248535,0.04901694478344666,0.07193726910297764,0.024529287591576576,nan,nan,0,0,0,,0.09281158932435897,0.5001557318260553,0.4915615944180587,0.00020931560968881114,49.15615446152419,0.03352646818344958,0.25568303617640525,0.256548299422539,0.00027396172354047604,25.651797198019658,0.015235193669510184,0.1185048167546505,0.11865553274954661,0.00012667875100423525,11.864434294710227
900,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.04503784701228142,1.0,13.300994873046875,0.002013648161664605,157.4694989999989,49.09259134134027,25.462444016482547,11.769210815429688,0.05324424436596399,0.09475339003880512,0.022507281973958015,nan,nan,0,0,0,,0.09012049376690424,0.4977222506580226,0.4909395063810487,0.00020324645053056313,49.09259134134027,0.03376174412243351,0.25370934882248375,0.25465604801076563,0.000275884282200665,25.462444016482547,0.01358395589692591,0.1176649790024989,0.1177002297592148,0.00011294891315776195,11.769211669080688
1000,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.039827216416597366,1.0,13.542484283447266,0.00257299467921257,174.53251587494742,49.030629743899595,25.298052990301326,11.700224876403809,0.051181772726927775,0.09174118053787494,0.02068965882062912,nan,nan,0,0,0,,0.07926543036424687,0.495582285466355,0.49031679006692724,0.00017876530296183384,49.030629743899595,0.03055839635091315,0.2544687294871865,0.252983909620207,0.00024970810784841137,25.298052990301326,0.012453736084739793,0.1171730928396197,0.1170071505721945,0.00010355127521013868,11.70022497354625
1100,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.03572551906108856,1.0,13.692476272583008,0.002461125375702977,191.50214891694486,48.99230521628784,25.147425437050142,11.650806427001953,0.02881613885387286,0.05243352834960518,0.018414923921227455,nan,nan,0,0,0,,0.06753689585013005,0.494210468687321,0.4899261059173754,0.00015231423827853245,48.99230521628784,0.02801817058963926,0.2509660535455726,0.25149498998548425,0.0002289506387367661,25.147425437050142,0.011518493650074842,0.11663612835913517,0.11651249078785546,9.577485004091896e-05,11.650809104731833
1200,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.0324956476688385,1.0,13.787620544433594,0.0017899094382300973,208.42425191693474,48.96588378658603,24.98805835730814,11.60798168182373,0.037425410127680275,0.07095840186208996,0.01733935996890068,nan,nan,0,0,0,,0.06686208299746921,0.49450891483991205,0.4896552540691997,0.0001507923500670623,48.96588378658603,0.027388661967476396,0.2499761052891605,0.24989462807398227,0.00022380660548615175,24.98805835730814,0.01090961180095487,0.11629002136013682,0.11608281522656833,9.071207277475066e-05,11.607981386684873
1300,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.029764415696263313,1.0,13.81579875946045,0.00257299467921257,225.04497199994512,48.89953153995233,24.837021300210182,11.577139854431152,0.031363084625909865,0.05463684456063137,0.015945419669151306,nan,nan,0,0,0,,0.06403402924835781,0.49172229000733175,0.4890096195280994,0.00014441431259310842,48.89953153995233,0.02590165501560578,0.2471155885138625,0.2483963585542799,0.00021165551980596522,24.837021300210182,0.01041461527467696,0.11583677263014368,0.11577543561076879,8.659623788216168e-05,11.577141166624967
1400,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.027172239497303963,1.0,13.867621421813965,0.002237386768683791,241.6156445830129,48.842273903209254,24.69667128050757,11.552826881408691,0.022331196853824276,0.03163425342933235,0.01463260967284441,nan,nan,0,0,0,,0.05800341022544479,0.4901878282645409,0.4884393187813182,0.00013081361135772204,48.842273903209254,0.025059633605648612,0.24805383131516387,0.24696842160074617,0.0002047749371132817,24.69667128050757,0.009802697500519627,0.1155932408188312,0.11553177651871284,8.150821727480468e-05,11.552827413862406
1500,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.02520686388015747,1.0,13.917426109313965,0.002461125375702977,257.7394962919643,48.77592362895934,24.57496269359184,11.539678573608398,0.03778217406076052,0.07703098444983876,0.014307361096143723,nan,nan,0,0,0,,0.061378966168965474,0.4912751121088018,0.48776221362003674,0.00013842641656341075,48.77592362895934,0.025303381663769484,0.2465036530574875,0.24575502546226735,0.00020676672574270266,24.57496269359184,0.009364835878746244,0.11575156581196702,0.11539700386133639,7.786745204646714e-05,11.539679299510674
1600,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.023362642154097557,1.0,13.892411231994629,0.0027967335190624,273.9382543329848,48.68591996547604,24.460312218967164,11.529263496398926,0.034927899949485204,0.06982692495828474,0.01357133500277996,nan,nan,0,0,0,,0.061868491335563366,0.4897835073117694,0.48686888262445654,0.0001395304301833732,48.68591996547604,0.024514180283763023,0.24329446175174782,0.24462858837861162,0.00020031776222217816,24.460312218967164,0.009373321527177835,0.11553522512241934,0.11529399476236137,7.793800916363239e-05,11.529263746125675
1700,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.021561192348599434,1.0,13.89294147491455,0.003244210733100772,290.10121508303564,48.59534007656114,24.350297947219648,11.520730972290039,0.0314899078808988,0.06662930400515757,0.012536413036286831,nan,nan,0,0,0,,0.05690180108469425,0.4888455934626019,0.48595741379422414,0.00012832918036571395,48.59534007656114,0.02461296699894663,0.24181308957208808,0.24353242729050162,0.00020112499842154505,24.350297947219648,0.009069916769643676,0.11547798998699803,0.11520813626010676,7.541523613121016e-05,11.520730344936194
1800,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.020445680245757103,1.0,13.83945369720459,0.00402729632332921,306.49677941703703,48.519832771692,24.244854226371878,11.513072967529297,0.04758754751944348,0.10395518415699165,0.0129479318857193,nan,nan,0,0,0,,0.07266624515822756,0.4902282351816278,0.4852016718965947,0.00016388232891836727,48.519832771692,0.028063500719213465,0.24083571780611365,0.24248101885687456,0.00022932105414582467,24.244854226371878,0.009363452229866712,0.1155035777130348,0.11513078488830486,7.785594717716979e-05,11.513074933482983
1900,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.018658170476555824,1.0,13.79177188873291,0.004810381680727005,322.7039682919858,48.43730604006808,24.14359395451579,11.50526237487793,0.01570207343637734,0.011814457105461253,0.010594640858471394,nan,nan,0,0,0,,0.048322895524942545,0.48586676014773644,0.4843820535547453,0.00010898139351307712,48.43730604006808,0.020691704706462026,0.24181843512285509,0.2414409395129619,0.00016908238151882936,24.14359395451579,0.008637649133353771,0.11526623659920505,0.11505370110438337,7.182098420027828e-05,11.505261848610315
2000,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.01774948090314865,1.0,13.697134017944336,0.005481597501784563,339.5623101249803,48.3468162582459,24.03533662988223,11.493258476257324,0.026311994020025008,0.052251632504198786,0.010400633327662945,nan,nan,0,0,0,,0.05712810671570698,0.48623045007834576,0.4834739331223813,0.00012883956168205897,48.3468162582459,0.023087241612757343,0.2402050861283399,0.24036595155934054,0.00018865752483730936,24.03533662988223,0.008835941755624256,0.11492605745482698,0.11493606179234442,7.346976282872792e-05,11.493259926091884
2100,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.016257472336292267,1.0,13.57319164276123,0.006488421466201544,355.95692812500056,48.275074447102824,23.944213880188414,11.484636306762695,0.015243869977357482,0.017683789795061994,0.009465602226555347,nan,nan,0,0,0,,0.04632898781980881,0.4836510359892969,0.48276387263550485,0.00010448458433222465,48.275074447102824,0.019360267342750034,0.23877627545934338,0.2394566818426877,0.0001582025336042557,23.944213880188414,0.008529604246790157,0.11493190769546416,0.11484867114846657,7.092260433198266e-05,11.484636807455823
2200,adamw,1,113,0.3,128,4,512,226048,4,nested_depth_one_shared_v2,0.015286458656191826,1.0,13.418261528015137,0.0066002910025417805,372.48148845799733,48.1836374699334,23.85794636738638,11.474275588989258,0.01332534913867053,0.010742787485933773,0.008900565095245838,nan,nan,0,0,0,,0.04576890136402317,0.4830181040576134,0.48184616089233,0.00010322143563684457,48.1836374699334,0.019765475653716672,0.2383515835744672,0.23858995166649735,0.00016151369559894938,23.85794636738638,0.008413760801787032,0.11496406863212247,0.11474362264301011,6.995938041482352e-05,11.474277530224892
