step,local_step,branch,train_loss,train_accuracy,test_loss,test_accuracy,hidden_gradient_norm,auxiliary_gradient_norm,hidden_delta_norm,auxiliary_delta_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected,hidden_applied_update_norm,hidden_gradient_component_norm,hidden_decay_component_norm,hidden_applied_update_rms,hidden_parameter_norm,embeddings_applied_update_norm,embeddings_gradient_component_norm,embeddings_decay_component_norm,embeddings_applied_update_rms,embeddings_parameter_norm,readout_applied_update_norm,readout_gradient_component_norm,readout_decay_component_norm,readout_applied_update_rms,readout_parameter_norm
44023,23,control,1.8491442688173265e-07,1.0,3.346017547301017e-05,1.0,2.258339315165933e-07,1.8040847219567335e-05,0.9684316779243966,0.01385155132617621,0.14919061813758014,0.006719410885125399,0,0.0426745066463329,0.14919244780334331,0.14785988080675808,9.624272617107334e-05,147.85505878461896,0.0005898722037160937,0.004148646741454095,0.0038906414443285907,4.820144034093493e-06,3.8908632810617587,0.00021850078284056632,0.0007653546846931947,0.0007944240145352679,1.8168069841530591e-06,0.7943654280235156
44024,24,control,1.8559919112703938e-07,1.0,3.345399454701692e-05,1.0,2.266601827792193e-07,1.816707876111764e-05,1.0102886670486422,0.014452740874418819,0.14910374535944315,0.006749430671334267,0,0.042811119845800036,0.14910560445026572,0.1478550661722579,9.655082643469524e-05,147.85012239225995,0.0005903080993477668,0.004150310362707485,0.0038908636039563906,4.823705957702133e-06,3.891086530886673,0.00021762600221047798,0.0007658716568935524,0.0007943654820276844,1.8095332914107042e-06,0.7943076870398988
44025,25,control,1.8510118593439984e-07,1.0,3.342522541061044e-05,1.0,2.2642667419220692e-07,1.8085413583219776e-05,1.0520401072632357,0.015057241819595087,0.14920559363400737,0.006829922087490559,0,0.042725273876472215,0.1492073516274508,0.14785013169814556,9.635722021008484e-05,147.845320418102,0.0005941768851557678,0.004153389896260937,0.0038910866963520344,4.855319762716408e-06,3.8913124800349204,0.00021974294120196035,0.0007657194154053481,0.000794307732405416,1.8271353772922795e-06,0.7942492289288758
44026,26,control,1.8566143467069196e-07,1.0,3.337567250127904e-05,1.0,2.2778722749372725e-07,1.8154085590804422e-05,1.0938960849056363,0.015662627158466818,0.14906991158641536,0.006846441887319088,0,0.042917642489458986,0.14907171884655754,0.14784532776994358,9.679106423544245e-05,147.84032672796434,0.0005975443013254651,0.004156088394038989,0.003891312595259182,4.882836622908195e-06,3.8915403923673986,0.00021980591302410348,0.000766063270394732,0.0007942492986814872,1.8276589802047596e-06,0.7941911417687819
44027,27,control,1.8544355384619848e-07,1.0,3.3342366805300117e-05,1.0,2.2692192516402369e-07,1.8150468976742827e-05,1.1357991711909268,0.016267492256961755,0.1490597295848551,0.006714706774801016,0,0.042912333064932785,0.1490617045807659,0.14784033548771894,9.677909002575713e-05,147.8353336948643,0.0005989912261341421,0.004158982535957009,0.0038915406004264323,4.894660177129581e-06,3.891770852880751,0.00021563574932012368,0.00076657268318531,0.0007941911827411612,1.792984584790898e-06,0.7941347766516391
44028,28,control,1.8507006416257354e-07,1.0,3.33374337060377e-05,1.0,2.2637513901893853e-07,1.817720661985716e-05,1.1776394455509787,0.0168755398395438,0.1490459914417806,0.006813040003180504,0,0.04296797665664107,0.14904765942160478,0.14783533988704442,9.690458159861438e-05,147.83031324350185,0.0006023073583407343,0.004161546427049024,0.0038917711514909873,4.9217579701280865e-06,3.8920034959638086,0.00021876214433845718,0.000766743178312834,0.0007941348162365749,1.818980172681648e-06,0.794077731980623
44029,29,control,1.8485218333808007e-07,1.0,3.332668711664155e-05,1.0,2.2735902562105647e-07,1.817592787075841e-05,1.2195387236773916,0.017486598214107245,0.14912740435125027,0.006726706400513649,0,0.04296203819599739,0.14912931495168047,0.14783031891778495,9.689118873982062e-05,147.82538015367362,0.0006048046720296373,0.00416416997912476,0.00389200378200389,4.942164782998725e-06,3.8922381049189188,0.0002186473293571098,0.0007661088290616637,0.0007940778014734157,1.8180255003125814e-06,0.7940201577431173
44030,30,control,1.8556805514435837e-07,1.0,3.3257332688663155e-05,1.0,2.2679570286233793e-07,1.81312367375473e-05,1.2614675294341202,0.018102567801200276,0.14906213003528607,0.006716877222061157,0,0.04306464812037672,0.14906385852861423,0.1478253859801562,9.712260228459379e-05,147.82035771265362,0.0006081175338169435,0.004165306622932197,0.0038922384048792552,4.96923585174762e-06,3.892473443361206,0.0002228114901498887,0.0007658306118271945,0.0007940202099014271,1.8526499822622747e-06,0.7939612655632214
44031,31,control,1.846965602680939e-07,1.0,3.330442268634215e-05,1.0,2.280411845973553e-07,1.8174623641088125e-05,1.3033526126929758,0.01872072776227224,0.14921935177204956,0.006783199030905962,0,0.04299265869608279,0.1492210712551897,0.14782036546034133,9.696024637250433e-05,147.8155209125762,0.0006126779453119827,0.00417112890704218,0.0038924736059636673,5.006501279957905e-06,3.89271392240864,0.0002178698406158464,0.0007670356639367662,0.0007939612896511148,1.8115607775923044e-06,0.7939049592032973
44032,32,control,1.8491442688173265e-07,1.0,3.3315900509478524e-05,1.0,2.2663840332188051e-07,1.8194985968335004e-05,1.3452456046041337,0.019341763317643246,0.14903693763859865,0.006762196309864521,0,0.04308807148824556,0.14903879802053707,0.14781552906188913,9.717542840859537e-05,147.81047336084222,0.0006149695697377978,0.004174670195614054,0.00389271406297982,5.025227301857034e-06,3.892957335862451,0.00021957021154205483,0.000767122254155616,0.0007939049784241143,1.8256991515341516e-06,0.7938482734338963
44033,33,control,1.8503892817989254e-07,1.0,3.338430906296708e-05,1.0,2.2728310089602888e-07,1.821479155682335e-05,1.387160249258171,0.01996414337607964,0.14905902576362798,0.006781505420804024,0,0.04312281545306505,0.1490608298722459,0.14781048142892644,9.725378558610025e-05,147.80544298032254,0.0006172014017267372,0.004178875637975098,0.003892957781835663,5.043464729521558e-06,3.8932050237470546,0.00021752358860070348,0.0007673528914043531,0.0007938483051783487,1.8086817349124082e-06,0.7937924471341342
44034,34,control,1.8398067425096087e-07,1.0,3.3349700970575213e-05,1.0,2.2868702643322612e-07,1.8186324265507205e-05,1.4289945590440152,0.020587467548270448,0.1488573153395403,0.006740798708051443,0,0.043124527823348496,0.1488590857198777,0.14780545410184487,9.725764745111626e-05,147.80021999069174,0.0006180722948764618,0.004183289418194463,0.003893205226858841,5.050581237798321e-06,3.89345686181846,0.0002184148588729632,0.0007678696657269782,0.0007937924872059023,1.8160925369899046e-06,0.7937369548296332
44035,35,control,1.8422967684728064e-07,1.0,3.3371889003319666e-05,1.0,2.306225894585678e-07,1.8197843967901647e-05,1.470819299765779,0.021213374628152426,0.14904428726999072,0.006777068600058556,0,0.04312242349984554,0.14904615821470069,0.14780022496467773,9.725290162400339e-05,147.7951826536474,0.0006202084971241486,0.00418494165699712,0.003893456980415656,5.068037226493731e-06,3.893709917325234,0.0002224940236503154,0.0007676728015516503,0.0007937369517679516,1.850010287584017e-06,0.7936801068629787
44036,36,control,1.8435417814544053e-07,1.0,3.33732386934571e-05,1.0,2.282947823832357e-07,1.8186371243479932e-05,1.5127900919377373,0.021835922245471855,0.14879408135844016,0.006699063815176487,0,0.04324605680604445,0.14879593425955273,0.14779519177495729,9.753172866546724e-05,147.78986596658743,0.0006190700107899587,0.0041879321297583596,0.0038937102441801924,5.058734079003357e-06,3.893966142141698,0.00021818543802700567,0.0007678905411788185,0.0007936801949040842,1.814184931031577e-06,0.7936247944641568
44037,37,control,1.8348266905832133e-07,1.0,3.334387292852625e-05,1.0,2.2475139308188638e-07,1.828672407454624e-05,1.5544874427739535,0.02245799206313461,0.14879093455066172,0.0067901574075222015,0,0.0429525171985941,0.14879276088265342,0.14778987641449948,9.686971627726693e-05,147.78463829642865,0.0006181334509562968,0.004190646442006896,0.0038939661802093978,5.051080975049048e-06,3.8942250597242647,0.00022070841006149319,0.0007684922431312057,0.0007936248664834319,1.8351631314457346e-06,0.793569403100467
44038,38,control,1.8413629732094705e-07,1.0,3.338942406116985e-05,1.0,2.2604049374527742e-07,1.8311808606951414e-05,1.5963251753418148,0.023081821208856292,0.14870999826142542,0.006663003005087376,0,0.0431008519742151,0.14871185681590246,0.14778464908934805,9.720425191255978e-05,147.77928818876524,0.000619655871582991,0.004192562976997049,0.003894225268760142,5.063521443772461e-06,3.8944854695375604,0.0002229417221704487,0.0007677033821119576,0.0007935694267601598,1.8537328454055451e-06,0.7935126933601129
44039,39,control,1.8429193460178794e-07,1.0,3.339092290843837e-05,1.0,2.2580529898279946e-07,1.8360365261157322e-05,1.6381475530400975,0.023706100285662758,0.14881861227277868,0.006678679957985878,0,0.0430446957395277,0.14882047400745393,0.14777929632474945,9.707760418906974e-05,147.77407336137318,0.0006208890198685325,0.004196639554212062,0.0038944856628257223,5.073598121931322e-06,3.894749906460489,0.000221724071108262,0.0007684429422380628,0.0007935127295490552,1.84360822742806e-06,0.79345703125
44040,40,control,1.8357604858465493e-07,1.0,3.346558514749631e-05,1.0,2.2580279648888047e-07,1.8364205059717086e-05,1.680061129904191,0.024332046685860493,0.14879247428052916,0.006637935992330313,0,0.04321214724429324,0.14879424352155632,0.14777407886664423,9.745525329591581e-05,147.7687840018677,0.0006235994824270265,0.004200212514074905,0.0038947502482831985,5.095746681990014e-06,3.8950175189333094,0.00022193787681251166,0.0007690240331028192,0.0007934571028901949,1.8453859954144383e-06,0.7934020038010161
44041,41,control,1.829846780765365e-07,1.0,3.3453536161687225e-05,1.0,2.2694699389103978e-07,1.8431016225073795e-05,1.7220069015383586,0.024958694710882582,0.14864368519933582,0.0066172587685287,0,0.04335421399785456,0.14864561587215075,0.1477687918961092,9.777565282096083e-05,147.76330857600652,0.0006251100754802923,0.00420162670300318,0.0038950178617849275,5.108090501630559e-06,3.8952861033301533,0.00022169429813324296,0.0007692470801803344,0.0007934020096701881,1.8433606688232329e-06,0.7933472730576628
44042,42,control,1.8360717035648122e-07,1.0,3.352649582666345e-05,1.0,2.3008230903348543e-07,1.8430642038973274e-05,1.764104185611932,0.025588079746564258,0.14873588935669568,0.006663759239017963,0,0.04349878935518298,0.14873784745761703,0.14776331880393784,9.810170993608486e-05,147.75788912551548,0.0006277369971892058,0.004203394984427415,0.003895286284134689,5.1295564071665054e-06,3.895555919561514,0.00022376169525772252,0.0007680668494860013,0.0007933472708749139,1.8605508202082423e-06,0.7932908479817331
44043,43,control,1.830469216201891e-07,1.0,3.3356678613927215e-05,1.0,2.295878131646478e-07,1.849009478524326e-05,1.8060633063400158,0.02621976179019128,0.14862737418306796,0.006583071313798428,0,0.0433689977733284,0.14862907510863302,0.14775789829692973,9.780899429263841e-05,147.75240751264005,0.0006308336665388651,0.004206097567949027,0.003895556116167662,5.1548608581938415e-06,3.8958277988097034,0.00022637239870462015,0.0007682604311344113,0.0007932908802346004,1.882258496465572e-06,0.7932339680443514
44044,44,control,1.8360717035648122e-07,1.0,3.334450229885988e-05,1.0,2.2870787784902518e-07,1.8525364341513895e-05,1.8479655550382152,0.026854005370625256,0.14864293562462694,0.006614670157432556,0,0.04328958543437904,0.14864480841797803,0.1477524161342456,9.762989767049235e-05,147.74696452835758,0.0006333492976365551,0.004207164207798439,0.003895827913866917,5.175417351873524e-06,3.8960999244195826,0.00022711570700664473,0.0007680857214028723,0.000793234019793437,1.8884390130611697e-06,0.7931767082944062
44045,45,control,1.837316716546411e-07,1.0,3.332945198053494e-05,1.0,2.2758148460106505e-07,1.8571731607188513e-05,1.8899892887743628,0.027487414974162017,0.14856047655908328,0.0065247067250311375,0,0.04339647460491263,0.14856231925132485,0.14774697474087992,9.787096208994948e-05,147.74141227950867,0.0006350742139856106,0.004209736716815933,0.0038961004148015104,5.189512515532417e-06,3.8963745876132876,0.00022258891531323093,0.0007689660066102496,0.0007931767611159037,1.8507993000245292e-06,0.7931216989723572
44046,46,control,1.837316716546411e-07,1.0,3.331051630084403e-05,1.0,2.26256882698587e-07,1.8547413148972326e-05,1.9318916368422512,0.028123218065130375,0.14861943605942388,0.0065030972473323345,0,0.04336614963943706,0.14862124699448256,0.1477414251957079,9.780257096893195e-05,147.7359399705582,0.0006383841563349179,0.0042132272343505745,0.003896374982420638,5.216559728077264e-06,3.8966521879499902,0.000224470601585245,0.0007690006382348373,0.0007931217200927895,1.8664452886408471e-06,0.7930661597343694
44047,47,control,1.821754125330699e-07,1.0,3.3264012017752975e-05,1.0,2.271582120804376e-07,1.8582997676302486e-05,1.9737115564321372,0.028762731619131177,0.1487850067694075,0.006530299782752991,0,0.0433260572715956,0.14878670499040092,0.1477359510896975,9.771215167453463e-05,147.73064924572185,0.0006436275942587466,0.004217296556446075,0.00389665223672305,5.25940651059636e-06,3.8969329327220987,0.0002244924893667433,0.0007697265823846938,0.0007930662451967986,1.8666272828368257e-06,0.7930114433934906
44048,48,control,1.8329592421650887e-07,1.0,3.331790867378004e-05,1.0,2.283133292726153e-07,1.865109545669403e-05,2.015671507369867,0.029405580230203652,0.14868043339267642,0.006546161137521267,0,0.043458508448996916,0.1486820986698405,0.14773065329835988,9.801086543596873e-05,147.72521372308537,0.0006473879030764548,0.0042200851416696016,0.003896932953421686,5.2901338952736494e-06,3.8972156488571863,0.00022540133007453727,0.0007697390996620963,0.0007930114473846581,1.8741841809125984e-06,0.7929564977742257
44049,49,control,1.8164628556860407e-07,1.0,3.323665805510245e-05,1.0,2.274553616220872e-07,1.8530058955746095e-05,2.057495611563283,0.030048393351238715,0.14881767904033025,0.006499581970274448,0,0.04331440538821385,0.14881966124395163,0.14772522371221997,9.76858734791947e-05,147.7199713695012,0.0006483734713417719,0.004223006251131315,0.003897215783507722,5.298187471903184e-06,3.8975011445458843,0.00022503992346510542,0.0007703478066512989,0.0007929565382575616,1.8711791296555785e-06,0.7929023376616091
44050,50,control,1.8264229595388315e-07,1.0,3.3193300623679534e-05,1.0,2.2762873088409205e-07,1.862513994986963e-05,2.099411196242258,0.03069322994308159,0.14883109969478517,0.006556828506290913,0,0.04341695912298816,0.14883304272434097,0.1477199767614387,9.791716030098514e-05,147.7147156075902,0.000649356573312885,0.004224479980149104,0.0038975013805483652,5.3062208951957444e-06,3.8977878914197466,0.0002278614395435983,0.0007697910128051203,0.0007929023422314366,1.8946396868703615e-06,0.7928468206462779
44051,51,control,1.8239329335756338e-07,1.0,3.3190546673722565e-05,1.0,2.2671654179258986e-07,1.8648691341489026e-05,2.141229689513146,0.03133880692344692,0.14883542656212112,0.006556075066328049,0,0.04340845343696761,0.14883721798179825,0.14771471937886274,9.789797764429134e-05,147.7094687493091,0.0006507822263831399,0.0042268387022288256,0.003897787939226788,5.317870627286839e-06,3.898076447794148,0.0002282421478707339,0.0007700427382092144,0.0007928468519857423,1.8978052295227643e-06,0.7927915252930284
44052,52,control,1.8251779465572326e-07,1.0,3.3108663046732545e-05,1.0,2.2631501062188442e-07,1.862881094251177e-05,2.183245990767677,0.03198675545895361,0.1487623173788247,0.006561217829585075,0,0.043508971107828476,0.14876407771427233,0.14770947520749406,9.812467258307978e-05,147.70412500983807,0.0006529696272968383,0.0042287933259931975,0.0038980765712411645,5.3357449861698495e-06,3.8983667033729468,0.0002276319098297538,0.0007690184154427377,0.000792791572957116,1.892731175689019e-06,0.7927354741974693
44053,53,control,1.8208204721759103e-07,1.0,3.3095868275268e-05,1.0,2.2655321906938317e-07,1.8701593535273447e-05,2.2252243496637085,0.03263876556930455,0.14879808767222852,0.006596739869564772,0,0.04350654170569445,0.14879988680299752,0.1477041339055927,9.811919361442334e-05,147.6988215746194,0.0006556707914414716,0.004232045243427522,0.003898366706547334,5.357817564187322e-06,3.8986594059575457,0.00022961932628731742,0.0007684673526780033,0.0007927355013147323,1.9092562977209934e-06,0.7926783288264085
44054,54,control,1.8258005241023056e-07,1.0,3.302099139546044e-05,1.0,2.273381266810014e-07,1.8733538720028387e-05,2.267293861985351,0.03329359000920821,0.14865270737170008,0.006481874268501997,0,0.043622505354300914,0.14865455709620742,0.14769883103203882,9.83807234727794e-05,147.69334272853374,0.000658572473550938,0.004235391993748885,0.0038986596433631003,5.381528675883495e-06,3.898955146425769,0.00023031923485412878,0.0007692706892314447,0.0007926783859034348,1.915075950886169e-06,0.7926218561297532
