label,depth,regime,csv_path,checkpoint_directories
depth2_adamw,2,adamw,runs/depth_sweep_v2_depth_2_adamw_seed_0.csv,checkpoints/depth_sweep_v2_depth_2_adamw_seed_0
depth2_muon,2,muon,runs/depth_sweep_v2_depth_2_muon_seed_0.csv,checkpoints/depth_sweep_v2_depth_2_muon_seed_0
depth2_stable_muon,2,stable_muon,runs/depth_sweep_v2_depth_2_stable_muon_seed_0.csv,checkpoints/depth_sweep_v2_depth_2_stable_muon_seed_0
depth4_adamw,4,adamw,runs/depth_sweep_v3_depth_4_adamw_seed_0_to_300k.csv,checkpoints/depth_sweep_v2_depth_4_adamw_seed_0|checkpoints/depth_sweep_v3_depth_4_adamw_seed_0_to_300k
depth4_muon,4,muon,runs/depth_sweep_v3_depth_4_muon_seed_0_to_300k.csv,checkpoints/depth_sweep_v2_depth_4_muon_seed_0|checkpoints/depth_sweep_v3_depth_4_muon_seed_0_to_300k
depth4_stable_muon_observed,4,stable_muon,runs/depth_sweep_v3_depth_4_stable_muon_seed_0_to_300k.csv,checkpoints/depth_sweep_v2_depth_4_stable_muon_seed_0|checkpoints/depth_sweep_v3_depth_4_stable_muon_seed_0_to_300k
