study,run,depth,regime,role,step,checkpoint,baseline_full_accuracy,stage_name,stage_kind,layer,stage_order,activation_width,direct_readout_accuracy,addition_only_direct_readout_accuracy,nonaddition_only_direct_readout_accuracy,reference_frequency_set_direct_readout_accuracy,top_final_token_modes,top_mode_overlap_with_final,final_token_power_cosine_with_final,final_token_complex_cosine_with_final,all_token_total_power,all_token_non_dc_power,all_token_dc_power_fraction_total,all_token_dc_power_fraction_non_dc,all_token_addition_power_fraction_total,all_token_addition_power_fraction_non_dc,all_token_subtraction_power_fraction_total,all_token_subtraction_power_fraction_non_dc,all_token_a_only_power_fraction_total,all_token_a_only_power_fraction_non_dc,all_token_b_only_power_fraction_total,all_token_b_only_power_fraction_non_dc,all_token_generic_interaction_power_fraction_total,all_token_generic_interaction_power_fraction_non_dc,final_token_total_power,final_token_non_dc_power,final_token_dc_power_fraction_total,final_token_dc_power_fraction_non_dc,final_token_addition_power_fraction_total,final_token_addition_power_fraction_non_dc,final_token_subtraction_power_fraction_total,final_token_subtraction_power_fraction_non_dc,final_token_a_only_power_fraction_total,final_token_a_only_power_fraction_non_dc,final_token_b_only_power_fraction_total,final_token_b_only_power_fraction_non_dc,final_token_generic_interaction_power_fraction_total,final_token_generic_interaction_power_fraction_non_dc
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_2_post_block,residual_state,2,10,128,0.009476074948906898,0.008849557489156723,0.00916281621903181,0.008849557489156723,"(36,0)/(77,0)|(38,0)/(75,0)|(0,36)/(0,77)|(0,38)/(0,75)|(0,9)/(0,104)|(9,0)/(104,0)|(0,37)/(0,76)|(37,0)/(76,0)|(0,39)/(0,74)|(0,2)/(0,111)",0.1,0.1743190884590149,0.023242328315973282,6553729.0,3988658.25,0.3913910388946533,nan,0.0020684588234871626,0.0033986661583185196,0.0017710417741909623,0.002909983042627573,0.13937796652317047,0.2290107011795044,0.45444443821907043,0.7466936111450195,0.010947086848318577,0.01798706129193306,1297998.75,426737.625,0.6712341904640198,nan,0.0013320617144927382,0.004051703494042158,0.0012434972450137138,0.003782319137826562,0.16994093358516693,0.5169057250022888,0.15005920827388763,0.45643192529678345,0.006189902778714895,0.01882769539952278
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_3_attention_output,attention_write,3,11,128,nan,nan,nan,nan,"(38,0)/(75,0)|(36,0)/(77,0)|(9,0)/(104,0)|(37,0)/(76,0)|(39,0)/(74,0)|(27,0)/(86,0)|(41,0)/(72,0)|(2,0)/(111,0)|(29,0)/(84,0)|(47,0)/(66,0)",0.1,0.06024898588657379,0.0033577491994947195,30652362.0,29562600.0,0.03555228188633919,nan,3.6401420544507346e-08,3.7743280500990295e-08,3.194036324316585e-08,3.311777874159816e-08,0.9644449949264526,0.9999971985816956,7.488730489058071e-07,7.764786573716265e-07,1.9392839476495283e-06,2.0107713680772576e-06,10215673.0,9852414.0,0.03555900976061821,nan,8.188997213665061e-08,8.490925296200658e-08,6.700727794850536e-08,6.947783504074323e-08,0.9644359946250916,0.9999948143959045,1.5417383565363707e-06,1.5985823438313673e-06,3.4165370834671194e-06,3.5425050555204507e-06
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_3_post_attention,residual_state,3,12,128,0.009084501303732395,0.008849557489156723,0.008614613674581051,0.008849557489156723,"(38,0)/(75,0)|(36,0)/(77,0)|(9,0)/(104,0)|(0,36)/(0,77)|(0,38)/(0,75)|(37,0)/(76,0)|(39,0)/(74,0)|(27,0)/(86,0)|(41,0)/(72,0)|(2,0)/(111,0)",0.1,0.088300921022892,0.010556085035204887,40215564.0,36706568.0,0.08725467324256897,nan,0.0003370512858964503,0.00036927202017977834,0.00028864311752840877,0.00031623622635379434,0.8362820744514465,0.9162272214889526,0.0740521252155304,0.08113120496273041,0.0017854553880169988,0.0019561375956982374,12422775.0,11149056.0,0.10253094881772995,nan,0.00013981021766085178,0.00015578276361338794,0.0001301979209529236,0.00014507233572658151,0.8808687329292297,0.9815031886100769,0.01568000577390194,0.01747136190533638,0.000650320784188807,0.0007246164022944868
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_3_mlp_activation,mlp_activation,3,13,512,nan,nan,nan,nan,"(38,0)/(75,0)|(36,0)/(77,0)|(9,0)/(104,0)|(37,0)/(76,0)|(41,0)/(72,0)|(2,0)/(111,0)|(39,0)/(74,0)|(27,0)/(86,0)|(45,0)/(68,0)|(47,0)/(66,0)",0.1,0.1731547862291336,nan,315947968.0,202512688.0,0.3590315282344818,nan,0.014896415174007416,0.023240478709340096,0.014518069103360176,0.022650208324193954,0.5485167503356934,0.8557624220848083,0.04893194139003754,0.07634063810110092,0.014105287380516529,0.022006211802363396,100965048.0,62204352.0,0.3839021325111389,nan,0.00272353389300406,0.004420618526637554,0.002661757171154022,0.004320347681641579,0.596533477306366,0.9682446718215942,0.009549877606332302,0.015500585548579693,0.0046292017214000225,0.007513744290918112
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_3_mlp_output,mlp_write,3,14,128,nan,nan,nan,nan,"(38,0)/(75,0)|(36,0)/(77,0)|(9,0)/(104,0)|(37,0)/(76,0)|(41,0)/(72,0)|(2,0)/(111,0)|(39,0)/(74,0)|(27,0)/(86,0)|(38,38)/(75,75)|(45,0)/(68,0)",0.2,0.18772491812705994,0.07957381010055542,362814784.0,223371888.0,0.38433632254600525,nan,0.09695865213871002,0.15748639404773712,0.011017527431249619,0.017895366996526718,0.44952255487442017,0.7301430106163025,0.04274889826774597,0.0694354698061943,0.01541614718735218,0.025039883330464363,121587456.0,62574724.0,0.48535212874412537,nan,0.014165958389639854,0.027525536715984344,0.0029590963385999203,0.005749749485403299,0.48334038257598877,0.9391672015190125,0.009003514423966408,0.01749451458454132,0.0051789479330182076,0.010063090361654758
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_3_post_block,residual_state,3,15,128,0.01581956259906292,0.02654867246747017,0.008144725114107132,0.02654867246747017,"(38,0)/(75,0)|(36,0)/(77,0)|(9,0)/(104,0)|(37,0)/(76,0)|(41,0)/(72,0)|(2,0)/(111,0)|(39,0)/(74,0)|(27,0)/(86,0)|(45,0)/(68,0)|(38,38)/(75,75)",0.2,0.18765868246555328,0.08379026502370834,348661440.0,206134480.0,0.4087832570075989,nan,0.10153459757566452,0.1717383712530136,0.011491712182760239,0.0194373931735754,0.4226927161216736,0.7149538993835449,0.03942927345633507,0.06669174134731293,0.01606854982674122,0.027178779244422913,119157568.0,57477300.0,0.5176361799240112,nan,0.01455921120941639,0.03018305078148842,0.0030462041031569242,0.0063151586800813675,0.4509449899196625,0.93486487865448,0.008504336699843407,0.017630545422434807,0.0053091649897396564,0.011006557382643223
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_4_attention_output,attention_write,4,16,128,nan,nan,nan,nan,"(38,38)/(75,75)|(36,36)/(77,77)|(9,9)/(104,104)|(38,0)/(75,0)|(36,0)/(77,0)|(0,38)/(0,75)|(37,0)/(76,0)|(38,75)/(75,38)|(0,36)/(0,77)|(9,0)/(104,0)",0.4,0.9826377034187317,0.4895431697368622,4329740800.0,4019154944.0,0.07173313945531845,nan,0.6651878356933594,0.7165911793708801,0.011765505187213421,0.012674701400101185,0.16902196407318115,0.1820833832025528,0.02295011095702648,0.024723613634705544,0.059341564774513245,0.06392727047204971,2175896832.0,2062740736.0,0.052004341036081314,nan,0.7572649121284485,0.7988063097000122,0.012918271124362946,0.013626931235194206,0.1033637747168541,0.10903401672840118,0.025537043809890747,0.026937933638691902,0.04891166090965271,0.0515948161482811
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_4_post_attention,residual_state,4,17,128,0.3971336781978607,0.5132743120193481,0.012452032417058945,0.5044247508049011,"(38,38)/(75,75)|(36,36)/(77,77)|(9,9)/(104,104)|(38,0)/(75,0)|(36,0)/(77,0)|(37,0)/(76,0)|(0,38)/(0,75)|(9,0)/(104,0)|(38,75)/(75,38)|(0,36)/(0,77)",0.4,0.982479989528656,0.49184536933898926,4295028736.0,3899438592.0,0.09210419654846191,nan,0.6274609565734863,0.6911156177520752,0.012108421884477139,0.013336796313524246,0.18530979752540588,0.2041091024875641,0.02524455450475216,0.027805563062429428,0.05777204781770706,0.06363290548324585,2332029184.0,2176298752.0,0.06677897274494171,nan,0.7387519478797913,0.7916151285171509,0.012322910130023956,0.013204706832766533,0.11114951968193054,0.1191030964255333,0.024577632546424866,0.026336345821619034,0.046418994665145874,0.04974061995744705
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_4_mlp_activation,mlp_activation,4,18,512,nan,nan,nan,nan,"(38,38)/(75,75)|(36,36)/(77,77)|(9,9)/(104,104)|(37,37)/(76,76)|(38,0)/(75,0)|(39,39)/(74,74)|(2,2)/(111,111)|(0,38)/(0,75)|(41,41)/(72,72)|(47,47)/(66,66)",0.8,0.6460804343223572,nan,30253828096.0,19952545792.0,0.34049516916275024,nan,0.4654361307621002,0.7057357430458069,0.007312350440770388,0.011087637394666672,0.07979132980108261,0.12098672986030579,0.021701866760849953,0.03290630504488945,0.08526314795017242,0.1292835772037506,17753841664.0,11791110144.0,0.3358558714389801,nan,0.5172872543334961,0.7788779735565186,0.007133623585104942,0.010741077363491058,0.045468658208847046,0.06846202909946442,0.021561814472079277,0.03246556594967842,0.07269293814897537,0.10945355892181396
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_4_mlp_output,mlp_write,4,19,128,nan,nan,nan,nan,"(38,38)/(75,75)|(36,36)/(77,77)|(39,39)/(74,74)|(37,37)/(76,76)|(9,9)/(104,104)|(2,2)/(111,111)|(27,27)/(86,86)|(47,47)/(66,66)|(29,29)/(84,84)|(38,0)/(75,0)",1.0,0.9974261522293091,0.9674276113510132,43951517696.0,40791592960.0,0.07189573347568512,nan,0.7185717225074768,0.7742359638214111,0.008027860894799232,0.008649740368127823,0.07951447367668152,0.08567406982183456,0.017823725938796997,0.01920444332063198,0.10416651517152786,0.11223578453063965,26826438656.0,25275242496.0,0.057823389768600464,nan,0.7824471592903137,0.8304676413536072,0.007659729104489088,0.00812982302159071,0.04549222066998482,0.048284176737070084,0.01690376177430153,0.017941180616617203,0.089673712849617,0.09517718106508255
matched,depth4_matched_control,4,control,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_4_post_block,residual_state,4,20,128,0.9407157897949219,1.0,0.02506069466471672,0.9292035102844238,"(38,38)/(75,75)|(36,36)/(77,77)|(39,39)/(74,74)|(37,37)/(76,76)|(9,9)/(104,104)|(38,0)/(75,0)|(2,2)/(111,111)|(27,27)/(86,86)|(47,47)/(66,66)|(29,29)/(84,84)",1.0,1.0000008344650269,1.001017689704895,54488363008.0,50940416000.0,0.065113864839077,nan,0.7324907183647156,0.7835078835487366,0.008273952640593052,0.008850225247442722,0.0807780772447586,0.08640418946743011,0.017900260165333748,0.0191469956189394,0.09544306248426437,0.10209056735038757,33130899456.0,31435413504.0,0.05117538943886757,nan,0.7965776324272156,0.8395414352416992,0.007946304976940155,0.008374893106520176,0.0455438606441021,0.04800029471516609,0.01720254309475422,0.01813037134706974,0.08155427128076553,0.08595294505357742
matched,depth4_matched_freeze,4,freeze,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,input_residual,residual_state,0,0,128,0.008849557489156723,0.008849557489156723,0.008849557489156723,0.008849557489156723,"(0,45)/(0,68)|(0,23)/(0,90)|(23,0)/(90,0)|(45,0)/(68,0)|(5,0)/(108,0)|(0,36)/(0,77)|(54,0)/(59,0)|(0,54)/(0,59)|(0,6)/(0,107)|(36,0)/(77,0)",0.0,0.1685134917497635,-0.008298591710627079,698.4651489257812,265.2781066894531,0.6201984882354736,nan,1.5678724113975929e-16,4.1281365647322045e-16,1.5899111498939657e-16,4.1861636155750444e-16,0.1899007260799408,0.4999999403953552,0.1899007260799408,0.4999999403953552,1.4355028193154158e-14,3.779613137766015e-14,319.38134765625,0.0,1.0,nan,1.5671009086518356e-29,nan,1.4653773514977783e-29,nan,3.343041175916245e-14,nan,3.440751847392891e-14,nan,1.1275780564002837e-27,nan
matched,depth4_matched_freeze,4,freeze,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_1_attention_output,attention_write,1,1,128,nan,nan,nan,nan,"(0,36)/(0,77)|(36,0)/(77,0)|(0,38)/(0,75)|(38,0)/(75,0)|(0,9)/(0,104)|(9,0)/(104,0)|(0,37)/(0,76)|(37,0)/(76,0)|(0,27)/(0,86)|(27,0)/(86,0)",0.1,0.17305006086826324,0.0033639848697930574,2367.638671875,726.33349609375,0.6932244896888733,nan,2.689245963028862e-16,8.766169493656961e-16,2.0725222005752922e-16,6.755827319995117e-16,0.24245162308216095,0.7903226613998413,0.06432390213012695,0.20967745780944824,1.9818702411068985e-14,6.460328420224842e-14,256.30718994140625,93.72044372558594,0.6343432664871216,nan,8.743395954078845e-16,2.391148810868709e-15,5.693742236553606e-16,1.5571277719918925e-15,0.1828283965587616,0.5000001192092896,0.1828283965587616,0.5000001192092896,6.200399080887736e-14,1.6956886741102684e-13
matched,depth4_matched_freeze,4,freeze,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_1_post_attention,residual_state,1,2,128,0.007204949390143156,0.008849557489156723,0.007204949390143156,0.008849557489156723,"(0,36)/(0,77)|(36,0)/(77,0)|(0,38)/(0,75)|(38,0)/(75,0)|(0,9)/(0,104)|(9,0)/(104,0)|(0,37)/(0,76)|(37,0)/(76,0)|(0,27)/(0,86)|(27,0)/(86,0)",0.1,0.16991503536701202,-0.003403052454814315,3860.466064453125,1132.363037109375,0.7066771388053894,nan,2.3522364349092017e-16,8.019273310822656e-16,1.9254759574429656e-16,6.564356581059466e-16,0.2073613554239273,0.7069389224052429,0.08596166223287582,0.2930615544319153,1.852243198771121e-14,6.314690252900296e-14,770.3373413085938,93.72039794921875,0.8783385157585144,nan,4.0116295651175396e-16,3.2973696676200613e-15,3.1044620431685123e-16,2.5517208466797068e-15,0.060830794274806976,0.5000003576278687,0.060830794274806976,0.5000003576278687,3.2626557163427383e-14,2.681748865942385e-13
matched,depth4_matched_freeze,4,freeze,branch,126200,checkpoints/depth4_matched_freeze_seed_0_from_126200_shared/step_126200.pt,0.9407157897949219,layer_1_mlp_activation,mlp_activation,1,3,512,nan,nan,nan,nan,"(0,38)/(0,75)|(38,0)/(75,0)|(0,36)/(0,77)|(36,0)/(77,0)|(0,9)/(0,104)|(9,0)/(104,0)|(0,37)/(0,76)|(37,0)/(76,0)|(0,18)/(0,95)|(18,0)/(95,0)",0.1,0.16907276213169098,nan,13787.744140625,4897.849609375,0.6447678804397583,nan,0.001500955899246037,0.004225281998515129,0.0014878959627822042,0.004188517574220896,0.06128794699907303,0.17252929508686066,0.28169551491737366,0.79298996925354,0.009259798564016819,0.026066895574331284,2938.9765625,106.71533203125,0.9636896252632141,nan,0.00026866784901358187,0.007399204187095165,0.00026059316587634385,0.007176824379712343,0.017184926196932793,0.4732787311077118,0.017184928059577942,0.47327879071235657,0.0014112511416897178,0.03886633738875389
