step,branch,branch_step,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,auxiliary_frozen,generalization_collapse_detected,elapsed_post_branch_seconds
129700,control,126200,0.16694867610931396,0.9459530115127563,0.2810949385166168,0.920013427734375,93.32305739997699,1.2652279667882103,0.2954154908657074,2.8059543259037993,23.162768376745372,12.650851249694824,1.5427750603180932,0.01597399078309536,0,0,769.0384242080036
129800,control,126200,0.025189651176333427,0.9947780966758728,0.06425710767507553,0.9807584881782532,94.08636220050754,1.2853959369353605,0.29240500926971436,1.1437788050066706,5.426813758155542,3.9975430965423584,1.7380539550506067,0.016833733767271042,0,0,791.0710977909912
129900,control,126200,0.030008886009454727,0.9908615946769714,0.10139721632003784,0.9655442237854004,94.59502518623195,1.3012848042208194,0.2857121527194977,1.0194219377672844,5.6425142886174395,5.626040935516357,1.7009840231252775,0.01644921861588955,0,0,813.0678071659931
130000,control,126200,0.13116802275180817,0.9608355164527893,0.19734859466552734,0.9435060024261475,92.91677710146126,1.3539152400683372,0.28280332684516907,2.510474001910208,18.154151392831068,13.14578914642334,1.653124766532003,0.0161647479981184,0,0,835.200859915989
130100,control,126200,0.018637236207723618,0.997389018535614,0.05607731267809868,0.9854570031166077,94.11040533791333,1.3835916914235458,0.284775972366333,1.4744724972282668,7.545301776066019,1.6670219898223877,1.6940565513981103,0.01656394451856613,0,0,857.3153422909963
130200,control,126200,0.02810082584619522,0.990078330039978,0.07615383714437485,0.9775142669677734,96.21620348787192,1.335880651805564,0.2840805947780609,0.4616037017236635,2.9405937717419532,4.3213372230529785,1.7324840974737608,0.015996722504496574,0,0,879.3744731250044
130300,control,126200,0.035925403237342834,0.9859007596969604,0.06850933283567429,0.9778499007225037,90.37722395241305,1.3332574274367703,0.2801084518432617,3.3298044573133594,15.749021127118567,20.137348175048828,1.4860377355017884,0.01857960782945156,0,0,901.3620175829856
130400,control,126200,0.1844264417886734,0.9490861892700195,0.4217296540737152,0.9081552624702454,85.99495072001459,1.4842250218379747,0.28610309958457947,1.6959233777251288,8.831887194076778,9.254256248474121,1.5032138758774891,0.015227558091282845,0,0,923.3166137499793
130500,control,126200,0.036331117153167725,0.997389018535614,0.07849401235580444,0.9832196235656738,90.07023771222751,1.5364764368549075,0.28392642736434937,1.2892425636309532,7.4029549220517925,6.746456623077393,1.7622393427603935,0.01843506470322609,0,0,945.3873615829798
130600,control,126200,0.10487227886915207,0.9681462049484253,0.28171905875205994,0.9325428009033203,91.45110066899248,1.5853537257912544,0.28518664836883545,1.3170902505232283,5.420387062567585,9.47536563873291,1.655490807874455,0.01776929385960102,0,0,967.3833974580048
130700,control,126200,0.024237463250756264,0.9913837909698486,0.05170620605349541,0.9826602339744568,89.90841045864487,1.6308426550830493,0.28491508960723877,0.8627859126967176,3.3647983820858807,5.8320746421813965,1.690629886745202,0.01640443690121174,0,0,989.4044624579838
130800,control,126200,0.052744582295417786,0.980156660079956,0.10208644717931747,0.9647611379623413,93.4321002384688,1.5661139973566303,0.2845282256603241,1.9939614518665019,9.482503778001814,12.332521438598633,1.7112671520493135,0.014807152561843395,0,0,1011.3875783330004
130900,control,126200,0.03273662552237511,0.9890339374542236,0.07920030504465103,0.9749412536621094,92.03534987253086,1.5310701041454275,0.2847721576690674,0.8414971762279023,4.344545313588736,6.091172218322754,1.6859101913032997,0.017592214047908783,0,0,1033.4374219999881
131000,control,126200,0.037966154515743256,0.9960835576057434,0.07081861048936844,0.985009491443634,92.08204433463149,1.4902892269323949,0.2815290689468384,0.41644852319312153,1.6624324440776408,5.149062633514404,1.7126393037679137,0.015382041223347187,0,0,1055.4249788750021
131100,control,126200,0.03455992043018341,0.9887728691101074,0.06678387522697449,0.9778499007225037,92.40756540069135,1.4094975379374972,0.2854957580566406,3.654570105364588,21.665244876162674,15.266453742980957,1.487298814338529,0.015706347301602364,0,0,1077.2038706250023
131200,control,126200,0.07909604907035828,0.9733681678771973,0.12252038717269897,0.9586083292961121,91.62173939598938,1.3862767511917466,0.2798056900501251,1.443531148171325,8.792700871740061,5.985319137573242,1.6867085235336823,0.017290739342570305,0,0,1099.130438291002
131300,control,126200,0.6972590684890747,0.8159269094467163,0.819654643535614,0.7862176895141602,91.31002117372289,1.4320051998342542,0.27047842741012573,0.467979549136793,2.331154006184191,3.355952501296997,1.5295876794750936,0.016509000211954117,0,1,1121.2305070830043
131400,control,126200,0.002926276531070471,1.0,0.022026164457201958,0.9942946434020996,92.43541366264944,1.4345535291560838,0.2711578905582428,0.04217247185198639,0.23240769779137585,0.6642202138900757,1.7687361597770854,0.01720597594976425,0,0,1143.2439636659983
131500,control,126200,0.03190945088863373,0.9887728691101074,0.04972027987241745,0.982995867729187,94.45110242172515,1.3643968993604412,0.27133867144584656,3.470199455505951,19.477608255250583,12.865361213684082,1.4847081692429682,0.01790061593055725,0,0,1165.2210374579881
131600,control,126200,0.01151310931891203,0.9968668222427368,0.04520091414451599,0.9863519668579102,91.91356688211525,1.3608495254214013,0.26931431889533997,0.29695341617697824,1.4919382415094156,2.6431028842926025,1.7604266022203614,0.01726856641471386,0,0,1187.2691947910062
131700,control,126200,2.0131797790527344,0.6480417847633362,2.1271920204162598,0.6334041953086853,96.22909537430779,1.3818814820112082,0.269087553024292,2.544655144195095,14.721029300118888,15.906177520751953,1.493408567223895,0.015829579904675484,0,1,1209.2410810829897
131800,control,126200,0.00776250846683979,0.9994778037071228,0.036524150520563126,0.9911623001098633,92.99883354982929,1.5295614644124895,0.2822894752025604,0.056380803738747896,0.3791705986580838,0.826137125492096,1.598779264693392,0.014820173382759094,0,0,1231.2417517499998
131900,control,126200,0.20104482769966125,0.9503916501998901,0.27496758103370667,0.923816978931427,94.5134959404127,1.476054332821112,0.2788933515548706,3.863876831225936,21.501045096185084,14.938281059265137,1.5462549872985154,0.017037609592080116,0,0,1253.3189037079865
132000,control,126200,0.13783764839172363,0.9853785634040833,0.21904194355010986,0.9605101346969604,91.93490698598583,1.5308083910882178,0.27888429164886475,2.5072143329166248,4.502101033294761,7.039490699768066,1.6222051821955445,0.016144413501024246,0,0,1275.3055199999944
132100,control,126200,0.06997928023338318,0.9798955321311951,0.11598565429449081,0.9722564220428467,95.58530154981135,1.5006996013659013,0.27874332666397095,1.8642354434924284,11.480613469303414,13.459187507629395,1.5072636136883375,0.01970086805522442,0,0,1297.309669749986
132200,control,126200,0.43249714374542236,0.8906005024909973,0.6022941470146179,0.8670992255210876,93.34026173780718,1.5084787384455554,0.27552735805511475,0.8507943696460046,3.433116560985318,5.369802474975586,1.765306837324723,0.015045613050460815,0,1,1319.3163592909987
132300,control,126200,0.06937699019908905,0.977806806564331,0.11955676227807999,0.9629712700843811,89.48541933305783,1.6935916786318332,0.2760017514228821,4.500108925503095,15.075646974262705,19.082569122314453,1.54354393586632,0.015009937807917595,0,0,1341.3170823330001
132400,control,126200,0.006134314928203821,0.9971279501914978,0.010580513626337051,0.9967557787895203,93.71173342330447,1.6285891853014678,0.2689955234527588,24.45023042882512,143.27900484632383,105.94561767578125,1.0964235576600478,0.018856538459658623,0,0,1363.2964364159852
132500,control,126200,0.061064865440130234,0.9981723427772522,0.10986519604921341,0.9825483560562134,90.30317104751627,1.6132052422611942,0.26319706439971924,0.3309326526259313,1.4588075423158906,4.27739143371582,1.703377657525841,0.01914967969059944,0,0,1385.2895651249855
132600,control,126200,0.07200820744037628,0.9793733954429626,0.10652036219835281,0.9669985175132751,96.43884019547045,1.6381151068955626,0.2667938768863678,2.73928584284391,14.591145115113877,13.854048728942871,1.571905573305566,0.01674650050699711,0,0,1406.7606174579996
132700,control,126200,0.9632270932197571,0.7407310605049133,1.1224720478057861,0.7033225297927856,94.01684445258529,1.5940569840500944,0.270477831363678,2.031502556570841,10.431542503329412,13.203898429870605,1.4460245072355593,0.015272867865860462,0,1,1428.8249837080075
132800,control,126200,0.12526430189609528,0.9762402176856995,0.30826911330223083,0.9341089725494385,91.45028001750849,1.5981804482110833,0.2659457325935364,2.031204084822886,7.837133061508785,7.545908451080322,1.3874691964588846,0.01427769847214222,0,0,1450.838998207997
132900,control,126200,0.01620849221944809,0.995039165019989,0.04878046736121178,0.9863519668579102,89.4704835075982,1.6681072224770594,0.26955893635749817,1.9767901509208992,9.759664704941798,7.955606460571289,1.6455707967035618,0.015226216986775398,0,0,1472.8168444159965
133000,control,126200,0.08014883100986481,0.9759790897369385,0.11391875147819519,0.9666629433631897,93.72278975662569,1.6333149482835765,0.26647520065307617,1.6680953844041146,7.385159569285933,10.17446231842041,1.684045083897235,0.016793057322502136,0,0,1494.8868832080043
133100,control,126200,0.04267796501517296,0.9971279501914978,0.09345399588346481,0.9796397686004639,91.06836201663309,1.5969426939816898,0.2616138458251953,0.23839448584378303,1.233435803496899,4.6878156661987305,1.7277986005962438,0.017052587121725082,0,0,1516.9001156250015
133200,control,126200,0.02040748856961727,0.997389018535614,0.040411751717329025,0.9913860559463501,88.14052949128863,1.6865583612898574,0.26577216386795044,0.7502547880246269,3.234016616850597,4.523764610290527,1.6899273994850428,0.01785123720765114,0,0,1538.9063305000018
133300,control,126200,0.04323019087314606,0.9845952987670898,0.0679624080657959,0.9777380228042603,93.59748376077407,1.5984750264082368,0.2652553617954254,7.8166242809403865,44.13942811824424,32.94206237792969,1.4273876510240928,0.016022855415940285,0,0,1560.9066516659805
133400,control,126200,0.060164518654346466,0.984856367111206,0.12073063850402832,0.9570421576499939,91.48578467007924,1.559224384933273,0.25548768043518066,2.36869090221076,10.971527971044958,16.14461898803711,1.6519069431215392,0.015262391418218613,0,0,1582.9238215829828
133500,control,126200,0.02112683281302452,0.9919059872627258,0.058327529579401016,0.9806466102600098,91.89670657664735,1.5368235170939477,0.2509661912918091,2.535198309538469,12.323943756116122,11.726547241210938,1.5387405844411428,0.016365090385079384,0,0,1604.824797499983
133600,control,126200,0.23978672921657562,0.9490861892700195,0.2870461642742157,0.931200385093689,89.53760569130291,1.489521984043442,0.24669523537158966,13.32841788889395,56.579611176527685,61.46882247924805,1.25747685505436,0.017953747883439064,0,0,1626.8607329159859
133700,control,126200,0.0275593101978302,0.9929503798484802,0.059151798486709595,0.9848976135253906,93.72919825570024,1.4604019376709514,0.2486438900232315,2.81976973119413,13.41934310398921,14.618176460266113,1.4828540366715381,0.017260247841477394,0,0,1648.858898040984
133800,control,126200,0.06239064410328865,0.9832898378372192,0.12645204365253448,0.9562590718269348,90.45382019281747,1.4464819213134241,0.2520672082901001,0.7384273582982712,4.586478902322936,7.2769083976745605,1.6799858927318359,0.018821341916918755,0,0,1670.9077544159954
133900,control,126200,0.05972598120570183,0.9798955321311951,0.11137976497411728,0.968005359172821,90.29532514405545,1.5078192820716252,0.25795191526412964,1.343020624780735,6.959914257163897,8.769417762756348,1.721979001028798,0.015013245865702629,0,0,1692.8838414579805
134000,control,126200,0.0124970106408,0.9942559003829956,0.031320832669734955,0.9884774684906006,89.48196679806613,1.4943486278271472,0.2536952495574951,2.876119501100373,13.529080667012915,18.060590744018555,1.5193622595422085,0.01849239692091942,0,0,1714.912171999982
134100,control,126200,0.019072091206908226,0.9939947724342346,0.0654461681842804,0.978632926940918,89.98782827819329,1.5124123784716534,0.25478219985961914,0.35462971011761124,1.2661389647816503,4.455574989318848,1.6032250315822405,0.017540721222758293,0,0,1736.9344336659997
134200,control,126200,0.033225055783987045,0.9997389316558838,0.07543354481458664,0.984785795211792,88.6028068871582,1.4802137028308386,0.2448204904794693,0.25395129428527813,1.1170031989245255,3.3287386894226074,1.6688858748979642,0.016608012840151787,0,0,1758.9459657910047
134300,control,126200,0.009047661907970905,0.9989556074142456,0.054296523332595825,0.9840027093887329,92.5591311022635,1.5364101523437037,0.2527239918708801,0.3078492477679422,1.52019687952917,3.5229623317718506,1.7316958987304174,0.015952428802847862,0,0,1780.5285463749897
134400,control,126200,0.01918213441967964,0.9934725761413574,0.07074542343616486,0.9788566827774048,89.54554587579278,1.510396705531091,0.25121811032295227,2.427199991841812,7.40431646277092,11.019942283630371,1.5958801876545843,0.01596156135201454,0,0,1802.5759403329866
134500,control,126200,0.16474300622940063,0.9530026316642761,0.2620741128921509,0.9282917380332947,89.81114793252924,1.540334061574267,0.2565802037715912,1.1014857146480102,4.92927072921142,6.191397666931152,1.6736656205409204,0.016573449596762657,0,0,1824.5622069159872
134600,control,126200,0.019672878086566925,0.9932115077972412,0.039484959095716476,0.9873587489128113,91.64689073284295,1.4906979230848247,0.2517257630825043,3.7328590156202144,16.47219753495888,6.453766345977783,1.422827316713742,0.016187727451324463,0,0,1846.5548069579818
134700,control,126200,0.06845526397228241,0.982506513595581,0.13951171934604645,0.95838463306427,88.94168507102994,1.5698535062742416,0.25416299700737,0.9857412941266464,4.001230561558415,4.918643474578857,1.5014271790061828,0.01682785339653492,0,0,1868.561112083
134800,control,126200,0.05127149447798729,0.9887728691101074,0.21574601531028748,0.9497706890106201,86.65562459519708,1.68505685461633,0.2566809058189392,0.47250643615994875,1.6155921999456233,3.0066146850585938,1.5795106797877816,0.015999630093574524,0,0,1890.5727973750036
134900,control,126200,0.028095997869968414,0.9908615946769714,0.06572159379720688,0.9798635244369507,90.80678292397998,1.7163670336686245,0.2544640302658081,1.9013545477940672,7.978861590476921,12.886295318603516,1.6580136350131405,0.01623542420566082,0,0,1912.651828415983
135000,control,126200,0.12033357471227646,0.9605743885040283,0.21899113059043884,0.9346683025360107,91.54754563988651,1.6402654797204177,0.2521267533302307,4.514134905530109,15.65696592902839,19.16596221923828,1.4929123207406583,0.015066007152199745,0,0,1934.6441687500046
135100,control,126200,0.015518751926720142,0.9958224296569824,0.04076983034610748,0.9873587489128113,90.39635721598991,1.5788618941200994,0.2503618597984314,0.3141738675966857,1.3592865061507526,2.434135913848877,1.743027590126469,0.01617749221622944,0,0,1956.7287017079943
135200,control,126200,0.026255711913108826,0.9958224296569824,0.10128845274448395,0.9671103954315186,87.89683863229382,1.7256277434080216,0.2566000521183014,0.6835429097831928,1.9565243594682857,4.51200532913208,1.564443193906887,0.01604846864938736,0,0,1978.718485874997
135300,control,126200,0.04829331487417221,0.9822454452514648,0.07689841836690903,0.9758362174034119,94.5811413151313,1.6719070172073356,0.25460490584373474,7.942043738245934,33.80274463392078,26.490942001342773,1.375785640943471,0.016201989725232124,0,0,2000.6873186249868
135400,control,126200,0.6195093989372253,0.8117493391036987,0.6693272590637207,0.7990826964378357,90.3763883706077,1.6308762874030251,0.24554207921028137,0.45581711323209667,2.6755779264706283,4.6496171951293945,1.60919956545438,0.018840916454792023,0,1,2022.7301576249884
135500,control,126200,0.11350739002227783,0.9582245349884033,0.2851238548755646,0.9112876057624817,86.8018571119223,1.71279358072359,0.25188279151916504,7.265355366752946,20.34741471565579,17.570247650146484,1.4108160786154496,0.016209125518798828,0,0,2044.7209794159862
135600,control,126200,0.1115245670080185,0.9885117411613464,0.18829722702503204,0.9593914151191711,88.37416779956166,1.7087082427187552,0.2430259883403778,0.7225004058524989,2.5039035288558713,6.089548110961914,1.6307754076593963,0.01692129112780094,0,0,2066.6904957499937
135700,control,126200,0.018225593492388725,0.992689311504364,0.06266762316226959,0.979192316532135,93.06211964784912,1.6469795061861376,0.2579159438610077,1.7992447959148763,8.346039378880606,10.963274002075195,1.5278854764777188,0.01614302396774292,0,0,2088.711719999992
135800,control,126200,0.056458186358213425,0.9892950654029846,0.1202658861875534,0.9663273096084595,87.65882998275933,1.6980455576424807,0.26214542984962463,1.5174071865593446,8.580262142433888,8.495942115783691,1.7182204545194821,0.018582573160529137,0,0,2110.215685165982
135900,control,126200,0.008710924535989761,0.9984334111213684,0.03436143323779106,0.9895961284637451,91.25337822511226,1.66179684926338,0.26109063625335693,0.253831922620686,0.8475742921689815,1.6257038116455078,1.7865092473717716,0.016796665266156197,0,0,2131.9896765830053
136000,control,126200,2.302368402481079,0.6101827621459961,2.459996223449707,0.590670108795166,86.37900251496951,1.6448158962236579,0.2607908844947815,0.7513806102022941,2.8131073423948196,6.187171459197998,1.3781632739802074,0.019191710278391838,0,1,2153.9367190409976
136100,control,126200,0.035464439541101456,0.9890339374542236,0.09857870638370514,0.9713614583015442,87.77118638826683,1.7038921692809563,0.2653835117816925,0.8765812123015982,3.5924016729822794,6.373640537261963,1.7016557086177748,0.020264331251382828,0,0,2175.9530512909987
136200,control,126200,0.02360791526734829,0.9939947724342346,0.06877661496400833,0.9799754023551941,89.50243909728904,1.6100853805078974,0.258993536233902,0.5089614798277867,1.8779223094539976,3.752588987350464,1.7054672328350737,0.01683846302330494,0,0,2197.960038374993
136300,control,126200,0.02369031496345997,0.9934725761413574,0.06227894499897957,0.979416012763977,88.23517729156292,1.592481551466027,0.2628304660320282,13.586228432794087,60.94931756412932,48.12873840332031,1.1898870968815543,0.017729556187987328,0,0,2219.931432374986
136400,control,126200,0.028374889865517616,0.9929503798484802,0.07179340720176697,0.9739344716072083,89.3905335632111,1.7154698339931078,0.2676585018634796,0.4181196446744391,1.623311495397863,2.8098933696746826,1.6927358032824227,0.016487838700413704,0,0,2241.9135990829964
136500,control,126200,0.03777934983372688,0.9866840839385986,0.08845030516386032,0.967222273349762,90.16405984288643,1.6839682120708859,0.26182571053504944,1.1447837487441557,4.322222267510555,5.750059127807617,1.7220661608909844,0.01813340373337269,0,0,2263.9960610409908
136600,control,126200,0.02491946332156658,0.9994778037071228,0.05798354744911194,0.9926166534423828,88.28262730382828,1.6698900650366173,0.25866901874542236,0.14416560315089588,1.0456909504780951,2.320740222930908,1.740015985430981,0.01673108898103237,0,0,2285.921740165999
136700,control,126200,0.060854073613882065,0.9989556074142456,0.11849439889192581,0.9826602339744568,88.60118694183919,1.650259050715862,0.25695469975471497,0.3162503941666529,1.2639134706631745,3.7415578365325928,1.6999009005032277,0.01821238361299038,0,0,2307.8686675409845
136800,control,126200,0.08447153121232986,0.9744125604629517,0.16489455103874207,0.9529030323028564,94.34656548672031,1.6513689607813675,0.2704530656337738,1.7125356455889342,7.936465021092964,11.485774993896484,1.7311568175017906,0.017156150192022324,0,0,2329.9965222909814
136900,control,126200,0.03160805255174637,0.9906005263328552,0.06610453128814697,0.9825483560562134,95.06952051493272,1.6319815987760098,0.2649848163127899,2.8477550870118775,14.005481495386203,15.571072578430176,1.664586139328919,0.01726492866873741,0,0,2351.965265125007
137000,control,126200,0.009766561910510063,0.9992167353630066,0.03484801575541496,0.9893724322319031,93.68414057892909,1.5938195414350536,0.2586049735546112,0.18228067283628072,1.0868145340155786,1.8374310731887817,1.765249483732178,0.01710263267159462,0,0,2373.945727707993
