run,depth,regime,role,step,checkpoint,baseline_full_accuracy,requested_addition_power_threshold,achieved_addition_power_fraction,selected_pair_count,selected_pairs,intervention,intervention_accuracy
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.25,0.2802232266209246,8,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)",top_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.25,0.2802232266209246,8,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)",top_addition_ablation,0.9736862778663635
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.25,0.2802232266209246,8,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)",remaining_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.5,0.5037370134085227,17,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)",top_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.5,0.5037370134085227,17,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)",top_addition_ablation,0.9795598983764648
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.5,0.5037370134085227,17,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)",remaining_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.75,0.7534275754661641,32,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)|(8,8)/(105,105)|(14,14)/(99,99)|(5,5)/(108,108)|(18,18)/(95,95)|(46,46)/(67,67)|(43,43)/(70,70)|(34,34)/(79,79)|(2,2)/(111,111)|(49,49)/(64,64)|(29,29)/(84,84)|(3,3)/(110,110)|(28,28)/(85,85)|(25,25)/(88,88)|(31,31)/(82,82)|(44,44)/(69,69)",top_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.75,0.7534275754661641,32,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)|(8,8)/(105,105)|(14,14)/(99,99)|(5,5)/(108,108)|(18,18)/(95,95)|(46,46)/(67,67)|(43,43)/(70,70)|(34,34)/(79,79)|(2,2)/(111,111)|(49,49)/(64,64)|(29,29)/(84,84)|(3,3)/(110,110)|(28,28)/(85,85)|(25,25)/(88,88)|(31,31)/(82,82)|(44,44)/(69,69)",top_addition_ablation,0.9826924800872803
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.75,0.7534275754661641,32,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)|(8,8)/(105,105)|(14,14)/(99,99)|(5,5)/(108,108)|(18,18)/(95,95)|(46,46)/(67,67)|(43,43)/(70,70)|(34,34)/(79,79)|(2,2)/(111,111)|(49,49)/(64,64)|(29,29)/(84,84)|(3,3)/(110,110)|(28,28)/(85,85)|(25,25)/(88,88)|(31,31)/(82,82)|(44,44)/(69,69)",remaining_addition_sufficiency,0.008849557489156723
subtraction_depth1_muon,1,muon,first_generalized,9000,checkpoints/subtraction_depth_1_muon_seed_0/step_009000.pt,0.965149998664856,0.9,0.9049245385020113,44,"(39,39)/(74,74)|(56,56)/(57,57)|(23,23)/(90,90)|(21,21)/(92,92)|(7,7)/(106,106)|(6,6)/(107,107)|(35,35)/(78,78)|(52,52)/(61,61)|(42,42)/(71,71)|(48,48)/(65,65)|(20,20)/(93,93)|(1,1)/(112,112)|(10,10)/(103,103)|(45,45)/(68,68)|(53,53)/(60,60)|(50,50)/(63,63)|(19,19)/(94,94)|(8,8)/(105,105)|(14,14)/(99,99)|(5,5)/(108,108)|(18,18)/(95,95)|(46,46)/(67,67)|(43,43)/(70,70)|(34,34)/(79,79)|(2,2)/(111,111)|(49,49)/(64,64)|(29,29)/(84,84)|(3,3)/(110,110)|(28,28)/(85,85)|(25,25)/(88,88)|(31,31)/(82,82)|(44,44)/(69,69)|(51,51)/(62,62)|(11,11)/(102,102)|(41,41)/(72,72)|(26,26)/(87,87)|(13,13)/(100,100)|(47,47)/(66,66)|(12,12)/(101,101)|(22,22)/(91,91)|(40,40)/(73,73)|(37,37)/(76,76)|(17,17)/(96,96)|(24,24)/(89,89)",top_addition_sufficiency,0.008849557489156723
