step,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected,unembedding_learning_rate
0,5.186100959777832,0.007571801543235779,5.174230575561523,0.008390200324356556,19.585105107656336,123.10922682798059,6.175757884979248,nan,nan,nan,nan,nan,0,0.00025
100,2.8328709602355957,0.280156672000885,7.500321388244629,0.0,30.017771210624673,115.87068457073153,6.734675884246826,0.1937529066391762,0.01792694113770239,0.1873856484889984,0.30021213304637406,0.005234608426690102,0,0.00025
200,0.01763002946972847,1.0,23.242347717285156,0.00022373867977876216,47.48599949357436,110.64586905850241,8.13150691986084,0.1503074334477947,0.024940425316868246,0.02285935916006565,0.29803285476527114,0.005049839615821838,0,0.00025
300,2.2070815930419485e-07,1.0,61.19409942626953,0.0010068240808323026,67.9577701499528,100.35857148902204,8.092846870422363,4.104250147294804e-06,6.125234639366342e-07,4.68044527224265e-06,0.2971276621370372,0.005327389109879732,0,0.00025
400,3.73501674033605e-10,1.0,124.38349151611328,0.0016780400183051825,88.08512542896429,90.8037908911485,7.992323875427246,1.2793714690901857e-07,3.093783045754707e-08,1.6393043722473521e-07,0.2849569664002097,0.0046234289184212685,0,0.00025
500,0.0011732799466699362,1.0,104.63642120361328,0.0015661707147955894,86.43233589956266,82.25102737330337,7.909512996673584,0.3782763513176163,0.1199123451061624,0.2993336021900177,0.2990727569845431,0.004580182489007711,0,0.00025
600,2.0606943508028053e-05,1.0,79.27447509765625,0.0015661707147955894,83.58850307959254,74.43204621210832,7.81673002243042,0.0004068614645363213,0.00011028624037499382,0.0005257769953459501,0.303178825102852,0.005134587176144123,0,0.00025
700,5.4344489797131246e-08,1.0,87.06924438476562,0.0015661707147955894,89.90825647719018,67.34582015720287,7.719749927520752,1.0039993328557169e-06,2.6051665618318527e-07,1.4672377801616676e-06,0.3024804515689546,0.0054198275320231915,0,0.00025
800,0.00032388491672463715,1.0,75.68505859375,0.002349256072193384,89.88918347694307,60.97688058411244,7.628093719482422,0.005806708341306917,0.0017563906415078217,0.008384469896554947,0.3007401899060327,0.0053271143697202206,0,0.00025
900,1.2794886288247653e-06,1.0,68.24291229248047,0.0013424319913610816,90.7993659760396,55.17436935257483,7.534885406494141,1.4948542015272462e-05,5.0943636926584105e-06,2.214600499428343e-05,0.30115798641864105,0.005388192366808653,0,0.00025
1000,2.2721351466969963e-09,1.0,76.875732421875,0.002349256072193384,99.02204574369257,49.92141678636199,7.441298007965088,1.385241742559145e-07,4.9461355550014186e-08,3.0096975933702197e-07,0.3061927074865597,0.005200363229960203,0,0.00025
1100,2.8105985094839525e-08,1.0,42.91851043701172,0.003020472126081586,94.43508206640533,45.168575057639444,7.348862171173096,1.1006078399300126e-06,1.3918689340481048e-06,1.0482544894330204e-06,0.2751053287701967,0.004094651434570551,0,0.00025
1200,1.7321134748726763e-07,1.0,43.19361877441406,0.003244210733100772,91.39442580287587,40.86746868537522,7.257694244384766,2.7872366455580986e-06,3.207678743454174e-06,2.523102466511773e-06,0.2716263405363302,0.0035870331339538097,0,0.00025
1300,2.7390120393988582e-08,1.0,33.6568489074707,0.0036916881799697876,92.26888980260574,36.97661533223435,7.167539596557617,2.8905624915602465e-07,2.2825944093535497e-07,1.195280106003338e-06,0.2955639403953842,0.004527471959590912,0,0.00025
1400,2.4900108641645602e-08,1.0,21.974609375,0.004922250751405954,90.97406766245383,33.45619275480342,7.078505039215088,2.6321056760426497e-07,1.1383754811282778e-07,3.212058572898968e-06,0.2959967683269089,0.004442780744284391,0,0.00025
1500,1.867508103714499e-08,1.0,24.618913650512695,0.005369727965444326,98.83196070025141,30.270941799640923,6.990578651428223,4.399240207360859e-07,2.114651387366591e-07,7.219624876597663e-06,0.29188450086509127,0.0048904926516115665,0,0.00025
1600,1.6963198845587613e-08,1.0,31.34908103942871,0.004922250751405954,108.63586588669064,27.388945364210898,6.903748989105225,6.906276878558625e-07,4.799128973280962e-07,1.3253240467747673e-05,0.2790271952136804,0.005131566431373358,0,0.00025
