step,regime,modulus,train_fraction,d_model,num_heads,d_mlp,train_loss,train_accuracy,test_loss,test_accuracy,hidden_parameter_norm,auxiliary_parameter_norm,unembedding_parameter_norm,hidden_gradient_norm,auxiliary_gradient_norm,unembedding_gradient_norm,muon_applied_update_norm,muon_max_abs_applied_update,train_collapse_detected,generalization_collapse_detected,auxiliary_frozen,scheduled_freeze_step
0,muon,113,0.3,64,4,256,5.049411296844482,0.01044386439025402,5.065127849578857,0.008949547074735165,13.827653308545447,86.88105279108687,6.114027976989746,nan,nan,nan,nan,nan,0,0,0,
100,muon,113,0.3,64,4,256,3.775005578994751,0.137597918510437,5.838100433349609,0.0027967335190624,21.51446808968469,80.88385669429306,6.271735191345215,0.1774846813950799,0.028252829786688544,0.14635850489139557,0.2118235139780507,0.006269923411309719,0,0,0,
200,muon,113,0.3,64,4,256,1.6220967769622803,0.6281984448432922,9.295723915100098,0.005369727965444326,32.61308543168937,76.36946349895668,6.96382474899292,1.02576425618354,0.2571373370317106,0.21330760419368744,0.21065411225551245,0.00694133760407567,0,0,0,
300,muon,113,0.3,64,4,256,0.05657269060611725,0.987728476524353,21.0904541015625,0.005817205645143986,44.39282329753747,72.13978927852563,7.757928848266602,0.3751607927665271,0.1390178609524499,0.08211758732795715,0.21115568759259587,0.006348819006234407,0,0,0,
400,muon,113,0.3,64,4,256,0.0013161124661564827,0.9997389316558838,34.84147644042969,0.00827833078801632,53.49355315934494,65.52505006372633,7.650182247161865,0.028426988450366248,0.005872448049787019,0.026121018454432487,0.22387098162378238,0.0066940211690962315,0,0,0,
500,muon,113,0.3,64,4,256,4.1477338186268753e-07,1.0,60.680641174316406,0.008725808002054691,64.2768677069423,59.29473341199686,7.463551998138428,3.20466259480079e-06,1.0505547276133858e-06,4.1669827623991296e-06,0.2121888316887161,0.006127561908215284,0,0,0,
600,muon,113,0.3,64,4,256,0.001355086569674313,1.0,62.43729782104492,0.009508893825113773,67.54924879218774,53.69476220397053,7.282737731933594,0.23572831458153143,0.14561906265068741,0.11692577600479126,0.2151268654512592,0.007128704804927111,0,0,0,
700,muon,113,0.3,64,4,256,8.601345143688377e-06,1.0,56.41145324707031,0.012641235254704952,68.3362436990057,48.60043655351279,7.1083598136901855,5.9869710767381345e-05,2.340745541996049e-05,8.636477286927402e-05,0.21278720373393975,0.007152691949158907,0,0,0,
800,muon,113,0.3,64,4,256,1.4006311666037163e-08,1.0,73.85157012939453,0.012417496182024479,76.05829665465077,43.973536956570236,6.932918548583984,2.5441651674632776e-07,1.3300575259504474e-07,3.970436068811978e-07,0.20746940463363928,0.006143122911453247,0,0,0,
900,muon,113,0.3,64,4,256,7.489998824894428e-05,1.0,54.81871032714844,0.013312450610101223,72.98626582552708,39.82289162658867,6.7677836418151855,0.0006147265765402134,0.0003548924073205982,0.0009172342834062874,0.21559669506325974,0.006614579353481531,0,0,0,
1000,muon,113,0.3,64,4,256,2.606106761504634e-07,1.0,60.794342041015625,0.013200582005083561,77.27094109169713,36.0332472760562,6.6012492179870605,1.8984256108274557e-06,1.1360414247216163e-06,3.2316766009898856e-06,0.21058130441577244,0.006833949126303196,0,0,0,
