step,local_step,branch,train_loss,train_accuracy,test_loss,test_accuracy,hidden_gradient_norm,auxiliary_gradient_norm,hidden_delta_norm,auxiliary_delta_norm,muon_applied_update_norm,muon_max_abs_applied_update,collapse_detected
44670,670,control,1.480622700000822e-07,1.0,0.0001494259777246043,1.0,7.643880863813168e-07,3.4068731609844294e-05,30.913831473230974,1.3949576138613278,0.14472702446146404,0.006141369696706533,0
44680,680,control,1.4927614699900005e-07,1.0,0.00016998191131278872,1.0,7.974783047647924e-07,3.209282439247849e-05,31.39978874106132,1.4517555634776358,0.14511596036283364,0.006239287089556456,0
44690,690,control,1.4905826617450657e-07,1.0,0.0001920979266287759,1.0,8.548200138824528e-07,3.5782673979243655e-05,31.887893068237823,1.509587483171705,0.14539669812833508,0.006760471500456333,0
44700,700,control,1.528244126802747e-07,1.0,0.00021828683384228498,1.0,8.636233159472003e-07,3.5173700750684276e-05,32.37727945637794,1.5702121811820864,0.14549918482989654,0.006735743954777718,0
44710,710,control,57.498844146728516,0.211227148771286,59.86240005493164,0.1904016137123108,25.25965289455559,836.1012012460612,32.67976963561272,2.0729155856179116,0.14292850031808516,0.006986869033426046,1
44720,720,control,6.580968379974365,0.4660574495792389,8.526012420654297,0.38046762347221375,5.086719737599788,92.54969666808427,32.838065726608,4.422550496876906,0.16547094272840937,0.0069609517231583595,1
44730,730,control,1.7589831352233887,0.6684073209762573,3.0234687328338623,0.5515158176422119,1.8868847983312684,25.337327847234086,33.16573176352885,5.632026334288145,0.1740218178900902,0.006545828655362129,1
44740,740,control,0.4757097661495209,0.86997389793396,1.3182193040847778,0.719655454158783,0.7257139273825368,8.842760582712367,33.636771445803724,6.088091708887275,0.1825387963128577,0.006932653021067381,1
44750,750,control,0.11682091653347015,0.9702349901199341,0.6676400303840637,0.8340978026390076,0.2557810735092486,3.264711400143614,34.265605954717955,6.192213280373229,0.18545208111653805,0.006390131078660488,0
44760,760,control,0.03625049069523811,0.997389018535614,0.43518105149269104,0.8888018727302551,0.10266939740620175,1.277229495515083,35.04167876655654,6.192652933211934,0.1870034798011132,0.007056144997477531,0
44770,770,control,0.014582437463104725,1.0,0.3220749795436859,0.9160979986190796,0.04532627177388173,0.4892318685094325,35.94332589596706,6.147891512770678,0.18844807609063077,0.007058701943606138,0
44780,780,control,0.008062261156737804,1.0,0.25824475288391113,0.9309766292572021,0.024465167849479393,0.2764615975083973,36.95371523151104,6.085640428046785,0.18951093465514893,0.006942272186279297,0
44790,790,control,0.005006514955312014,1.0,0.20931869745254517,0.9414923191070557,0.01493749496290658,0.1620857135289038,38.05729519660329,6.021089092088677,0.1901369365351474,0.006859360262751579,0
44800,800,control,0.003356334986165166,1.0,0.1720227599143982,0.948428213596344,0.009713450956497912,0.10517200551545108,39.22776973688122,5.9578223606065634,0.19035804904632386,0.007145731709897518,0
44810,810,control,0.0024745657574385405,1.0,0.1391874998807907,0.9560353755950928,0.007509139599508383,0.07932372647326927,40.44287332046651,5.896558163651624,0.19130649735266994,0.0077233873307704926,0
44820,820,control,0.0018081710441038013,1.0,0.11096885055303574,0.9637543559074402,0.004860242882559057,0.05414006212823126,41.6824530122717,5.837551349498395,0.19231250954803353,0.007345455698668957,0
44830,830,control,0.001308310660533607,1.0,0.08791478723287582,0.9713614583015442,0.0030017189290892808,0.04006825410637885,42.927034694419945,5.780520677578629,0.1932641567946894,0.0069603705778717995,0
44840,840,control,0.0009527955553494394,1.0,0.0700383260846138,0.9776261448860168,0.001805783996269903,0.027566532061778795,44.164400618094064,5.724607997209126,0.19349690570080388,0.006668515037745237,0
44850,850,control,0.0007181245018728077,1.0,0.05633023381233215,0.9813178181648254,0.0013837025723819826,0.021338685000724323,45.384538993202156,5.6691496000425285,0.19418503409442034,0.006646065041422844,0
44860,860,control,0.0005356580368243158,1.0,0.04565262421965599,0.9856806993484497,0.0008720565912718624,0.01494696589583993,46.57752204198946,5.614018503409055,0.19567996491929424,0.00672787893563509,0
44870,870,control,0.0004075752221979201,1.0,0.03769712895154953,0.9887012243270874,0.0006509147036897256,0.010772007890214177,47.731183701745906,5.559509685223275,0.19613391954045226,0.006118873134255409,0
44880,880,control,0.0003067235229536891,1.0,0.031056758016347885,0.9902673959732056,0.00046516079449373436,0.00795993427634344,48.830066585304294,5.505658993286289,0.19646569506542633,0.006052604876458645,0
44890,890,control,0.00022482068743556738,1.0,0.025159113109111786,0.992392897605896,0.00032068889821043085,0.005772807298290319,49.879034673103504,5.452524010219766,0.1987166351946043,0.00611603120341897,0
44900,900,control,0.00016327050980180502,1.0,0.020074112340807915,0.9938471913337708,0.00022068978910419593,0.004111587101681001,50.89427331632982,5.400065499504819,0.200126311063985,0.005797233432531357,0
44910,910,control,0.00012030694779241458,1.0,0.01590071991086006,0.9956371188163757,0.00015413051913500158,0.002842134322891904,51.8858718958329,5.348232727698977,0.20105897875667744,0.005919849965721369,0
44920,920,control,9.121574112214148e-05,1.0,0.012703321874141693,0.9963083267211914,0.00011761781856326654,0.0021864949445384416,52.84903578888193,5.297016755331018,0.20051455653576739,0.005808582995086908,0
44930,930,control,6.942037725821137e-05,1.0,0.010515406727790833,0.9974269866943359,9.138920659896938e-05,0.0016910453587111547,53.78022923054865,5.246442449817147,0.2001899189773307,0.005608936306089163,0
44940,940,control,5.251355833024718e-05,1.0,0.008909087628126144,0.9976507425308228,6.580228375517747e-05,0.001248754585834537,54.66941260771444,5.196545733609819,0.19912063393546825,0.006021109875291586,0
44950,950,control,3.9841761463321745e-05,1.0,0.007534006144851446,0.9984338283538818,5.016106671759911e-05,0.0009435738411237833,55.51878550681758,5.147353110919274,0.19924202566100643,0.006441857665777206,0
44960,960,control,3.0431085178861395e-05,1.0,0.006535641383379698,0.9986575841903687,3.817973798593421e-05,0.0007223368157203798,56.329305416272675,5.09887667175726,0.19935215657500474,0.0059760501608252525,0
44970,970,control,2.382849015702959e-05,1.0,0.00564793823286891,0.9985457062721252,2.9994315765743974e-05,0.0005726739152689488,57.09326205419087,5.0511308226621585,0.19771610729535488,0.005781350191682577,0
44980,980,control,1.9103517843177542e-05,1.0,0.004830804653465748,0.9984338283538818,2.3710931899054816e-05,0.0004651295591654471,57.80744261442878,5.004126902141999,0.19695362366641134,0.005734350997954607,0
44990,990,control,1.562305806146469e-05,1.0,0.004156182985752821,0.9987694621086121,1.9537034304432246e-05,0.0003846885501347434,58.47397425327632,4.957868280190139,0.19609137024479276,0.006058466155081987,0
45000,1000,control,1.3055941053607967e-05,1.0,0.0036160065792500973,0.9989931583404541,1.6328377532704287e-05,0.0003232642406701508,59.099892603644896,4.912353941704782,0.19518957810316956,0.00617035711184144,0
