step,branch_step,branch,stage_name,stage_kind,layer,stage_order,representative_k,representative_l,conjugate_k,conjugate_l,family,pair_power,rank,pair_power_fraction_total,pair_power_fraction_non_dc
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,0,39,0,74,b_only,6313.99169921875,15,0.0008287834887865013,0.0013083636748570568
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,0,2,0,111,b_only,5742.29296875,16,0.0007537415041048726,0.0011898982273969723
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,36,38,77,75,generic_interaction,5485.40869140625,17,0.0007200225102047547,0.0011366675497006342
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,47,0,66,0,a_only,4412.84716796875,18,0.0005792365662760217,0.0009144150344671084
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,0,45,0,68,b_only,4352.1787109375,19,0.0005712731387213301,0.0009018435251635508
130000,126200,freeze,layer_2_post_block_residual,post_block_residual,2,10,29,0,84,0,a_only,4276.7802734375,20,0.0005613762330779424,0.0008862197198965617
130000,126200,control,layer_3_attention_output,attention_output,3,11,9,0,104,0,a_only,8491803.0,1,0.39318671987065096,0.43282808028647646
130000,126200,control,layer_3_attention_output,attention_output,3,11,38,0,75,0,a_only,5226850.0,2,0.24201315159523978,0.2664130870022973
130000,126200,control,layer_3_attention_output,attention_output,3,11,36,0,77,0,a_only,4665294.5,3,0.21601205794406544,0.23779054488264237
130000,126200,control,layer_3_attention_output,attention_output,3,11,18,0,95,0,a_only,234687.0,4,0.01086645694987077,0.01196202074850209
130000,126200,control,layer_3_attention_output,attention_output,3,11,27,0,86,0,a_only,154414.125,5,0.007149669311740591,0.007870503978114661
130000,126200,control,layer_3_attention_output,attention_output,3,11,45,0,68,0,a_only,97028.515625,6,0.004492605845014534,0.0049455535121357775
130000,126200,control,layer_3_attention_output,attention_output,3,11,41,0,72,0,a_only,71881.609375,7,0.0033282559910044643,0.0036638130905396224
130000,126200,control,layer_3_attention_output,attention_output,3,11,47,0,66,0,a_only,51152.14453125,8,0.002368442122667194,0.002607230115912642
130000,126200,control,layer_3_attention_output,attention_output,3,11,2,0,111,0,a_only,50331.1640625,9,0.0023304291568005007,0.002565384656209708
130000,126200,control,layer_3_attention_output,attention_output,3,11,29,0,84,0,a_only,39168.83203125,10,0.0018135918352712227,0.0019964394340223606
130000,126200,control,layer_3_attention_output,attention_output,3,11,39,0,74,0,a_only,30100.8984375,11,0.0013937291670332234,0.0015342459175750219
130000,126200,control,layer_3_attention_output,attention_output,3,11,37,0,76,0,a_only,28407.59765625,12,0.0013153261023443584,0.00144793820100458
130000,126200,control,layer_3_attention_output,attention_output,3,11,23,0,90,0,a_only,19753.212890625,13,0.0009146115357800344,0.0010068233112496014
130000,126200,control,layer_3_attention_output,attention_output,3,11,48,0,65,0,a_only,19512.10546875,14,0.0009034478010179938,0.0009945340409317457
130000,126200,control,layer_3_attention_output,attention_output,3,11,20,0,93,0,a_only,19403.158203125,15,0.0008984033342528122,0.0009889809874950458
130000,126200,control,layer_3_attention_output,attention_output,3,11,7,0,106,0,a_only,17394.59375,16,0.0008054029585996079,0.000886604248847464
130000,126200,control,layer_3_attention_output,attention_output,3,11,46,0,67,0,a_only,17129.26953125,17,0.0007931179398264975,0.0008730806458793933
130000,126200,control,layer_3_attention_output,attention_output,3,11,11,0,102,0,a_only,16775.638671875,18,0.0007767441547018667,0.0008550560442731928
130000,126200,control,layer_3_attention_output,attention_output,3,11,1,0,112,0,a_only,14230.4345703125,19,0.000658896336977564,0.000725326727046149
130000,126200,control,layer_3_attention_output,attention_output,3,11,30,0,83,0,a_only,12492.228515625,20,0.0005784140722451057,0.0006367301840278145
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,36,0,77,0,a_only,6911856.0,1,0.3636846569443538,0.4122603731391979
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,38,0,75,0,a_only,4261535.0,2,0.2242313634038899,0.2541809333478232
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,9,0,104,0,a_only,4058558.25,3,0.21355123209163024,0.24207430515800243
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,27,0,86,0,a_only,243877.96875,4,0.01283225162693343,0.01454619748983553
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,45,0,68,0,a_only,124587.0,5,0.00655545780391348,0.007431040679709365
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,39,0,74,0,a_only,107334.578125,6,0.005647678311535653,0.006402013182646006
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,2,0,111,0,a_only,104894.484375,7,0.005519286652568681,0.0062564728299723356
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,18,0,95,0,a_only,85202.40625,8,0.004483138521384809,0.005081931075095102
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,47,0,66,0,a_only,77894.3984375,9,0.0040986093422127135,0.004646042071087289
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,37,0,76,0,a_only,58410.4921875,10,0.003073414696886306,0.0034839168096764393
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,41,0,72,0,a_only,56225.3359375,11,0.0029584372145500045,0.0033535823045894625
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,29,0,84,0,a_only,51261.1171875,12,0.002697232381421178,0.003057489522242781
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,50,0,63,0,a_only,29112.322265625,13,0.0015318179279237446,0.0017364159265145487
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,56,0,57,0,a_only,27845.939453125,14,0.0014651840167536785,0.0016608820249375603
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,43,0,70,0,a_only,26825.216796875,15,0.0014114761314803726,0.001600000620125704
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,16,0,97,0,a_only,25244.3515625,16,0.0013282949381165456,0.0015057092906468747
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,54,0,59,0,a_only,25096.828125,17,0.001320532622067363,0.0014969101971196762
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,10,0,103,0,a_only,24840.5546875,18,0.001307048151731011,0.0014816246670146776
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,48,0,65,0,a_only,22061.03125,19,0.0011607965475546537,0.0013158388969562599
130000,126200,freeze,layer_3_attention_output,attention_output,3,11,20,0,93,0,a_only,20317.75390625,20,0.0010690696332901518,0.0012118604332528081
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,9,0,104,0,a_only,8804582.0,1,0.31372478733758763,0.38212341371109143
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,38,0,75,0,a_only,5650024.0,2,0.2013216048021662,0.24521396455045744
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,36,0,77,0,a_only,5266159.0,3,0.18764373054404207,0.22855402496397756
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,0,36,0,77,b_only,759783.375,4,0.027072594445086612,0.03297499153689912
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,0,9,0,104,b_only,590831.0,5,0.02105248492517353,0.025642371057063
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,0,38,0,75,b_only,545526.0,6,0.019438177569034487,0.02367611061923858
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,18,0,95,0,a_only,240501.90625,7,0.008569561779601312,0.01043790715110324
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,27,0,86,0,a_only,160407.421875,8,0.005715635826335092,0.006961765093614916
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,45,0,68,0,a_only,100103.40625,9,0.003566883679151309,0.0043445396181622485
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,41,0,72,0,a_only,75316.40625,10,0.0026836735161092943,0.0032687709950002604
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,2,0,111,0,a_only,53365.34375,11,0.0019015134527869705,0.0023160835264656354
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,47,0,66,0,a_only,52335.3359375,12,0.0018648122235937373,0.002271380654544902
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,29,0,84,0,a_only,40462.25,13,0.0014417505313086192,0.0017560825825043834
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,39,0,74,0,a_only,30166.51171875,14,0.0010748928766500998,0.0013092422147609499
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,37,0,76,0,a_only,28816.052734375,15,0.0010267733341572044,0.0012506315962005016
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,23,0,90,0,a_only,21046.2890625,16,0.0007499211842627178,0.0009134198332769127
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,48,0,65,0,a_only,20996.25,17,0.0007481381928337795,0.000911248112077496
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,20,0,93,0,a_only,19901.74609375,18,0.0007091388394029817,0.0008637460763219797
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,11,0,102,0,a_only,18236.125,19,0.0006497894434382762,0.0007914572591705293
130000,126200,control,layer_3_post_attention_residual,post_attention_residual,3,12,7,0,106,0,a_only,17865.736328125,20,0.0006365917575837705,0.0007753821991964394
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,36,0,77,0,a_only,7960573.0,1,0.26270496277316213,0.3179952799475266
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,38,0,75,0,a_only,7059858.0,2,0.2329806828068546,0.2820150661390562
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,9,0,104,0,a_only,4826651.0,3,0.15928315352098973,0.1928067534779229
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,0,38,0,75,b_only,2823218.5,4,0.09316835747162958,0.11277707738633086
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,27,0,86,0,a_only,254113.703125,5,0.008385945448851923,0.010150897198447528
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,0,36,0,77,b_only,201154.4375,6,0.006638249409319388,0.008035371532363278
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,0,9,0,104,b_only,178046.921875,7,0.005875683821132975,0.007112312237503006
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,45,0,68,0,a_only,132472.15625,8,0.004371681897287641,0.0052917698778682425
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,39,0,74,0,a_only,117159.3984375,9,0.003866349244589492,0.004680082163007188
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,2,0,111,0,a_only,115270.40625,10,0.003804011065881002,0.004604623951709741
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,18,0,95,0,a_only,97437.28125,11,0.003215504379332917,0.0038922569428632373
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,47,0,66,0,a_only,96021.796875,12,0.003168792318525188,0.003835713607340848
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,37,0,76,0,a_only,66205.703125,13,0.002184838550544559,0.0026446715706717606
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,29,0,84,0,a_only,63573.15625,14,0.002097962501697889,0.00253951111545194
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,41,0,72,0,a_only,61269.1640625,15,0.0020219290073945463,0.002447475197853926
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,38,75,75,38,subtraction,36043.625,16,0.0011894670350783563,0.0014398087451994558
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,43,0,70,0,a_only,34648.0234375,17,0.0011434111222034,0.001384059654077197
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,38,38,75,75,addition,34275.2265625,18,0.0011311085418277379,0.001369167805634982
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,50,0,63,0,a_only,32695.755859375,19,0.0010789848074852788,0.0013060738262934007
130000,126200,freeze,layer_3_post_attention_residual,post_attention_residual,3,12,16,0,97,0,a_only,31534.427734375,20,0.001040660096205632,0.001259683087558851
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,9,0,104,0,a_only,47623192.0,1,0.18221424706344805,0.3167405066422989
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,38,0,75,0,a_only,30929858.0,2,0.11834277692367545,0.205713613092007
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,36,0,77,0,a_only,27519324.0,3,0.10529350704495145,0.1830302476619706
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,0,36,0,77,b_only,4958969.5,4,0.01897384143534737,0.03298196626244011
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,18,0,95,0,a_only,3753579.0,5,0.014361817059179282,0.024964948048461215
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,0,9,0,104,b_only,3454175.75,6,0.013216250467021845,0.022973625478244778
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,27,0,86,0,a_only,2714479.5,7,0.010386049684818795,0.018053926584764294
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,0,38,0,75,b_only,2627411.5,8,0.010052913047036928,0.01747483977276875
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,45,0,68,0,a_only,2549005.0,9,0.009752916747704867,0.01695336035295058
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,47,0,66,0,a_only,2240396.5,10,0.008572129339232118,0.01490081392464481
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,29,0,84,0,a_only,2066696.25,11,0.007907523315585432,0.013745538461612134
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,37,0,76,0,a_only,1663111.5,12,0.006363340990563205,0.011061307673635857
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,41,0,72,0,a_only,1507146.5,13,0.005766592980827724,0.010023988858079223
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,2,0,111,0,a_only,1221915.5,14,0.0046752517724485305,0.008126925522843534
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,39,0,74,0,a_only,1188761.75,15,0.004548400015145496,0.007906420866790826
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,9,9,104,104,addition,842511.875,16,0.0032235904503238435,0.005603522715143773
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,9,104,104,9,subtraction,813361.6875,17,0.003112056988495606,0.005409645640346519
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,36,36,77,77,addition,711201.625,18,0.002721175611447375,0.004730181946378695
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,36,77,77,36,subtraction,661765.0625,19,0.0025320231074879053,0.004401380763692249
130000,126200,control,layer_3_mlp_activation,mlp_activation,3,13,38,75,75,38,subtraction,441273.0,20,0.0016883838329112613,0.0029348942756203147
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,38,0,75,0,a_only,39072648.0,1,0.17569156181524503,0.2664108895445169
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,36,0,77,0,a_only,28447464.0,2,0.12791504122891692,0.19396469339691597
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,0,38,0,75,b_only,18306096.0,3,0.08231401662308145,0.12481732283533287
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,9,0,104,0,a_only,16037621.0,4,0.07211373749972032,0.1093500721217519
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,38,38,75,75,addition,5322817.0,5,0.02393423737205467,0.03629281567639534
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,38,75,75,38,subtraction,4259433.5,6,0.019152695360272882,0.029042297509263133
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,41,0,72,0,a_only,2955457.0,7,0.013289318302864927,0.020151332676008275
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,37,0,76,0,a_only,2790295.0,8,0.012546661451644361,0.01902520077578612
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,27,0,86,0,a_only,2404370.0,9,0.01081133586036249,0.016393830039216954
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,2,0,111,0,a_only,2389996.0,10,0.010746702654301506,0.016295823113085074
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,39,0,74,0,a_only,2312837.0,11,0.010399754445976784,0.015769726242804736
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,45,0,68,0,a_only,1772164.0,12,0.007968598927637356,0.012083229876274812
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,18,0,95,0,a_only,1755393.0,13,0.007893187525185098,0.011968879371324365
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,47,0,66,0,a_only,1310657.25,14,0.005893417289173083,0.008936516507928266
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,29,0,84,0,a_only,1186132.125,15,0.005333485602523931,0.008087460940414844
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,36,38,77,75,generic_interaction,791363.125,16,0.0035583926483365802,0.00539578873906828
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,36,75,77,38,generic_interaction,776624.75,17,0.0034921210170315107,0.005295297377587208
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,0,36,0,77,b_only,693832.5,18,0.0031198426982265446,0.004730791051578999
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,0,9,0,104,b_only,635978.875,19,0.002859701800355392,0.004336324935547526
130000,126200,freeze,layer_3_mlp_activation,mlp_activation,3,13,9,75,104,38,generic_interaction,456528.1875,20,0.0020527953537870795,0.0031127677994596376
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,9,0,104,0,a_only,61924236.0,1,0.1082176951174174,0.2643174989981208
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,38,0,75,0,a_only,57560052.0,2,0.10059092466282009,0.24568940966573705
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,36,0,77,0,a_only,40408108.0,3,0.07061649193081163,0.17247802695225756
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,0,36,0,77,b_only,8585148.0,4,0.015003252180647101,0.036644858208484295
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,9,9,104,104,addition,5064685.0,5,0.008850953561958473,0.021618108819514502
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,18,0,95,0,a_only,4953935.0,6,0.008657408828774298,0.021145383358452022
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,36,36,77,77,addition,4270690.0,7,0.007463382000562805,0.018229019406816493
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,27,0,86,0,a_only,4207034.5,8,0.007352138779224608,0.017957312178043014
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,0,38,0,75,b_only,4172488.0,9,0.0072917659293379525,0.017809853847202427
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,0,9,0,104,b_only,3674325.5,10,0.006421185991235358,0.0156834963077303
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,38,38,75,75,addition,2818352.0,11,0.00492530190391955,0.012029857775497655
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,47,0,66,0,a_only,2784455.75,12,0.004866065419385066,0.011885174972702719
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,45,0,68,0,a_only,2766028.75,13,0.004833862721431253,0.01180652113910454
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,29,0,84,0,a_only,2660065.75,14,0.004648683664434459,0.01135422851580374
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,41,0,72,0,a_only,2627107.5,15,0.004591086412041977,0.011213549473572927
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,37,0,76,0,a_only,2229876.0,16,0.003896891697099763,0.009518005961283618
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,9,104,104,9,subtraction,2010237.0,17,0.0035130544812818003,0.008580498534265088
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,39,0,74,0,a_only,1605864.625,18,0.0028063805000048095,0.006854474900740885
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,2,0,111,0,a_only,1578323.5,19,0.002758250119059283,0.006736918322738136
130000,126200,control,layer_3_mlp_output,mlp_output,3,14,36,77,77,36,subtraction,1070499.5,20,0.0018707859151358406,0.004569321622615398
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,38,0,75,0,a_only,53138444.0,1,0.12472157686187306,0.2058617985183591
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,38,38,75,75,addition,48608880.0,2,0.11409020864610872,0.18831397209830034
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,0,38,0,75,b_only,30470320.0,3,0.07151708013666844,0.11804400739754306
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,36,0,77,0,a_only,28796604.0,4,0.06758869076307393,0.11155992242943684
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,9,0,104,0,a_only,20022808.0,5,0.04699565886728875,0.0775696643708233
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,37,0,76,0,a_only,16672661.0,6,0.03913250772648618,0.06459097634749907
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,38,75,75,38,subtraction,9403454.0,7,0.022070906156531185,0.03642959422606838
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,41,0,72,0,a_only,3938863.0,8,0.009244930175277392,0.015259412211946204
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,18,0,95,0,a_only,3657067.5,9,0.00858352618097564,0.014167718062144221
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,27,0,86,0,a_only,3053157.5,10,0.007166085213327928,0.011828131326348528
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,2,0,111,0,a_only,2344738.0,11,0.005503349339471711,0.009083667969922873
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,39,0,74,0,a_only,2133722.0,12,0.005008072355766938,0.008266178220389558
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,0,37,0,76,b_only,2047114.375,13,0.004804795053212467,0.007930654631330315
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,47,0,66,0,a_only,1574198.125,14,0.0036948103418873906,0.0060985462283526535
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,45,0,68,0,a_only,1432324.0,15,0.003361816688819595,0.0055489166130082805
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,29,0,84,0,a_only,1217817.375,16,0.002858346837174739,0.004717903954515623
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,36,75,77,38,generic_interaction,1136035.25,17,0.002666395496087017,0.00440107466724569
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,0,36,0,77,b_only,904506.8125,18,0.0021229736410292056,0.003504118396717793
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,36,38,77,75,generic_interaction,889922.375,19,0.0020887424158423443,0.0034476173344336093
130000,126200,freeze,layer_3_mlp_output,mlp_output,3,14,9,75,104,38,generic_interaction,884887.125,20,0.002076924148828471,0.003428110447461353
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,38,0,75,0,a_only,56383136.0,1,0.09690305838878213,0.25066248035889954
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,9,0,104,0,a_only,55699048.0,2,0.0957273483430148,0.24762123066920938
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,36,0,77,0,a_only,37360980.0,3,0.06421056867787775,0.1660956906589807
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,0,36,0,77,b_only,9082905.0,4,0.015610363949156023,0.04037986635160291
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,9,9,104,104,addition,5077543.5,5,0.00872653649935472,0.02257323267439768
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,18,0,95,0,a_only,4807279.0,6,0.008262045545465335,0.021371717917876194
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,0,38,0,75,b_only,4358624.0,7,0.007490963183863116,0.019377132602057257
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,36,36,77,77,addition,4269215.0,8,0.007337300117880362,0.01897964705413724
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,27,0,86,0,a_only,4211673.0,9,0.007238405374143382,0.018723832612655804
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,0,9,0,104,b_only,4052297.5,10,0.006964494157458994,0.018015297029632543
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,47,0,66,0,a_only,2856211.5,11,0.004908837099007955,0.01269785807975656
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,38,38,75,75,addition,2852416.5,12,0.004902314810028048,0.01268098665009784
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,45,0,68,0,a_only,2775858.25,13,0.004770737726946096,0.012340631675217822
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,29,0,84,0,a_only,2676451.0,14,0.00459989113638011,0.011898696912123814
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,41,0,72,0,a_only,2593023.0,15,0.004456507335321948,0.0115278010930019
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,37,0,76,0,a_only,2236739.0,16,0.0038441786905479354,0.00994386948706586
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,9,104,104,9,subtraction,2023069.5,17,0.0034769549157936917,0.00899395909458528
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,2,0,111,0,a_only,1654712.0,18,0.0028438761113361707,0.007356352335557132
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,39,0,74,0,a_only,1588791.75,19,0.0027305820612366317,0.007063290712115705
130000,126200,control,layer_3_post_block_residual,post_block_residual,3,15,36,77,77,36,subtraction,1067174.875,20,0.0018341035380360232,0.004744338824009338
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,38,0,75,0,a_only,49280884.0,1,0.1138237352081688,0.19677571210287556
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,38,38,75,75,addition,49047336.0,2,0.11328431092125062,0.1958431684819007
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,0,38,0,75,b_only,29757216.0,3,0.06873004702018502,0.11881883792098945
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,36,0,77,0,a_only,24598492.0,4,0.056814975963666935,0.09822035213404223
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,9,0,104,0,a_only,20473800.0,5,0.04728820184932166,0.08175069616145388
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,37,0,76,0,a_only,16603752.0,6,0.03834957731501129,0.06629781891452159
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,38,75,75,38,subtraction,9719853.0,7,0.022449880853077333,0.03881080939234514
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,41,0,72,0,a_only,4045581.5,8,0.009344053110310812,0.016153772333562837
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,18,0,95,0,a_only,3718185.25,9,0.008587868134648699,0.014846498092427855
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,27,0,86,0,a_only,2952848.0,10,0.0068201736978170035,0.011790550833697544
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,2,0,111,0,a_only,2270743.25,11,0.005244720821439336,0.009066946120965444
130000,126200,freeze,layer_3_post_block_residual,post_block_residual,3,15,0,37,0,76,b_only,2133965.0,12,0.0049288049926924996,0.008520798500238203
