step,local_step,train_loss,train_accuracy,test_accuracy,test_loss64,joint_failure,elapsed_seconds
30000,0,1.8791623812575153e-09,1.0,1.0,7.60214245505749e-08,False,0.18110033287666738
30001,1,1.8789227951288012e-09,1.0,,,False,0.32736100000329316
30002,2,1.8786991962116417e-09,1.0,,,False,0.41439049993641675
30003,3,1.878473598893038e-09,1.0,,,False,0.5071557499468327
30004,4,1.8782435606823356e-09,1.0,,,False,0.5954787498340011
30005,5,1.8780190735867563e-09,1.0,,,False,0.7005558328237385
30006,6,1.877809685524312e-09,1.0,,,False,0.8103348750155419
30007,7,1.8775918597668806e-09,1.0,,,False,0.906710583018139
30008,8,1.8773698151619556e-09,1.0,,,False,0.9830551249906421
30009,9,1.8771619814117457e-09,1.0,,,False,1.0442304168827832
30010,10,1.876963029445733e-09,1.0,,,False,1.1353634579572827
30011,11,1.8767443155098817e-09,1.0,,,False,1.2165847918950021
30012,12,1.8765282661092897e-09,1.0,,,False,1.3047133330255747
30013,13,1.8763188780468454e-09,1.0,,,False,1.3852625000290573
30014,14,1.876103272735463e-09,1.0,,,False,1.4469308748375624
30015,15,1.8758956610298583e-09,1.0,,,False,1.5092189169954509
30016,16,1.8756751707371677e-09,1.0,,,False,1.5715799578465521
30017,17,1.8754624520056495e-09,1.0,,,False,1.6330507919192314
30018,18,1.875262611861217e-09,1.0,,,False,1.6918289170134813
30019,19,1.8750450081483905e-09,1.0,,,False,1.7562642500270158
30020,20,1.8748309571492427e-09,1.0,,,False,1.8600437080021948
30021,21,1.874610688901157e-09,1.0,,,False,1.9671525829471648
30022,22,1.874382427047294e-09,1.0,,,False,2.0465276669710875
30023,23,1.874146615676864e-09,1.0,,,False,2.119689167011529
30024,24,1.8739285678748274e-09,1.0,,,False,2.178598124999553
30025,25,1.8736916462813724e-09,1.0,,,False,2.2546928748488426
30026,26,1.8734420681454367e-09,1.0,,,False,2.32145266700536
30027,27,1.873213362202364e-09,1.0,,,False,2.3986057080328465
30028,28,1.8729753303858843e-09,1.0,,,False,2.4773819169495255
30029,29,1.8727339679003308e-09,1.0,,,False,2.5772851668298244
30030,30,1.87249904470832e-09,1.0,,,False,2.6677442078944296
30031,31,1.8722550176875075e-09,1.0,,,False,2.7448533750139177
30032,32,1.8720125449789293e-09,1.0,,,False,2.8060730828437954
30033,33,1.8717780658761285e-09,1.0,,,False,2.8718015828635544
30034,34,1.8715353711229454e-09,1.0,,,False,2.961602416820824
30035,35,1.871311772205786e-09,1.0,,,False,3.057086374843493
30036,36,1.871059973623801e-09,1.0,,,False,3.1155117079615593
30037,37,1.8708123938893095e-09,1.0,,,False,3.1789249579887837
30038,38,1.8705688109577068e-09,1.0,,,False,3.2420219578780234
30039,39,1.8703241178030794e-09,1.0,,,False,3.3418587918858975
30040,40,1.8700905268786983e-09,1.0,,,False,3.4468834579456598
30041,41,1.8698382842075034e-09,1.0,,,False,3.5153205420356244
30042,42,1.8696015846586533e-09,1.0,,,False,3.6011624168604612
30043,43,1.8693633307975688e-09,1.0,,,False,3.6636812079232186
30044,44,1.8691210801335956e-09,1.0,,,False,3.728887208038941
30045,45,1.868882826272511e-09,1.0,,,False,3.7918513328768313
30046,46,1.8686447944560314e-09,1.0,,,False,3.85155575000681
30047,47,1.868409205130206e-09,1.0,,,False,3.9111473329830915
30048,48,1.8681796110087134e-09,1.0,,,False,3.972288499819115
30049,49,1.8679491287088013e-09,1.0,,,False,4.033726832829416
30050,50,1.86771598187363e-09,1.0,,,False,4.094694374827668
30051,51,1.8675063717665807e-09,1.0,,,False,4.159034583019093
30052,52,1.8672665635932617e-09,1.0,,,False,4.220545749878511
30053,53,1.8670363033379545e-09,1.0,,,False,4.2807266670279205
30054,54,1.8668133705546097e-09,1.0,,,False,4.342076207976788
30055,55,1.866596655020203e-09,1.0,,,False,4.406779875047505
30056,56,1.8663763867721173e-09,1.0,,,False,4.476462000049651
30057,57,1.8661503453643036e-09,1.0,,,False,4.57025562482886
30058,58,1.8659251921349096e-09,1.0,,,False,4.674012250034139
30059,59,1.865719134741539e-09,1.0,,,False,4.772520457860082
30060,60,1.8654904287984664e-09,1.0,,,False,4.855808041989803
30061,61,1.8652612787661838e-09,1.0,,,False,4.917504583019763
30062,62,1.8650392341612587e-09,1.0,,,False,4.97695591696538
30063,63,1.8648234068052716e-09,1.0,,,False,5.051689249929041
30064,64,1.864603138557186e-09,1.0,,,False,5.151199041865766
30065,65,1.8643762089709526e-09,1.0,,,False,5.237269166857004
30066,66,1.864155274589052e-09,1.0,,,False,5.308415124891326
30067,67,1.863927900913609e-09,1.0,,,False,5.377620207844302
30068,68,1.8636947540784377e-09,1.0,,,False,5.446401624940336
30069,69,1.86346582609076e-09,1.0,,,False,5.524069916922599
30070,70,1.863231791077169e-09,1.0,,,False,5.602387291844934
30071,71,1.8630057496693553e-09,1.0,,,False,5.707165666855872
30072,72,1.8627683839866904e-09,1.0,,,False,5.808688582852483
30073,73,1.8625316844378403e-09,1.0,,,False,5.914115791907534
30074,74,1.8622837716364415e-09,1.0,,,False,6.029100999934599
30075,75,1.862050069689758e-09,1.0,,,False,6.1144227078184485
30076,76,1.8618107056056488e-09,1.0,,,False,6.177513249916956
30077,77,1.861574783212916e-09,1.0,,,False,6.237811249913648
30078,78,1.8613187657834374e-09,1.0,,,False,6.301101582823321
30079,79,1.8610852858813587e-09,1.0,,,False,6.36456058290787
30080,80,1.8608367069461451e-09,1.0,,,False,6.426478042034432
30081,81,1.8605943452598694e-09,1.0,,,False,6.515961832832545
30082,82,1.860346765525378e-09,1.0,,,False,6.610400917008519
30083,83,1.8600972984117448e-09,1.0,,,False,6.672584666870534
30084,84,1.859862375219734e-09,1.0,,,False,6.733018624829128
30085,85,1.8596131301507057e-09,1.0,,,False,6.795386374928057
30086,86,1.8593679929068685e-09,1.0,,,False,6.856498250039294
30087,87,1.8591287398450618e-09,1.0,,,False,6.917672083014622
30088,88,1.8588902639393723e-09,1.0,,,False,7.013542291941121
30089,89,1.858661446973997e-09,1.0,,,False,7.110858874861151
30090,90,1.8584369598784178e-09,1.0,,,False,7.213951583020389
30091,91,1.8581962635266791e-09,1.0,,,False,7.306796082993969
30092,92,1.8579648930483472e-09,1.0,,,False,7.421155749820173
30093,93,1.857730302923244e-09,1.0,,,False,7.527701708022505
30094,94,1.8574973781326776e-09,1.0,,,False,7.610992999980226
30095,95,1.8572769988622895e-09,1.0,,,False,7.67876962502487
30096,96,1.8570521786998029e-09,1.0,,,False,7.78614329197444
30097,97,1.8568324655632296e-09,1.0,,,False,7.864006208023056
30098,98,1.8566215231885508e-09,1.0,,,False,7.92867483291775
30099,99,1.8563830472828613e-09,1.0,,,False,7.990329624852166
30100,100,1.8561565617858378e-09,1.0,1.0,8.104585849990168e-08,False,8.113995417021215
30101,101,1.855918974058568e-09,1.0,,,False,8.201288916869089
30102,102,1.8556705061456569e-09,1.0,,,False,8.264893082901835
30103,103,1.8554224823219556e-09,1.0,,,False,8.322944832965732
30104,104,1.8551702396507608e-09,1.0,,,False,8.413985416991636
30105,105,1.8549265456968556e-09,1.0,,,False,8.480790792033076
30106,106,1.854679632096179e-09,1.0,,,False,8.547558333026245
30107,107,1.8544262792019595e-09,1.0,,,False,8.628287957981229
30108,108,1.8541744806199745e-09,1.0,,,False,8.738233499927446
30109,109,1.8539261237293658e-09,1.0,,,False,8.818875582888722
30110,110,1.8536800983071089e-09,1.0,,,False,8.925468124914914
30111,111,1.853427855635914e-09,1.0,,,False,9.023068957962096
30112,112,1.853174835808602e-09,1.0,,,False,9.121153999818489
30113,113,1.852920372691358e-09,1.0,,,False,9.222853875020519
30114,114,1.8526888911907236e-09,1.0,,,False,9.327216416830197
30115,115,1.8524425327015592e-09,1.0,,,False,9.429763542022556
30116,116,1.8521982836361417e-09,1.0,,,False,9.526645999867469
30117,117,1.8519601407973596e-09,1.0,,,False,9.619762416929007
30118,118,1.8517357647240829e-09,1.0,,,False,9.71521170786582
30119,119,1.8514958455284614e-09,1.0,,,False,9.813420166959986
30120,120,1.8512628097155925e-09,1.0,,,False,9.91011970792897
30121,121,1.8510316612818656e-09,1.0,,,False,9.996652374975383
30122,122,1.8508069521416814e-09,1.0,,,False,10.100741457892582
30123,123,1.850571362815856e-09,1.0,,,False,10.183103957911953
30124,124,1.8503488741217211e-09,1.0,,,False,10.24431062489748
30125,125,1.8501308263196847e-09,1.0,,,False,10.306418541818857
30126,126,1.8499084486478523e-09,1.0,,,False,10.400923792039976
30127,127,1.849691400046538e-09,1.0,,,False,10.495448499917984
30128,128,1.849462361036558e-09,1.0,,,False,10.58872487489134
30129,129,1.8492491982158299e-09,1.0,,,False,10.685850708046928
30130,130,1.8490305953022812e-09,1.0,,,False,10.784112124936655
30131,131,1.8488096609203808e-09,1.0,,,False,10.881485542049631
30132,132,1.8485890596053878e-09,1.0,,,False,10.966129707871005
30133,133,1.84838266914511e-09,1.0,,,False,11.071302874945104
30134,134,1.8481574048934135e-09,1.0,,,False,11.17091495799832
30135,135,1.84793813584605e-09,1.0,,,False,11.275037582963705
30136,136,1.8477183116871743e-09,1.0,,,False,11.386751167010516
30137,137,1.847498376505996e-09,1.0,,,False,11.49456754187122
30138,138,1.8472802176816572e-09,1.0,,,False,11.595843042014167
30139,139,1.8470552864968681e-09,1.0,,,False,11.702173332916573
30140,140,1.846833463936548e-09,1.0,,,False,11.80458441702649
