step,local_step,arm,train_loss,train_loss64,train_accurate_loss64,train_objective_loss,train_accuracy,train_minimum_margin,test_loss,test_loss64,test_accurate_loss64,test_objective_loss,test_accuracy,test_minimum_margin,max_abs_logit,last_training_loss,elapsed_seconds
16000,0,original32,4.4026495515936404e-07,5.022781977935252e-07,5.022781977936729e-07,4.4026495515936404e-07,1.0,13.866147994995117,0.00018013588851317763,0.0001801968492622375,0.0001801968492622354,0.00018013588851317763,1.0,2.4654574394226074,21.576078414916992,,0.06814512517303228
16010,10,original32,4.3958021933576674e-07,5.010883060553468e-07,5.010883060553881e-07,4.3958021933576674e-07,1.0,13.86182689666748,0.00018068027566187084,0.0001807410628426042,0.00018074106284260414,0.00018068027566187084,1.0,2.423841953277588,21.55312156677246,4.431907427715487e-07,0.5782307081390172
16020,20,original32,4.368412191979587e-07,4.999921522617201e-07,4.999921522538491e-07,4.368412191979587e-07,1.0,13.862627029418945,0.00018125658971257508,0.00018131788432609064,0.00018131788432608977,0.00018125658971257508,1.0,2.381161689758301,21.541091918945312,4.4203912352713814e-07,1.1160273752175272
16030,30,original32,4.3727695242523623e-07,4.989392610157069e-07,4.989392610231665e-07,4.3727695242523623e-07,1.0,13.858860969543457,0.00018188991816714406,0.00018195028352483626,0.00018195028352484006,0.00018188991816714406,1.0,2.3495097160339355,21.526063919067383,4.397358281948982e-07,1.6824900831561536
16040,40,original32,4.3584523723438906e-07,4.977042621067777e-07,4.977042621000215e-07,4.3584523723438906e-07,1.0,13.859769821166992,0.00018253354937769473,0.0001825944199314491,0.00018259441993144883,0.00018253354937769473,1.0,2.3175182342529297,21.502225875854492,4.387087528812117e-07,2.311225625220686
16050,50,original32,4.3428894969110843e-07,4.962910183210671e-07,4.962910183330351e-07,4.3428894969110843e-07,1.0,13.858704566955566,0.00018340526730753481,0.00018346704311183562,0.0001834670431118318,0.00018340526730753481,1.0,2.275569438934326,21.490617752075195,4.36156454952652e-07,2.9415706251747906
16060,60,original32,4.32265807148724e-07,4.947934083098524e-07,4.947934083059876e-07,4.32265807148724e-07,1.0,13.85971736907959,0.0001843646605266258,0.00018442596589880495,0.00018442596589880145,0.0001843646605266258,1.0,2.2319841384887695,21.48404312133789,4.345690740592545e-07,3.635844125179574
16070,70,original32,4.2853079662563687e-07,4.931458964304193e-07,4.931458964304808e-07,4.2853079662563687e-07,1.0,13.859115600585938,0.0001853907888289541,0.00018545213333597032,0.00018545213333596845,0.0001853907888289541,1.0,2.178122043609619,21.475200653076172,4.3425785634099157e-07,4.265655542025343
16080,80,original32,4.259785271187866e-07,4.913386957391105e-07,4.913386957519978e-07,4.259785271187866e-07,1.0,13.857760429382324,0.0001865077210823074,0.0001865704887466779,0.00018657048874668345,0.0001865077210823074,1.0,2.1172876358032227,21.461467742919922,4.305227889744856e-07,4.946549458196387
16090,90,original32,4.257606462942931e-07,4.890478782845987e-07,4.890478782766952e-07,4.257606462942931e-07,1.0,13.862202644348145,0.00018751228344626725,0.00018757369046763984,0.000187573690467637,0.00018751228344626725,1.0,2.060040235519409,21.462055206298828,4.253560348388419e-07,5.476487125037238
16100,100,original32,4.1997137145699526e-07,4.859702586533627e-07,4.859702586547565e-07,4.1997137145699526e-07,1.0,13.859739303588867,0.000188251884537749,0.00018831367462887854,0.0001883136746288778,0.000188251884537749,1.0,2.0106754302978516,21.467714309692383,4.236752602082561e-07,5.9914176252204925
16110,110,original32,4.1542710960129625e-07,4.82349044203872e-07,4.823490442091933e-07,4.1542710960129625e-07,1.0,13.862428665161133,0.00018886203179135919,0.00018892263434179898,0.00018892263434179597,0.00018886203179135919,1.0,1.9543099403381348,21.475147247314453,4.198468843696901e-07,6.496307333000004
16120,120,original32,4.137775135859556e-07,4.787123461063881e-07,4.787123461064463e-07,4.137775135859556e-07,1.0,13.856572151184082,0.00018926028860732913,0.0001893217271970894,0.00018932172719709196,0.00018926028860732913,1.0,1.9071871042251587,21.484811782836914,4.1720127796907036e-07,6.9946610000915825
16130,130,original32,4.1054045141208917e-07,4.75478930598763e-07,4.754789306073037e-07,4.1054045141208917e-07,1.0,13.86416244506836,0.00018956666463054717,0.00018962834919203215,0.00018962834919203142,0.00018956666463054717,1.0,1.8607215881347656,21.500370025634766,4.1393309402337763e-07,7.491898583015427
16140,140,original32,4.079881819052389e-07,4.7271738997047817e-07,4.72717389968205e-07,4.079881819052389e-07,1.0,13.877017974853516,0.00019012449774891138,0.00019018613714012717,0.0001901861371401249,0.00019012449774891138,1.0,1.80397367477417,21.511953353881836,4.1159873376273026e-07,7.98995945812203
16150,150,original32,4.0493796404916793e-07,4.6998963317201776e-07,4.699896331764702e-07,4.0493796404916793e-07,1.0,13.907697677612305,0.00019064544176217169,0.00019070619483818496,0.0001907061948381852,0.00019064544176217169,1.0,1.752259373664856,21.520294189453125,4.075213553278445e-07,8.494738250039518
16160,160,original32,4.01389712578748e-07,4.6688487972230986e-07,4.668848797264809e-07,4.01389712578748e-07,1.0,13.888297080993652,0.0001908192498376593,0.0001908801044089027,0.00019088010440890986,0.0001908192498376593,1.0,1.717714548110962,21.512773513793945,4.0515587329537084e-07,8.993263625074178
16170,170,original32,4.0045597415883094e-07,4.6392558628827287e-07,4.63925586288194e-07,4.0045597415883094e-07,1.0,13.85826587677002,0.00019042503845412284,0.00019048537940778942,0.00019048537940779297,0.00019042503845412284,1.0,1.702202320098877,21.495004653930664,4.02043326630519e-07,9.494863208150491
16180,180,original32,3.9809046370464785e-07,4.6153911115943e-07,4.61539111165798e-07,3.9809046370464785e-07,1.0,13.855782508850098,0.00018951192032545805,0.00018957274129936965,0.00018957274129936504,0.00018951192032545805,1.0,1.7170002460479736,21.471149444580078,4.022300856831862e-07,9.994222708046436
16190,190,original32,3.9715669686302135e-07,4.5964928300353245e-07,4.5964928301035165e-07,3.9715669686302135e-07,1.0,13.85659122467041,0.00018868930055759847,0.00018874947846396682,0.00018874947846396955,0.00018868930055759847,1.0,1.7458758354187012,21.460323333740234,4.0061155459625297e-07,10.493870583130047
16200,200,original32,3.958805621095962e-07,4.5808015942134625e-07,4.5808015942325075e-07,3.958805621095962e-07,1.0,13.858566284179688,0.0001879482006188482,0.00018800965022429703,0.00018800965022429888,0.0001879482006188482,1.0,1.7762507200241089,21.443950653076172,3.992109611772321e-07,10.992974625201896
16210,210,original32,3.951958262859989e-07,4.567468678260315e-07,4.56746867824144e-07,3.951958262859989e-07,1.0,13.858513832092285,0.00018796535732690245,0.000188026011558363,0.00018802601155836306,0.00018796535732690245,1.0,1.7820463180541992,21.437387466430664,3.9777918914296606e-07,11.49295425019227
16220,220,original32,3.9395081330440007e-07,4.553672902950113e-07,4.553672902991818e-07,3.9395081330440007e-07,1.0,13.862771987915039,0.0001879151677712798,0.00018797607355994873,0.00018797607355994748,0.0001879151677712798,1.0,1.7901246547698975,21.451284408569336,3.967832071793964e-07,11.98969641700387
16230,230,original32,3.9202106449920393e-07,4.539348352182123e-07,4.5393483521026016e-07,3.9202106449920393e-07,1.0,13.858912467956543,0.0001880534109659493,0.00018811475986945446,0.00018811475986945365,0.0001880534109659493,1.0,1.79207444190979,21.48798942565918,3.960984429340897e-07,12.491491708206013
16240,240,original32,3.8881518094058265e-07,4.5228614134464644e-07,4.522861413486424e-07,3.8881518094058265e-07,1.0,13.863475799560547,0.00018831522902473807,0.00018837722445377795,0.00018837722445378283,0.00018831522902473807,1.0,1.8003156185150146,21.519987106323242,3.9488458014602656e-07,12.992257500067353
16250,250,original32,3.8729004359083774e-07,4.50262791389202e-07,4.5026279139220126e-07,3.8729004359083774e-07,1.0,13.878936767578125,0.00018866214668378234,0.00018872433252653192,0.00018872433252653688,0.00018866214668378234,1.0,1.8050596714019775,21.55373191833496,3.9006016550047207e-07,13.494936041999608
16260,260,original32,3.838351574358967e-07,4.4751811066819295e-07,4.4751811066102044e-07,3.838351574358967e-07,1.0,13.895636558532715,0.00018844331498257816,0.00018850593701482253,0.00018850593701482706,0.00018844331498257816,1.0,1.8266619443893433,21.592199325561523,3.8722780004718516e-07,13.994716000044718
16270,270,original32,3.783571287385712e-07,4.4434467625496125e-07,4.4434467625625816e-07,3.783571287385712e-07,1.0,13.90726089477539,0.00018783901759888977,0.00018790184207156282,0.0001879018420715652,0.00018783901759888977,1.0,1.8550007343292236,21.645244598388672,3.852669010484533e-07,14.495729375164956
16280,280,original32,3.7792136708958424e-07,4.4133778414072337e-07,4.4133778413250736e-07,3.7792136708958424e-07,1.0,13.912561416625977,0.00018647446995601058,0.00018653769685513143,0.0001865376968551289,0.00018647446995601058,1.0,1.9129104614257812,21.70684051513672,3.815007687535399e-07,14.99806350003928
16290,290,original32,3.77516755634133e-07,4.3884088463632335e-07,4.3884088463418337e-07,3.77516755634133e-07,1.0,13.916529655456543,0.00018493116658646613,0.00018499415841448643,0.00018499415841448743,0.00018493116658646613,1.0,1.9849464893341064,21.76888656616211,3.7851273759770265e-07,15.496596625074744
16300,300,original32,3.743419654256286e-07,4.3699871557831154e-07,4.3699871557605197e-07,3.743419654256286e-07,1.0,13.93930435180664,0.0001836031151469797,0.00018366493716464222,0.0001836649371646399,0.0001836031151469797,1.0,2.047309398651123,21.81083869934082,3.791352582993568e-07,16.001538042211905
16310,310,original32,3.7390623219835106e-07,4.3565060528550403e-07,4.356506052892874e-07,3.7390623219835106e-07,1.0,13.957063674926758,0.00018281638040207326,0.00018287957502023238,0.0001828795750202341,0.00018281638040207326,1.0,2.0997157096862793,21.854745864868164,3.776101209496119e-07,16.534236833220348
16320,320,original32,3.719453331996192e-07,4.3434608448196466e-07,4.3434608448274314e-07,3.719453331996192e-07,1.0,13.966853141784668,0.00018244615057483315,0.00018250912272595955,0.00018250912272595808,0.00018244615057483315,1.0,2.1376900672912598,21.88791847229004,3.782948851949186e-07,17.300308875041083
16330,330,original32,3.704824678152363e-07,4.331147840182068e-07,4.3311478402431406e-07,3.704824678152363e-07,1.0,13.976831436157227,0.00018232304137200117,0.00018238509992448665,0.0001823850999244853,0.00018232304137200117,1.0,2.1551570892333984,21.921897888183594,3.7614722714351956e-07,17.828743083169684
