seed,selected_pair,selected_step,selected_native_accuracy,selected_fresh_decoder_accuracy,reference_fresh_decoder_accuracy,decoder_converged,adjacent_preceding_accuracy,adjacent_feature_only_accuracy,adjacent_readout_only_accuracy,adjacent_actual_accuracy,first_centered_backward_error,healthy_matched_centered_backward_error,adjacent_centered_backward_error,adjacent_readout_norm_ratio,adjacent_feature_norm_ratio
0,seed0_dense_event,17494,0.3187157400156617,0.987246895625909,0.9950777491889473,True,0.9549166573442219,0.9638662042734086,0.3186038706790469,0.3187157400156617,0.4363092645422442,0.32657748488103633,0.01877388387902274,1.0058013969464306,0.0695008527532653
1,seed1_first_event,17721,0.09094977066785993,0.9819890368050117,0.9956370958720214,True,0.9413804676138271,0.9418279449602864,0.13558563597717865,0.09094977066785993,0.4305416326314333,0.10818239801868837,0.046316277911195254,1.0123244399025175,0.08388794287500026
2,seed2_first_event,18069,0.00928515493903121,1.0,1.0,True,0.9998881306633851,1.0,0.010068240295335049,0.00928515493903121,0.09051605953034415,0.02760618640600218,0.011030229814088811,0.9798339857270651,0.04456685015466071
3,seed3_peak_event,16309,0.32117686542118806,0.9876943729723683,0.993959055822799,True,0.8954021702651304,0.9100570533616735,0.5079986575679606,0.5359659917216691,0.4572971158013331,0.14296353692654024,0.10656025743353673,1.045148904500581,0.07117302881769066
4,seed4_peak_event,16060,0.1813401946526457,1.0,1.0,True,0.9134131334601185,0.98657567960622,0.6675243315807138,0.66327329678935,0.25598887222842104,0.011762902942186801,0.25625863630889195,1.034545557992124,0.06281506733604615
