seed,lookup,control,context,replicate,rng_seed,split,n,correct,accuracy,uniform_tie_expected_accuracy,positive_margin_rows,tied_maximum_rows,minimum_margin,mean_margin
0,one_hot,channelwise_phase,isolated_family_with_dc,0,700100,heldout,8939,148,0.016556661818995413,0.016556661818995413,148,0,-0.1543973386175414,-0.07076511176480899
0,one_hot,channelwise_phase,isolated_family_with_dc,0,700100,full_grid,12769,226,0.017699115044247787,0.017699115044247787,226,0,-0.1543973386175414,-0.07054299203133253
0,one_hot,channelwise_phase,full_lookup_table,0,700100,training,3830,3830,1.0,1.0,3830,0,0.4937902334077706,0.6249036788659218
0,one_hot,channelwise_phase,full_lookup_table,0,700100,heldout,8939,0,0.0,0.0,0,0,-0.5062097665922294,-0.36851376611528874
0,one_hot,channelwise_phase,full_lookup_table,0,700100,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.5062097665922294,-0.07054299203133257
0,one_hot,channelwise_phase,isolated_family_with_dc,1,700101,training,3830,36,0.009399477806788513,0.009399477806788513,36,0,-0.14529193011462008,-0.07664556988189704
0,one_hot,channelwise_phase,isolated_family_with_dc,1,700101,heldout,8939,77,0.008613938919342208,0.008613938919342208,77,0,-0.14529193011462008,-0.07613299257393295
0,one_hot,channelwise_phase,isolated_family_with_dc,1,700101,full_grid,12769,113,0.008849557522123894,0.008849557522123894,113,0,-0.14529193011462008,-0.07628673766669687
0,one_hot,channelwise_phase,full_lookup_table,1,700101,training,3830,3830,1.0,1.0,3830,0,0.49401692215715337,0.6182826863162592
0,one_hot,channelwise_phase,full_lookup_table,1,700101,heldout,8939,0,0.0,0.0,0,0,-0.5059830778428467,-0.3738816469244127
0,one_hot,channelwise_phase,full_lookup_table,1,700101,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.5059830778428467,-0.07628673766669693
0,one_hot,channelwise_phase,isolated_family_with_dc,2,700102,training,3830,154,0.0402088772845953,0.0402088772845953,154,0,-0.15139902220321166,-0.07347223866523966
0,one_hot,channelwise_phase,isolated_family_with_dc,2,700102,heldout,8939,298,0.033337062311220494,0.033337062311220494,298,0,-0.15139902220321166,-0.07299059136031391
0,one_hot,channelwise_phase,isolated_family_with_dc,2,700102,full_grid,12769,452,0.035398230088495575,0.035398230088495575,452,0,-0.15139902220321166,-0.07313505914775738
0,one_hot,channelwise_phase,full_lookup_table,2,700102,training,3830,3830,1.0,1.0,3830,0,0.5148916108180498,0.6214560175329163
0,one_hot,channelwise_phase,full_lookup_table,2,700102,heldout,8939,0,0.0,0.0,0,0,-0.48510838918195026,-0.37073924571079364
0,one_hot,channelwise_phase,full_lookup_table,2,700102,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.48510838918195026,-0.07313505914775742
0,one_hot,channelwise_phase,isolated_family_with_dc,3,700103,training,3830,73,0.01906005221932115,0.01906005221932115,73,0,-0.14917954059799313,-0.06969781874157213
0,one_hot,channelwise_phase,isolated_family_with_dc,3,700103,heldout,8939,153,0.017116008502069582,0.017116008502069582,153,0,-0.14917954059799313,-0.07003825980308402
0,one_hot,channelwise_phase,isolated_family_with_dc,3,700103,full_grid,12769,226,0.017699115044247787,0.017699115044247787,226,0,-0.14917954059799313,-0.06993614614770062
0,one_hot,channelwise_phase,full_lookup_table,3,700103,training,3830,3830,1.0,1.0,3830,0,0.5354962318819201,0.6252304374565839
0,one_hot,channelwise_phase,full_lookup_table,3,700103,heldout,8939,0,0.0,0.0,0,0,-0.46450376811807975,-0.36778691415356374
0,one_hot,channelwise_phase,full_lookup_table,3,700103,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.46450376811807975,-0.06993614614770066
0,one_hot,channelwise_phase,isolated_family_with_dc,4,700104,training,3830,0,0.0,0.0,0,0,-0.1398042506591653,-0.07060222504591122
0,one_hot,channelwise_phase,isolated_family_with_dc,4,700104,heldout,8939,0,0.0,0.0,0,0,-0.1398042506591653,-0.0704607457376291
0,one_hot,channelwise_phase,isolated_family_with_dc,4,700104,full_grid,12769,0,0.0,0.0,0,0,-0.1398042506591653,-0.07050318177418016
0,one_hot,channelwise_phase,full_lookup_table,4,700104,training,3830,3830,1.0,1.0,3830,0,0.5210164681641287,0.624326031152245
0,one_hot,channelwise_phase,full_lookup_table,4,700104,heldout,8939,0,0.0,0.0,0,0,-0.4789835318358714,-0.36820940008810876
0,one_hot,channelwise_phase,full_lookup_table,4,700104,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.4789835318358714,-0.07050318177418012
0,one_hot,channelwise_phase,isolated_family_with_dc,5,700105,training,3830,0,0.0,0.0,0,0,-0.1480204332519197,-0.07281547931214057
0,one_hot,channelwise_phase,isolated_family_with_dc,5,700105,heldout,8939,0,0.0,0.0,0,0,-0.1480204332519197,-0.0732066501004923
0,one_hot,channelwise_phase,isolated_family_with_dc,5,700105,full_grid,12769,0,0.0,0.0,0,0,-0.1480204332519197,-0.07308932030807416
0,one_hot,channelwise_phase,full_lookup_table,5,700105,training,3830,3830,1.0,1.0,3830,0,0.5043061017469769,0.6221127768860154
0,one_hot,channelwise_phase,full_lookup_table,5,700105,heldout,8939,0,0.0,0.0,0,0,-0.49569389825302324,-0.37095530445097197
0,one_hot,channelwise_phase,full_lookup_table,5,700105,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.49569389825302324,-0.0730893203080742
0,one_hot,channelwise_phase,isolated_family_with_dc,6,700106,training,3830,146,0.0381201044386423,0.0381201044386423,146,0,-0.15884475082210128,-0.06989677973630706
0,one_hot,channelwise_phase,isolated_family_with_dc,6,700106,heldout,8939,306,0.034232017004139165,0.034232017004139165,306,0,-0.15884475082210128,-0.07058866976186261
0,one_hot,channelwise_phase,isolated_family_with_dc,6,700106,full_grid,12769,452,0.035398230088495575,0.035398230088495575,452,0,-0.15884475082210128,-0.07038114068379246
0,one_hot,channelwise_phase,full_lookup_table,6,700106,training,3830,3830,1.0,1.0,3830,0,0.5071982060039758,0.625031476461849
0,one_hot,channelwise_phase,full_lookup_table,6,700106,heldout,8939,0,0.0,0.0,0,0,-0.4928017939960242,-0.3683373241123423
0,one_hot,channelwise_phase,full_lookup_table,6,700106,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.4928017939960242,-0.0703811406837925
0,one_hot,channelwise_phase,isolated_family_with_dc,7,700107,training,3830,36,0.009399477806788513,0.009399477806788513,36,0,-0.16045135823521228,-0.07385559474604951
0,one_hot,channelwise_phase,isolated_family_with_dc,7,700107,heldout,8939,77,0.008613938919342208,0.008613938919342208,77,0,-0.16045135823521228,-0.07417786895441533
0,one_hot,channelwise_phase,isolated_family_with_dc,7,700107,full_grid,12769,113,0.008849557522123894,0.008849557522123894,113,0,-0.16045135823521228,-0.074081204359064
0,one_hot,channelwise_phase,full_lookup_table,7,700107,training,3830,3830,1.0,1.0,3830,0,0.4957235675571507,0.6210726614521066
0,one_hot,channelwise_phase,full_lookup_table,7,700107,heldout,8939,0,0.0,0.0,0,0,-0.5042764324428493,-0.37192652330489506
0,one_hot,channelwise_phase,full_lookup_table,7,700107,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.5042764324428493,-0.07408120435906403
0,one_hot,channelwise_phase,isolated_family_with_dc,8,700108,training,3830,0,0.0,0.0,0,0,-0.13735923851740336,-0.07267236505860866
0,one_hot,channelwise_phase,isolated_family_with_dc,8,700108,heldout,8939,0,0.0,0.0,0,0,-0.13735923851740336,-0.07281099098503976
0,one_hot,channelwise_phase,isolated_family_with_dc,8,700108,full_grid,12769,0,0.0,0.0,0,0,-0.13735923851740336,-0.07276941080662085
0,one_hot,channelwise_phase,full_lookup_table,8,700108,training,3830,3830,1.0,1.0,3830,0,0.5010832022962957,0.6222558911395474
0,one_hot,channelwise_phase,full_lookup_table,8,700108,heldout,8939,0,0.0,0.0,0,0,-0.4989167977037044,-0.37055964533551944
0,one_hot,channelwise_phase,full_lookup_table,8,700108,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.4989167977037044,-0.07276941080662087
0,one_hot,channelwise_phase,isolated_family_with_dc,9,700109,training,3830,41,0.010704960835509139,0.010704960835509139,41,0,-0.13357217830880533,-0.07127994662877624
0,one_hot,channelwise_phase,isolated_family_with_dc,9,700109,heldout,8939,72,0.00805459223626804,0.00805459223626804,72,0,-0.13357217830880533,-0.07129023036307813
0,one_hot,channelwise_phase,isolated_family_with_dc,9,700109,full_grid,12769,113,0.008849557522123894,0.008849557522123894,113,0,-0.13357217830880533,-0.07128714580654463
0,one_hot,channelwise_phase,full_lookup_table,9,700109,training,3830,3830,1.0,1.0,3830,0,0.4976017183186334,0.6236483095693799
0,one_hot,channelwise_phase,full_lookup_table,9,700109,heldout,8939,0,0.0,0.0,0,0,-0.5023982816813666,-0.3690388847135578
0,one_hot,channelwise_phase,full_lookup_table,9,700109,full_grid,12769,3830,0.29994517973216384,0.29994517973216384,3830,0,-0.5023982816813666,-0.0712871458065446
0,one_hot,channelwise_phase,isolated_family_with_dc,10,700110,training,3830,0,0.0,0.0,0,0,-0.14613724809411877,-0.07762621843477056
0,one_hot,channelwise_phase,isolated_family_with_dc,10,700110,heldout,8939,0,0.0,0.0,0,0,-0.14613724809411877,-0.07734901790931548
